Report Number,Date Reported (Reported on),Date  Occurred (Incident From),Incident Type
16-3830,9/13/16,9/12/16,Theft
16-3829,9/13/16,9/13/16,Theft
16-3827,9/13/16,9/13/16,Ill Aided
16-3824,9/13/16,9/13/16,Traffic Crash-Property Damage
16-3821,9/13/16,9/13/16,Ill Aided
16-3820,9/13/16,9/12/16,Theft (Of Bicycle)
16-3819,9/9/16,9/9/16,Administrative Information
16-3818,9/13/16,9/13/16,Prohibited Acts
16-3814,9/13/16,9/13/16,Ill Aided
16-3811,9/12/16,9/12/16,Ill Aided
16-3810,9/12/16,9/12/16,Administrative Information
16-3809,9/12/16,9/12/16,Ill Aided
16-3795,9/12/16,9/12/16,Prohibited Acts
16-3794,9/12/16,9/12/16,Traffic Crash-Property Damage
16-3793,9/12/16,9/12/16,Administrative Information
16-3791,9/12/16,9/12/16,Theft
16-3789,9/12/16,9/12/16,Possession Of Drugs
16-3788,9/12/16,9/12/16,Ill Aided
16-3787,9/12/16,9/12/16,Administrative Information
16-3778,9/11/16,9/11/16,Possession Of Drugs
16-3777,9/11/16,9/11/16,Ill Aided
16-3776,9/11/16,9/11/16,Theft
16-3775,9/11/16,9/11/16,Traffic Crash-Property Damage
16-3774,9/11/16,9/10/16,Theft (Of Bicycle)
16-3773,9/11/16,9/11/16,Assist Other Agency
16-3769,9/11/16,9/11/16,Theft (Of Bicycle)
16-3768,9/11/16,9/11/16,Administrative Information
16-3767,9/11/16,9/11/16,Disorderly Conduct
16-3766,9/11/16,9/9/16,Theft (Of Bicycle)
16-3763,9/11/16,9/11/16,Offenses Involving Underage Persons
16-3761,9/11/16,9/11/16,Assist Other Agency
16-3760,9/11/16,9/11/16,Disorderly Conduct
16-3758,9/11/16,9/11/16,Offenses Involving Underage Persons
16-3755,9/11/16,9/11/16,Disorderly Conduct
16-3751,9/11/16,9/11/16,Supplement
16-3751,9/10/16,9/10/16,Theft (Of Auto)
16-3750,9/10/16,9/10/16,Theft (From Auto)
16-3749,9/10/16,9/10/16,Criminal Damaging
16-3748,9/10/16,9/10/16,Theft (From Auto)
16-3747,9/10/16,9/10/16,Assault
16-3746,9/10/16,9/10/16,Open Container
16-3745,9/10/16,9/10/16,Offenses Involving Underage Persons
16-3744,9/10/16,9/10/16,Disorderly Conduct
16-3742,9/10/16,9/10/16,Open Container
16-3732,9/10/16,9/10/16,Offenses Involving Underage Persons
16-3731,9/10/16,9/10/16,Offenses Involving Underage Persons
16-3730,9/10/16,9/10/16,Offenses Involving Underage Persons
16-3729,9/10/16,9/10/16,Offenses Involving Underage Persons
16-3728,9/10/16,9/10/16,Offenses Involving Underage Persons
16-3727,9/10/16,9/10/16,Offenses Involving Underage Persons
16-3725,9/9/16,9/9/16,Administrative Information
16-3722,9/9/16,9/9/16,Administrative Information
16-3721,9/9/16,9/9/16,Menacing
16-3717,9/9/16,9/9/16,Drug Paraphernalia
16-3716,9/9/16,9/9/16,Theft (From Auto)
16-3715,9/9/16,9/9/16,Sexual Battery
16-3715,9/9/16,9/9/16,Sexual Battery
16-3714,9/9/16,9/9/16,Theft (From Auto)
16-3713,9/9/16,9/9/16,Ill Aided
16-3712,9/9/16,9/9/16,Ill Aided
16-3711,9/9/16,9/9/16,Ill Aided
16-3710,9/9/16,9/9/16,Theft
16-3707,9/9/16,9/9/16,Assist Other Agency
16-3704,9/9/16,9/9/16,Offenses Involving Underage Persons
16-3703,9/9/16,9/9/16,Offenses Involving Underage Persons
16-3699,9/8/16,9/8/16,Possessing Drug Abuse Instruments
16-3698,9/8/16,9/8/16,Possession Of Drugs
16-3697,9/8/16,8/22/16,Theft
16-3694,9/8/16,9/8/16,Administrative Information
16-3692,9/8/16,9/8/16,Administrative Information
16-3691,9/8/16,9/7/16,Theft
16-3683,9/7/16,9/7/16,Theft (Of Bicycle)
16-3680,9/7/16,9/7/16,Assist Other Agency
16-3677,9/7/16,9/6/16,Theft
16-3676,9/7/16,9/7/16,Ill Aided
16-3675,9/7/16,9/7/16,Theft
16-3674,9/7/16,9/7/16,Theft
16-3672,9/7/16,9/1/16,Theft (Of Bicycle)
16-3671,9/7/16,9/1/16,Theft
16-3666,9/6/16,9/6/16,Ill Aided
16-3665,9/6/16,9/6/16,Ill Aided
16-3664,9/6/16,9/6/16,Drug Paraphernalia
16-3663,9/6/16,9/6/16,Theft
16-3663,9/6/16,9/6/16,Supplement
16-3662,9/6/16,9/6/16,Traffic Crash-Property Damage
16-3661,9/6/16,9/4/16,Theft
16-3659,9/6/16,9/6/16,Disorderly Conduct
16-3656,9/6/16,9/6/16,Traffic Crash-Property Damage
16-3655,9/6/16,9/4/16,Telecommunications Harassment
16-3654,9/6/16,9/6/16,Public Accident
16-3651,9/6/16,9/6/16,Public Accident
16 3650,9/6/16,9/6/16,Possession Of Drugs
16-3648,9/5/16,9/5/16,Possession Of Drugs
16-3647,9/5/16,9/5/16,Theft
16-3646,9/5/16,9/5/16,Traffic Crash-Property Damage
16-3644,9/5/16,9/1/16,Theft (From Auto)
16-3643,9/5/16,9/5/16,Traffic Crash-Property Damage
16-3640,9/5/16,9/5/16,Disorderly Conduct
16-3639,9/5/16,9/5/16,Administrative Information
16-3638,9/4/16,9/4/16,Offenses Involving Underage Persons
16-3637,9/4/16,9/4/16,Possession Of Drugs
16-3636,9/4/16,9/1/16,Theft
16-3635,9/4/16,9/3/16,Theft
16-3634,9/4/16,9/3/16,Theft (From Auto)
16-3633,9/4/16,9/3/16,Criminal Damaging
16-3632,9/4/16,9/4/16,Theft (Of Bicycle)
16-3630,9/4/16,9/4/16,Assault
16-3627,9/3/16,9/3/16,Disorderly Conduct
16-3623,9/3/16,9/3/16,Ill Aided
16-3622,9/2/16,9/2/16,Traffic Crash-Property Damage-Hit Skip
16-3620,9/3/16,9/3/16,Disorderly Conduct
16-3619,9/3/16,9/3/16,Theft (From Auto)
16-3618,9/3/16,9/3/16,Offenses Involving Underage Persons
16-3617,9/3/16,9/3/16,Offenses Involving Underage Persons
16-3616,9/3/16,9/3/16,Offenses Involving Underage Persons
16-3615,9/3/16,9/3/16,Criminal Trespass
16-3614,9/3/16,9/3/16,Theft (From Auto)
16-3613,9/3/16,9/3/16,Offenses Involving Underage Persons
16-3612,9/3/16,9/3/16,Public Accident
16-3608,9/3/16,9/3/16,Offenses Involving Underage Persons
16-3607,9/3/16,9/3/16,Disorderly Conduct
16-3606,9/3/16,9/3/16,Disorderly Conduct
16-3604,9/2/16,9/2/16,Assault
16-3603,9/2/16,9/2/16,Offenses Involving Underage Persons
16-3599,9/2/16,8/30/20,Theft
16-3598,9/2/16,9/2/16,Traffic Crash-Property Damage-Hit Skip
16-3596,9/2/16,8/30/16,Theft
16-3595,9/2/16,9/2/16,Administrative Information
16-3593,9/2/16,9/2/16,Theft
16-3592,9/2/16,9/2/16,Possession Of Drugs
16-3591,9/2/16,9/2/16,Traffic Crash-Property Damage-Hit Skip
16-3590,9/2/16,9/2/16,Administrative Information
16-3585,9/2/16,9/2/16,Public Accident
16-3582,9/2/16,9/2/16,Offenses Involving Underage Persons
16-3581,9/2/16,9/2/16,Offenses Involving Underage Persons
16-3579,9/2/16,9/2/16,Offenses Involving Underage Persons
16-3573,9/1/16,8/27/16,Assault
16-3572,9/1/16,9/1/16,Ill Aided
16-3570,9/1/16,9/1/16,Ill Aided
16-3563,8/31/16,8/27/16,Administrative Information
16-3561,8/31/16,8/31/16,Drug Paraphernalia
16-3559,8/31/16,8/31/16,Traffic Crash-Property Damage
16-3558,8/31/16,8/31/16,Traffic Crash-Property Damage
16-3557,9/1/16,9/1/16,Supplement
16-3557,8/31/16,8/30/16,Theft
16-3555,8/31/16,08/31/0002,Theft
16-3554,8/31/16,08/31/0002,Theft
16-3547,8/30/16,8/30/16,Theft
16-3546,8/30/16,8/30/16,Theft
16-3544,8/30/16,8/30/16,Assist Other Agency
16-3543,8/30/16,8/30/16,Offenses Involving Underage Persons
16-3542,8/30/16,8/28/16,Theft
16-3542,8/30/16,8/28/16,Theft
16-354 1,8/30/16,8/30/16,Traffic Crash-Property Damage-Hit Skip
16-3537,8/30/16,8/30/16,Traffic Crash-Property Damage-Hit Skip
16-3536,8/30/16,8/30/16,Traffic Crash-Property Damage-Hit Skip
16-3534,8/30/16,8/30/16,Traffic Crash-Property Damage
16-3532,8/30/16,8/30/16,Traffic Crash-Property Damage
16-3528,8/30/16,8/30/16,Telecommunications Harassment
16-3526,8/30/16,8/30/16,Receiving Stolen Property
16-3523,8/29/16,8/27/16,Administrative Information
16-3521,8/29/16,8/29/16,Traffic Crash-Property Damage-Hit Skip
16-3520,8/29/16,5/6/16,Theft
16-3518,8/29/16,8/29/16,Ill Aided
16-3517,8/29/16,8/29/16,Ill Aided
16-3516,8/29/16,8/29/16,Telecommunications Harassment
16-3514,8/29/16,8/29/16,Possession Of Drugs
16-3509,8/29/16,8/29/16,Disorderly Conduct
16-3507,8/28/16,8/28/16,Theft
16-3503,8/28/16,8/28/16,Offenses Involving Underage Persons
16-3502,8/28/16,8/28/16,Menacing
16-3502,9/14/16,9/14/16,Supplement
16-3501,8/28/16,8/28/16,Offenses Involving Underage Persons
16-3500,8/28/16,8/28/16,Offenses Involving Underage Persons
16-3499,8/28/16,8/28/16,Offenses Involving Underage Persons
16-3497,8/28/16,8/28/16,Supplement
16-3497,8/28/16,8/28/16,Criminal Damaging
16-3495,8/28/16,8/28/16,Offenses Involving Underage Persons
16-3494,8/28/16,8/28/16,Offenses Involving Underage Persons
16-3492,8/28/16,8/28/16,Offenses Involving Underage Persons
16-3491,8/28/16,8/28/16,Offenses Involving Underage Persons
16-3490,8/28/16,8/28/16,Offenses Involving Underage Persons
16-3489,8/28/16,8/28/16,Offenses Involving Underage Persons
16-3487,8/28/16,8/27/20,Offenses Involving Underage Persons
16-3485,8/27/16,8/27/20,Theft
16-3485,9/9/16,9/9/16,Supplement
16-3484,8/27/16,8/27/20,Public indecency
16-3483,8/27/16,8/27/20,Offenses Involving Underage Persons
16-3479,8/27/16,8/27/20,Assist Other Agency
16-3473,8/26/16,8/26/20,Offenses Involving Underage Persons
16-3471,8/26/16,8/26/20,Sexual Imposition
16-3469,8/26/16,8/25/20,Theft
16-3468,8/26/16,8/26/20,Public Accident
16-3467,8/26/16,8/24/16,Theft (Of Bicycle)
16-3465,8/26/16,8/26/20,Theft (From Auto)
16-3464,8/26/16,8/26/16,Traffic Crash-Property Damage
16-3464,8/29/16,8/29/16,Supplement
16-3457,8/26/16,8/26/16,Disorderly Conduct
16-3454,8/26/16,8/26/16,Offenses Involving Underage Persons
16-3453,8/26/16,8/26/16,Offenses Involving Underage Persons
16-3452,8/26/16,8/26/16,Offenses Involving Underage Persons
16-3451,8/25/16,8/25/16,Offenses Involving Underage Persons
16-3448,8/25/16,8/25/16,Theft
16-3447,8/25/16,8/25/16,Traffic Crash-Injury
16-3445,8/25/16,8/25/16,Traffic Crash-Property Damage-Hit Skip
16-3444,8/25/16,8/25/16,Telecommunication Fraud
16-3444,8/25/16,8/25/16,Telecommunication Fraud
16-3443,8/25/16,8/25/16,Ill Aided
16-3442,8/25/16,7/22/16,Pandering Obscenity Involving Minor
16-3442,12/20/16,12/20/16,Supplement
16-3441,8/25/16,8/25/16,Administrative Information
16-3437,8/25/16,8/15/16,Theft
16-3436,8/25/16,8/24/16,Theft (From Auto)
16-3434,8/24/16,8/24/16,Theft (From Auto)
16-3433,8/24/16,8/24/16,Theft
16-3432,8/24/16,8/24/16,Public Accident
16-3429,8/24/16,8/24/16,Theft (From Auto)
16-3428,8/24/16,8/24/16,Burglary
16-3426,8/24/16,8/24/16,Traffic Crash-Property Damage
16-3424,8/24/16,8/24/16,Traffic Crash-Property Damage
16-3421,8/24/16,8/24/16,Traffic Crash-Property Damage
16-3419,8/24/16,8/24/16,Traffic Crash-Property Damage
16 3417,8/24/16,8/24/16,Ill Aided
16-3416,8/24/16,8/24/16,Traffic Crash-Property Damage
16-3413,8/23/16,8/23/16,Prohibited Acts
16-3412,8/23/16,8/23/16,Theft (Of Bicycle)
16-3412,9/1/16,9/1/16,Supplement
16-3410,8/23/16,8/23/16,Theft
16-3410,8/24/16,8/24/16,Supplement
16-3409,8/23/16,8/23/16,Fire
16-3408,8/23/16,8/23/16,Theft (From Auto)
16-3407,8/23/16,8/23/16,Disorderly Conduct
16-3406,8/23/16,8/18/16,Theft
16-3405,8/23/16,8/22/16,Property Impound
16-3404,8/23/16,6/1/16,Theft
16-3403,8/23/16,5/31/16,Theft
16-3402,8/23/16,8/23/16,Theft
16-3401,8/23/16,8/23/16,Ill Aided
16-3398,8/23/16,8/23/16,Theft (From Auto)
16-3394,8/23/16,8/23/16,Theft
16-3393,8/23/16,8/22/16,Theft (From Auto)
16-3392,8/23/16,8/23/16,Offenses Involving Underage Persons
16-3386,8/22/16,8/22/16,Assault
16-3383,8/22/16,8/22/16,Theft
16-3380,8/22/16,8/17/16,Theft
16-3379,8/22/16,8/22/16,Traffic Crash-Property Damage
16-3374,8/22/16,8/22/16,Prohibited Acts
16-3372,8/22/16,7/28/16,Theft
16-3370,8/22/16,8/22/16,Criminal Mischief
16-3368,8/22/16,8/22/16,Offenses Involving Underage Persons
16-3367,8/22/16,8/22/16,Administrative Information
16-3362,8/24/16,8/24/16,Supplement
16-3362,8/21/16,8/21/16,Theft
16-3361,8/21/16,8/21/16,Theft
16-3359,8/21/16,8/20/16,Assault
16-3355,8/21/16,8/21/16,Offenses Involving Underage Persons
16-3353,8/21/16,8/21/16,Theft (Of Bicycle)
16-3350,8/20/16,8/20/16,Administrative Information
16-3347,8/20/16,8/20/16,Offenses Involving Underage Persons
16-3345,8/20/16,8/20/16,Theft
16-3343,8/20/16,8/20/16,Ill Aided
16-3341,8/20/16,8/20/16,Failure to comply with order of Police Officer
16-3340,8/20/16,8/20/16,Drug Paraphernalia
16-3334,8/19/16,8/19/16,Possession Of Drugs
16-3333,8/19/16,8/19/16,Possession Of Drugs
16-3331,8/19/16,8/19/16,Traffic Crash-Property Damage
16-3329,8/19/16,8/19/16,Traffic Crash-Property Damage
16-3326,8/19/16,8/19/16,Traffic Crash-Injury-Hit Skip
16-3325,8/19/16,8/19/20,Theft
16-3324,8/19/16,8/19/20,Theft
16-3323,8/19/16,8/18/16,Theft
16-3322,8/19/16,8/19/20,Offenses Involving Underage Persons
16-3319,8/19/16,8/19/16,Possession Of Drugs
16-33 17,8/18/16,8/18/20,Supplement
16-3316,8/18/16,8/18/16,Drug Paraphernalia
16-3313,8/18/16,8/18/16,Theft
16-33 12,8/18/16,8/18/16,Theft (Of Auto)
16-3312,10/12/16,10/12/16,Supplement
16-3308,8/18/16,8/18/16,Offenses Involving Underage Persons
16-3298,8/17/16,8/17/20,Assist Other Agency
16-3296,8/17/16,8/17/16,Theft
16-3295,8/17/16,8/4/16,Theft
16-3294,8/17/16,8/3/16,Administrative Information
16-3291,8/17/16,8/17/16,Ill Aided
16-3289,8/17/16,8/17/16,Ill Aided
16-3288,8/17/16,8/17/16,Theft
16-3287,8/17/16,8/16/16,Theft
16-3282,8/16/16,8/16/16,Assist Other Agency
16-3281,8/16/16,8/16/16,Assist Other Agency
16-3277,8/16/16,8/16/16,Traffic Crash-Property Damage
16-3275,8/16/16,8/13/16,Theft
16-3269,8/15/16,8/15/16,Theft (Of Bicycle)
16-3268,8/15/16,8/15/16,Traffic Crash-Property Damage
16-3267,8/15/16,8/13/16,Theft
16-3266,8/15/16,8/15/16,Theft
16-3264,8/15/16,8/14/16,Theft (Of Bicycle)
16-3263,8/15/16,8/15/16,Theft
16-3256,8/14/16,8/14/16,OVI
16-3245,8/12/16,8/12/16,Assist Other Agency
16-3240,8/12/16,8/12/16,Administrative Information
16-3239,8/12/16,8/5/16,Theft (Of Auto)
16-3238,8/12/16,8/12/16,Administrative Information
16-3237,8/12/16,8/11/16,Telecommunications Harassment
16-3234,8/12/16,8/11/16,Theft (Of Bicycle)
16-3230,8/12/16,8/12/16,Criminal Damaging
16-3229,8/11/16,8/11/16,Possession Of Drugs
16-3228,8/11/16,8/9/16,Theft
16-3227,8/11/16,8/11/16,Theft (Of Bicycle)
16-3226,8/11/16,8/11/16,Ill Aided
16-3225,8/11/16,8/11/16,Criminal Damaging
16-3224,8/11/16,8/11/16,Criminal Simulation
16-3223,8/11/16,7/16/16,Theft
16-3221,8/11/16,8/11/16,Disorderly Conduct
16-3220,8/11/16,8/10/16,Theft
16-3218,8/10/16,8/10/16,Telecommunications Harassment
16-3217,8/10/16,8/5/16,Theft (Of Bicycle)
16-3216,8/10/16,8/10/16,Ill Aided
16-3214,8/8/16,8/8/16,Traffic Crash-Property Damage-Hit Skip
16-3213,8/10/16,8/9/16,Theft (Of Bicycle)
16-3207,8/9/16,8/9/16,Theft
16-3205,8/9/16,8/5/16,Theft (Of Bicycle)
16-3202,8/9/16,8/9/16,Telecommunication Fraud
16-3201,8/9/16,8/9/16,Theft (Of Bicycle)
16-3194,8/8/16,8/8/16,Traffic Crash-Property Damage-Hit Skip
16-3191,8/8/16,7/29/16,Theft
16-3189,8/8/16,8/5/16,Theft
16-3188,8/8/16,08/08/0216,Traffic Crash-Property Damage-Hit Skip
16-3187,8/8/16,8/5/16,Theft (From Auto)
16-3186,8/8/16,8/8/16,Property Impound
16-3185,8/7/16,8/7/16,Theft
16-3183,8/7/16,8/7/16,Assist Other Agency
16-3181,8/7/16,8/7/16,Possession Of Drugs
16-3180,8/7/16,8/7/16,Assist Other Agency
16-3177,8/6/16,8/6/16,Theft
16-3176,8/6/16,8/6/16,Administrative Information
16-3175,8/6/16,8/6/16,Traffic Crash-Property Damage
16-3174,8/6/16,8/6/16,Theft (Of Auto)
16-3173,8/6/16,8/6/16,Assault
16-3173,8/9/16,8/6/16,Supplement
16-3171,8/6/16,8/5/16,Theft
16-3167,8/6/16,8/6/16,Rape
16-3166,8/5/16,8/6/16,Possession Of Drugs
16-3165,8/5/16,8/5/16,Ill Aided
16-3162,8/5/16,8/5/16,Possession Of Drugs
16-3161,8/5/16,8/5/16,Theft (From Auto)
16-3160,8/5/16,8/5/16,Theft
16-3157,8/5/16,8/5/16,Possession Of Drugs
16-3156,8/4/16,8/4/16,Drug Paraphernalia
16-3155,8/4/16,8/4/16,Theft (Of Bicycle)
16-3154,8/4/16,8/4/16,Domestic Violence
16-3149,8/4/16,7/25/16,Theft
16-3147,8/4/16,8/4/16,Theft
16-3146,8/4/16,8/4/16,Theft
16-3146,8/10/16,8/10/16,Supplement
16-3145,8/4/16,7/26/16,Theft
16-3144,8/4/16,7/22/16,Theft
16-3143,8/4/16,7/27/16,Criminal Damaging
16-3139,8/3/16,8/3/16,Theft (From Auto)
16-3139,8/4/16,8/3/16,Supplement
16-3138,8/3/16,8/3/16,Theft (From Auto)
16-3137,8/3/16,8/3/16,Administrative Information
16-3136,8/3/16,8/3/16,Possession Of Drugs
16-3134,8/3/16,8/3/16,Theft
16-3131,8/3/16,8/3/16,Traffic Crash-Property Damage
16-3129,8/3/16,8/3/16,Traffic Crash-Property Damage
16-3125,8/3/16,8/3/16,Robbery
16-3125,8/3/16,8/3/16,Aggravated Robbery
16-3125,8/3/16,8/3/16,Aggravated Robbery
16-3124,8/2/16,8/2/16,Possession Of Drugs
16-3118,8/2/16,8/2/16,Theft
16-3117,8/2/16,8/2/16,Theft
16-3116,8/2/16,7/29/16,Theft
16-3115,8/2/16,7/26/16,Theft
16-3111,8/2/16,8/2/16,Ill Aided
16-3110,8/1/16,8/1/16,Theft
16-3107,8/1/16,7/30/16,Criminal Damaging
16-3104,8/1/16,7/24/16,Administrative Information
16-3103,8/1/16,8/1/16,Theft
16-3101,8/1/16,7/31/16,Theft
16-3100,7/31/16,7/31/16,Assist Other Agency
16-3099,8/1/16,7/30/16,Theft (Of Auto)
16-3098,9/6/16,07/27/0002,Supplement
16-3098,7/31/16,7/27/16,Theft
16-3094,7/31/16,7/29/16,Traffic Crash-Property Damage-Hit Skip
16-3092,7/31/16,7/31/16,Carrying Concealed Weapon
16-3090,7/31/16,7/31/16,Offenses Involving Underage Persons
16-3088,7/30/16,7/30/16,Assault
16-3086,7/30/16,7/27/16,Traffic Crash-Property Damage-Hit Skip
16-3083,7/30/16,7/28/16,Theft (Of Bicycle)
16-3082,7/30/16,7/29/16,Theft
16-3081,7/30/16,7/30/16,Supplement
16-3081,7/30/16,7/29/16,Theft (From Auto)
16-3079,7/30/16,7/30/16,Offenses Involving Underage Persons
16-3069,7/29/16,7/28/16,Traffic Crash-Property Damage-Hit Skip
16-3061,7/29/16,7/22/16,Theft
16-3059,7/28/16,7/28/16,Traffic Crash-Injury-Hit Skip
16-3058,7/29/16,7/29/16,Obstructing Official Business
16-3054,7/29/16,7/29/16,Supplement
16-3054,7/28/16,7/28/16,Menacing
16-3051,7/28/16,7/28/16,Drug Paraphernalia
16-3045,7/28/16,7/28/16,Theft
16-3041,7/28/16,7/27/16,Assist Other Agency
16-3040,7/28/16,7/27/16,Traffic Crash-Property Damage
16-3039,7/28/16,7/27/16,Disorderly Conduct
16-3037,7/28/16,7/27/16,Assist Other Agency
16-3033,7/28/16,7/27/16,Criminal Trespass
16-3031,7/28/16,7/26/16,Possessing Drug Abuse Instruments
16-3029,7/28/16,7/26/16,Possession Of Drugs
16-3025,7/28/16,7/24/16,Theft
16-3025,8/3/16,8/3/16,Supplement
16-3023,7/26/16,7/25/16,Theft
16-3018,7/26/16,7/26/16,Possession Of Drugs
16-3017,7/26/16,7/26/16,Criminal Mischief
16-3016,7/25/16,7/25/16,Theft
16-3012,7/25/16,6/25/16,Theft
16-3010,7/25/16,7/25/16,Ill Aided
16-3006,7/25/16,6/27/16,Theft
16-2991,7/23/16,7/23/16,Theft (Of Bicycle)
16-2989,7/23/16,7/21/16,Theft (Of Bicycle)
16-2986,7/23/16,7/23/16,OVI
16-2985,7/23/16,7/22/16,Theft
16-2984,7/22/16,7/22/16,Theft
16-2983,7/22/16,7/22/16,Administrative Information
16-2982,7/22/16,7/22/16,Traffic Crash-Property Damage-Hit Skip
16-2979,7/13/16,7/9/16,Administrative Information
16-2977,7/22/16,7/21/16,Criminal Mischief
16-2978,7/22/16,7/22/16,Administrative Information
16-2976,7/22/16,7/22/16,Administrative Information
16-2974,7/22/16,7/22/16,Assist Other Agency
16-2972,7/21/16,7/21/16,Theft
"
16-2965    ",7/21/16,7/21/16,Theft (Of Bicycle)
16-2964,7/21/16,7/20/16,Theft
16-2962,7/21/16,7/21/16,Assist Other Agency
16-2960,7/20/16,7/10/16,Theft
16-2954,7/20/16,7/20/16,Assist Other Agency
16-2953,7/20/16,7/20/16,Traffic Crash-Property Damage
16-2952,7/20/16,7/20/16,Theft (Of Bicycle)
16-2951,7/20/16,7/20/16,Administrative Information
16-2950,7/20/16,7/19/16,Telecommunication Fraud
16-2949,7/20/16,7/20/16,Possession of Controlled Substance
16-2947,7/20/16,7/20/16,Theft
16-2945,7/20/16,7/19/16,Assist Other Agency
16-2944,7/19/16,7/19/16,Theft
16-2943,7/21/16,7/21/16,Supplement
16-2943,7/19/16,7/19/16,Theft
16-2941,7/19/16,7/7/16,Theft
16-2938,7/19/16,7/19/16,Property Impound
16-2937,7/19/16,7/19/16,Traffic Crash-Property Damage
16-2935,7/19/16,7/15/16,Theft (Of Bicycle)
16-2934,7/19/16,7/19/16,Theft
16-2931,7/19/16,7/18/16,Assist Other Agency
16-2930,7/18/16,7/18/16,Menacing
16-2930,8/17/16,8/17/16,Supplement
16-2928,7/18/16,7/18/16,Theft
16-2927,7/18/16,7/18/16,Assault
16-2926,7/18/16,7/18/16,Theft (From Auto)
16-2925,7/18/16,7/18/16,Theft (From Auto)
16-2924,7/18/16,7/15/16,Theft
16-2922,7/18/16,6/25/16,Misuse of Credit Cards
16-2922,9/15/16,9/15/16,Supplement
16-2920,7/18/16,7/18/16,Theft
16-2918,7/18/16,7/16/16,Theft (Of Bicycle)
16-2917,7/18/16,7/18/16,Assist Other Agency
16-2915,7/18/16,7/18/16,Assist Other Agency
16-2912,7/17/16,7/17/16,Assist Other Agency
16-2907,7/17/16,7/17/16,Offenses Involving Underage Persons
16-2900,7/17/16,7/17/16,Driving Under Suspension
16-2898,7/16/16,7/16/16,Supplement
16-2898,7/16/16,7/13/16,Theft (Of Bicycle)
16-2898,7/24/16,7/24/16,Supplement
16-2892,7/16/16,7/15/16,Disorderly Conduct
16-2888,7/15/16,7/15/16,Theft
16-2883,7/15/16,7/15/16,Theft (Of Bicycle)
16-2882,7/15/16,7/15/16,Drug Paraphernalia
16-2876,7/15/16,6/8/16,Theft
16-2874,7/15/16,7/15/16,Traffic Crash-Property Damage
16-2872,7/15/16,7/15/16,Assist Other Agency
16-2868,7/14/16,7/14/16,Theft (Of Bicycle)
16-2867,7/14/16,5/15/16,Theft
16-2866,7/14/16,7/14/16,Traffic Crash-Property Damage
16-2865,7/14/16,7/14/16,Theft
16-2862,7/14/16,7/14/16,Traffic Crash-Injury-Hit Skip
16-2861,7/13/16,7/12/16,Theft (Of Bicycle)
16-2860,7/13/16,7/12/16,Theft (From Auto)
16-2859,7/13/16,7/13/16,Traffic Crash-Property Damage
16-2858,7/13/16,6/9/16,Theft
16-2857,7/13/16,7/13/16,Theft
16-2856,7/13/16,7/13/16,Administrative Information
16-2855,7/13/16,7/12/16,Traffic Crash-Property Damage-Hit Skip
16-2854,7/13/16,7/7/16,Traffic Crash-Property Damage-Hit Skip
16-2852,7/13/16,7/13/16,Traffic Crash-Property Damage
16-2849,7/13/16,7/12/16,Theft (From Auto)
16-2844,7/12/16,7/12/16,Theft
16-2835,7/12/16,7/12/16,Assist Other Agency
16-2826,7/11/16,7/11/16,Administrative Information
16-2825,7/11/16,7/11/16,Theft (Of Bicycle)
16-2824,7/11/16,7/8/16,Theft
16-2823,7/11/16,7/11/16,Theft (Of Bicycle)
16-2822,7/11/16,7/11/16,Traffic Crash-Property Damage-Hit Skip
16-2821,7/11/16,7/11/16,Administrative Information
16-2812,7/10/16,7/7/16,Theft
16-2812,7/10/16,7/7/16,Theft
16-2807,7/9/16,7/9/16,Drug Paraphernalia
16-2806,7/9/16,7/9/16,Assist Other Agency
16-2805,7/9/16,7/9/16,OVI
16-2801,7/9/16,7/9/16,Criminal Damaging
16-2792,7/8/16,7/8/16,Theft (Of Bicycle)
16-2786,7/8/16,7/8/16,Traffic Crash-Property Damage
16-2785,7/8/16,7/8/16,Traffic Crash-Property Damage-Hit Skip
16-2784,7/8/16,7/8/16,Traffic Crash-Property Damage-Hit Skip
16-2779,7/8/16,7/8/16,Possession Of Drugs
16-2765,7/7/16,7/5/16,Theft
16-2764,7/7/16,7/6/16,Theft
16-2760,7/7/16,7/7/16,Traffic Crash-Property Damage
16-2759,7/7/16,7/7/16,Ill Aided
16-2757,7/7/16,7/6/16,Theft
16-2756,7/7/16,6/20/16,Theft
16-2751,7/7/16,7/7/16,Domestic Violence
16-2751,7/11/16,7/11/16,Supplement
16-2749,7/6/16,7/6/16,Theft
16-2747,7/6/16,7/6/16,Administrative Information
16-2745,7/6/16,7/1/16,Theft (Of Bicycle)
16-2744,7/6/16,6/23/16,Theft
16-2744,7/10/16,7/10/16,Supplement
16-2741,7/6/16,7/6/16,Possession Of Drugs
16-2740,7/6/16,7/6/16,Drug Paraphernalia
16-2738,7/5/16,7/5/16,Possessing Drug Abuse Instruments
16-2737,7/5/16,7/5/16,Ill Aided
16-2736,7/5/16,7/5/16,Traffic Crash-Property Damage
16-2732,7/5/16,7/2/16,Theft
16-2728,7/4/16,7/4/16,Assist Other Agency
16-2727,7/4/16,7/1/16,Theft
16-2725,7/4/16,7/4/16,Possessing Drug Abuse Instruments
16-2722,7/4/16,7/4/16,Possessing Drug Abuse Instruments
16-2720,7/3/16,7/3/16,Theft (Of Auto)
