Report Number,Date Reported (Reported on),Time Reported (Reported on),Date  Occurred (Incident From),Time Occurred (Incident From),Incident Type,Location
14-2636,7/21/14,13:30,7/21/14,13:25,Traffic Crash-Property Damage,Dodd Hall
14-2635,7/21/14,13:20,7/21/14,12:22,Traffic Crash-Property Damage-Hit Skip,Polo Field Lots
14-2628,N/A,18:15,N/A,18:15,Assist Other Agency,Target
14-2627,7/20/14,17:15,7/20/14,17:15,Recovered Property,John Herric k/Olenta ngy  River Rd.
14-2624,7/20/14,11:39,7/19/14,14:30,Theft (From Auto),Safea uto Parking Garage
14-2623,7/20/14,6:03,7/20/14,6:03,OVI,Cannon /  Herrick Dr.
14-2618,7/19/14,0:07,7/17/20,6:00,Theft (Of Bicycle),Prior  Hea lt h and   Science Library
14-2617,7/19/14,0:03,7/19/14,1:41,OVI,12th Ave/ Cannon Dr
14-2616,7/19/14,2:46,7/19/14,2:46,Disorderly Conduct,Doan Ha ll
14-2615,7/19/14,1:44,7/19/14,1:44,Assist Other Agency,Lane Ave /  Fyffe Rd
1 4-2612,7/18/04,21:17,7/18/14,21:17,Disorderly Conduct,Rhodes Hall
14-2611,7/18/14,18:37,7/18/14,17:15,Theft,Adve ntu re Recreation Center
14-2611,7/25/14,2:01,7/25/14,21:22,Supplement,Blankens hip  Hall
14-2609,7/18/14,16:56,7/6/14,19:00,Administrative Information,Catfish Biffs Parking Lot
14-2602,7/18/14,10:12,7/18/14,10:12,Traffic Crash-Property Damage,SafeAuto Garage
14-2595,7/17/14,2:01,7/17/14,16:30,Theft,Adventure Recreation Center
14-2595,7/17/14,21:11,7/17/14,16:30,Theft,Adventure Rec Center
14-2594,7/17/14,17:51,7/17/14,17:15,Theft,Woodys Place
14-2593,7/17/14,17:32,7/17/14,16:15,Theft,RPAC
14-2593,7/17/14,17:32,7/17/14,16:15,Theft,RPAC
14-2592,7/17/14,15:09,7/9/14,8:00,Theft,Bevis Hall
14-2591,7/17/14,15:30,7/17/14,15:30,AdministrativeInformation,Lincoln Tower
14-2589,7/17/14,14:56,7/17/14,14:56,Traffic Crash-Property Damage,Woody Hayes/Kenny
14-2588,7/17/14,13:46,7/17/14,9:20,Theft,osu East
14-2586,7/16/14,20:23,7/16/14,6:37,Criminal Damaging,Polo Field Lots
14-2584,7/16/14,19:48,7/16/14,19:54,Assist Other Agency,Blankenship Hall
14-2583,7/16/14,18:46,7/16/14,19:02,Assist Other Agency,Fyffe Rd and Lane Ave
14-2582,7/16/14,N/A,7/16/14,N/A,Traffic Crash-Property Damage,Ohio Stadium Lot
14-2581,7/16/14,15:58,7/16/14,15:58,Administrative Information,Don Scott Airport
14-2581,7/21/14,7:44,7/16/14,15:00,Supplement,Blankenship  Ha ll
14-2580,7/16/14,16:10,7/16/14,15:00,Theft,OSU Hospi ta ls East
14-2579,7/16/14,14:05,7/14/14,16:33,Criminal Trespass,18th Ave Library
14-2579,8/22/14,16:52,8/22/14,16:52,Supplement,Blankenship  Ha ll
14-2577,7/16/14,12:11,7/16/14,12:11,Assist Other Agency,0/S   Pharmacy
14-2576,7/16/14,1:00,7/16/14,9:00,Theft,Rhodes Hall
14-2574,7/16/14,6:00,7/16/14,5:00,Theft,OSU Medica l Center East
14-2573,7/15/14,2:01,7/15/14,21:24,Theft,OSU Hospitals East
14-2570,7/15/14,18:27,7/15/14,18:27,Traffic Crash-Injury,9th Ave at  Med Qr   Dr
14-2569,7/15/14,7:36,7/15/14,6:55,Theft (Of Bicycle),Rhodes Hall
14-2568,7/15/14,16:56,7/15/14,7:30,Theft,Doan Hall
14-2567,7/15/14,N/A,7/15/14,N/A,Theft (Of Bicycle),Jennings Hospital 
14-2563,7/15/14,13:10,7/15/14,13:10,Drug Paraphernalia,OSU Hospitals
14-2562,7/15/14,12:24,7/15/14,12:24,Ill Aided,Martha Morehouse
14-2561,7/15/14,9:43,7/15/14,9:35,Disorderly Conduct,12th Ave Parking Garage
14-2560,7/14/14,21:33,7/14/14,20:47,Drug Paraphernalia,Emergency Department
14-2559,7/15/14,9:10,7/14/14,7:30,Supplement,Blankens hip  Hall
14-2559,7/14/14,15:47,7/14/14,10:00,Theft (Of Bicycle),RPAC Loop
14-2558,7/14/14,15:19,7/14/14,15:19,Traffic Crash-Property Damage,9th Ave Parking Garage West
14-2557,7/14/14,12:58,7/14/14,12:58,Ill Aided,Rardin Family Practice
14-2554,7/14/14,8:08,6/14/14,7:00,Administrative Information,Jones Tower
14-2551,7/13/14,23:44,7/13/14,15:08,Theft (From Auto),Ohio Union  Parking Garage North
14-2549,7/13/14,21:38,7/13/14,21:10,Theft,Womens Field House
14-2548,7/13/14,20:11,7/13/14,17:45,Criminal Damaging,Ohio Union  Parking Garage North
14-2547,7/13/14,16:02,7/13/14,16:30,Assist Other Agency,Emergency Department
14-2546,7/13/14,16:02,7/13/14,16:02,Drug Paraphernalia,Emergency Departme nt
14-2543,7/12/14,17:16,7/12/14,17:00,Theft,Emergency Department
14-2542,7/12/14,15:24,7/12/14,15:24,Traffic Crash-Property Damage,Safe Auto Parking Garage
14-2541,7/12/14,13:34,7/12/14,13:34,Criminal Trespass,Prior Health Science  Library
14-2538,7/12/14,1:48,7/12/14,1:48,Assist Other Agency,Schottenst ein Center
14-2535,7/11/04,16:56,7/11/14,16:56,Possession of Drugs,Ha rding Hospital
14-2531,7/11/14,15:49,7/9/14,21:00,Theft,James Cancer Hosp ita l
14-2529,7/11/14,13:54,7/11/14,9:30,Criminal Damaging,French Fie ld  House
14-2528,7/11/14,12:20,7/11/14,11:36,Traffic Crash-Property Damage,Care Point East
14-2523,7/10/14,17:09,7/10/14,15:20,Assist Other Agency,RPAC
14-2522,7/10/14,15:55,7/7/14,6:54,Disorderly Conduct,Ne il Ave  Parking Garage
14-2521,7/10/14,15:10,7/10/14,15:10,Ill Aided,Ma rtha Moore house
14-2520,7/10/14,12:34,7/10/14,12:05,Possession of Drugs,Hospital Security Office
14-2519,N/A,12:55,N/A,7:00,Theft,Hospitals East
14-2516,7/10/14,9:52,7/3/14,9:00,Theft,Morr ison  Tower
14-2515,7/10/14,7:41,7/10/14,7:41,Ill Aided,OSU East Med ical  Center
14-2514,7/10/14,6:29,7/9/14,20:56,Criminal Damaging,OSU Med ical  Center
14-2513,7/10/14,0:05,7/10/14,4:44,Theft,Emergency Department
14-2513,7/11/14,5:19,7/11/14,5:09,Supplement,Blankenship Hall
14-2511,7/9/14,21:08,7/9/14,21:08,Property Impound,Blankens hip  Hall
14-2511,7/18/14,7:37,7/18/14,7:37,Supplement,Blankens hip  Hall
14-2510,7/9/14,17:30,7/9/14,10:00,Theft,Wexner Center for the Arts
14-2509,7/9/14,14:37,7/9/14,14:37,Carrying Concealed Weapon,University Hospitals  Emerge ncy Dept
14-2508,7/9/14,11:20,7/3/14,17:30,Theft,Prior Health Science  Lib ra ry
14-2507,7/9/14,15:25,7/8/14,9:30,Criminal Damaging,W. 11th & Highland St
14-2506,7/9/14,15:16,7/9/14,12:00,Criminal Damaging,Buckeye Village
14-2504,7/9/14,9:43,7/8/14,13:30,Theft,Davis Heart & Lung Institute
14-2503,7/7/14,7:45,7/5/14,18:00,Breaking and Entering,Swine Facility
14-2502,7/9/14,0:07,7/9/14,0:07,Obstructing Official Business,Schott enstein Center
14-2501,7/8/14,23:56,7/8/14,23:56,Falsification,Schottenstein Arena
14-2499,7/8/14,22:03,7/8/14,22:30,Disorderly Conduct,Longaberger Alumni House
14-2497,7/8/14,21:15,7/7/14,13:00,Theft,Schottenstein Center
14-2497,7/8/14,21:15,7/7/14,13:00,Theft,Schottenstein Center
14-2497,10/22/14,7:15,10/22/14,7:15,Supplement,Schottenstein Center
14-2496,7/8/14,20:28,7/8/14,20:28,Driving Under Suspension,Woody Hayes Dr /315
14-2495,7/8/14,17:34,7/8/14,17:34,Traffic Crash-Property Damage-Hit Skip,Parking Lot P
14-2494,7/8/14,17:16,6/29/14,18:00,Theft (From Auto),Buckeye  Lots
14-2493,7/8/14,N/A,7/8/14,N/A,Ill Aided,Wilce Student Health Center
14-2492,7/6/14,15:39,7/6/20,19:00,Theft,Mo rrison Tower
14-2488,7/7/14,21:10,7/7/14,21:10,Possession of Drugs,Rhodes Hall
14-2487,7/7/14,21:02,7/7/14,11:30,Theft,Biomedical Research Tower
14-2485,7/7/14,16:09,7/7/14,16:09,Assault,Safe Auto Garage
14-2484,7/7/14,15:42,7/7/14,13:00,Assault,Emergency Department
14-2483,7/7/14,14:44,7/7/14,14:44,Drug Paraphernalia,Emergency Department
14-2482,7/7/14,13:55,7/6/20,16:00,Theft (Of Bicycle),Ohio  Union South Parking Garage
14-2479,7/7/14,13:54,7/7/14,13:54,Administrative Information,Blankenship Hall
14-2478,7/7/14,12:01,7/7/14,12:14,Traffic Crash-Property Damage,Northwest Stadium Lot
14-2477,7/7/14,0:09,7/3/14,19:30,Theft,Page Hall
14-2473,7/6/14,22:43,7/6/20,18:30,Theft,Rhodes Hall
14-2471,7/6/14,18:04,7/6/14,18:41,Possession of Drugs,Ha rding Hospita l
14-2468,7/6/14,N/A,7/6/14,N/A,Criminal Damaging,Drinko Hall
1 4-2464,7/5/14,22:42,7/5/14,19:00,Theft,Womens  Field House
14-2462,7/5/14,19:01,7/5/14,19:01,Property Impound,12th Ave Parking Garage
14-2461,7/5/14,15:09,7/5/14,15:09,Possession of Drugs,Eme rgency  Departmen t
14-2454,7/5/14,0:05,7/5/14,0:50,Assist Other Agency,12th Ave /  High  St
14-2453,7/5/14,0:05,7/5/14,0:50,Disorderly Conduct,12th Ave /  High  St
14-2452,7/4/14,22:22,7/4/14,22:22,Drug Paraphernalia,Hospitals  Serurity
14-2451,7/4/14,17:26,6/30/14,10:00,Theft (Of Bicycle),Mo rr ison  Tower
14-2449,7/4/14,17:01,7/4/14,8:30,Theft,Doan Hall SIOJ
14-2448,7/4/14,16:52,6/26/14,7:00,Theft,Postle Hall
14-2446,7/4/14,11:49,7/3/14,12:00,Assist Other Agency,Broad an d Front Streets
14-2442,7/3/14,18:42,7/3/14,13:00,Theft (From Auto),Buckeye  Lots
14-2441,7/3/14,16:40,7/3/14,6:30,Theft (From Auto),Buckeye Lots
14-2434,7/2/14,13:02,6/25/14,6:00,Theft,18th Ave  Library
14-2433,7/2/14,11:01,6/26/14,15:00,Administrative Information,Hos pita l East
14-2431,7/2/14,10:02,7/2/13,10:02,Theft,1100 Kinnear
14-2419,7/1/14,10:39,7/1/14,10:39,Assist Other Agency,Jesse Owens South
14-2401,7/1/14,13:48,7/1/14,13:48,Criminal Trespass,Sw ine  Facility
14-2401,6/30/14,7:57,6/29/14,15:00,Administrative Information,Swine Facility
14-2399,6/29/14,16:49,6/29/14,13:00,Theft (From Auto),Carmack 5 Parking Lot
14-2398,6/29/14,16:49,6/29/14,14:00,Criminal Damaging,Carmack 5 Parking Lot
14-2397,6/29/14,13:12,6/27/14,13:00,Theft (From Auto),Ohio  Union  Parking Garage South
14-2396,6/29/14,10:24,6/29/14,10:24,Assist Other Agency,Rhodes Ha ll
14-2395,6/29/14,9:01,6/29/14,9:15,Criminal Trespass,Hospitals  East
14-2394,6/28/14,20:47,6/28/14,20:47,Driving Under Suspension,John  Herrick/ Olenta ngy River Rd
14-2393,6/28/14,20:26,6/26/14,15:00,Theft,Rhodes Ha ll
14-2392,6/28/14,19:14,6/28/14,19:14,Driving Under Suspension,John  Herrick /  Olenta ngy  Rive r Road
14-2390,N/A,14:31,N/A,14:31,Public Accident,Tuttle  Park PL
14-2389,6/28/14,13:31,6/28/14,13:31,Traffic Crash-Property Damage-Hit Skip,South West Stadium Lot
14-2385,6/28/14,0:06,6/27/14,22:30,Theft (From Auto),Mo u nt Hall
14-2385,6/28/14,0:06,6/27/14,22:30,Theft (From Auto),Mo u nt Hall
14-2384,6/27/14,22:04,6/27/14,22:41,Falsification,OSU East  Med ical  Center
14-2382,6/27/14,17:46,6/27/14,16:21,Theft,Fry Hall
14-2381,6/27/14,17:10,6/27/14,17:10,Traffic Crash-Property Damage,West Stadium Lot
14-2379,6/27/14,14:27,6/27/14,14:27,Traffic Crash-Property Damage,College   Road
14-2373,6/27/14,11:45,6/27/14,9:45,Theft (Of Bicycle),Postle Hall
14-2370,6/27/14,8:16,6/27/14,8:00,Telecommunications Harassment,Pressey Ha ll
14-2369,6/27/14,6:07,6/27/14,6:07,Administrative Information,9th Ave Parking Garage (East )
14-2367,6/27/14,0:45,6/27/14,0:45,Possession of Drugs,12th Ave /  High  St
14-2366,6/26/14,20:15,6/26/14,20:15,Traffic Crash-Property Damage,12th Ave Parking Garage
14-2365,6/26/14,19:54,6/26/14,13:00,Theft,Rhcxles Hall
14-2363,6/26/14,14:20,6/24/14,13:30,Theft (Of Bicycle),Morrison Tower
14-2361,6/26/14,13:30,6/26/14,13:30,Administrative Information,Hale Hall
14-2354,6/25/14,16:28,6/25/14,8:00,Theft (Of Bicycle),Davis Heart and Lung Research Institute
14-2353,6/25/14,15:38,6/25/14,15:38,Disorderly Conduct,Blackbum House
14-2353,7/15/14,20:57,7/15/20,20:57,Supplement,Blankenship Hall
14-2352,6/25/14,13:27,6/25/14,13:27,Traffic Crash-Property Damage,Hospital East
14-2351,6/25/14,13:00,6/25/14,13:00,Traffic Crash-Property Damage,Weigle  Ha ll
14-2349,6/25/14,11:04,6/25/14,9:30,Public Accident,Hagerty Hall
14-2348,6/25/14,10:49,6/25/14,10:49,Ill Aided,Hospital East
14-2346,6/25/14,8:39,6/24/14,10:30,Theft,Ma in Library
14-2341,6/24/14,9:44,6/24/14,9:44,Disorderly Conduct,Blankenship lot
14-2339,6/23/14,N/A,6/23/14,N/A,Assist Other Agency,Wetland Research Pavliion
14-2338,6/23/14,13:18,6/23/14,13:18,Administrative Information,Converse Hall
14-2337,6/23/14,11:56,6/20/14,17:00,0-imina l Damaging,Watts Hall
14-2335,6/23/14,10:51,6/23/14,8:15,0-imina l Damaging,12th and Cannon Parking  Lot
14-2331,6/23/14,1:30,6/23/14,1:30,Disorderly Conduct,Ohio Union  Pa rking Garage North
14-2326,6/22/14,12:21,6/22/14,11:43,0-imina l T respass,OSU East  Med ica l Center
14-2321,6/22/14,1:46,6/22/14,1:46,Offenses Involving underage persons,Page Hall
14-2320,6/21/14,21:54,6/21/14,18:30,Theft (From Auto),Carmack 5
14-2318,6/21/14,14:32,6/9/14,17:00,Theft (Of Bicycle),RPAC
14-2316,6/21/14,13:22,6/21/14,13:22,Public Accident,OSU Hospitals East
14-2313,6/21/14,13:22,6/21/14,10:40,Assist Other Agency,osu East
14-2312,6/21/14,13:18,6/21/14,7:51,Assault,Emergency Department
14-2306,6/21/14,0:52,6/21/14,0:52,Public Urination,Converse Hall Lot
14-2302,6/20/14,N/A,6/20/14,N/A,Theft,Starling Loving Hall
14-2299,6/20/14,16:22,6/20/14,16:22,Traffic Crash-Injury,Sisson Hall
14-2298,6/20/14,14:06,1/20/20,0:01,AdministrativeInformation,Morrill Tower
14-2291,6/20/14,9:02,6/20/20,6:30,AdministrativeInformation,Morrill Tower
14-2286,6/19/14,20:49,6/19/20,14:30,Theft,Doan Hall
14-2285,6/19/14,18:48,6/19/20,18:45,Theft,Ohio Union
14-2280,6/19/14,15:05,6/19/20,15:05,AdministrativeInformation,Blankenship Hall
14-2278,6/18/14,11:30,6/15/20,19:00,AdministrativeInformation,Siebert Hall
14-2277,6/18/14,18:04,6/18/14,18:25,0-iminal Damaging,OSU Hospitals East
14-2276,6/18/14,17:52,6/18/20,10:00,Theft,Doan Hall
14-2273,6/18/14,12:39,6/18/14,12:39,Traffic Crash-Property Damage,ABB Parking Lot
14-2272,6/18/14,12:40,6/18/14,5:00,Carrying Concealed Weapon,Rhodes Hall
14-2268,6/18/14,7:09,6/18/20,7:09,Traffic Crash-Property Damage-Hit Skip,Ohio Union Garage South
14-2267,6/18/14,4:01,6/18/14,4:15,Vehicle Impound,Woodruff Ave & High St
14-2267,7/8/14,23:00,7/8/14,23:00,Supplement,Bla nkensh ip  Hall
14-2266,6/18/14,3:07,6/18/14,3:07,Administrative Information,52 East 8th Ave
14-2266,6/19/14,8:54,6/19/14,8:54,Supplement,Bla nkens hip  Hall
14-2266,6/18/14,3:07,6/18/14,3:07,Supplement,52 East 8th Ave
14-2265,6/17/14,23:11,6/16/04,11:45,Theft,Coffey Road Athleti c  Field
14-2265,7/23/14,13:24,7/23/14,13:24,Supplement,Bla nkens hip  Hall
14-2264,6/17/14,21:58,6/17/14,11:00,0-imina l Damaging,Ohio Unio n  Parking Garage North
14-2262,6/17/14,19:53,6/17/14,19:53,Assist Other Agency,Pennsylvania  Place
14-2261,6/17/14,20:26,6/17/14,20:26,Theft,Woody Hayes Alt hlet ic  Facility
14-2256,6/17/14,17:30,6/17/14,10:00,0-imina l Damaging,Ohio Unio n  Parking Garage North
14-2255,6/17/14,17:18,6/17/14,8:15,Theft (From Auto),Ohio  Union  Parking Garage South
14-2253,6/17/14,12:20,6/17/14,12:20,Ill Aided,Ta lbot Hall
14-2252,6/17/14,12:41,6/16/14,16:45,Theft,Ohio Union
14-2250,N/A,8:48,N/A,12:00,Theft (Of Bicycle),Converse Hall
14  2249,6/16/14,22:10,6/16/14,21:40,Drug Paraphernalia,Ha rd ing Hospital
14-2245,6/17/14,15:53,6/17/14,15:53,Supplement,Blan kens hip  Hall
14-2245,6/16/14,19:28,6/16/14,14:00,Theft (Of Bicycle),Hagerty Hall
14-2239,6/16/14,14:26,6/16/14,14;26,Traffic Crash-Property Damage-Hit Skip,SafeAuto Garage
14-2238,6/16/14,13:34,5/13/13,13:34,Theft,Mo u nt Hall
14-2238,6/19/14,8:53,5/13/13,0:00,Supplement,Blan kens hip  Hall
14-2236,6/16/14,11:11,6/16/14,11:11,Traffic Crash-Property Damage-Hit Skip,SafeAuto Garage
14-2235,6/16/14,3:48,6/16/14,3:48,Possession of Drugs,OSU Med ica l Center  East
14-2233,6/16/14,1:56,6/16/14,1:56,Assault,12th Ave /  Hig h Street
14-2231,6/15/14,16:01,6/15/14,16:19,Assault,OSU Hos pital East
14-2230,6/15/14,14:43,6/15/14,14:43,Assist Other Agency,1751  Kenny Rd
14-2229,6/15/14,13:16,6/14/14,12:00,Criminal Damaging,PAES Buildi ng
14-2224,6/14/14,2:01,6/14/14,21:55,Assist Other Agency,Smith-Steeb Hall
14-2221,6/14/14,18:53,6/14/20,8:30,AdministrativeInformation,BiggsAthletic Facliity
14-2217,6/14/14,11:22,6/13/14,20:30,Theft (Of Bicycle),Morriston Tower
14-2215,6/14/14,1:36,6/14/20,1:36,Assist Other Agency,15th & High
14-2214,6/13/14,19:01,6/13/14,19:00,Theft,Schott enstein Center
14-2213,6/13/14,17:36,6/13/14,15:00,Theft,Doan Hall
14-2209,6/13/14,13:29,6/13/14,11:45,AdministrativeInformation,Mount Hall
14-2208,6/13/14,9:57,6/12/14,15:00,Disseminating Matter Harmful To Juveniles,Coffey Road I ntram urals Fields
14-2207,6/13/14,0:08,6/13/14,8:43,Possessing Drug Abuse Instruments,Doan Hall
14-2205,6/13/14,0:02,6/13/14,2:53,Criminal Damaging,OSU East Medical Center
14-2196,6/12/14,11:33,6/12/14,11:33,Theft,0/S  Pharmacy
14-2192,6/12/14,8:16,6/12/14,8:16,Traffic Crash-Property Damage,Ohio Super Computer Center
14-2191,6/12/14,N/A,6/11/14,N/A,Criminal Damaging,Celeste Laboratory
14-2187,6/12/14,0:25,6/12/14,0:25,Assist Other Agency,Wetland Research Pavliion
14-2183,6/11/14,17:40,6/11/14,17:40,Theft,Scarlet Ribbon Gift Shop
14-2183,7/7/14,22:25,7/7/14,19:41,Supplement,Scarlet Ribbon Gift Shop
14-2182,6/11/14,17:11,06/11/0002,15:00,Theft (From Auto),Polo Reid Lots
14-2180,6/11/14,16:45,06/11/0002,16:45,Assist Other Agency,Dodd Hall
14-2178,6/11/14,15:40,6/10/14,0:01,Theft,Rhodes Hall
14-2175,6/11/14,14:29,06/11/0002,14:29,Theft,Neil Ave Building
14-2174,6/11/14,12:01,06/11/0002,12:12,AdministrativeInformation,Dreese Laboratory
14-2173,6/11/14,12:49,06/11/0002,12:49,Traffic Crash-Property Damage-Hit Skip,Carepointe East Parking Lot
14-2172,6/11/14,11:40,06/11/0002,11:40,Assist Other Agency,Neilwood Gables
14-2171,6/11/14,10:37,6/10/14,14:55,Criminal Damaging,Polo Reid Lots
14-2170,6/11/14,4:39,06/11/0002,4:39,Assist Other Agency,Woody Hayes and Fyffe Rd.
14-2169,7/7/14,22:23,7/7/14,22:23,Supplement,Blankenship  Hall
14-2169,7/7/14,22:23,7/7/14,22:23,Supplement,Bla nkensh ip  Hall
14-2167,6/10/14,19:12,6/10/14,14:00,Theft,McCampbell  Hall
14-2165,6/10/14,17:26,6/10/14,9:00,Theft (From Auto),Ohio Union  Parking Garage South
14-2164,6/10/14,11:49,6/10/14,11:49,Administrative Information,Lin co ln Tower
14-2164,6/12/14,8:02,6/9/14,21:00,Supplement,Bla nkens hip  Hall
14-2163,6/10/14,8:32,6/10/14,8:32,Possessing Drug Abuse Instruments,Doan Hall
14-2163,10/1/14,13:21,10/1/14,13:21,Supplement,Bla nkens hip  Hall
14-2162,6/10/14,7:25,6/5/14,22:30,Assault,OSU Med ica l Center  Emergency Dept.
14-2161,6/9/14,2:01,6/9/14,20:50,Criminal Damaging,Ha rd ing Hospital
14-2160,6/9/14,15:48,6/9/14,15:48,Administrative Information,1900 Kenny Rd
14-2159,6/9/14,10:46,6/7/14,16:20,Theft,Schottenste  in Center
14-2157,6/9/14,9:57,6/8/14,20:45,Theft (Of Bicycle),McCorkle Aquatic
14-2155,6/9/14,9:57,6/8/14,20:45,Theft (Of Bicycle),McCorkle Aquatic  Laboratory
14-2152,6/8/14,18:25,6/8/14,18:25,Public Urination,Ohio Unio n  Pa rking Garage North
14-2145,6/7/14,16:53,6/7/14,16:53,Fire,Scott  Laboratory
14-2144,6/7/14,18:29,6/7/14,18:29,Possession of Drugs,Doan Ha ll
14-2143,6/7/14,17:26,6/7/14,17:26,Administrative Information,Emergency  Department
14-2141,6/7/14,13:38,6/6/14,19:30,Theft (From Auto),Buckeye Village
14-2140,6/7/14,9:21,6/7/14,9:21,Property Impound,College  Rd /  17th Ave
14-2137,6/7/14,1:40,6/7/14,1:40,Disorderly Conduct,Scholars  East
14-2135,6/6/14,15:32,6/1/14,7:00,Theft,Dodd Ha ll
14-2134,6/6/14,15:23,6/6/14,13:45,Theft,Celest e  Lab
14-2133,6/6/14,13:01,6/6/14,13:17,Ill Aided,Rhodes Ha ll
14-2130,6/6/14,0:09,6/6/14,9:47,Traffic Crash-Property Damage,Ross Heart Hosp ita l
14-2128,6/6/14,1:23,6/6/14,1:23,OVI,College  Rd /  18th Ave
14-2126,6/9/14,10:29,6/5/14,20:00,Traffic Crash-Property Damage,Carmack 6
14-2125,N/A,19:23,N/A,19:23,Missing Person,Rhodes Hall
14-2125,6/5/14,19:23,7/5/14,19:23,Missing Person,Rhcxles Ha ll
14-2124,6/5/14,18:09,6/5/14,18:09,Domestic Violence,Tal bot Hall
14-2123,6/5/14,17:24,6/5/14,17:24,Criminal Damaging,Rardin Family Practice
14-2119,6/5/14,16:03,6/5/14,8:45,Theft (Of Bicycle),Biomed ical  Research Tower
14-2116,6/5/14,1:05,6/5/14,10:00,Theft,Polo  Reid Lots
14-2115,6/5/14,14:57,6/5/14,8:00,Theft,Denney Hall
14-2114,6/5/14,15:00,6/5/14,14:10,Theft,Adve ntu re Recreation Center
14-2112,6/5/14,12:37,5/27/14,15:40,Unlawful Restraint,Doan Ha ll
14-2112,6/12/14,8:12,6/12/14,8:12,Supplement,Blankens hip  Ha ll
14-2111,6/5/14,11:53,6/5/14,11:53,Traffic Crash-Property Damage,Ohio  Union  South Parking  Garage
14-2110,6/5/14,7:03,6/5/14,7:00,Possession of Drugs,Hospitals  East
14-2107,6/4/14,23:36,6/4/14,23:20,Assault,Med ica l Cente r Driwe
14-2104,6/9/14,16:25,6/9/14,16:25,Theft,Beekman Park
14-2104,6/9/14,16:25,6/9/14,16:25,Theft,Beekman  Park
14-2103,6/4/14,11:21,4/30/14,12:00,Administrative Information,Thompson  Libra ry
14-2102,6/4/14,9:14,6/4/14,9:14,Assist Other Agency,5175 Morse Road
14-2100,6/3/14,22:00,6/3/14,22:00,Assist Other Agency,Emergency Department
14-2097,6/3/14,13:25,5/30/14,6:30,Theft,James Cancer Construction Site
14-2096,6/3/14,12:49,6/3/14,12:49,Administrative Information,OSU Hosp itals
14-2095,6/3/14,12:17,6/3/14,11:00,Criminal Damaging,Doan Ha ll
14-2094,6/3/14,12:13,5/15/14,6:50,Misuse of Credit Cards,Doan Ha ll
14-2093,6/3/14,3:27,6/3/14,3:27,Criminal Trespass,12 0 W. Woodruff Construction site
14-2092,6/2/14,21:06,6/2/14,20:51,Possession of Drugs,Ha rdi ng Hospita l
14-2091,6/2/14,18:56,6/2/14,18:06,Disorderly Conduct,Lincoln Tower
14-2088,6/2/14,12:11,6/1/14,20:00,Theft,Doan Hall
14-2087,6/2/14,N/A,3/13/14,N/A,Theft,Rhodes Hall
14-2083,6/1/14,21:02,6/1/14,21:02,Possession of Drugs,Hosp itals East
14-2081,6/1/14,15:46,6/1/14,14:45,Theft (Of Bicycle),RPAC
14-2080,6/1/14,14:00,5/31/14,18:00,Theft,Talbot Hall
14-2078,6/1/14,0:02,6/1/14,2:23,Assist Other Agency,1716 N.  High St .
14-2077,5/31/14,23:38,5/31/14,23:38,Possession of Drugs,Un iversi ty Hospital East
14-2076,5/31/14,17:01,5/30/14,23:59,Theft (Of Bicycle),660 Trumbell Ct
14-2075,5/31/14,16:27,5/31/14,12:00,Criminal Damaging,Sa feauto Garage
14-2074,5/31/14,14:01,5/31/14,14:18,Property Impound,OSU Hospita l
14-2073,5/31/14,14:53,5/31/14,14:53,Criminal Damaging or Endangering,Polo Reid Lots
14-2072,5/31/14,12:54,5/31/14,11:00,Theft,osu East
14-2072,6/6/14,11:03,6/6/14,11:30,Supplement,Blankenship  Hall
14-2071,5/31/14,11:59,5/31/14,11:59,Drug Paraphernalia,Rhodes Hall
14-2068,5/31/14,N/A,5/31/14,N/A,Telecommunications Harassment,Doan Hall
14-2067,5/31/14,1:39,5/31/14,1:39,Criminal Trespass,Taylor Tower
14-2065,5/30/14,18:59,5/29/14,10:00,Theft,Mccampbell Hall
14-2064,5/30/14,17:03,5/30/14,17:03,Disorderly Conduct,Hospitals East
14-2062,5/30/14,16:25,5/30/14,15:00,Theft,Knowlton Hall
14-2061,5/30/14,15:02,4/23/14,14:02,AdministrativeInformation,Ohio Union
14-2060,5/30/14,15:37,5/30/14,14:00,Theft (Of Bicycle),RPAC
14-2059,5/30/14,14:11,5/28/14,11:00,Theft (From Auto),Ohio Union Parking Garage North
14-2055,5/30/14,10:39,5/16/14,9:00,Theft,Rhodes Hall
14-2052,5/30/14,0:09,4/16/14,9:16,Theft,Hayes Hall
14-2048,5/30/14,4:35,5/30/14,4:35,Drug Paraphernalia,OSU Medical center
14-2047,5/30/14,2:02,5/30/14,2:02,Offenses Involving underage persons,Smith-Steeb Hall
14-2046,5/29/14,23:46,5/29/14,23:35,Robbel)',Fisher Hall
14-2045,5/29/14,16:26,5/29/14,16:26,Traffic Crash-Injury,Cannon Dr and Medical Center Dr
14-2044,5/29/14,12:05,5/29/14,10:00,Traffic Crash-Property Damage,Doan Hall
14-2044,6/30/14,13:41,6/30/14,13:41,Supplement,Blankens hip  Hall
14-2043,5/29/14,10:12,5/28/14,15:00,Administrative Information,Ma rtha Moor e house
14-2040,5/28/14,16:36,05/28/0002,14:00,Theft (From Auto),Ohio  Union  Garage North
14-2039,5/28/14,14:04,5/28/14,12:45,Administrative Information,19th Ave /  Neil Ave Constr uction Site
