Report Number,Date Reported (Reported on),Date  Occurred (Incident From),Incident Type
15-3209,9/9/15,9/9/15,Supplement
15-3208,8/28/15,8/28/15,Telecommunications Harassment
15-3207,8/28/15,8/28/15,Drug Paraphernalia
15-3206,8/28/15,8/25/15,Theft (Of Bicycle)
15-3204,8/27/15,8/27/15,Theft
15-3203,8/27/15,8/27/15,Ill Aided
15-3202,8/27/15,8/26/15,Traffic Crash-Property Damage-Hit Skip
15-3201,8/27/15,8/27/15,Theft
15-3200,8/27/15,8/26/15,Theft (Of Bicycle)
15-3199,8/27/15,8/27/15,Drug Paraphernalia
15-3198,8/27/15,8/25/15,Telecommunications Harassment
15-3197,8/27/15,8/27/15,Traffic Crash-Property Damage
15-3196,8/27/15,8/27/15,Traffic Crash-Injury
15-3195,9/9/15,9/9/15,Supplement
15-3195,8/27/15,8/27/15,Theft
15-3193,8/27/15,8/20/15,Administrative Information
15-3191,8/27/15,8/27/15,Theft
15-3188,8/27/15,8/27/15,Possession of Drugs
15-3187,8/27/15,3/20/15,Disorderly Conduct
15-3187,8/18/15,3/20/15,Telecommunications Harassment
15-3185,8/26/15,8/26/15,Traffic Crash-Property Damage-Hit Skip
15-3184,8/26/15,6/29/15,Forgery
15-3184,8/26/15,6/29/15,Forgery
15-3183,8/26/15,8/26/15,Administrative Information
15-3182,8/26/15,8/26/15,Traffic Crash-Injury-Hit Skip
15-3181,8/29/15,8/29/15,Supplement
15-3181,8/29/15,8/26/15,Theft
15-3181,8/27/15,8/26/15,Supplement
15-3180,8/26/15,8/25/15,Theft (Of Bicycle)
15-3175,8/26/15,8/26/15,Drug Paraphernalia
15-3174,8/26/15,8/25/15,Theft (Of Bicycle)
15-3173,8/26/15,8/24/15,Theft (Of Bicycle)
15-3167,8/26/15,8/25/15,Theft (From Auto)
15-3166,8/25/15,8/25/15,Theft
15-3165,8/25/15,8/25/15,Theft (Of Bicycle)
15-3162,8/25/15,8/25/15,Theft
15-3161,8/25/15,8/23/15,Theft (Of Bicycle)
15-3158,8/25/15,8/24/15,Theft (Of Bicycle)
15-3154,8/25/15,8/23/15,Theft
15-3152,8/25/15,8/24/15,Theft
15-3151,8/25/15,8/25/15,Traffic Crash-Property Damage
15-3150,8/25/15,8/25/15,Traffic Crash-Injury
15-3148,8/24/15,8/24/15,Possession of Drugs
15-3147,8/24/15,8/24/15,Drug Paraphernalia
15-3146,8/24/15,8/24/15,Possession of Drugs
15-3144,8/24/15,8/24/15,Theft
15-3140,8/24/15,8/19/15,Theft
15-3139,8/24/15,8/24/15,Theft
15-3137,8/24/15,8/24/15,Drug Paraphernalia
15-3136,8/24/15,8/23/15,Theft (Of Bicycle)
15-3135,8/24/15,8/15/15,Theft
15-3134,8/24/15,8/23/15,Theft (Of Bicycle)
15-3130,8/24/15,8/22/15,Theft (Of Bicycle)
15-3129,8/24/15,8/22/15,Theft (Of Bicycle)
15-3126,8/24/15,8/23/15,Theft (Of Bicycle)
15-3114,8/23/15,8/22/15,Theft (Of Bicycle)
15-3113,8/23/15,8/23/15,Assist Other Agency
15-3105,8/23/15,8/23/15,Administrative Information
15-3105,8/23/15,8/23/15,Rape
15-3104,8/23/15,8/22/15,Theft (Of Bicycle)
15-3103,8/23/15,8/22/15,Theft (Of Bicycle)
15-3102,8/23/15,8/22/15,Theft (Of Bicycle)
15-3100,8/23/15,8/22/15,Theft (Of Bicycle)
15-3096,8/22/15,8/22/15,Drug Paraphernalia
15-3095,8/22/15,8/22/15,Prohibited Acts
15-3094,8/21/15,8/21/15,Theft
15-3092,8/21/15,8/20/15,Theft (Of Bicycle)
15-3091,8/21/15,8/20/15,Theft
15-3090,8/21/15,8/21/15,Theft (Of Bicycle)
15-3089,8/21/15,8/21/15,Theft
15-3088,8/21/15,8/20/15,Traffic Crash-Property Damage-Hit Skip
15-3086,8/21/15,12/1/15,Administrative Information
15-3082,8/21/15,8/20/15,Possession of Drugs
15-3080,8/20/15,8/19/15,Theft (Of Bicycle)
15-3079,8/20/15,8/20/15,Theft (Of Bicycle)
15-3075,8/20/15,8/17/15,Theft (Of Bicycle)
15-3073,8/20/15,8/20/15,Theft
15-3072,8/20/15,8/19/15,Theft
15-3071,8/20/15,8/20/15,Theft (Of Bicycle)
15-3070,8/20/15,8/20/15,Disorderly Conduct
15-3068,8/19/15,8/19/15,Domestic Violence
15-3067,8/19/15,8/19/15,Traffic Crash-Property Damage-Hit Skip
15-3063,8/19/15,8/18/15,Theft (Of Bicycle)
15-3063,10/13/15,10/13/15,Supplement
15-3063,10/7/15,10/7/15,Supplement
15-3061,8/19/15,8/17/15,Administrative Information
15-3055,8/18/15,8/18/15,Theft
15-3055,8/18/15,8/18/15,Theft
15-3054,8/18/15,8/18/15,Ill Aided
15-3053,8/18/15,8/18/15,Theft (Of Bicycle)
15-3052,8/18/15,8/18/15,Traffic Crash-Property Damage
15-3051,8/18/15,8/18/15,Disorderly Conduct
15-3047,8/18/15,8/17/15,Theft (Of Bicycle)
15-3046,8/18/15,8/18/15,Theft
15-3046,8/18/15,8/18/15,Theft
15-3045,8/18/15,8/18/15,Traffic Crash-Property Damage
15-3039,8/17/15,8/17/15,Theft
15-3038,8/17/15,8/15/15,Theft (From Auto)
15-3036,"2 01 5
11:26",12:00,Theft
15-3032,8/16/15,8/16/15,Unlawful Restraint
15-3031,8/16/15,8/16/15,Robbery
15-3031,8/17/15,8/17/15,Supplement
15-3031,8/20/15,8/20/15,Supplement
15-3030,8/16/15,8/15/15,Theft
15-3028,8/16/15,8/16/15,Ill Aided
15-3027,8/16/15,8/16/15,Offenses involving underage persons
15-3026,8/16/15,8/16/15,Possession of Drugs
15-3024,8/16/15,8/16/15,Assist Other Agency
15-3023,8/16/15,8/15/15,Possession of Drugs
15-3023,9/30/15,9/30/15,Supplement
15-3022,8/15/15,8/14/15,Theft
15-3021,8/15/15,8/15/15,Drug Paraphernalia
15-3016,8/14/15,8/14/15,Theft
15-3016,9/24/15,9/24/15,Supplement
15-3015,8/14/15,8/14/15,Criminal Trespass
15-3015,8/17/15,8/17/15,Supplement
15-3014,8/14/15,8/14/15,Making False Alarms
15-3013,8/14/15,8/14/05,Traffic Crash-Property Damage
15-30096,8/22/15,8/22/15,Theft
15-3009,8/14/15,8/14/15,Escape
15-3007,8/13/15,8/12/15,Theft (Of Bicycle)
15-3006,8/13/15,8/13/15,Possession of Drugs
15-3003,9/10/15,9/10/15,Theft
15-3003,8/13/15,8/13/15,Supplement
15-3002,8/13/15,8/13/15,Theft
15-3001,8/13/15,8/13/15,Traffic Crash-Property Damage
15-2998,8/12/15,8/12/15,Theft (Of Bicycle)
15-2998,9/15/15,9/15/15,Supplement
15-2997,9/15/15,9/15/15,Supplement
15-2997,8/12/15,9/15/15,Theft
15-2996,8/12/15,8/12/15,Theft (Of Bicycle)
15-2995,8/12/15,8/12/15,Traffic Crash-Property Damage-Hit Skip
15-2994,8/12/15,8/12/15,Theft
15-2992,8/12/15,8/12/15,Ill Aided
15-2991,8/11/15,8/11/15,Theft (Of Bicycle)
15-2990,8/11/15,8/11/15,Criminal Damaging
15-2989,8/11/15,8/11/15,Theft
15-2988,8/11/15,8/11/15,Theft (Of Bicycle)
15-2987,8/11/15,8/11/15,Theft
15-2986,8/11/15,8/11/15,Criminal Mischief
15-2983,8/11/15,8/11/15,Traffic Crash-Property Damage
15-2981,8/11/15,8/11/15,Theft
15-2980,8/11/15,8/11/15,Possession of Drugs
15-2978,8/10/15,8/10/15,Possession of Drugs
15-2977,8/10/15,8/10/15,Assault
15-2977,8/10/15,7/3/15,Assault
15-2976,8/10/15,8/10/15,Traffic Crash-Property Damage
15-2975,8/10/15,8/10/15,Traffic Crash-Property Damage
15-2974,8/10/15,8/9/15,Theft (Of Bicycle)
15-2973,8/10/15,8/7/15,Theft
15-2965,8/9/15,8/8/15,Theft (Of Bicycle)
15-2964,8/9/15,8/9/15,Theft
15-2963,8/9/15,8/8/15,Traffic Crash-Property Damage-Hit Skip
15-2962,8/8/15,8/8/15,Theft (Of Bicycle)
15-2959,8/8/15,8/8/15,Assist Other Agency
15-2956,8/8/15,8/8/15,Offenses involving underage persons
15-2955,8/8/15,8/8/15,Assault
15-2954,8/8/15,"08 08  2015
00:31",Disorderly Conduct
15-2951,8/7/15,8/7/15,Traffic Crash-Property Damage
15 2949,8/7/15,8/7/15,Traffic Crash-Injury
15-2949,8/13/15,8/13/15,Supplement
15-2947,8/6/15,8/6/15,Assist Other Agency
15-2946,8/7/15,8/6/15,Traffic Crash-Property Damage-Hit Skip
15-2945,8/7/15,8/7/15,Traffic Crash-Injury
15-2942,8/6/15,8/6/15,Possession of Drugs
15-2941,8/6/15,8/6/15,Violation of Protection Order
15-2940,8/6/15,8/6/15,Theft (Of Bicycle)
15-2940,8/12/15,8/6/15,Theft (Of Bicycle)
15-2940,8/27/15,8/6/15,Supplement
15-2940,10/13/15,10/13/15,Supplement
15-2939,8/6/15,8/6/15,Driving Under Suspension
16-2932,8/6/15,8/6/15,Traffic Crash-Property Damage
15-2931,8/6/15,8/6/15,Harassment by Inmate
15-2929,8/6/15,8/6/15,Fire
15-2927,8/6/15,8/6/15,Traffic Crash-Property Damage
15-2926,8/6/15,8/6/15,Theft
15-2925,8/5/15,8/5/15,Disorderly Conduct
15-2923,8/5/15,8/5/15,Possession of Drugs
15-2919,8/5/15,8/5/15,Theft (Of Bicycle)
15-2913,8/5/15,8/5/15,Theft (Of Bicycle)
15-2912,8/5/15,8/2/15,Theft
15-2910,8/5/15,7/31/15,Theft
15-2909,8/5/15,7/21/15,Receiving Stolen  Property
15-2908,8/5/15,8/5/15,Traffic Crash-Property Damage
15-2907,8/4/15,8/4/15,Traffic Crash-Property Damage
15-2905,8/4/15,8/4/15,Possessing Drug Abuse Instruments
15-2902,8/4/15,8/4/15,Disorderly Conduct
15-2901,8/4/15,8/4/15,Theft (From Auto)
15-2900,8/4/15,8/4/14,Identity Fraud
15-2898,8/4/15,7/23/15,Theft
15-2898,8/7/15,8/7/15,Supplement
15-2896,8/3/15,8/3/15,Possession of Drugs
15-2895,8/3/15,8/3/15,Disorderly Conduct
15-2893,8/4/15,7/28/15,Theft
15-2893,8/7/15,8/7/15,Supplement
15-2889,8/2/15,8/2/15,Administrative Information
15-2888,8/2/15,8/2/15,Possessing Drug Abuse Instruments
15-2886,8/2/15,8/1/15,Traffic Crash-Property Damage-Hit Skip
15-2885,8/2/15,8/2/15,Assist Other Agency
15-2883,8/2/15,8/2/15,Disorderly Conduct
15-2880,8/1/15,8/1/15,Assist Other Agency
15-2877,8/2/15,8/2/15,Assist Other Agency
15-2875,8/1/15,8/1/15,Theft
15-2869,7/31/15,7/31/15,Missing Person
15-2868,7/31/15,7/30/15,Dog/Animals Running At Large
15-2868,9/9/15,9/9/15,Supplement
15-2865,7/31/15,7/31/15,Assault
16-2863,7/30/15,7/30/15,Possession of Drugs
15-2862,7/30/15,7/30/15,Possession of Drugs
15-2861,7/30/15,7/30/15,Theft (Of Bicycle)
15-2861,7/30/15,7/30/15,Theft (Of Bicycle)
15-2860,7/30/15,7/30/15,Traffic Crash-Property Damage
15-2859,7/30/15,7/30/15,Ill Aided
15-2858,7/30/15,7/29/15,Criminal Mischief
15-2857,7/30/15,7/29/15,Fire
15-2854,7/30/15,7/30/15,Ill Aided
15-2849,7/29/15,7/29/15,Criminal Damaging
15-2846,7/29/15,7/29/15,Theft (Of Bicycle)
15-2844,7/29/15,7/29/15,Disorderly Conduct
15-2843,7/29/15,7/29/15,Traffic Crash-Property Damage-Hit Skip
15-2842,7/29/15,7/29/15,Assault
15-2841,7/29/15,7/29/15,Theft
15-2841,8/7/15,7/29/15,Supplement
15-2832,7/29/15,7/29/15,Traffic Crash-Property Damage
15-2831,7/29/15,7/29/15,Driving Under Suspension
15-2826,7/28/15,7/28/15,Theft
15-2825,7/28/15,7/28/15,Ill Aided
15-2823,7/28/15,7/28/15,Theft
15-2821,7/28/15,7/28/15,Possession of Drugs
15-2820,7/28/15,7/22/15,Administrative Information
15-2816,7/27/15,7/27/15,Drug Paraphernalia
15-2815,7/27/15,7/27/15,Administrative Information
15-2811,7/27/15,7/21/15,Theft
15-2809,7/26/15,7/26/15,Assist Other Agency
15-2808,7/27/15,7/27/15,Ill Aided
15-2807,7/26/15,7/26/15,Assault
15-2805,7/26/15,6/24/15,Theft
15-2803,7/26/15,7/25/15,Criminal Damaging
15-2801,7/26/15,7/26/15,Disorderly Conduct
15-2800,7/26/15,7/26/15,Possession of Drugs
15-2797,7/26/15,7/26/15,Traffic Crash-Property Damage
15-2796,7/26/15,7/26/15,OVI
15-2795,7/25/15,7/25/15,Traffic Crash-Property Damage
15-2794,7/25/15,7/25/15,Traffic Crash-Property Damage
15-2793,7/25/15,7/24/15,Theft
15-2791,7/25/15,7/24/15,Theft (Of Bicycle)
15-2790,7/25/15,7/25/15,Assault
15-2789,7/25/15,7/24/15,Criminal Damaging
15-2788,7/25/15,7/25/15,Theft (Of Bicycle)
15-2786,7/24/15,7/23/15,Administrative Information
15-2785,7/24/15,7/24/15,Theft (Of Bicycle)
15-2784,7/24/15,7/24/15,Missing Person
15-2784,7/24/15,7/24/15,Missing Person
15-2783,7/24/15,7/24/15,Theft (Of Bicycle)
15-2781,7/24/15,7/24/15,Possession of Drugs
15-2778,7/24/15,7/24/15,Administrative Information
15-2777,7/24/15,7/24/15,Ill Aided
15-2772,7/24/15,7/24/15,Possessing Criminal Tools
15-2770,7/23/15,7/23/15,Ill Aided
15-2767,7/23/15,7/23/15,Traffic Crash-Property Damage
15-2764,7/23/15,7/20/15,Traffic Crash-Property Damage-Hit Skip
15-2762,7/23/15,7/23/15,Telecommunications Harassment
15-2761,7/23/15,7/22/15,Criminal Damaging
15-2754,7/23/15,7/23/15,Theft
15-2744,7/22/15,7/22/15,Traffic Crash-Property Damage-Hit Skip
15-2743,7/22/15,7/22/15,Forgery
15-2742,7/22/15,7/21/15,Theft (Of Bicycle)
15-2741,7/22/15,7/22/15,Theft (Of Bicycle)
15-2738,7/22/15,7/22/15,Theft
15-2733,7/22/15,7/22/15,Criminal Trespass
15-2732,7/22/15,7/21/15,Theft
15-2730,7/21/15,7/21/15,Drug Paraphernalia
15-2728,7/21/15,7/21/15,Drug Paraphernalia
15-2727,7/21/15,7/21/15,Criminal Damaging
15-2726,7/21/15,7/21/15,Traffic Crash-Property Damage-Hit Skip
15-2725,7/21/15,7/20/15,Administrative Information
15-2724,7/21/15,7/20/15,Criminal Damaging
15-2720,7/20/15,7/20/15,Traffic Crash-Property Damage-Hit Skip
15-2718,7/20/15,7/16/15,Theft
15-2717,7/20/15,7/20/15,Theft
15-2715,7/20/15,7/20/15,Criminal Damaging
15-2715,7/25/15,7/25/15,Supplement
15-2714,7/20/15,7/20/15,Telecommunications Harassment
15-2713,7/20/15,7/18/15,Theft (Of Bicycle)
15-2712,7/20/15,7/17/15,Theft (Of Bicycle)
15-2709,7/19/15,7/19/15,Property Impound
15-2708,7/19/15,7/18/15,Theft
15-2707,7/19/15,7/19/15,Theft
15-2702,7/19/15,7/18/15,Theft (Of Auto)
15-2700,7/18/15,7/18/15,Cruelty to Animals
15-2690,7/17/15,7/17/15,Theft (Of Bicycle)
15-2688,7/17/15,7/16/15,Theft (Of Bicycle)
15-2686,7/17/15,7/6/15,Theft
15-2683,7/17/15,7/17/15,Cruelty to Animals
15-2661,7/17/15,7/17/15,Theft (Of Bicycle)
15-2661,8/17/15,7/17/15,Supplement
15-2660,7/16/15,7/16/15,Theft
15-2659,7/16/15,7/16/15,Traffic Crash-Property Damage-Hit Skip
15-2658,7/16/15,7/16/15,Theft
15-2657,7/16/15,7/6/15,Theft
15-2656,7/16/15,7/16/15,Defrauding a  Livery or  Hostelry
15-2653,7/16/15,7/16/15,Theft
15-2634,7/16/15,7/15/15,Theft
15-2633,7/16/15,7/16/15,Driving Under Suspension
15-2632,7/16/15,7/16/15,Sexual Imposition
15-2624,7/15/15,7/15/15,Traffic Crash-Property Damage-Hit Skip
15-2622,7/15/15,7/9/15,Theft
15-2621,7/15/15,7/3/15,Theft (Of Bicycle)
15-2620,7/15/15,7/15/15,Ill Aided
15-2608,7/14/15,7/14/15,Administrative Information
15-2606,7/14/15,7/14/15,Theft
15-2606,7/27/15,7/27/15,Supplement
15-2605,7/14/15,7/14/15,Traffic Crash-Property Damage
15-2604,7/14/15,7/14/15,Possessing Drug Abuse Instruments
15-2603,7/14/15,7/14/15,Traffic Crash-Property Damage
15-2601,7/14/15,7/14/15,Ill Aided
15-2599,7/14/15,7/14/15,Possession of Drugs
15-2593,7/14/15,6/30/15,Theft
15-2592,7/14/15,7/14/15,Criminal Trespass
15-2590,7/13/15,7/13/15,Theft
15-259,7/13/15,7/13/15,Theft
15-2587,7/13/15,7/13/15,Traffic Crash-Property Damage-Hit Skip
15-2585,7/13/15,7/13/15,Traffic Crash-Property Damage
15-2584,7/13/15,7/13/15,Ill Aided
15-2583,7/13/15,7/13/15,Theft
15-2582,7/13/15,7/13/15,Ill Aided
15-2581,7/13/15,7/13/15,Theft (From Auto)
15-2580,7/13/15,7/13/15,Unlawful Restraint
15-2575,7/13/15,7/13/15,Ill Aided
15-2568,7/13/15,7/13/15,Administrative Information
15-2566,7/13/15,7/10/15,Criminal Damaging
15-2563,7/13/15,7/13/15,Assault
15-2562,7/12/15,7/11/15,Theft
15-2557,7/12/15,7/12/15,Disorderly Conduct
15-2555,7/11/15,7/10/15,Traffic Crash-Property Damage-Hit Skip
15-2554,7/11/15,7/11/15,Traffic Crash-Property Damage
15-2553,7/11/15,7/11/15,Possession of Drugs
15-2552,7/11/15,7/11/15,Drug Paraphernalia
15-2547,7/10/15,7/10/15,Possession of Drugs
15-2545,7/10/15,7/10/15,Ill Aided
15-2544,7/10/15,7/10/15,Disorderly Conduct
15-2543,7/10/15,7/10/15,Theft (Of Bicycle)
15-2542,7/10/15,7/5/15,Theft
15-2541,7/10/15,7/10/15,Possession of Drugs
15-2540,7/10/15,7/9/15,Theft (Of Bicycle)
15-2539,7/10/15,7/9/15,Identity Fraud
15-2539,7/10/15,7/9/15,Identity Fraud
15-2531,7/10/15,7/9/15,Criminal Damaging
15-2519,9/19/15,9/19/15,Theft
15-2518,7/9/15,7/9/15,Possession of Drugs
15-2514,7/8/15,7/8/15,Criminal Trespass
15-2512,7/8/15,7/8/15,Traffic Crash-Injury
15-2510,7/8/15,6/25/15,Theft
15-2509,7/7/15,7/7/15,Driving Under Suspension
15-2508,7/8/15,7/7/15,Criminal Damaging
15-2506,7/8/15,7/8/15,Assist Other Agency
15-2504,7/8/15,7/8/15,Traffic Crash-Property Damage
15-2501,7/8/15,7/8/15,Ill Aided
15-2499,7/7/15,7/7/15,Drug Paraphernalia
15-2496,7/7/15,7/4/15,Theft
15-2495,7/7/15,6/30/15,Theft (Of Bicycle)
15-2492,7/7/15,7/7/15,Theft
15-2490,7/7/15,7/7/15,Possessing Criminal Tools
15-2490,7/10/15,7/10/15,Supplement
15-2489,7/6/15,7/6/15,Assist Other Agency
15-2485,7/6/15,6/11/15,Theft
15-2481,7/6/15,7/6/15,Driving Under Suspension
15-2475,7/6/15,7/6/15,Assist Other Agency
15-2470,7/6/15,7/6/15,Possession of Drugs
15-2469,7/6/15,7/6/15,Theft (Of Bicycle)
15-2469,8/17/15,7/6/15,Supplement
15-2467,7/5/15,7/5/15,Disorderly Conduct
15-2466,7/5/15,7/5/15,Driving Under Suspension
15-2460,7/4/15,7/4/15,Assist Other Agency
15-2459,7/4/15,7/4/15,Possession of Drugs
15-2458,7/4/15,7/4/15,Failure to Disperse
15-2457,7/4/15,7/4/15,Disorderly Conduct
15-2454,7/3/15,7/3/15,Traffic Crash-Property Damage-Hit Skip
15-2452,7/3/15,7/3/15,Assist Other Agency
15-2451,7/3/15,7/3/15,Assist Other Agency
15-2438,7/2/15,5/23/15,Theft (Of Bicycle)
15-2437,7/2/15,7/1/15,Theft (Of Bicycle)
15-2435,7/2/15,7/2/15,Traffic Crash-Property Damage
15-2434,7/2/15,7/2/15,Administrative Information
15-2433,7/2/15,7/1/15,Theft
15-2427,7/1/15,7/1/15,Drug Paraphernalia
15-2426,7/1/15,7/1/15,Theft (From Auto)
15-2424,7/1/15,7/1/15,Possession of Drugs
15-2422,7/1/15,7/1/15,Theft
15-242 0,7/1/15,7/1/15,Possession of Drugs
15-2419,7/1/15,6/30/15,Theft
15-2419,7/3/15,7/3/15,Supplement
15-2413,6/30/15,6/30/15,Traffic Crash-Property Damage-Hit Skip
15-2412,6/30/15,6/30/15,Traffic Crash-Property Damage-Hit Skip
15-2410,6/30/15,6/30/15,Criminal Trespass
15-2409,6/30/15,6/27/15,Theft
15-2407,6/23/15,3/26/15,Prohibited Acts
15-2404,6/29/15,6/29/15,Theft
15-2404,7/1/15,6/29/15,Theft
15-2403,6/29/15,6/29/15,Traffic Crash-Property Damage-Hit Skip
15-2402,6/29/15,6/24/15,Assault
15-2400,6/29/15,6/29/15,Theft
15-2398,6/29/15,6/29/15,Traffic Crash-Property Damage
15-2397,6/29/15,6/29/15,Administrative Information
15-2396,6/29/15,6/26/15,Traffic Crash-Property Damage-Hit Skip
15-2393,6/29/15,6/29/15,Telecommunications Harassment
15-2382,6/28/15,6/28/15,Obstructing Official Business
15-2382,7/8/15,7/8/15,Supplement
15-2380,7/2/15,6/28/15,Supplement
15-2380,6/28/15,6/28/15,Traffic Crash-Injury-Hit Skip
15-2379,6/27/15,6/27/15,Theft
15-2378,6/27/15,6/18/15,Theft (Of Bicycle)
15-2377,6/27/15,6/19/15,Theft
15-2376,6/27/15,6/27/15,Traffic Crash-Property Damage-Hit Skip
15-2373,6/26/15,6/26/15,Ill Aided
15-2372,6/26/15,6/26/15,Ill Aided
15-2371,6/26/15,6/26/15,Theft (Of Bicycle)
15-2370,6/26/15,6/26/15,Traffic Crash-Property Damage
15-2368,6/26/15,6/25/15,Criminal Damaging
15-2362,6/25/15,6/25/15,Traffic Crash-Property Damage-Hit Skip
15-2361,6/25/15,6/25/15,Theft (Of Bicycle)
15-2360,6/25/15,6/25/15,Theft (Of Bicycle)
15-2358,6/25/15,6/25/15,Telecommunications Harassment
15-2355,6/25/15,4/1/15,Theft
15-2354,6/25/15,5/22/15,Theft
15-2352,6/25/15,6/25/15,Traffic Crash-Property Damage
15-2349,6/24/15,6/24/15,Unauthorized Use of a Vehicle
15-2347,6/24/15,6/24/15,Traffic Crash-Property Damage-Hit Skip
15-2346,6/24/15,6/23/15,Administrative Information
15-2340,6/24/15,6/23/15,Aggravated Menacing
15-2338,6/24/15,6/24/15,Theft
15-2329,6/24/15,6/24/15,Possession of Drugs
15-2327,6/23/15,6/23/15,Theft (Of Bicycle)
15-2319,6/23/15,6/23/15,Traffic Crash-Property Damage-Hit Skip
15-2318,6/23/15,6/20/15,Theft (Of Bicycle)
15-2317,6/23/15,6/20/15,Administrative Information
15-2316,6/23/15,6/23/15,Traffic Crash-Property Damage-Hit Skip
15-2315,6/23/15,6/20/15,Theft (Of Bicycle)
15-2313,6/22/15,6/22/15,Criminal Mischief
15-2311,6/22/15,6/22/15,Traffic Crash-Property Damage-Hit Skip
15-2310,6/22/15,6/22/15,Theft (From Auto)
15-2309,6/22/15,6/22/15,Drug Paraphernalia
15-2307,6/22/15,6/22/15,Theft (Of Bicycle)
15-2304,6/22/15,6/22/15,Traffic Crash-Property Damage
15-2303,6/22/15,6/22/15,Theft
15-2301,6/22/14,6/22/14,Theft
152300,6/20/14,6/19/14,Theft
15-2294,6/21/15,6/21/15,Theft
15-2292,6/21/15,6/21/15,Assault
15-2291,6/21/15,6/21/15,Criminal Trespass
15-2288,6/21/15,6/21/15,OVI
15-2287,6/21/15,6/21/15,Traffic Crash-Injury
15-2283,6/21/15,6/21/15,Assist Other Agency
15-2281,6/21/15,6/21/15,Disorderly Conduct
15-2281,6/24/15,6/24/15,Supplement
15-2281,10/15/15,10/15/15,Supplement
15-2280,6/21/15,6/21/15,Drug Paraphernalia
15-2276,6/21/15,6/21/15,Theft
15-2275,6/21/15,6/21/15,Traffic Crash-Property Damage
15-2273,6/20/15,6/20/15,Criminal Trespass
15-2272,6/20/15,6/20/15,Assault
15-2271,6/20/15,6/20/15,Resisting Arrest
15-2269,6/20/15,6/20/15,Possession of Drugs
15-2267,6/19/15,6/19/15,Traffic Crash-Property Damage-Hit Skip
15-2265,6/19/15,6/19/15,Disorderly Conduct
15-2264,6/19/15,6/19/15,Theft (Of Bicycle)
15-2263,6/19/15,6/19/15,Telecommunications Harassment
15-2262,7/15/15,7/9/15,Theft
15-2261,6/19/15,6/19/15,Theft
15-2261,6/24/15,6/24/15,Supplement
15-2255,6/18/15,6/18/15,Possession of Drugs
15-2254,6/18/15,6/18/15,Theft (Of Bicycle)
15-2253,6/18/15,6/18/15,Theft
15-2250,6/18/15,6/18/15,Traffic Crash-Property Damage
15-2249,6/18/15,5/1/15,Theft
15-2247,6/18/15,6/17/15,Vandalism
15-2247,6/23/15,6/23/15,Supplement
15-2246,6/18/15,4/27/20,Theft
15-2245,6/18/15,6/15/15,Theft
15-2244,6/18/15,6/18/15,Traffic Crash-Property Damage
15-2242,6/18/15,6/18/15,Disorderly Conduct
15-2241,6/18/15,6/18/15,Robbery
15-2241,6/18/15,6/18/15,Robbery
15-2240,6/17/15,6/17/15,Possession of Drugs
15-2238,6/17/15,6/17/15,Theft (Of Bicycle)
15-2237,6/17/15,6/11/15,Traffic Crash-Property Damage-Hit Skip
15-2236,6/17/15,6/17/15,Traffic Crash-Property Damage-Hit Skip
15-2235,6/17/15,6/17/15,Drug Paraphernalia
15-2233,6/17/15,6/17/15,Criminal Trespass
15-2230,6/16/15,6/16/15,Drug Paraphernalia
15-2229,6/16/15,6/16/15,Possession of Drugs
15-2228,6/16/15,6/15/15,Theft (Of Bicycle)
15-2224,6/16/15,6/15/15,Theft
15-2223,6/16/15,6/15/15,Theft (Of Bicycle)
15-2222,6/16/15,6/16/15,Traffic Crash-Property Damage
15-2220,6/16/15,6/16/15,Ill Aided
15-2218,6/16/15,6/12/15,Theft
15-2216,6/15/15,6/15/15,Theft
15-2212,6/15/15,6/15/15,Theft
15-2203,6/15/15,6/15/15,Telecommunications Harassment
15-2202,6/15/15,6/15/15,Domestic Violence
15-2196,6/14/15,6/12/15,Rape
15-2196,6/14/15,6/12/15,Rape
15-2195,6/14/15,6/14/15,Theft (From Auto)
15-2191,6/14/15,6/14/15,Missing Person Returned
15-2190,6/13/15,6/12/15,Theft
15-2189,6/13/15,6/11/15,Theft
15-2188,6/12/15,6/12/15,Traffic Crash-Property Damage-Hit Skip
15-2187,6/13/15,6/6/15,Theft
15-2185,6/12/15,6/11/15,Theft
15-2184,6/12/15,6/12/15,Criminal Mischief
15-2183,6/12/15,6/12/15,Drug Paraphernalia
15-2182,6/12/15,6/12/15,Traffic Crash-Property Damage
15-2172,6/11/15,6/11/15,Possession of Drugs
15-2170,6/11/15,6/11/15,Traffic Crash-Property Damage
15-2167,6/11/15,6/10/15,Theft
15-2167,6/11/15,6/10/15,Theft
15-2166,6/11/15,6/11/15,Theft
15-2162,6/10/15,6/10/15,Criminal Trespass
15-2160,6/10/15,6/10/15,Obstructing Official Business
15-2159,6/10/15,6/10/15,Criminal Damaging
15-2156,6/10/15,5/29/15,Theft
15-2123,6/10/15,6/10/15,Disorderly Conduct
15-2149,6/10/15,6/10/15,Administrative Information
15-2146,6/10/15,6/10/15,Public Accident
15-2144,6/10/15,6/8/15,Theft
15-2143,6/10/15,6/10/15,Traffic Crash-Property Damage
15-2142,6/9/15,6/9/15,Criminal Mischief
15-2141,6/9/15,6/9/15,Theft
15-2141,10/30/15,10/30/15,Supplement
15-2140,6/9/15,6/9/15,Theft (Of Bicycle)
