Report Number,Date Reported (Reported on),Date  Occurred (Incident From),Incident Type
17-4303,9/20/17,9/20/17,Traffic Crash-Injury
17-4302,9/20/17,9/20/17,Theft (From Auto)
17-4301,9/20/17,9/20/17,Menacing
17-4300,9/20/17,9/19/17,Theft (Of Auto)
17-4300,10/17/17,10/17/17,Supplement
17-4299,9/20/17,9/20/17,Ill Aided
17-4298,9/20/17,9/19/17,Rape
17-4297,9/20/17,9/20/17,Administrative Information
17-4294,9/19/17,9/19/17,Disorderly Conduct
17-4292,9/19/17,9/19/17,Disorderly Conduct
17-4291,9/19/17,9/19/17,Theft
17-4289,9/19/17,9/19/17,Theft
17-4288,9/19/17,9/19/17,Ill Aided
17-4287,9/19/17,9/19/17,Theft (Of Bicycle)
17-4286,9/19/17,9/17/17,Theft (Of Bicycle)
17-4285,9/19/17,9/19/17,Ill Aided
17-4285,12/22/17,9/19/17,DOA-Death
17-4283,9/19/17,9/19/17,Possession Of Drugs
17-4280,9/19/17,9/19/17,Ill Aided
17-4278,9/18/17,9/18/17,Possession Of Drugs
17-4276,9/18/17,9/18/17,Administrative Information
17-4271,9/18/17,9/17/17,Theft (From Auto)
17-4270,9/18/17,9/16/17,Criminal Simulation
17-4269,9/18/17,9/17/17,Theft (Of Bicycle)
17-4267,9/18/17,9/18/17,Administrative Information
17-4266,9/18/17,9/18/17,Menacing
17-4265,9/18/17,9/4/17,Theft
17-4264,9/18/17,9/18/17,Traffic Crash-Property Damage
17-4262,9/18/17,9/18/17,Public Accident
17-4260,9/18/17,9/18/17,Traffic Crash-Property Damage
17-4257,9/17/17,9/17/17,Theft
17-4257,9/17/17,9/17/17,Theft
17-4256,9/17/17,9/15/17,Theft (Of Bicycle)
17 4238,9/17/17,9/17/17,Administrative Information
17-4236,9/17/17,9/17/17,Prohibited Acts
17-4234,9/17/17,9/17/17,Prohibited Acts
17-4233,9/17/17,9/17/17,Disorderly Conduct
17-4228,9/16/17,9/16/17,Ill Aided
17-4227,9/16/17,9/16/17,Theft
17-4226,9/16/17,9/16/17,Theft (Of Bicycle)
17-4225,9/16/17,9/16/17,Theft
17-4225,9/17/17,9/17/17,Supplement
17-4224,9/16/17,9/16/17,Disorderly Conduct
17-4222,9/16/17,9/16/17,Disorderly Conduct
17-4221,9/16/17,9/16/17,Possession Of Drugs
17-4220,9/16/17,9/16/17,Offenses involving underage persons
17-4218,9/16/17,9/16/17,Offenses involving underage persons
17-4217,9/16/17,9/16/17,Offenses involving underage persons
17-4216,9/16/17,9/16/17,Disorderly Conduct
17-4211,9/16/17,9/16/17,Offenses involving underage persons
17-4210,"09 16
2017
12:03",9/14/17,Theft (Of Bicycle)
17-4209,9/16/17,9/16/17,Driving Under Suspension
17-4205,9/16/17,9/16/16,Offenses involving underage persons
17-4203,9/16/17,9/16/17,Administrative Information
17-4200,9/16/17,9/16/17,Offenses involving underage persons
17-4199,9/16/17,9/16/17,Drug Paraphernalia
17-4197,9/16/17,9/16/17,Possession Of Drugs
17-4192,9/15/17,9/15/17,Traffic Crash-Property Damage-Hit Skip
17-4189,9/15/17,9/14/17,Theft (From Auto)
17-4188,9/15/17,9/15/17,Receiving Stolen Property
17-4187,9/15/17,9/9/17,Theft
17-4187,10/19/17,10/19/17,Supplement
17-4186,9/15/17,9/15/17,Administrative Information
17-4183,9/15/17,9/15/17,Traffic Crash-Property Damage
17-4182,9/15/17,9/15/17,Property Impound
17-4180,9/15/17,9/15/17,Open Container
17-4179,9/14/17,9/14/17,Possessing Drug Abuse Instruments
17-4173,9/14/17,9/14/17,Traffic Crash-Property Damage
17-4172,9/14/17,9/14/17,Theft
17-4170,9/14/17,9/14/17,Administrative Information
17-4168,9/14/17,9/14/17,Property Impound
17-4167,9/14/17,9/13/17,Theft (Of Bicycle)
17-4166,9/14/17,9/13/17,Traffic Crash-Property Damage-Hit Skip
17-4164,9/14/17,9/12/17,Carrying Concealed Weapon
17-4163,9/13/17,9/8/17,Rape
17-4162,9/13/17,9/12/17,Theft (Of Bicycle)
17-4159,9/13/17,9/13/17,Possession Of Drugs
17-4158,9/13/17,9/12/17,Gross Sexual Imposition
17-4158,9/13/17,9/12/17,Gross Sexual Imposition
17-4157,9/13/17,9/13/17,Theft (From Auto)
17-4156,9/13/17,9/9/17,Theft
17-4154,9/13/17,9/13/17,Theft (Of Bicycle)
17-4152,9/13/17,9/13/17,Possession Of Drugs
17-4151,9/13/17,9/8/17,Theft (Of Bicycle)
17-4149,9/13/17,9/11/17,Attempted Theft (from Auto)
17-4148,9/13/17,9/11/17,Administrative Information
17-4145,9/13/17,9/13/17,Ill Aided
17-4144,9/13/17,9/11/17,Theft
17-4139,9/12/17,9/11/17,Theft
17-4137,9/12/17,9/12/17,Traffic Crash-Property Damage-Hit Skip
17-4136,9/12/17,9/12/17,Possession Of Drugs
17-4135,9/12/17,9/12/17,Administrative Information
17-4134,9/12/17,9/12/17,Drug Paraphernalia
17-4133,9/12/17,9/12/17,Administrative Information
17-4130,9/12/17,9/12/17,Traffic Crash-Property Damage
17-4129,9/12/17,9/9/17,Theft
17-4129,10/4/17,10/4/17,Supplement
17-4128,9/12/17,9/9/17,Criminal Damaging
17-4126,9/12/17,9/12/17,Carrying Concealed Weapon
17-4121,9/11/17,9/11/17,Theft (From Auto)
17-4118,9/11/17,9/11/17,Drug Paraphernalia
17-4116,9/11/17,9/11/17,Administrative Information
17-4115,9/11/17,9/7/17,Traffic Crash-Property Damage-Hit Skip
17-4114,9/11/17,9/11/17,Traffic Crash-Property Damage-Hit Skip
17-4113,9/11/17,9/11/17,Theft (Of Bicycle)
17-4110,9/11/17,8/23/17,Traffic Crash-Property Damage-Hit Skip
17-4107,9/11/17,9/11/17,Drug Paraphernalia
17-4106,9/11/17,9/11/17,Traffic Crash-Injury
17-4105,9/11/17,9/11/17,Traffic Crash-Property Damage
17-4104,9/11/17,9/11/17,Traffic Crash-Property Damage
17-4103,9/11/17,9/11/17,Traffic Crash-Injury
17-4102,9/10/17,9/10/17,Property Impound
17-4101,9/10/17,9/10/17,Traffic Crash-Property Damage-Hit Skip
17-4099,9/10/17,9/9/17,Theft
17-4099,9/21/17,9/21/17,Supplement
17-4097,9/10/17,9/9/17,Administrative Information
17-4096,9/10/17,9/10/17,Assist Other Agency
17-4095,9/10/17,9/9/17,Theft (From Auto)
17-4094,9/10/17,9/9/17,Theft (Of Bicycle)
17-4093,9/10/17,9/9/17,Criminal Damaging
17-4091,9/10/17,9/10/17,Offenses involving underage persons
17-4090,9/10/17,9/10/17,Possession Of Drugs
17-4089,9/10/17,9/10/17,Disorderly Conduct
17-4088,9/9/17,9/9/17,Disorderly Conduct
17-4087,9/9/17,9/9/17,Domestic Violence
17-4086,9/9/17,9/9/17,Disorderly Conduct
17-4085,9/9/17,9/9/17,Offenses involving underage persons
17-4083,9/9/17,9/9/17,Offenses involving underage persons
17-4081,9/9/17,9/9/17,Theft (Of Auto)
17-4081,9/10/17,9/10/17,Supplement
17-4080,9/9/17,9/9/17,Criminal Trespass
17-4079,9/9/17,9/9/17,Offenses involving underage persons
17-4078,9/9/17,9/9/17,Offenses involving underage persons
17-4077,9/9/17,9/9/17,Disorderly Conduct
17-4076,9/9/17,9/9/17,Offenses involving underage persons
17-4075,9/11/17,9/9/17,Offenses involving underage persons
17-4074,9/9/17,9/9/17,Possession Of Drugs
17-4073,9/9/17,9/9/17,Ill Aided
17 4072,9/9/17,9/9/17,Disorderly Conduct
17-4071,9/9/17,9/9/17,Assist Other Agency
17-4070,9/9/17,9/9/17,Possession Of Drugs
17-4069,9/9/17,9/9/17,Offenses involving underage persons
17-4068,9/9/17,9/9/17,Offenses involving underage persons
17-4066,9/9/17,9/9/17,Rape
17-4063,9/9/17,9/9/17,Offenses involving underage persons
17-4059,9/9/17,9/9/17,Assist Other Agency
17-4058,9/9/17,9/9/17,Offenses involving underage persons
17-4055,9/8/17,9/8/17,Theft
17-4054,9/8/17,9/8/17,Possession Of Drugs
17-4051,9/8/17,9/8/17,Rape
17-4051,9/8/17,9/8/17,Rape
17-4050,9/8/17,9/7/17,Theft
17-4050,9/11/17,9/7/17,Supplement
17-4049,9/8/17,9/8/17,Ill Aided
17-4048,9/8/17,9/8/17,Theft
17-4047,9/8/17,9/7/17,Telecommunications Harassment
17-4047,9/22/17,9/22/17,Supplement
17-4045,9/8/17,9/7/17,Theft
17-4044,9/8/17,9/7/17,Administrative Information
17-4042,9/8/17,9/8/17,Administrative Information
17-4040,9/8/17,9/8/17,Death
17-4040,12/22/17,9/8/17,Supplement
17-4036,9/8/17,9/8/17,Offenses involving underage persons
17-4035,9/8/17,9/8/17,Possession Of Drugs
17-4030,9/7/17,9/7/17,Administrative Information
17-4029,9/7/17,9/7/17,Theft (Of Bicycle)
17-4028,9/7/17,9/7/17,Theft
17-4026,9/7/17,9/7/17,Disorderly Conduct
17-4024,9/7/17,9/4/17,Theft
17-4023,9/7/17,9/7/17,Administrative Information
17-4019,9/7/17,9/7/17,Vehicle Impound
17-4017,9/6/17,9/6/17,Possession Of Drugs
17-4013,9/6/17,9/6/17,Offenses involving underage persons
17-4011,9/6/17,9/6/17,Possession Of Drugs
17-4007,9/6/17,9/3/17,Theft (Of Bicycle)
17-4005,9/6/17,8/24/17,Theft (Of Bicycle)
17-4001,9/6/17,9/1/17,Theft
17-4000,9/6/17,9/5/17,Theft
17-3999,9/6/17,9/6/17,Administrative Information
17-3998,9/6/17,9/6/17,Ill Aided
17-3997,9/6/17,9/6/17,Theft
17-3996,9/6/17,9/6/17,
17-3995,9/6/17,9/6/17,Ill Aided
17-3994,9/6/17,9/5/17,Theft
17-3994,9/7/17,9/7/17,Supplement
17-3993,09/06/0002,09/06/0002,Traffic Crash-Property Damage-Hit Skip
17-3991,09/06/0002,09/06/0002,Assist Other Agency
17-3988,9/5/17,9/5/17,Possession Of Drugs
17-3987,9/5/17,9/5/17,Theft
17-3986,9/5/17,9/5/17,Traffic Crash-Injury
17-3985,9/5/17,9/5/17,Traffic Crash-Property Damage-Hit Skip
17-3984,9/5/17,9/5/17,Criminal Trespass
17-3983,9/5/17,8/30/17,Theft
17-3983,12/21/17,12/21/17,Supplement
17-3981,9/5/17,8/31/17,Theft (Of Bicycle)
17-3973,9/4/17,9/1/17,Administrative Information
17-3972,9/4/17,09/04/0002,Possession Of Drugs
17-3971,9/4/17,8/30/17,Theft (Of Bicycle)
17-3970,9/4/17,9/4/17,Criminal Damaging
17-3969,9/4/17,9/4/17,Administrative Information
17-3968,9/4/17,9/4/17,Possession Of Drugs
17-3966,9/4/17,9/4/17,Prohibited Acts
17-3965,9/4/17,9/4/17,Offenses involving underage persons
17-3964,9/4/17,9/4/17,Possession Of Drugs
17-3962,9/4/17,9/4/17,Offenses involving underage persons
17-3961,9/4/17,9/4/17,Offenses involving underage persons
17-3960,9/4/17,9/4/17,Drug Paraphernalia
17-3959,9/4/17,9/4/17,Possession Of Drugs
17-3956,9/3/17,9/1/17,Theft
17-3955,9/3/17,9/3/17,Public Indecency
17-3955,9/5/17,9/5/17,Supplement
17-3954,9/3/17,9/3/17,Possession Of Drugs
17-3952,9/3/17,9/3/17,Possession Of Drugs
17-3951,9/3/17,9/1/17,Theft (Of Bicycle)
17-3948,9/3/17,9/3/17,Assist Other Agency
17-3947,9/3/17,9/3/17,Possession Of Drugs
17-3946,9/3/17,9/2/17,Theft (From Auto)
17-3945,9/3/17,9/3/17,Drug Paraphernalia
17-3942,9/3/17,9/3/17,Offenses involving underage persons
17-3941,9/3/17,9/3/17,Offenses involving underage persons
17-3940,9/2/17,9/2/17,Assist Other Agency
17-3939,9/2/17,9/2/17,Drug Paraphernalia
17-3937,9/2/17,8/20/17,theft
17-3936,9/2/17,9/2/17,Possession Of Drugs
17-3935,9/2/17,9/2/17,Possession Of Drugs
17-3934,9/2/17,9/2/17,Ill Aided
17-3932,9/2/17,9/2/17,Administrative Information
17-3931,9/2/17,9/2/17,Offenses involving underage persons
17-3930,9/2/17,9/2/17,Offenses involving underage persons
17-3927,9/1/17,9/1/17,Ill Aided
17-3926,9/1/17,9/1/17,Disorderly Conduct
17-3923,9/1/17,9/1/17,Traffic Crash-Property Damage-Hit Skip
17-3922,9/1/17,9/1/17,Public Indecency
17-3919,9/1/17,9/1/17,Possession Of Drugs
17-3918,9/1/17,9/1/17,Traffic Crash-Property Damage-Hit Skip
17-3917,9/1/17,8/25/17,Theft (Of Bicycle)
17-3916,9/1/17,8/30/17,Menacing
17-3916,9/21/17,9/21/17,Supplement
17-3915,9/1/17,9/1/17,Disorderly Conduct
17-3914,9/1/17,9/1/17,Administrative Information
17-3913,8/30/17,8/30/17,Assault
17-3912,9/1/17,8/31/17,Theft (Of Bicycle)
17-3909,9/1/17,9/1/17,Possession Of Drugs
17-3906,9/1/17,9/1/17,Aggravated Menacing
17-3906,9/1/17,9/1/17,Aggravated Menacing
17-3905,9/1/17,8/18/17,Theft
17-3904,9/1/17,9/1/17,Traffic Crash-Property Damage
17-3903,9/1/17,8/31/17,Traffic Crash-Injury
17-3900,9/1/17,9/1/17,Disorderly Conduct
17-3897,9/8/17,9/8/17,Supplement
17-3897,9/1/17,9/1/17,Possession Of Drugs
17-3895,8/31/17,8/31/17,Offenses involving underage persons
17-3892,8/31/17,8/31/17,Ill Aided
17-3890,8/31/17,8/31/17,Ill Aided
17-3889,8/31/17,8/31/17,Theft (Of Auto)
17-3889,10/9/17,10/9/17,Supplement
17-3888,8/31/17,8/31/17,Traffic Crash-Property Damage
17-3887,8/31/17,8/31/17,Recovered Property
17-3886,8/31/17,8/31/17,Ill Aided
17-3885,8/31/17,8/18/17,Defrauding a Livery or Hostelry
17-3885,9/1/17,8/18/17,Supplement
17-3884,8/31/17,8/31/17,Offenses involving underage persons
17-3875,8/31/17,8/16/17,Supplement
17-3875,8/30/17,8/16/17,Burglary
17-3874,08/30/0002,08/30/0002,Theft (Of Bicycle)
17-3869,8/30/17,8/30/17,Ill Aided
17-3868,8/30/17,8/30/17,Traffic Crash-Injury
17-3866,8/30/17,8/30/17,Disorderly Conduct
17-3865,8/30/17,8/30/17,Theft
17-3861,8/30/17,8/30/17,Traffic Crash-Injury
17-3860,08/30/0002,08/30/0002,Menacing
17-3859,08/30/0002,08/29/0002,Theft (From Auto)
17-3858,8/30/17,8/30/17,Property Impound
17-3856,8/30/17,08/30/0002,Ill Aided
17-3852,8/29/17,08/29/0002,Possession Of Drugs
17-3850,8/29/17,8/29/17,Telecommunications Harassment
17-3849,8/29/17,8/29/17,Theft
17-3848,8/29/17,8/29/17,Theft (From Auto)
17-3847,8/29/17,8/29/17,Theft
17-3846,8/29/17,8/25/17,Theft
17-3846,8/31/17,8/25/17,Supplement
17-3845,8/29/17,8/7/17,Theft
17-3844,8/29/17,8/29/17,Possession Of Drugs
17-3843,8/29/17,8/29/17,Administrative Information
17-3841,8/29/17,8/29/17,Theft (Of Bicycle)
17-3840,8/29/17,8/29/17,Theft (Of Bicycle)
17-3839,8/29/17,8/29/17,Possessing Drug Abuse Instruments
17-3838,8/29/17,8/29/17,Assist Other Agency
17-3837,8/29/17,8/28/17,Theft
17-3835,8/28/17,8/25/17,Theft (Of Bicycle)
17-3834,8/28/17,8/25/17,Theft (Of Bicycle)
17-3829,8/28/17,8/28/17,Administrative Information
17-3826,8/28/17,7/20/17,Theft
17-3825,8/28/17,8/28/17,Administrative Information
17-3824,8/28/17,8/28/17,Telecommunications Harassment
17-3823,8/28/17,8/28/17,Drug Paraphernalia
17-3820,8/28/17,8/28/17,Assist Other Agency
17-3819,8/27/17,8/27/17,Assist Other Agency
17-3818,8/27/17,8/27/17,Theft
17-3817,8/27/17,8/27/17,Possession Of Drugs
17-3816,8/27/17,8/22/17,Theft
17-3815,8/27/17,8/25/17,Theft
17-3813,8/27/17,8/27/17,Aggravated Menacing
17-3812,8/27/17,8/27/17,Ill Aided
17-3811,8/27/17,8/27/17,Theft
17-3809,8/27/17,8/26/17,Theft
17-3807,8/27/17,8/27/17,Offenses involving underage persons
17-3806,8/27/17,8/27/17,Disorderly Conduct
17-3805,8/27/17,8/26/17,Rape
17-3804,8/27/17,8/26/17,Theft
17-3804,8/27/17,8/26/17,Theft
17-3802,8/26/17,8/26/17,Administrative Information
17-3799,8/26/17,8/26/17,Possession Of Drugs
17-3795,8/26/17,8/23/17,Theft (Of Bicycle)
17-3791,8/26/17,8/20/17,Theft
17-3791,8/31/17,8/20/17,Supplement
17-3790,8/26/17,8/26/17,Criminal Trespass
17-3789,8/26/17,8/26/17,Traffic Crash-Property Damage-Hit Skip
17-3788,8/26/17,8/17/17,Theft (Of Bicycle)
17-3787,8/26/17,8/26/17,Possession Of Drugs
17-3786,8/26/17,8/26/17,Burglary
17-3786,8/31/17,8/26/17,Supplement
17-3785,8/26/17,8/26/17,Possession Of Drugs
17-3782,8/26/17,8/26/17,Assist Other Agency
17-3781,8/26/17,8/26/17,Offenses involving underage persons
17-3780,8/26/17,8/26/17,Offenses involving underage persons
17-3779,8/26/17,8/26/17,Ill Aided
17-3774,8/25/17,8/25/17,Theft
17-3773,8/25/17,8/25/17,Offenses involving underage persons
17-3770,8/25/17,8/23/17,Criminal Damaging
17-3769,8/25/17,8/25/17,Open Container
17-3767,8/25/17,8/25/17,Domestic Violence
17-3764,8/25/17,8/25/17,Administrative Information
17-3759,8/25/17,8/25/17,Administrative Information
17-3758,8/25/17,8/24/17,Theft
17-3757,8/25/17,8/25/17,Criminal Mischief
17-3754,8/25/17,8/25/17,Traffic Crash-Property Damage
17-3752,8/26/17,8/26/17,Offenses involving underage persons
17-3753,8/25/17,8/25/17,Supplement
17-3752,8/25/17,8/25/17,Offenses involving underage persons
17-3749,8/25/17,8/25/17,OVI
"          
17-3748",8/25/17,8/24/17,Theft
17-3744,8/25/17,8/25/17,Offenses involving underage persons
17-3743,8/25/17,8/25/17,Minors Curfew
17-3741,8/24/17,8/24/17,Possession Of Drugs
17-3740,8/24/17,8/24/17,Theft
17-3739,8/24/17,8/24/17,Prohibited Acts
17-3737,8/24/17,8/24/17,Theft (Of Bicycle)
17-3737,9/13/17,8/24/17,Supplement
17-3736,8/24/17,8/24/17,Traffic Crash-Property Damage
17-3735,8/24/17,8/24/17,Criminal Damaging
17-3734,8/24/17,8/23/17,Theft
17-3733,8/24/17,8/24/17,Theft (Of Bicycle)
17-3731,8/24/17,8/24/17,Traffic Crash-Property Damage
17-3730,8/24/17,8/24/17,Theft
17-3728,8/24/17,8/22/17,Traffic Crash-Property Damage-Hit Skip
17-3723,8/24/17,8/23/17,Disorderly Conduct
17-3720,8/24/17,8/23/17,Theft (From Auto)
17-3720,10/2/17,10/2/17,Supplement
17-3719,8/24/17,8/24/17,Assist Other Agency
17-3717,8/23/17,8/23/17,Ill Aided
17-3715,8/23/17,8/23/17,Traffic Crash-Injury
17-3708,8/23/17,8/23/17,Administrative Information
17-3707,8/23/17,5/1/17,Theft (Of Bicycle)
17-3706,8/23/17,8/23/17,Traffic Crash-Property Damage-Hit Skip
17-3705,8/23/17,8/23/17,Burglary
17-3705,8/31/17,8/23/17,Supplement
17-3703,8/23/17,8/23/17,Theft (Of Bicycle)
17-3701,8/23/17,8/22/17,Theft
17-3701,8/31/17,8/31/17,Supplement
17-3700,8/23/17,8/23/17,Prohibited Acts
17-3698,8/23/17,8/23/17,Property Impound
17-3689,8/23/17,8/23/17,Assist Other Agency
17-3688,8/23/17,8/23/17,Disorderly Conduct
17-3687,8/23/17,8/22/17,Criminal Damaging
17-3681,8/22/17,8/22/17,Assault
17-3679,8/22/17,8/22/17,Drug Paraphernalia
17-3677,8/22/17,8/22/17,Traffic Crash-Property Damage-Hit Skip
17-3676,8/22/17,8/22/17,Falsification
17-3676,9/2/17,9/2/17,Supplement
17-3675,8/22/17,8/22/17,Offenses involving underage persons
17-3673,8/22/17,8/22/17,Theft (Of Bicycle)
17-3671,8/22/17,8/22/17,Drug Paraphernalia
17-3665,8/22/17,8/22/17,Menacing
17-3661,8/22/17,8/22/17,Traffic Crash-Property Damage
17-3658,8/22/17,8/22/17,Assist Other Agency
17-3656,8/22/17,8/22/17,Drug Paraphernalia
17-3653,8/22/17,8/22/17,Supplement
17-3653,8/21/17,8/16/17,Theft (Of Bicycle)
17-3652,8/21/17,8/21/17,Ill Aided
17-3650,8/21/17,8/21/17,Theft
17-3648,8/21/17,8/21/17,Theft
17-3645,8/21/17,8/21/17,Theft (Of Bicycle)
17-3641,8/21/17,8/10/17,Theft
17-3640,8/21/17,8/19/17,Theft (Of Bicycle)
17-3639,8/21/17,1/9/17,Rape
17-3637,8/21/17,6/16/17,Theft
17-3636,8/21/17,8/21/17,Assist Other Agency
17-3635,8/21/17,8/21/17,Traffic Crash-Injury
17-3632,8/21/17,8/21/17,Traffic Crash-Injury
17-3630,8/21/17,8/21/17,Public Accident
17-3627,8/21/17,8/21/17,Disorderly Conduct
17-3626,8/21/17,8/21/17,Offenses involving underage persons
17-3625,8/21/17,8/21/17,Possession Of Drugs
17-3624,8/21/17,8/21/17,Disorderly Conduct
17-3622,8/20/17,8/20/17,Offenses involving underage persons
17 - 3621,8/20/17,8/20/17,Theft
17-3620,8/20/17,8/20/17,Possession Of Drugs
17-3618,8/20/17,2/1/17,CSA Report: Rape
17-3616,8/20/17,8/20/17,Traffic Crash-Injury
17-3612,8/20/17,8/19/17,Criminal Damaging
17-3611,8/20/17,8/20/17,Minors Curfew
17-3610,8/20/17,8/20/17,Offenses involving underage persons
17-3609,8/20/17,8/20/17,Assault
17-3600,8/20/17,8/20/17,Offenses involving underage persons
17-3598,8/20/17,8/20/17,Drug Paraphernalia
17-3596,8/19/17,8/19/17,Assist Other Agency
17-3593,8/19/17,8/19/17,Theft
17-3593,8/20/17,8/19/17,Supplement
17-3593,8/25/17,8/25/17,Supplement
17-3592,8/19/17,7/27/17,Theft
17-3590,8/19/17,8/19/17,Drug Paraphernalia
17-3589,8/19/17,8/19/17,Theft
17-3588,8/19/17,8/18/17,Theft (Of Bicycle)
17-3587,8/19/17,8/19/17,10th and Neil Ave
17-3586,8/19/17,8/19/17,Traffic Crash-Property Damage
17-3584,8/19/17,8/19/17,Offenses involving underage persons
17-3583,8/19/17,8/19/17,Administrative Information
17-3581,8/19/17,8/19/17,Offenses involving underage persons
17-3579,8/19/17,8/19/17,Rape
17-3577,8/18/17,8/18/17,Disorderly Conduct
17-3575,8/18/17,8/18/17,Drug Paraphernalia
17-3573,8/18/17,8/18/17,Theft
17-3571,8/18/17,8/16/17,Theft (Of Bicycle)
17-3570,8/18/17,8/18/17,Theft
17-3567,8/18/17,8/18/17,Driving Under Suspension
17-3566,8/18/17,8/18/17,Administrative Information
17-3563,8/18/17,8/17/17,Criminal Mischief
17-3561,8/18/17,8/18/17,Offenses involving underage persons
17-3558,8/17/17,8/17/17,Theft
17-3557,8/17/17,6/1/17,CSA Report: Rape
17-3556,8/17/17,08/16/0002,Theft (Of Bicycle)
17-3555,8/17/17,08/17/0002,Theft
17-3551,8/17/17,8/17/17,Theft (Of Auto)
17-3551,9/8/17,9/8/17,Supplement
17-3550,8/17/17,8/17/17,Traffic Crash-Injury
17-3549,8/17/17,08/16/0002,Theft (Of Bicycle)
17-3548,8/17/17,08/17/0002,Administrative Information
17-3545,8/17/17,08/17/0002,Traffic Crash-Property Damage-Hit Skip
17-3542,8/17/17,8/16/17,Telecommunications Harassment
17-3541,8/17/17,08/17/0002,Aggravated Menacing
17-3539,8/17/17,8/17/17,Theft (Of Bicycle)
17-3539,8/31/17,8/31/17,Supplement
17-3539,11/12/17,8/17/17,Supplement
17-3535,8/31/17,8/16/17,Supplement
17-3535,8/17/17,8/16/17,Supplement
17-3535,8/16/17,8/16/17,Theft
17-3534,8/16/17,8/16/17,Burglary
17-3534,8/31/17,8/16/17,Supplement
17-3533,8/16/17,8/16/17,Theft (Of Bicycle)
17-3531,8/16/17,8/16/17,Theft
17-3526,8/16/17,8/13/17,Theft (Of Bicycle)
17-3524,8/15/17,8/15/17,Administrative Information
17-3523,8/15/17,8/15/17,Burglary
17-3523,8/20/17,8/15/17,Supplement
17-3522,8/15/17,"08 15 2017
17:15",Theft (Of Bicycle)
17-3521,8/15/17,8/15/17,Traffic Crash-Property Damage
17-3519,8/15/17,8/15/17,Drug Paraphernalia
17-3518,8/15/17,8/15/17,Traffic Crash-Property Damage
17-3517,8/15/17,8/15/17,Assist Other Agency
17-3512,8/14/17,8/14/17,Traffic Crash-Property Damage
17-3510,8/14/17,8/14/17,Administrative Information
17-3509,8/14/17,8/14/17,Administrative Information
17-3507,8/14/17,8/13/17,Theft (Of Bicycle)
17-3504,8/14/17,8/2/17,Theft
17-3501,8/14/17,8/14/17,Theft (Of Bicycle)
17-3499,8/14/17,8/10/17,Traffic Crash-Property Damage-Hit Skip
17-3499,8/26/17,8/27/17,Possession Of Drugs
17-3498,8/14/17,8/14/17,Ill Aided
17-3497,8/14/17,8/13/17,Theft
17-3494,8/14/17,8/14/17,OVI
17-3493,8/13/17,8/11/17,Theft (Of Bicycle)
17-3492,8/13/17,8/13/17,Theft
17-3491,8/13/17,7/30/17,Theft
17-3490,8/13/17,8/13/17,Theft
17-3486,8/13/17,8/13/17,Traffic Crash-Property Damage
17-3481,8/13/17,8/13/17,Disorderly Conduct
17-3475,8/13/17,8/13/17,Offenses involving underage persons
17-3471,8/12/17,8/13/17,Possession Of Drugs
17-3468,8/12/17,8/12/17,Possession Of Drugs
17-3459,8/12/17,8/12/17,Administrative Information
17-3457,8/11/17,8/11/17,Ill Aided
17-3455,8/11/17,8/11/17,Possessing Drug Abuse Instruments
17-3453,8/11/17,8/9/17,Theft (Of Bicycle)
17-3451,8/11/17,8/11/17,Drug Paraphernalia
17-3450,8/11/17,8/11/17,Theft
17-3449,8/11/17,8/11/17,Possession Of Drugs
17-3447,8/11/17,8/11/17,Assist Other Agency
17-3446,8/11/17,8/10/17,Theft (From Auto)
17-3440,8/10/17,8/9/17,Theft (Of Bicycle)
17-3438,8/10/17,8/9/17,Theft (Of Bicycle)
17-3436,8/10/17,8/10/17,Possession Of Drugs
17-3434,8/10/17,8/10/17,Open Container
17-3433,8/10/17,8/10/17,Theft (Of Bicycle)
17-3433,8/16/17,8/16/17,Supplement
17-3433,8/30/17,8/30/17,Supplement
17-3432,8/10/17,8/5/17,Theft
17-3431,8/10/17,8/9/17,Disorderly Conduct
17-3429,8/10/17,8/10/17,Ill Aided
17-3427,8/10/17,8/10/17,Traffic Crash-Property Damage
17-3426,8/10/17,8/10/17,Possessing Criminal Tools
17-3421,8/9/17,8/9/17,Theft (Of Bicycle)
17-3417,8/9/17,8/9/17,Assist Other Agency
17-3415,8/9/17,8/1/17,Theft
17-3411,8/9/17,6/10/17,Administrative Information
17-3407,8/9/17,8/9/17,Ill Aided
17-3406,8/9/17,8/9/17,Drug Paraphernalia
17-3405,8/9/17,8/9/17,Ill Aided
17-3404,8/9/17,8/4/17,Criminal Damaging
17-3402,8/9/17,8/9/17,Public Accident
17-3401,8/9/17,8/9/17,Criminal Trespass
17-3396,8/8/17,8/8/17,theft
17-3395,8/8/17,8/8/17,Theft
17-3394,8/8/17,8/8/17,Assist Other Agency
17-3393,8/10/17,8/10/17,Theft (From Auto)
17-3388,8/7/17,8/7/17,Supplement
17-3388,8/14/17,8/14/17,Menacing
17-3388,8/21/17,8/21/17,Supplement
17-3388,8/21/17,8/21/17,Supplement
17-3383,8/7/17,8/1/17,Theft
17-3382,8/7/17,8/2/17,Theft
17-3381,8/7/17,8/6/17,Rape
17-3377,8/6/17,8/6/17,Prohibited Acts
17-3376,8/6/17,8/5/17,Theft
17-3374,8/6/17,8/6/17,Assist Other Agency
17-3372,8/6/17,8/5/17,Theft (Of Bicycle)
17-3370,8/6/17,8/6/17,Disorderly Conduct
