CFS #,Case #,Date Reported,Date Occurred,Address,Incident,Disposition
CFS15-02-05-001049,UPD-150131,2/5/15 10:39,2/4/15 17:00,95 RICHLAND AVENUE Common Name: CONVOCATION CENTER,CONVERSION_LARCENY-THEFT THEFT - FROM BUILDINGS 2913,CONVERSION OUPD - OPEN
CFS15-02-05-001051,UPD,2/5/15 13:25,,WEST UNION - CAMPUS SUPPORT Common Name: PARKING LOT 20,TRAFFIC CRASH ,
CFS15-02-05-001052,UPD-150132,2/5/15 14:11,2/5/15 14:11,S.G. DRIVE Common Name: SOUTH GREEN DRIVE,CONVERSION_TRAFFIC SPEED 4511.21,CONVERSION OUPD CLOSED
CFS15-02-05-001063,UPD,2/5/15 20:38,,MCKINLEY AVE Common Name: MCKINLEY AVE Location Detail: AT MULBERRY ST,"CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",
CFS15-02-05-001065,UPD-150133,2/5/15 21:40,2/5/15 21:40,S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: AT RUFUS ST,"CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",CONVERSION OUPD CLOSED
CFS15-02-06-001069,UPD,2/6/15 2:18,,Common Name: OFF-CAMPUS MISCELLANEOUS Location Detail: STEPHENS,ASSAULT OFFENSES,
CFS15-02-06-001070,UPD-150134,2/6/15 3:12,2/6/15 3:12,WEST UNION STREET Common Name: LASHER HALL Location Detail: BETWEEN LASHER/HANING,ALCOHOL OFFENSE,CONVERSION OUPD CLOSED
CFS15-02-06-001078,UPD-150135,2/6/15 11:00,2/6/15 11:00,SCOTT QUAD Common Name: OHIO UNIVERSITY POLICE DEPT,THREAT ASSESSMENT,
CFS15-02-06-001080,UPD-150136,2/6/15 13:23,2/6/15 13:23,S.G. DRIVE Common Name: SOUTH GREEN DRIVE,CONVERSION_TRAFFIC SPEED 4511.21,CONVERSION OUPD CLOSED
CFS15-02-06-001087,UPD-150137,2/6/15 15:58,2/4/15 12:00,1 PARK PLACE Common Name: BAKER STUDENT CENTER,CONVERSION_LARCENY-THEFT THEFT - FROM BUILDINGS 2913,CONVERSION OUPD CLOSED
CFS15-02-06-001088,UPD-150138,2/6/15 16:07,2/6/15 16:07,UNION STREET Common Name: UNION STREET Location Detail: IN FRONT OF TRISOLINI HOUSE,TRAFFIC CRASH ,CONVERSION OUPD CLOSED
CFS15-02-06-001089,UPD,2/6/15 17:33,,124 SOUTH GREEN DRIVE Common Name: CADY Location Detail: MOD 220,POSSESSION OF  CONTROLLED SUBSTANCES,
CFS15-02-06-001094,UPD-150139,2/6/15 20:09,2/6/15 20:15,71 SOUTH GREEN DRIVE Common Name: CRAWFORD Location Detail: ROOM 219,POSSESSION OF DRUG PARAPHERNALIA,CONVERSION OUPD CLOSED
CFS15-02-06-001098,UPD-150140,2/6/15 22:02,2/6/15 22:06,SOUTH GREEN DRIVE Common Name: GOLF COURSE,POSSESSION OF  CONTROLLED SUBSTANCES,CONVERSION OUPD CLOSED
CFS15-02-06-001099,UPD-150141,2/6/15 22:20,2/6/15 22:30,46 EAST GREEN STREET Common Name: JEFFERSON HALL Location Detail: ROOM 232,ALCOHOL OFFENSE,CONVERSION OUPD CLOSED
CFS15-02-07-001104,UPD-150142,2/6/15 23:59,2/6/15 23:59,"E.UNION ST. Common Name: MUSIC BUILDING Location Detail: UNDERNEATH THE WALKWAY, ATHENS, OH 45701",POSSESSION OF  CONTROLLED SUBSTANCES,CONVERSION OUPD CLOSED
CFS15-02-07-001105,UPD,2/7/15 0:18,,133 SOUTH GREEN DRIVE Common Name: DOUGAN HOUSE Location Detail: 2ND FLOOR MOD B,ALCOHOL OFFENSE,
CFS15-02-07-001108,UPD,2/7/15 2:04,,50 EAST GREEN STREET Common Name: BUSH Location Detail: 422,POSSESSION OF  CONTROLLED SUBSTANCES,
CFS15-02-07-001129,UPD-150144,2/7/15 12:00,2/7/15 12:00,95 RICHLAND AVENUE Common Name: CONVOCATION CENTER,EDC DEPLOYMENT,CONVERSION OUPD CLOSED
CFS15-02-07-001120,UPD-150143,2/7/15 13:19,2/6/15 17:00,35 PARK PLACE Common Name: HONORS TUTORIAL COLLEGE,DESTRUCTION OF PROPERTY,
CFS15-02-07-001130,UPD-150145,2/7/15 16:00,2/7/15 16:00,UNIVERSITY TERRACE Common Name: T.B. MEMORIAL AUDITORIUM,EDC DEPLOYMENT,CONVERSION OUPD CLOSED
CFS15-02-07-001134,UPD-150146,2/7/15 17:43,2/7/15 16:30,S.GREEN DR/UNIV.TERRACE Common Name: PING STUDENT REC. CENTER,CONVERSION_LARCENY-THEFT THEFT - FROM BUILDINGS 2913,CONVERSION OUPD CLOSED
CFS15-02-07-001141,UPD-150147,2/7/15 18:25,2/7/15 18:25,126 SOUTH GREEN DRIVE Common Name: BROUGH Location Detail: OUTSIDE NEAR BLEACHERS,POSSESSION OF DRUG PARAPHERNALIA,CONVERSION OUPD CLOSED
CFS15-02-07-001144,UPD,2/7/15 19:15,,WASHINGTON STREET Common Name: WASHINGTON STREET Location Detail: AT CONGRESS ST,CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,
CFS15-02-07-001145,UPD,2/7/15 19:28,,S.GREEN DR/UNIV.TERRACE Common Name: PING STUDENT REC. CENTER,CONVERSION_TRAFFIC VEHICLE LICENSE REGISTRATION,
CFS15-02-07-001147,UPD-150148,2/7/15 20:23,2/7/15 20:23,97 WEST GREEN DRIVE Common Name: JAMES HALL Location Detail: ROOM 316,ALCOHOL OFFENSE,CONVERSION OUPD CLOSED
CFS15-02-07-001149,UPD-150149,2/7/15 20:33,2/7/15 20:33,UNION STREET Common Name: UNION STREET Location Detail: SCHOONOVER,DISORDERLY CONDUCT OFFENSES,CONVERSION OUPD CLOSED
CFS15-02-07-001151,UPD-150151,2/7/15 21:17,2/7/15 21:17,UNIVERSITY TERRACE Common Name: T.B. MEMORIAL AUDITORIUM,ALCOHOL OFFENSE,CONVERSION OUPD CLOSED
CFS15-02-07-001154,UPD-150150,2/7/15 21:30,2/7/15 21:15,UNIVERSITY TERRACE Common Name: T.B. MEMORIAL AUDITORIUM,CONVERSION_JUSTICE & PUB. ADMIN. FAILURE DISCLOSE PERONAL INFO 2921.29,CONVERSION OUPD CLOSED
CFS15-02-07-001155,UPD,2/7/15 21:49,,SCOTT QUAD Common Name: OHIO UNIVERSITY POLICE DEPT Location Detail: FROM MEMORIAL AUD.,TRANSPORT,
CFS15-02-08-001165,UPD,2/8/15 0:03,,51 EAST GREEN STREET Common Name: BIDDLE Location Detail: BEHIND BUILDING,POSSESSION OF  CONTROLLED SUBSTANCES,
CFS15-02-08-001167,UPD,2/8/15 0:08,,101 WEST GREEN DRIVE Common Name: RYORS HALL Location Detail: ROOM #336,POSSESSION OF  CONTROLLED SUBSTANCES,
CFS15-02-08-001168,UPD,2/8/15 0:30,,SOUTH GREEN DRIVE - WALTER HALL Common Name: PARKING LOT 134,ALCOHOL OFFENSE,
CFS15-02-08-001169,UPD-150152,2/8/15 1:33,2/9/15 1:44,69 SOUTH GREEN DRIVE Common Name: BROWN HALL,ALCOHOL OFFENSE,CONVERSION OUPD CLOSED
CFS15-02-08-001171,UPD-150153,2/8/15 1:59,2/8/15 1:59,98 WEST GREEN DRIVE Common Name: SARGENT HALL Location Detail: FOURTH FLOOR WOMEN'S RESTROOM,ALCOHOL OFFENSE,CONVERSION OUPD CLOSED
CFS15-02-08-001172,UPD-150154,2/8/15 2:13,2/8/15 2:13,BETWEEN DEPOT ST. AND OXBOW DR. Common Name: LIFE SCIENCE BLDG.,INTOXICATED PERSON,CONVERSION OUPD CLOSED
CFS15-02-08-001173,UPD,2/8/15 2:18,,RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: CROSSWALK BY PORTER,DISORDERLY CONDUCT OFFENSES,
CFS15-02-08-001174,UPD-150155,2/8/15 2:20,2/8/15 2:20,35 SOUTH CONGRESS Common Name: BROMLEY HALL,DESTRUCTION OF PROPERTY,CONVERSION OUPD - OPEN
CFS15-02-08-001182,UPD,2/8/15 3:18,,RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: UP FROM BROMLEY HALL,DISORDERLY CONDUCT OFFENSES,
CFS15-02-08-001183,UPD,2/8/15 3:35,,S.G. DRIVE Common Name: SOUTH GREEN DRIVE,CONVERSION_TRAFFIC TIME FOR LIGHTED LIGHTS ON MOTOR VEHICLES 4513.03,
CFS15-02-08-001186,UPD-150157,2/8/15 4:01,2/8/15 4:01,CONGRESS STREET Common Name: CONGRESS STREET Location Detail: @ WASHINGTON ST.,INTOXICATED PERSON,CONVERSION OUPD CLOSED
CFS15-02-08-001191,UPD-150158,2/8/15 5:25,2/8/15 5:25,57 EAST GREEN DRIVE Common Name: PERKINS HALL Location Detail: ROOM 412,INTOXICATED PERSON,CONVERSION OUPD CLOSED
CFS15-02-08-001198,UPD-150160,2/8/15 12:05,2/8/15 0:30,LOWER SEIGFRED Common Name: PARKING LOT 40,THEFT OFFENSE,CONVERSION OUPD CLOSED
CFS15-02-08-001200,UPD-150161,2/8/15 12:23,2/8/15 12:30,133 SOUTH GREEN DRIVE Common Name: DOUGAN HOUSE,POSSESSION OF  CONTROLLED SUBSTANCES,CONVERSION OUPD CLOSED
CFS15-02-08-001204,UPD-150162,2/8/15 13:30,2/7/15 16:00,133 SOUTH GREEN DRIVE Common Name: DOUGAN HOUSE,DESTRUCTION OF PROPERTY,CONVERSION OUPD CLOSED
CFS15-02-08-001205,UPD-150163,2/8/15 13:49,2/8/15 13:49,Common Name: BIKE PATH Location Detail: BY NEW LIFE CHURCH,POSSESSION OF  CONTROLLED SUBSTANCES,CONVERSION OUPD CLOSED
CFS15-02-08-001209,UPD-150164,2/8/15 15:16,2/7/15 17:30,N. MCKINLEY AVE Common Name: NELSON COMMONS Location Detail: GARAGE AREA,DESTRUCTION OF PROPERTY,CONVERSION OUPD CLOSED
CFS15-02-08-001211,UPD-150165,2/8/15 17:39,2/8/15 17:30,PARK PLACE Common Name: ALDEN LIBRARY Location Detail: 2ND FLOOR,SEX OFFENSE,CONVERSION OUPD CLOSED
CFS15-02-08-001220,UPD,2/8/15 22:04,,51 EAST GREEN STREET Common Name: BIDDLE Location Detail: ROOM # 209,POSSESSION OF  CONTROLLED SUBSTANCES,
CFS15-02-08-001223,UPD,2/8/15 23:30,,RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: @ WEST GREEN DRIVE,CONVERSION_TRAFFIC TIME FOR LIGHTED LIGHTS ON MOTOR VEHICLES 4513.03,
CFS15-02-09-001229,UPD-150167,2/9/15 8:01,2/6/15 15:30,100 FACTORY ST. Common Name: PARKING SERVICES,DESTRUCTION OF PROPERTY,CONVERSION OUPD CLOSED
CFS15-02-09-001231,UPD-150168,2/9/15 12:25,2/9/15 12:25,S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: AT PEDEN,CONVERSION_TRAFFIC VEHICLE LICENSE REGISTRATION,CONVERSION OUPD CLOSED
CFS15-02-09-001233,UPD,2/9/15 14:06,,UNIVERSITY TERRACE Common Name: UNIVERSITY TERRACE Location Detail: NEAR MEMORIAL AUDITORIUM,PARKING COMPLAINT,
CFS15-02-09-001235,UPD-150169,2/9/15 14:32,2/7/15 13:00,SCOTT QUAD Common Name: GENERAL CAMPUS LOCATION,MENACING OFFENSES,CONVERSION OUPD CLOSED
CFS15-02-09-001240,UPD,2/9/15 17:11,,SCOTT QUAD Common Name: OHIO UNIVERSITY POLICE DEPT,TRANSPORT,
CFS15-02-09-001242,UPD,2/9/15 17:53,,99 WEST GREEN DRIVE Common Name: TREUDLEY HALL,FIRE ALARM,
CFS15-02-09-001245,UPD,2/9/15 20:31,,MCKINLEY AVE Common Name: MCKINLEY AVE Location Detail: BROWN,CONVERSION_TRAFFIC ONE-WAY TRAFFIC - ROTARY ISLANDS 4511.32,
CFS15-02-09-001247,UPD,2/9/15 21:20,,47 EAST GREEN STREET Common Name: JOHNSON HALL Location Detail: ROOM 128,POSSESSION OF  CONTROLLED SUBSTANCES,
CFS15-02-10-001255,UPD-150172,2/10/15 10:42,2/7/15 20:00,UNIVERSITY TERRACE Common Name: T.B. MEMORIAL AUDITORIUM,CONVERSION_LARCENY-THEFT THEFT - FROM BUILDINGS 2913,
CFS15-02-10-001262,UPD-150173,2/10/15 14:16,2/10/15 9:00,SCOTT QUAD Common Name: OHIO UNIVERSITY POLICE DEPT,TELECOMMUNICATIONS HARASSMENT,CONVERSION OUPD - OPEN
CFS15-02-10-001266,UPD,2/10/15 15:11,,EAST UNION STREET Common Name: SCHOONOVER CENTER,FIRE ALARM,
CFS15-02-10-001271,UPD-150174,2/10/15 21:00,2/10/15 17:00,95 RICHLAND AVENUE Common Name: CONVOCATION CENTER,EDC DEPLOYMENT,CONVERSION OUPD CLOSED
CFS15-02-10-001273,UPD,2/10/15 22:41,,70 SOUTH GREEN DRIVE Common Name: MACKINNON HALL Location Detail: ROOM 125,POSSESSION OF  CONTROLLED SUBSTANCES,
CFS15-02-11-001277,UPD,2/11/15 0:11,,WEST GREEN DRIVE Common Name: WEST GREEN DRIVE Location Detail: RICHLAND,CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,
CFS15-02-11-001279,UPD,2/11/15 0:49,,RACE ST Common Name: RACE STREET Location Detail: STEWART,CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,
CFS15-02-11-001280,UPD,2/11/15 1:49,,RICHLAND AVENUE Common Name: RICHLAND AVENUE,CONVERSION_TRAFFIC TAIL LIGHTS AND ILLUMINATION OF REAR LICENSE PLATE 4513.05,
CFS15-02-11-001292,UPD-150175,2/11/15 10:27,1/21/15 13:00,132 SOUTH GREEN DRIVE Common Name: TRUE HOUSE,CONVERSION_LARCENY-THEFT THEFT - FROM BUILDINGS 2913,CONVERSION OUPD CLOSED
CFS15-02-11-001294,UPD,2/11/15 11:26,,58 EAST GREEN DRIVE Common Name: GAMERTSFELDER HALL,FIRE ALARM,
CFS15-02-11-001295,UPD-150176,2/11/15 11:49,2/9/15 16:30,1 PARK PLACE Common Name: BAKER STUDENT CENTER Location Detail: THEATER,EDC DEPLOYMENT,CONVERSION OUPD CLOSED
CFS15-02-11-001299,UPD-150177,2/11/15 14:20,1/1/00 0:00,SCOTT QUAD Common Name: OHIO UNIVERSITY POLICE DEPT,THREAT ASSESSMENT,CONVERSION OUPD CLOSED
CFS15-02-11-001306,UPD-150178,2/11/15 16:20,2/11/15 16:20,1 PARK PLACE Common Name: BAKER STUDENT CENTER,EDC DEPLOYMENT,CONVERSION OUPD CLOSED
CFS15-02-11-001315,UPD,2/11/15 19:45,,S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: NORTH OF RUFUS DR,CONVERSION_TRAFFIC SPEED 4511.21,
CFS15-02-11-001317,UPD,2/11/15 22:12,,101 WEST GREEN DRIVE Common Name: RYORS HALL Location Detail: ROOM 409,POSSESSION OF  CONTROLLED SUBSTANCES,
CFS15-02-11-001318,UPD,2/11/15 22:46,,128 SOUTH GREEN DRIVE Common Name: WELD HOUSE Location Detail: 4TH FLOOR MOD B,POSSESSION OF  CONTROLLED SUBSTANCES,
CFS15-02-12-001323,UPD-150179,2/12/15 0:33,2/12/15 0:33,RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: RTEC,ALCOHOL OFFENSE,CONVERSION OUPD CLOSED
CFS15-02-12-001335,UPD-150180,2/12/15 12:11,8/30/14 23:00,45 EAST GREEN STREET Common Name: LINCOLN HALL,RAPE,CONVERSION OUPD - OPEN
CFS15-02-12-001336,UPD-150182,2/12/15 12:17,1/1/00 0:00,124 SOUTH GREEN DRIVE Common Name: CADY,CONVERSION_LARCENY-THEFT THEFT - FROM BUILDINGS 2913,CONVERSION OUPD CLOSED
CFS15-02-12-001352,UPD,2/12/15 21:25,,PARK PLACE Common Name: PARK PLACE,CONVERSION_TRAFFIC ONE-WAY TRAFFIC - ROTARY ISLANDS 4511.32,
CFS15-02-13-001356,UPD-150183,2/12/15 23:45,2/12/15 23:45,124 SOUTH GREEN DRIVE Common Name: CADY Location Detail: 4TH FLOOR ELEVATOR,POSSESSION OF  CONTROLLED SUBSTANCES,CONVERSION OUPD CLOSED
CFS15-02-13-001358,UPD-150184,2/13/15 1:04,2/13/15 1:04,END OF MILL ST. Common Name: PARKING LOT 153,VEHICLE FIRE,CONVERSION OUPD CLOSED
CFS15-02-13-001359,UPD,2/13/15 2:24,,STEWART ST. Common Name: STEWART STREET Location Detail: AT MULBERRY ST,CONVERSION_TRAFFIC OBSTRUCTED VIEW 4511.70B,
CFS15-02-13-001373,UPD-150185,2/13/15 11:37,2/13/15 11:34,PEDEN STADIUM Common Name: PARKING LOT 132,TRAFFIC CRASH ,
CFS15-02-13-001375,UPD,2/13/15 12:03,,"BUILDING 1, THE RIDGES Common Name: KENNEDY MUSEUM OF AMERICA",FIRE ALARM,
CFS15-02-13-001377,UPD,2/13/15 14:11,,RICHLAND AVENUE Common Name: RICHLAND AVENUE,CONVERSION_TRAFFIC UNSAFE VEHICLES 4513.02,
CFS15-02-13-001385,UPD-150186,2/13/15 16:06,1/1/00 0:00,UNION STREET Common Name: UNION STREET Location Detail: JEFF HILL,CONVERSION_TRAFFIC ONE-WAY TRAFFIC - ROTARY ISLANDS 4511.32,CONVERSION OUPD CLOSED
CFS15-02-13-001390,UPD-150187,2/13/15 17:35,2/13/15 17:35,S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: AT RIVER'S EDGE APTS,CONVERSION_TRAFFIC SPEED 4511.21,CONVERSION OUPD CLOSED
CFS15-02-13-001392,UPD,2/13/15 19:54,,UNION STREET Common Name: UNION STREET Location Detail: NEAR COURT ST,CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,
CFS15-02-13-001393,UPD-150188,2/13/15 20:03,2/13/15 20:03,130 SOUTH GREEN DRIVE Common Name: ATKINSON Location Detail: ROOM 354,ASSAULT OFFENSES,CONVERSION OUPD CLOSED
CFS15-02-13-001397,UPD,2/13/15 22:36,,22 UNIVERSITY TERRACE Common Name: BRYAN HALL Location Detail: 1ST FLOOR RESTROOM,DISORDERLY CONDUCT OFFENSES,
CFS15-02-14-001405,UPD-150189,2/14/15 2:13,2/14/15 2:13,35 SOUTH CONGRESS Common Name: BROMLEY HALL Location Detail: LOBBY,INTOXICATED PERSON,CONVERSION OUPD CLOSED
CFS15-02-14-001412,UPD,2/14/15 10:47,,EAST UNION STREET Common Name: SCHOONOVER CENTER,FIRE ALARM,
CFS15-02-14-001413,UPD-150190,2/14/15 12:42,2/13/15 15:30,STATION STREET Common Name: PARKING LOT 109,DESTRUCTION OF PROPERTY,
CFS15-02-14-001415,UPD,2/14/15 14:04,,68 SOUTH GREEN DRIVE Common Name: PICKERING HALL,FIRE ALARM,
CFS15-02-14-001424,UPD,2/14/15 17:55,,35 SOUTH CONGRESS Common Name: BROMLEY HALL Location Detail: PARKING LOT,PARKING COMPLAINT,
CFS15-02-14-001425,UPD,2/14/15 18:01,,97 WEST GREEN DRIVE Common Name: JAMES HALL,FIRE ALARM,
CFS15-02-14-001430,UPD,2/14/15 20:17,,PARK PLACE Common Name: PARK PLACE Location Detail: NEAR CONSTRUCTION,TRAFFIC DRIVING ON CLOSED ROADWAY 4511.71,
CFS15-02-14-001431,UPD-150191,2/14/15 21:32,2/14/15 21:32,MCKINLEY AVE Common Name: MCKINLEY AVE Location Detail: AT MULBERRY ST,"CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",CONVERSION OUPD CLOSED
CFS15-02-14-001432,UPD,2/14/15 22:08,,48 EAST GREEN STREET Common Name: READ HALL Location Detail: ROOM 103,POSSESSION OF  CONTROLLED SUBSTANCES,
CFS15-02-15-001435,UPD-150192,2/15/15 1:15,2/15/15 1:15,CONGRESS STREET Common Name: CONGRESS STREET,CONVERSION_TRAFFIC UNAUTH.PLATES-ANOTHER VEHS PLATES 4549.08C,CONVERSION OUPD CLOSED
CFS15-02-15-001437,UPD-150193,2/15/15 2:13,2/15/15 2:13,MULBERRY ST Common Name: MULBERRY ST Location Detail: @ STEWART ST,"CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",CONVERSION OUPD CLOSED
CFS15-02-15-001439,UPD-150194,2/15/15 2:38,2/15/15 2:38,70 SOUTH GREEN DRIVE Common Name: MACKINNON HALL Location Detail: GROUND FLOOR PULLSTATION/MAILROOM/GARAGE,FIRE ALARM,CONVERSION OUPD CLOSED
CFS15-02-15-001449,UPD-150195,2/15/15 10:40,2/15/15 2:00,46 EAST GREEN STREET Common Name: JEFFERSON HALL,CONVERSION_LARCENY-THEFT THEFT - FROM BUILDINGS 2913,CONVERSION OUPD CLOSED
CFS15-02-15-001452,UPD-150196,2/15/15 12:15,2/15/15 2:30,57 EAST GREEN DRIVE Common Name: PERKINS HALL Location Detail: MULTIPLE LOCATIONS,DESTRUCTION OF PROPERTY,CONVERSION OUPD CLOSED
CFS15-02-15-001454,UPD,2/15/15 14:08,,STEWART STREET Common Name: PARKING LOT 104,DESTRUCTION OF PROPERTY,
CFS15-02-15-001461,UPD-150197,2/15/15 21:24,2/15/15 21:24,OXBOW DRIVE Common Name: BIRD ARENA,DESTRUCTION OF PROPERTY,CONVERSION OUPD CLOSED
CFS15-02-16-001467,UPD,2/16/15 2:36,,UNIVERSITY TERRACE Common Name: UNIVERSITY TERRACE Location Detail: @ UNION,"CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",
CFS15-02-16-001471,UPD,2/16/15 6:11,,S.GREEN DR/UNIV.TERRACE Common Name: PING STUDENT REC. CENTER,FIRE ALARM,
CFS15-02-16-001476,UPD,2/16/15 12:02,,57 EAST GREEN DRIVE Common Name: PERKINS HALL,DESTRUCTION OF PROPERTY,
CFS15-02-16-001488,UPD,2/16/15 16:48,,34 SOUTH COLLEGE STREET Common Name: VOIGT HALL,FIRE ALARM,
CFS15-02-16-001489,UPD-150198,2/16/15 17:10,2/16/15 17:10,SCOTT QUAD Common Name: OHIO UNIVERSITY POLICE DEPT,SEX OFFENSE,CONVERSION OUPD CLOSED
CFS15-02-16-001490,UPD-150199,2/16/15 17:50,2/16/15 17:45,1 PARK PLACE Common Name: BAKER STUDENT CENTER,EDC DEPLOYMENT,CONVERSION OUPD CLOSED
CFS15-02-16-001491,UPD-150200,2/16/15 20:20,2/16/15 20:20,122 SOUTH GREEN DRIVE Common Name: FENZEL HOUSE Location Detail: ROOM 110,POSSESSION OF  CONTROLLED SUBSTANCES,CONVERSION OUPD CLOSED
CFS15-02-16-001492,UPD,2/16/15 22:39,,98 WEST GREEN DRIVE Common Name: SARGENT HALL Location Detail: ROOM 335,POSSESSION OF  CONTROLLED SUBSTANCES,
CFS15-02-16-001495,UPD,2/16/15 23:11,,58 EAST GREEN DRIVE Common Name: GAMERTSFELDER HALL Location Detail: COURTYARD,POSSESSION OF  CONTROLLED SUBSTANCES,
CFS15-02-17-001496,UPD,2/16/15 23:28,,48 EAST GREEN STREET Common Name: READ HALL Location Detail: ROOM 107,POSSESSION OF  CONTROLLED SUBSTANCES,
CFS15-02-17-001503,UPD-150201,2/17/15 12:22,2/17/15 9:30,SOUTH GREEN DRIVE Common Name: PARKING LOT 87,TRAFFIC CRASH ,CONVERSION OUPD CLOSED
CFS15-02-17-001506,UPD-150202,2/17/15 13:14,2/17/15 13:14,124 SOUTH GREEN DRIVE Common Name: CADY Location Detail: ROOM 443,POSSESSION OF  CONTROLLED SUBSTANCES,CONVERSION OUPD CLOSED
CFS15-02-17-001512,UPD,2/17/15 16:28,,97 WEST GREEN DRIVE Common Name: JAMES HALL,MENACING OFFENSES,
CFS15-02-17-001520,UPD-150203,2/17/15 20:12,2/17/15 20:12,48 EAST GREEN STREET Common Name: READ HALL Location Detail: ROOM 107,POSSESSION OF  CONTROLLED SUBSTANCES,CONVERSION OUPD CLOSED
CFS15-02-17-001526,UPD,2/17/15 23:18,,57 EAST GREEN DRIVE Common Name: PERKINS HALL Location Detail: ROOM 409,POSSESSION OF  CONTROLLED SUBSTANCES,
CFS15-02-18-001527,UPD,2/18/15 0:32,,UNIVERSITY TERRACE Common Name: UNIVERSITY TERRACE Location Detail: SOUTH GREEN DRIVE,CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,
CFS15-02-18-001528,UPD,2/18/15 1:40,,WEST GREEN DRIVE Common Name: PARKS HALL,FIRE ALARM,
CFS15-02-18-001535,UPD-150204,2/18/15 8:14,2/17/15 9:00,123 SOUTH GREEN DRIVE Common Name: O'BLENESS HOUSE,RECOVERED PROPERTY,CONVERSION OUPD CLOSED
CFS15-02-18-001548,UPD-150206,2/18/15 16:00,2/16/15 16:30,124 GROVER CTR. Common Name: WELLWORKS,CONVERSION_LARCENY-THEFT THEFT - FROM BUILDINGS 2913,CONVERSION OUPD CLOSED
CFS15-02-18-001553,UPD-150207,2/18/15 19:20,2/18/15 16:00,"E.CIRCLE DR, RIDGES Common Name: BUILDING 22 Location Detail: FIRST LEFT OFF NORTH RIDGE DR",TRAFFIC CRASH ,CONVERSION OUPD CLOSED
CFS15-02-18-001554,UPD,2/18/15 19:22,,98 WEST GREEN DRIVE Common Name: SARGENT HALL Location Detail: 4TH FLOOR,TRESPASSING OFFENSES,
CFS15-02-18-001557,UPD-150208,2/18/15 21:56,2/18/15 21:56,22 UNIVERSITY TERRACE Common Name: BRYAN HALL Location Detail: OUTSIDE STAIRCASE TO EAST GREEN,POSSESSION OF DRUG PARAPHERNALIA,CONVERSION OUPD CLOSED
CFS15-02-18-001560,UPD-150209,2/18/15 23:03,2/18/15 23:03,123 SOUTH GREEN DRIVE Common Name: O'BLENESS HOUSE,INTOXICATED PERSON,CONVERSION OUPD CLOSED
CFS15-02-18-001561,UPD,2/18/15 23:17,,123 SOUTH GREEN DRIVE Common Name: O'BLENESS HOUSE Location Detail: 348,POSSESSION OF  CONTROLLED SUBSTANCES,
CFS15-02-19-001572,UPD,2/19/15 13:40,,95 RICHLAND AVENUE Common Name: CONVOCATION CENTER,POSSESSION OF  CONTROLLED SUBSTANCES,
CFS15-02-19-001575,UPD-150210,2/19/15 17:13,2/19/15 17:13,Common Name: OFF-CAMPUS MISCELLANEOUS Location Detail: HEBBARDSVILLE RD AND WILLIAMS RD,PROPERTY DAMAGE,CONVERSION OUPD CLOSED
CFS15-02-19-001580,UPD,2/19/15 21:26,,SOUTH COURT STREET Common Name: COPELAND,TRESPASSING OFFENSES,
CFS15-02-20-001586,UPD-150212,2/20/15 3:40,2/20/15 3:40,STEWART ST. Common Name: STEWART STREET Location Detail: @ MILL STREET,"CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",CONVERSION OUPD CLOSED
CFS15-02-20-001592,UPD-150213,2/20/15 7:00,2/20/15 6:50,OXBOW DRIVE Common Name: AQUATIC CENTER,EDC DEPLOYMENT,CONVERSION OUPD CLOSED
CFS15-02-20-001599,UPD,2/20/15 10:18,,OXBOW DRIVE Common Name: AQUATIC CENTER,CONVERSION_LARCENY-THEFT THEFT - FROM BUILDINGS 2913,
CFS15-02-20-001605,UPD,2/20/15 12:52,,BETWEEN DEPOT ST. AND OXBOW DR. Common Name: LIFE SCIENCE BLDG.,FIRE ALARM,
