Report Date,Report Time,Location,Offense Description,Earliest Date,Latest Date,Status,Incident
10/15/16 15:54,10/15/16 15:54,2605 A ST,PNG Issued on this person for the ASU Campus,10/15/16 15:40,10/15/16 15:54,Closed,16-01021
10/15/16 17:06,10/15/16 17:06,125 Dean ST,University Referral - Disorderly Conduct,10/15/16 16:00,10/15/16 16:20,Closed,16-01022
10/15/16 17:07,10/15/16 17:07,2720 A ST,University Referral - Smoke Free Campus Policy,10/15/16 13:57,10/15/16 14:10,Closed,16-01023
10/15/16 17:13,10/15/16 17:13,E Johnson Ave & St Hwy 91 / Uloop / University Loop East,PUBLIC INTOXICATION - DRINKING IN PUBLIC,10/15/16 17:05,10/15/16 17:13,Closed,16-01024
10/15/16 17:13,10/15/16 17:13,E Johnson Ave & St Hwy 91 / Uloop / University Loop East,PNG Issued on this person for the ASU Campus,10/15/16 17:05,10/15/16 17:13,Closed,16-01024
10/15/16 20:11,10/15/16 20:11,University Loop/ Entrance to Convocation Center,POSSESSION OF SCH VI LT 4OZ,10/15/16 20:00,10/15/16 20:10,Closed,16-01025
10/15/16 20:11,10/15/16 20:11,University Loop/ Entrance to Convocation Center,POSSESSION OF DRUG PARAPHERNALIA,10/15/16 20:00,10/15/16 20:10,Closed,16-01025
10/15/16 20:11,10/15/16 20:11,University Loop/ Entrance to Convocation Center,HAZARDOUS DRIVING,10/15/16 20:00,10/15/16 20:10,Closed,16-01025
10/15/16 20:11,10/15/16 20:11,University Loop/ Entrance to Convocation Center,University Referral - Drug Violation,10/15/16 20:00,10/15/16 20:10,Closed,16-01025
10/15/16 20:36,10/15/16 20:36,1002 University Loop,"THEFT $1,000 OR LESS - FROM VEHICLE",10/15/16 17:35,10/15/16 20:25,Closed,16-01026
10/15/16 22:08,10/15/16 22:08,2800 Alumni BLVD A,Found Article/Property,10/15/16 22:08,10/15/16 22:08,Closed,16-01027
10/15/16 22:14,10/15/16 22:14,2720 A ST,Found Article/Property,10/15/16 21:46,10/15/16 22:14,Closed,16-01028
10/16/16 0:04,10/16/16 0:04,Aggie,HAZARDOUS DRIVING,10/15/16 23:15,10/16/16 23:25,Closed,16-01029
10/16/16 0:04,10/16/16 0:04,Aggie,DWI (UNLAWFUL ACT),10/15/16 23:15,10/16/16 23:25,Closed,16-01029
10/16/16 3:30,10/16/16 3:30,Alumni Blvd / Uloop / University Loop West,University Referral - Alcohol Violation,10/16/16 1:40,10/16/16 1:50,Closed,16-01030
10/16/16 6:45,10/16/16 6:45,2720 A ST,University Referral - Smoke Free Campus Policy,10/15/16 15:25,10/15/16 15:30,Closed,16-01031
10/16/16 6:52,10/16/16 6:52,2720 A ST,The Arkansas Clean Air on Campus Act of 2009,10/15/16 15:40,10/15/16 15:52,Closed,16-01032
10/16/16 13:54,10/16/16 13:54,2509 Aggie RD,ACCIDENT-PARKING LOT,10/16/16 13:30,10/16/16 13:30,Closed,16-01033
10/16/16 23:08,10/16/16 23:08,1115 University Loop East Building #5,"HARASSING COMMUNICATIONS / TELEPHONE REPEATEDLY, OR CAUSE TO RING REPEATED",10/16/16 23:08,10/16/16 23:08,Closed,16-01034
10/16/16 23:08,10/16/16 23:08,1115 University Loop East Building #5,University Referral - Alcohol Violation,10/16/16 23:08,10/16/16 23:08,Closed,16-01034
10/16/16 23:08,10/16/16 23:08,1115 University Loop East Building #5,University Referral - Disorderly Conduct,10/16/16 23:08,10/16/16 23:08,Closed,16-01034
10/16/16 23:08,10/16/16 23:08,1115 University Loop East Building #5,University Referral - Dishonesty,10/16/16 23:08,10/16/16 23:08,Closed,16-01034
10/16/16 23:08,10/16/16 23:08,1115 University Loop East Building #5,University Referral - Harassment,10/16/16 23:08,10/16/16 23:08,Closed,16-01034
10/17/16 2:30,10/17/16 2:30,Aggie Rd / Marion Berry Pkwy,OUT OF TOWN WARRANT/ASSIST,10/17/16 2:00,10/17/16 2:30,Closed,16-01035
10/17/16 10:07,10/17/16 10:07,2720 A ST,Found Article/Property,10/17/16 9:00,10/17/16 10:07,Closed,16-01036
10/17/16 10:28,10/17/16 10:28,2720 .Football Stadium (West Conc.) ST,ACCIDENT-PARKING LOT,10/17/16 10:10,10/17/16 10:28,Closed,16-01037
10/17/16 10:53,10/17/16 10:53,330 University Loop West,"THEFT $1,000 OR LESS - ALL OTHERS",5/2/16 14:44,6/11/16 11:11,Closed,16-01038
10/17/16 10:53,10/17/16 10:53,330 University Loop West,"THEFT $1,000 OR LESS - ALL OTHERS",5/2/16 14:44,6/11/16 11:11,Closed,16-01038
10/17/16 14:44,10/17/16 14:44,217 Olympic DR,Fire Alarm,10/17/16 14:44,10/17/16 14:44,Closed,16-01039
10/17/16 20:49,10/17/16 20:49,2509 Aggie RD,Fire Alarm,10/17/16 20:20,10/17/16 20:49,Closed,16-01040
10/18/16 0:56,10/18/16 0:56,1115 University Loop East Building #3,Fire Alarm,10/18/16 23:50,10/18/16 0:30,Closed,16-01041
10/18/16 6:12,10/18/16 6:12,2509 Aggie RD,Fire Alarm,10/18/16 6:05,10/18/16 6:20,Closed,16-01042
10/18/16 9:36,10/18/16 9:36,GRASS FIELD NORTH OF THE VILLAGE,ACCIDENT-PARKING LOT,10/15/16 16:00,10/15/16 21:00,Closed,16-01043
10/18/16 9:56,10/18/16 9:56,Cherokee St / Uloop / University Loop East,DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE,10/18/16 9:56,10/18/16 10:20,Closed,16-01016
10/18/16 9:56,10/18/16 9:56,Cherokee St / Uloop / University Loop East,University Referral - Drug Violation,10/18/16 9:56,10/18/16 10:20,Closed,16-01016
10/18/16 13:40,10/18/16 13:40,Alumni Blvd / Uloop / University Loop West,OUT OF TOWN WARRANT/ASSIST,10/18/16 13:40,10/18/16 13:40,Closed,16-01044
10/18/16 13:40,10/18/16 13:40,Alumni Blvd / Uloop / University Loop West,The Arkansas Clean Air on Campus Act of 2009,10/18/16 13:40,10/18/16 13:40,Closed,16-01044
10/18/16 15:12,10/18/16 15:12,315 University Loop CIR,ACCIDENT-PARKING LOT,10/18/16 15:12,10/18/16 15:12,Closed,16-01045
10/18/16 18:13,10/18/16 18:13,2509 Aggie RD 202,University Referral - Residence Hall Violation,10/18/16 18:13,10/18/16 18:13,Closed,16-01046
10/18/16 20:04,10/18/16 20:04,2505 Aggie RD,"THEFT $1,000 OR LESS - ALL OTHERS",10/18/16 20:04,10/18/16 20:04,Closed,16-01047
10/18/16 22:08,10/18/16 22:08,121 N Caraway RD,University Referral - Disorderly Conduct,10/18/16 22:08,10/18/16 22:08,Closed,16-01048
10/18/16 22:08,10/18/16 22:08,121 N Caraway RD,University Referral - Excessive Noise,10/18/16 22:08,10/18/16 22:08,Closed,16-01048
10/18/16 22:08,10/18/16 22:08,121 N Caraway RD,University Referral - Trespass,10/18/16 22:08,10/18/16 22:08,Closed,16-01048
10/19/16 2:53,10/19/16 2:53,Aggie Rd / Marion Berry Pkwy,DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE,10/19/16 0:20,10/19/16 0:59,Closed,16-01049
10/19/16 2:53,10/19/16 2:53,Aggie Rd / Marion Berry Pkwy,OUT OF TOWN WARRANT/ASSIST,10/19/16 0:20,10/19/16 0:59,Closed,16-01049
10/19/16 6:28,10/19/16 6:28,201 Olympic DR,Fire Alarm,10/19/16 6:19,10/19/16 6:28,Closed,16-01050
10/19/16 7:32,10/19/16 7:32,Aggie Rd / Uloop / University Loop East,University Referral - Disorderly Conduct,10/18/16 15:15,10/18/16 15:15,Closed,16-01051
10/19/16 7:55,10/19/16 7:55,800 University Loop East,DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE,10/19/16 7:55,10/19/16 8:04,Closed,16-01052
10/19/16 11:25,10/19/16 11:25,2509 Aggie RD,Found Article/Property,10/19/16 11:15,10/19/16 11:25,Closed,16-01053
10/19/16 11:25,10/19/16 11:25,2509 Aggie RD,University Referral - Theft,10/19/16 11:15,10/19/16 11:25,Closed,16-01053
10/19/16 11:25,10/19/16 11:25,2509 Aggie RD,University Referral - Dishonesty,10/19/16 11:15,10/19/16 11:25,Closed,16-01053
10/19/16 13:51,10/19/16 13:51,120 Dean ST,"THEFT $1,000 OR LESS - FROM VEHICLE",10/18/16 8:00,10/19/16 7:40,Closed,16-01054
10/19/16 17:06,10/19/16 17:06,217 Olympic  DR,"THEFT OF PROPERTY - LOST, MISLAID, DELIVERED BY MISTAKE",10/19/16 9:15,10/19/16 15:00,Closed,16-01055
10/19/16 18:35,10/19/16 18:35,2610 Cherokee ST,"BURGLARY, RESIDENTIAL",10/19/16 7:45,10/19/16 17:00,Closed,16-01056
10/19/16 18:35,10/19/16 18:35,2610 Cherokee ST,"THEFT $5,000 OR LESS BUT GREATER THAN $1000 - FROM BUILDING",10/19/16 7:45,10/19/16 17:00,Closed,16-01056
10/19/16 18:54,10/19/16 18:54,113 Dean ST,Fire Alarm,10/19/16 18:54,10/19/16 18:54,Closed,16-01057
10/19/16 19:36,10/19/16 19:36,Alumni Blvd / Uloop / University Loop West,Vehicle Tow,10/19/16 19:36,10/19/16 19:36,Closed,16-01058
10/19/16 20:12,10/19/16 20:12,1203 University Loop East,CRIMINAL MISCHIEF - 1ST DEGREE / PROPERTY OF ANOTHER VALUE $500 OR MORE,10/18/16 23:15,10/19/16 18:30,Closed,16-01059
10/20/16 2:21,10/20/16 2:21,2509 Aggie RD,University Referral - Alcohol Violation,10/20/16 1:10,10/20/16 1:20,Closed,16-01060
10/20/16 2:21,10/20/16 2:21,2509 Aggie RD,University Referral - Residence Hall Violation,10/20/16 1:10,10/20/16 1:20,Closed,16-01060
10/20/16 2:21,10/20/16 2:21,2509 Aggie RD,PNG Issued on this person for the ASU Campus,10/20/16 1:10,10/20/16 1:20,Closed,16-01060
10/20/16 2:50,10/20/16 2:50,2509 Aggie Road,University Referral -,10/20/16 1:30,10/20/16 1:40,Closed,16-01061
10/20/16 18:18,10/20/16 18:18,201 Olympic  DR,PUBLIC INTOXICATION - DRINKING IN PUBLIC,10/21/16 1:10,10/21/16 1:20,Closed,16-01062
10/20/16 18:18,10/20/16 18:18,201 Olympic  DR,University Referral - Alcohol Violation,10/21/16 1:10,10/21/16 1:20,Closed,16-01062
10/21/16 1:45,10/21/16 1:45,Dean St / E Johnson Ave & St Hwy 91 / Snyder St,DWI (UNLAWFUL ACT),10/21/16 1:28,10/21/16 1:45,Closed,16-01063
10/21/16 1:45,10/21/16 1:45,Dean St / E Johnson Ave & St Hwy 91 / Snyder St,University Referral - Alcohol Violation,10/21/16 1:28,10/21/16 1:45,Closed,16-01063
10/21/16 2:50,10/21/16 2:50,322 University Loop CIR,Fire Alarm,10/21/16 1:50,10/21/16 2:50,Closed,16-01064
10/21/16 4:44,10/21/16 4:44,125 Dean ST,Fire Alarm,10/21/16 5:50,10/21/16 6:00,Closed,16-01065
10/21/16 4:51,10/21/16 4:51,2509 Aggie Road,"PURCHASE, POSSESSION OF INTOXICATING LIQUOR BY MINOR",10/21/16 2:55,10/21/16 3:00,Closed,16-01066
10/21/16 4:51,10/21/16 4:51,2509 Aggie Road,University Referral - Alcohol Violation,10/21/16 2:55,10/21/16 3:00,Closed,16-01066
10/21/16 4:51,10/21/16 4:51,2509 Aggie Road,University Referral - Drug Violation,10/21/16 2:55,10/21/16 3:00,Closed,16-01066
10/21/16 4:51,10/21/16 4:51,2509 Aggie Road,University Referral - Smoke Free Campus Policy,10/21/16 2:55,10/21/16 3:00,Closed,16-01066
10/21/16 6:07,10/21/16 6:07,2214 E Johnson AVE,University Referral - Alcohol Violation,10/21/16 1:28,10/21/16 1:45,Closed,16-01067
10/21/16 7:50,10/21/16 7:50,333 Red Wolf BLVD,Burglary Alarm,10/21/16 7:40,10/21/16 7:50,Closed,16-01068
10/21/16 8:48,10/21/16 8:48,Academic Cir / Aggie Rd,OUT OF TOWN WARRANT/ASSIST,10/21/16 8:40,10/21/16 8:48,Closed,16-01069
10/21/16 8:48,10/21/16 8:48,Academic Cir / Aggie Rd,PNG Issued on this person for the ASU Campus,10/21/16 8:40,10/21/16 8:48,Closed,16-01069
10/21/16 14:17,10/21/16 14:17,2713 Pawnee ST A,Found Article/Property,10/21/16 14:15,10/21/16 14:17,Closed,16-01070
10/21/16 18:14,10/21/16 18:14,2407 Quapaw WAY,"THEFT $1,000 OR LESS - ALL OTHERS",10/21/16 9:00,10/21/16 10:00,Closed,16-01071
10/21/16 23:56,10/21/16 23:56,2629 Cherokee ST,"BATTERY - 3RD DEGREE / PURPOSE OF CAUSING INJURY, CAUSES INJURY",10/21/16 23:25,10/21/16 23:35,Closed,16-01072
10/21/16 23:56,10/21/16 23:56,2629 Cherokee ST,CRIMINAL TRESPASS IN OR ON A VEHICLE OR STRUCTURE / PREMISES,10/21/16 23:25,10/21/16 23:35,Closed,16-01072
10/21/16 23:56,10/21/16 23:56,2629 Cherokee ST,University Referral -,10/21/16 23:25,10/21/16 23:35,Closed,16-01072
10/21/16 23:56,10/21/16 23:56,2629 Cherokee ST,Found Article/Property,10/21/16 23:25,10/21/16 23:35,Closed,16-01072
10/22/16 3:45,10/22/16 3:45,2807 Quapaw ST,POSSESSION OF SCH VI LT 4OZ,10/22/16 2:09,10/22/16 2:30,Closed,16-01074
10/22/16 3:45,10/22/16 3:45,2807 Quapaw ST,PNG Issued on this person for the ASU Campus,10/22/16 2:09,10/22/16 2:30,Closed,16-01074
10/22/16 4:25,10/22/16 4:25,West Aggie at Fountain,PNG Issued on this person for the ASU Campus,10/22/16 2:30,10/22/16 2:40,Closed,16-01075
10/22/16 4:55,10/22/16 4:55,125 Dean ST,Fire Alarm,10/22/16 3:00,10/22/16 3:10,Closed,16-01076
10/22/16 5:39,10/22/16 5:39,101 N Caraway RD,Found Article/Property,10/22/16 5:39,10/22/16 5:39,Closed,16-01077
10/22/16 22:08,10/22/16 22:08,2720 A ST,Sick or Injured person,10/22/16 17:02,10/22/16 17:40,Closed,16-01078
10/23/16 1:29,10/23/16 1:29,Johnson Ave / Marion Berry Pkwy,DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE,10/23/16 1:15,10/23/16 1:20,Closed,16-01079
10/23/16 1:29,10/23/16 1:29,Johnson Ave / Marion Berry Pkwy,STOP SIGNS AND YIELD SIGNS,10/23/16 1:15,10/23/16 1:20,Closed,16-01079
10/23/16 1:29,10/23/16 1:29,Johnson Ave / Marion Berry Pkwy,OUT OF TOWN WARRANT/ASSIST,10/23/16 1:15,10/23/16 1:20,Closed,16-01079
10/23/16 4:32,10/23/16 4:32,2509 Aggie  Road,POSSESSION OF DRUG PARAPHERNALIA,10/23/16 3:53,10/23/16 3:55,Closed,16-01080
10/23/16 4:32,10/23/16 4:32,2509 Aggie  Road,University Referral - Drug Violation,10/23/16 3:53,10/23/16 3:55,Closed,16-01080
10/23/16 5:01,10/23/16 5:01,Aggie Rd / Uloop / University Loop East,STOP SIGNS AND YIELD SIGNS,10/23/16 0:40,10/23/16 0:50,Closed,16-01081
10/23/16 5:01,10/23/16 5:01,Aggie Rd / Uloop / University Loop East,DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE,10/23/16 0:40,10/23/16 0:50,Closed,16-01081
10/23/16 13:24,10/23/16 13:24,E Johnson Ave & Hwy 49 Exit R / Red Wolf Blvd / S St,OUT OF TOWN WARRANT/ASSIST,10/23/16 13:15,10/23/16 13:24,Closed,16-01082
10/23/16 13:24,10/23/16 13:24,E Johnson Ave & Hwy 49 Exit R / Red Wolf Blvd / S St,DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE,10/23/16 13:15,10/23/16 13:24,Closed,16-01082
10/23/16 13:24,10/23/16 13:24,E Johnson Ave & Hwy 49 Exit R / Red Wolf Blvd / S St,SPEEDING,10/23/16 13:15,10/23/16 13:24,Closed,16-01082
10/23/16 15:06,10/23/16 15:06,101 N Caraway RD,Found Article/Property,10/23/16 6:00,10/23/16 6:57,Closed,16-01083
10/23/16 21:38,10/23/16 21:38,Danner Ave / Uloop / University Loop East,OUT OF TOWN WARRANT/ASSIST,10/23/16 21:27,10/23/16 21:38,Closed,16-01084
10/23/16 21:38,10/23/16 21:38,Danner Ave / Uloop / University Loop East,DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE,10/23/16 21:27,10/23/16 21:38,Closed,16-01084
10/24/16 1:59,10/24/16 1:59,121 N Caraway RD,Sick or Injured person,10/24/16 1:50,10/24/16 2:00,Closed,16-01085
10/24/16 8:48,10/24/16 8:48,Driver ST,AGGRAVATED ASSAULT,10/24/16 8:04,10/24/16 8:10,Closed,16-01086
10/24/16 8:48,10/24/16 8:48,Driver ST,PNG Issued on this person for the ASU Campus,10/24/16 8:04,10/24/16 8:10,Closed,16-01086
10/24/16 12:28,10/24/16 12:28,101 N Caraway RD,Found Article/Property,10/22/16 8:00,10/24/16 12:28,Closed,16-01087
10/24/16 13:51,10/24/16 13:51,Driver ST,ACCIDENT-PARKING LOT,10/24/16 13:51,10/24/16 13:51,Closed,16-01088
10/24/16 16:01,10/24/16 16:01,101 N Caraway RD,Found Article/Property,10/24/16 15:56,10/24/16 16:01,Closed,16-01089
10/25/16 11:11,10/25/16 11:11,113 Dean ST,ACCIDENT-PARKING LOT,10/25/16 11:00,10/25/16 11:11,Closed,16-01090
10/25/16 12:57,10/25/16 12:57,2401 Aggie RD,"THEFT OF PROPERTY - LOST, MISLAID, DELIVERED BY MISTAKE",10/25/16 9:30,10/25/16 10:30,Closed,16-01091
10/25/16 17:32,10/25/16 17:32,201 Olympic  DR,ACCIDENT-PARKING LOT,10/25/16 17:30,10/25/16 17:55,Closed,16-01092
10/26/16 10:22,10/26/16 10:22,Stallings Ln / Tony Dr,DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE,10/26/16 9:48,10/26/16 10:22,Closed,16-01093
10/26/16 11:30,10/26/16 11:30,1115 University Loop East Building #5,"CRIMINAL MISCHIEF - 1ST DEGREE / PROPERTY OF ANOTHER W/VALUE OF $1,000 OR LESS",10/26/16 11:30,10/26/16 11:30,Closed,16-01094
10/26/16 13:54,10/26/16 13:54,101 N Driver ST,Accident - Hit and Run,10/12/16 13:54,10/13/16 13:54,Closed,16-01095
10/26/16 17:09,10/26/16 17:09,General Campus,Financial Identity Fraud-Non Financial Identity Fraud,10/25/16 8:00,10/26/16 17:09,Closed,16-01096
10/27/16 12:11,10/27/16 12:11,Cooley DR,"HARASSMENT / STRIKE, SHOVES, KICKS, OFFENSIVE PHYSICAL CONTACT, OR THREATE",10/27/16 10:55,10/27/16 12:11,Closed,16-01097
10/27/16 12:11,10/27/16 12:11,Cooley DR,University Referral - Assault,10/27/16 10:55,10/27/16 12:11,Closed,16-01097
10/27/16 12:11,10/27/16 12:11,Cooley DR,University Referral - Disorderly Conduct,10/27/16 10:55,10/27/16 12:11,Closed,16-01097
10/27/16 12:11,10/27/16 12:11,Cooley DR,University Referral - Harassment,10/27/16 10:55,10/27/16 12:11,Closed,16-01097
10/27/16 12:11,10/27/16 12:11,Cooley DR,CRIMINAL MISCHIEF - 2ND DEGREE / PURPOSELY TAMPERS,10/27/16 10:55,10/27/16 12:11,Closed,16-01097
10/27/16 15:29,10/27/16 15:29,101 N Caraway RD,LOST ARTICLE/PROPERTY,10/27/16 15:29,10/27/16 15:29,Closed,16-01098
10/27/16 17:52,10/27/16 17:52,1203 University Loop Bldg 2 ST,University Referral - Excessive Noise,10/27/16 23:20,10/27/16 23:30,Closed,16-01099
10/28/16 0:21,10/28/16 0:21,2319 U  ST,University Referral - Alcohol Violation,10/27/16 23:45,10/27/16 23:55,Closed,16-01100
10/28/16 1:06,10/28/16 1:06,113 Dean ST,Sick or Injured person,10/28/16 1:00,10/28/16 1:30,Closed,16-01101
10/28/16 1:06,10/28/16 1:06,113 Dean ST,University Referral - Alcohol Violation,10/28/16 1:00,10/28/16 1:30,Closed,16-01101
10/28/16 2:22,10/28/16 2:22,113 Dean ST,DWI (UNLAWFUL ACT),10/28/16 2:45,10/28/16 2:55,Closed,16-01102
10/28/16 2:22,10/28/16 2:22,113 Dean ST,POSSESSION OF DRUG PARAPHERNALIA,10/28/16 2:45,10/28/16 2:55,Closed,16-01102
10/28/16 2:22,10/28/16 2:22,113 Dean ST,University Referral - Alcohol Violation,10/28/16 2:45,10/28/16 2:55,Closed,16-01102
10/28/16 2:22,10/28/16 2:22,113 Dean ST,University Referral - Drug Violation,10/28/16 2:45,10/28/16 2:55,Closed,16-01102
10/28/16 5:16,10/28/16 5:16,Danner Ave / Uloop / University Loop East,"PURCHASE, POSSESSION OF INTOXICATING LIQUOR BY MINOR",10/28/16 0:10,10/28/16 0:20,Closed,16-01103
10/28/16 5:16,10/28/16 5:16,Danner Ave / Uloop / University Loop East,University Referral - Alcohol Violation,10/28/16 0:10,10/28/16 0:20,Closed,16-01103
10/28/16 5:16,10/28/16 5:16,Danner Ave / Uloop / University Loop East,University Referral - Attempt/Threat of Suicide,10/28/16 0:10,10/28/16 0:20,Closed,16-01103
10/28/16 8:31,10/28/16 8:31,113 Dean ST,University Referral - Alcohol Violation,10/28/16 8:10,10/28/16 8:31,Closed,16-01104
10/28/16 11:34,10/28/16 11:34,113 Dean ST,HANDGUNS - POSSESSION BY MINOR OR POSSESSION ON SCHOOL PROPERTY,10/28/16 11:05,10/28/16 11:34,Closed,16-01105
10/29/16 3:09,10/29/16 3:09,Red Wolf Blvd.,POSSESSION OF METH OR COCAINE LT 2GM,10/29/16 1:45,10/29/16 1:55,Closed,16-01106
10/29/16 3:09,10/29/16 3:09,Red Wolf Blvd.,POSSESSION OF SCH VI LT 4OZ,10/29/16 1:45,10/29/16 1:55,Closed,16-01106
10/29/16 3:09,10/29/16 3:09,Red Wolf Blvd.,OBSTRUCTING GOVERNMENTAL OPERATIONS / REFUSES TO PROVIDE INFORMATION FOR A,10/29/16 1:45,10/29/16 1:55,Closed,16-01106
10/29/16 3:09,10/29/16 3:09,Red Wolf Blvd.,TAMPER WITH PHYSICAL EVIDENCE - MISDEMEANOR,10/29/16 1:45,10/29/16 1:55,Closed,16-01106
10/29/16 6:23,10/29/16 6:23,Alumni,PNG Issued on this person for the ASU Campus,10/28/16 23:40,10/28/16 23:50,Closed,16-01107
10/29/16 6:23,10/29/16 6:23,Alumni,OUT OF TOWN WARRANT/ASSIST,10/28/16 23:40,10/28/16 23:50,Closed,16-01107
10/29/16 6:23,10/29/16 6:23,Alumni,University Referral - Drug Violation,10/28/16 23:40,10/28/16 23:50,Closed,16-01107
10/29/16 11:33,10/29/16 11:33,422 University Loop West,OUT OF TOWN WARRANT/ASSIST,10/29/16 11:10,10/29/16 11:33,Closed,16-01108
10/29/16 13:19,10/29/16 13:19,2720 A ST,Accident - Hit and Run,10/29/16 13:19,10/29/16 13:19,Closed,16-01109
10/29/16 23:13,10/29/16 23:13,201 Olympic  DR,"PURCHASE, POSSESSION OF INTOXICATING LIQUOR BY MINOR",10/29/16 23:13,10/29/16 23:13,Closed,16-01110
10/29/16 23:13,10/29/16 23:13,201 Olympic  DR,University Referral - Alcohol Violation,10/29/16 23:13,10/29/16 23:13,Closed,16-01110
10/30/16 0:53,10/30/16 0:53,Danner Ave / Uloop / University Loop East,University Referral - Alcohol Violation,10/30/16 0:53,10/30/16 0:53,Closed,16-01111
10/30/16 1:11,10/30/16 1:11,Aggie Rd / Marion Berry Pkwy,OBSTRUCTING GOVERNMENTAL OPERATIONS / REFUSES TO PROVIDE INFORMATION FOR A,10/30/16 1:00,10/30/16 1:10,Closed,16-01112
10/30/16 1:11,10/30/16 1:11,Aggie Rd / Marion Berry Pkwy,POSSESSION OF SCH VI LT 4OZ,10/30/16 1:00,10/30/16 1:10,Closed,16-01112
10/30/16 1:11,10/30/16 1:11,Aggie Rd / Marion Berry Pkwy,PUBLIC INTOXICATION - DRINKING IN PUBLIC,10/30/16 1:00,10/30/16 1:10,Closed,16-01112
10/30/16 3:17,10/30/16 3:17,University Loop,University Referral - Alcohol Violation,10/29/16 20:10,10/30/16 20:20,Closed,16-01113
10/30/16 5:14,10/30/16 5:14,125 Dean ST,Sick or Injured person,10/30/16 4:50,10/30/16 5:00,Closed,16-01114
10/30/16 7:23,10/30/16 7:23,2331 U ST,University Referral - Alcohol Violation,10/30/16 7:18,10/30/16 7:23,Closed,16-01115
10/31/16 6:45,10/31/16 6:45,1515 Aggie RD,University Referral - Disorderly Conduct,10/29/16 20:31,10/29/16 20:45,Closed,16-01116
10/31/16 6:45,10/31/16 6:45,1515 Aggie RD,University Referral - Trespass,10/29/16 20:31,10/29/16 20:45,Closed,16-01116
10/31/16 10:26,10/31/16 10:26,101 N Caraway RD,"THEFT OF PROPERTY - LOST, MISLAID, DELIVERED BY MISTAKE",10/30/16 17:00,10/31/16 10:26,Closed,16-01117
10/31/16 12:57,10/31/16 12:57,319 University Loop CIR,Fire Alarm,10/31/16 12:57,10/31/16 12:57,Closed,16-01118
10/31/16 16:39,10/31/16 16:39,113 Dean ST,ACCIDENT-PARKING LOT,10/31/16 16:39,10/31/16 16:39,Closed,16-01119
10/31/16 18:00,10/31/16 18:00,Cherokee ST,DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE,10/31/16 18:00,10/31/16 18:00,Closed,16-01120
10/31/16 20:42,10/31/16 20:42,102 N Caraway RD,Found Article/Property,10/31/16 20:42,10/31/16 20:42,Closed,16-01121
10/31/16 23:14,10/31/16 23:14,125 Dean ST 1019,University Referral - Disorderly Conduct,10/31/16 22:55,10/31/16 23:15,Closed,16-01122
11/1/16 0:46,11/1/16 0:46,2509 Aggie RD,University Referral - Drug Violation,11/1/16 0:15,11/1/16 0:50,Closed,16-01123
11/1/16 0:46,11/1/16 0:46,2509 Aggie RD,University Referral - Alcohol Violation,11/1/16 0:15,11/1/16 0:50,Closed,16-01123
11/1/16 1:54,11/1/16 1:54,2509 Aggie RD,University Referral - Residence Hall Violation,11/1/16 0:50,11/1/16 1:10,Closed,16-01124
11/1/16 3:02,11/1/16 3:02,2515 Danner ST,University Referral - Smoke Free Campus Policy,11/1/16 2:55,11/1/16 3:05,Closed,16-01125
11/1/16 3:02,11/1/16 3:02,2515 Danner ST,The Arkansas Clean Air on Campus Act of 2009,11/1/16 2:55,11/1/16 3:05,Closed,16-01125
11/1/16 3:02,11/1/16 3:02,2515 Danner ST,University Referral - Alcohol Violation,11/1/16 2:55,11/1/16 3:05,Closed,16-01125
11/1/16 9:24,11/1/16 9:24,114 Cooley  DR,University Referral - Disorderly Conduct,11/1/16 7:15,11/1/16 9:24,Closed,16-01126
11/1/16 10:19,11/1/16 10:19,119 S Caraway Road,Found Article/Property,11/2/16 12:00,11/2/16 12:19,Closed,16-01127
11/1/16 11:05,11/1/16 11:05,2509 Aggie RD,University Referral - Residence Hall Violation,11/1/16 10:15,11/1/16 10:15,Closed,16-01128
11/1/16 12:26,11/1/16 12:26,330 University Loop CIR,VIOLATION OF A PROTECTION ORDER- MISDEMEANOR,11/1/16 11:34,11/1/16 11:34,Closed,16-01129
11/1/16 19:00,11/1/16 19:00,125 Dean ST,University Referral - Disorderly Conduct,11/1/16 18:20,11/1/16 19:00,Closed,16-01130
11/1/16 20:00,11/1/16 20:00,114 Cooley  DR,ACCIDENT-PARKING LOT,11/1/16 20:00,11/1/16 20:00,Closed,16-01131
11/2/16 2:07,11/2/16 2:07,113 Dean ST 333,University Referral - Residence Hall Violation,11/2/16 1:40,11/2/16 2:15,Closed,16-01132
11/2/16 2:07,11/2/16 2:07,113 Dean ST 333,PNG Issued on this person for the ASU Campus,11/2/16 1:40,11/2/16 2:15,Closed,16-01132
11/2/16 11:20,11/2/16 11:20,125 Dean ST,MISSING PERSON,11/2/16 11:20,11/2/16 11:20,Closed,16-01133
