date_reported,time_reported,location,date_occurred,time_occurred,case_number,university,incident
2015-08-08,22:38,101 N Caraway RD,2015-08-06,18:30,15-00662,Arkansas State University-Main Campus,"THEFT OF PROPERTY - LOST, MISLAID, DELIVERED BY MISTAKE"
2015-08-09,01:00,Citgo on Caraway,2015-08-09,01:00,15-00663,Arkansas State University-Main Campus,Vehicle Tow University Referral - Possession of Firearms
2015-08-11,08:25,422 University Loop West,2015-08-11,08:25,15-00667,Arkansas State University-Main Campus,University Referral - Smoke Free Campus Policy
2015-08-11,09:42,2407 Quapaw WAY,2015-08-11,08:20,15-00664,Arkansas State University-Main Campus,Fire Alarm
2015-08-11,09:48,2401 Aggie RD,2015-08-11,09:00,15-00665,Arkansas State University-Main Campus,Fire Alarm
2015-08-11,10:27,503 .University Police Department Parking Lot ST,2015-08-11,02:00,15-00666,Arkansas State University-Main Campus,Accident - Hit and Run
2015-08-11,11:00,2501 Danner AVE,2015-08-11,11:00,15-00669,Arkansas State University-Main Campus,University Referral - Disorderly Conduct
2015-08-11,12:44,101 N Caraway RD,2015-08-11,12:10,15-00668,Arkansas State University-Main Campus,OUT OF TOWN WARRANT/ASSIST PNG Issued on this person for the ASU Campus
2015-08-12,05:26,330 University Loop CIR,2015-08-12,04:57,15-00670,Arkansas State University-Main Campus,Fire Alarm
2015-08-12,10:30,2501 Danner AVE,2015-08-12,10:30,15-00674,Arkansas State University-Main Campus,University Referral - Fail To Comply
2015-08-12,13:05,1203 University Loop Bldg 1 ST,2015-08-12,08:15,15-00671,Arkansas State University-Main Campus,Fire Alarm
2015-08-12,13:06,2410 Aggie RD,2015-08-12,12:15,15-00672,Arkansas State University-Main Campus,Fire Alarm
2015-08-12,13:39,2508 Aggie RD,2015-08-12,13:20,15-00673,Arkansas State University-Main Campus,Fire Alarm
2015-08-13,12:16,2508 Honors Bldg 1 AVE,2015-08-13,12:02,15-00675,Arkansas State University-Main Campus,Welfare Concern
2015-08-14,00:52,Marion Berry/ Aggie,2015-08-14,00:10,15-00676,Arkansas State University-Main Campus,DWI (UNLAWFUL ACT) SPEEDING STOP SIGNS AND YIELD SIGNS
2015-08-14,12:39,111 N Caraway RD,2015-08-14,12:39,15-00677,Arkansas State University-Main Campus,DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE
2015-08-14,21:25,matthews/adult protective services,2015-08-14,21:06,15-00678,Arkansas State University-Main Campus,OUT OF TOWN WARRANT/ASSIST DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE EXPIRED OR NO TAGS
2015-08-15,01:17,1002 University Loop,2015-08-15,00:40,15-00679,Arkansas State University-Main Campus,"PURCHASE, POSSESSION OF INTOXICATING LIQUOR BY MINOR University Referral - Alcohol Violation"
2015-08-15,04:53,904 University Loop,2015-08-15,00:15,15-00680,Arkansas State University-Main Campus,University Referral - University Referral - University Referral -
2015-08-15,07:16,114 Cooley  DR,2015-08-15,07:10,15-00681,Arkansas State University-Main Campus,Found Article/Property
2015-08-16,07:37,University Loop/Faculty CIR,2015-08-16,07:00,15-00682,Arkansas State University-Main Campus,Found Article/Property
2015-08-17,10:03,1201 SANDINO,2015-08-17,07:00,15-00683,Arkansas State University-Main Campus,Found Article/Property
2015-08-17,12:46,2509 Aggie RD 208,2015-08-17,12:25,15-00684,Arkansas State University-Main Campus,Fire Alarm University Referral - Residence Hall Violation
2015-08-17,20:32,2502 Aggie RD,2015-08-17,20:23,15-00685,Arkansas State University-Main Campus,Fire Alarm
2015-08-17,21:41,1203 University Loop Bldg 1 ST,2015-08-17,21:30,15-00686,Arkansas State University-Main Campus,University Referral - Drug Violation University Referral - Harassment
2015-08-17,22:03,910 University Loop,2015-08-16,01:30,15-00687,Arkansas State University-Main Campus,University Referral - Alcohol Violation University Referral -
2015-08-18,01:05,500 N Caraway RD,2015-08-18,00:48,15-00688,Arkansas State University-Main Campus,No Proof of Liability Insurance POSSESSION OF SCH VI LT 4OZ POSSESSION OF SCH VI LT 4OZ University Referral - Drug Violation
2015-08-18,15:10,2515 Honors AVE,2015-08-18,15:00,15-00689,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2015-08-18,21:00,218 Olympic  DR,2015-08-18,20:55,15-00690,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2015-08-20,12:42,1115 University Loop,2015-08-20,12:35,15-00691,Arkansas State University-Main Campus,Damaged Property not criminal in nature
2015-08-20,16:57,2108 Aggie RD,2015-08-20,16:34,15-00692,Arkansas State University-Main Campus,Found Article/Property
2015-08-20,17:01,208 Olympic  DR,2015-08-20,08:45,15-00693,Arkansas State University-Main Campus,Accident - Hit and Run
2015-08-20,20:27,320 University Loop CIR,2015-08-20,20:07,15-00694,Arkansas State University-Main Campus,Burglary Alarm
2015-08-20,21:52,2505 Aggie RD,2015-08-20,06:20,15-00695,Arkansas State University-Main Campus,Fire Alarm
2015-08-20,22:20,1115 University Loop East Building #1,2015-08-20,14:15,15-00696,Arkansas State University-Main Campus,"BURGLARY, RESIDENTIAL"
2015-08-21,02:34,University Loop across from S-14A,2015-08-21,01:35,15-00697,Arkansas State University-Main Campus,"FLEEING OBSTRUCTING GOVERNMENTAL OPERATIONS / REFUSES TO PROVIDE INFORMATION FOR A PURCHASE, POSSESSION OF INTOXICATING LIQUOR BY MINOR University Referral - Alcohol Violation University Referral - Dishonesty University Referral - Disorderly Conduct"
2015-08-21,05:42,U Loop next to S-13,2015-08-21,01:35,15-00698,Arkansas State University-Main Campus,Sick or Injured person
2015-08-21,12:39,111 N Caraway RD,2015-08-21,12:00,15-00699,Arkansas State University-Main Campus,Accident - Hit and Run University Referral - Disorderly Conduct
2015-08-21,15:35,2319 U  ST,2015-08-21,15:18,15-00700,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2015-08-22,04:37,330 University Loop West,2015-08-22,04:37,15-00701,Arkansas State University-Main Campus,Fire Alarm
2015-08-22,09:13,320 University Loop CIR,2015-08-22,09:13,15-00702,Arkansas State University-Main Campus,Burglary Alarm
2015-08-22,15:00,101 N Caraway RD,2015-08-22,15:00,15-00703,Arkansas State University-Main Campus,Found Article/Property
2015-08-22,19:50,217 Olympic DR,2015-08-22,18:00,15-00704,Arkansas State University-Main Campus,Sick or Injured person
2015-08-22,20:29,119 S Caraway Road,2015-08-21,17:00,15-00705,Arkansas State University-Main Campus,Accident - Hit and Run
2015-08-22,23:52,1906 Aggie RD,2015-08-22,23:50,15-00715,Arkansas State University-Main Campus,University Referral - University Referral - Alcohol Violation
2015-08-23,05:21,2509 Aggie RD,2015-08-23,04:10,15-00706,Arkansas State University-Main Campus,University Referral - Residence Hall Violation
2015-08-23,05:34,125 Dean ST,2015-08-23,01:10,15-00707,Arkansas State University-Main Campus,"University Referral - Drug Violation University Referral - Alcohol Violation University Referral - Alcohol Violation PURCHASE, POSSESSION OF INTOXICATING LIQUOR BY MINOR PURCHASE, POSSESSION OF INTOXICATING LIQUOR BY MINOR POSSESSION OF SCH VI LT 4OZ"
2015-08-23,06:05,2509 Aggie RD,2015-08-23,01:45,15-00708,Arkansas State University-Main Campus,The Arkansas Clean Air on Campus Act of 2009 Fire Alarm
2015-08-23,06:22,910 University Loop,2015-08-23,06:22,15-00709,Arkansas State University-Main Campus,University Referral - University Referral - Alcohol Violation
2015-08-23,09:28,113 Dean ST,2015-08-23,09:28,15-00710,Arkansas State University-Main Campus,University Referral - Residence Hall Violation
2015-08-23,10:22,1115 University Loop East Building #5,2015-08-23,10:00,15-00711,Arkansas State University-Main Campus,University Referral - Alcohol Violation University Referral - Dishonesty University Referral - Residence Hall Violation Damaged Property not criminal in nature
2015-08-23,14:17,320 University Loop CIR,2015-08-23,14:05,15-00712,Arkansas State University-Main Campus,Burglary Alarm
2015-08-23,15:11,2509 Aggie  Road,2015-08-23,15:05,15-00713,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2015-08-23,17:01,113 Dean ST,2015-08-23,16:24,15-00714,Arkansas State University-Main Campus,CRIMINAL MISCHIEF - 2ND DEGREE / RECKLESSLY DESTROYS
2015-08-24,10:52,Dean St / E Johnson Ave & St Hwy 91 / Snyder St,2015-08-24,10:52,15-00716,Arkansas State University-Main Campus,University Referral - Smoke Free Campus Policy
2015-08-24,12:15,113 S Caraway Road,2015-08-24,12:15,15-00717,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2015-08-24,13:25,111 N Caraway RD,2015-08-24,09:15,15-00718,Arkansas State University-Main Campus,OUT OF TOWN WARRANT/ASSIST
2015-08-24,13:41,101 N Driver ST,2015-08-24,13:30,15-00719,Arkansas State University-Main Campus,Found Article/Property
2015-08-24,14:58,101 N Caraway RD,2015-08-24,13:30,15-00720,Arkansas State University-Main Campus,"THEFT OF PROPERTY - LOST, MISLAID, DELIVERED BY MISTAKE"
2015-08-24,14:59,2301 E Johnson AVE,2015-08-24,08:30,15-00721,Arkansas State University-Main Campus,Accident - Hit and Run
2015-08-24,15:16,111 N Caraway RD,2015-08-24,08:00,15-00722,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2015-08-24,15:27,101 N Caraway RD,2015-08-24,12:27,15-00723,Arkansas State University-Main Campus,Found Article/Property
2015-08-24,22:07,2301 E Johnson AVE D,2015-08-24,08:00,15-00724,Arkansas State University-Main Campus,Found Article/Property
2015-08-24,22:31,1115 University Loop East Building #2,2015-08-24,21:12,15-00725,Arkansas State University-Main Campus,University Referral - Drug Violation University Referral - Dishonesty
2015-08-25,02:59,2605 A ST,2015-08-25,02:59,15-00726,Arkansas State University-Main Campus,POSSESSION OF METH OR COCAINE LT 2GM POSSESSION OF SCH VI LT 4OZ POSSESSION OF SCH I OR II LT 2GM POSSESSION OF SCH IV OR V LT 28GM POSSESSION OF DRUG PARAPHERNALIA POSSESSION OF DRUG PARAPHERNALIA PNG Issued on this person for the ASU Campus PNG Issued on this person for the ASU Campus
2015-08-25,05:43,113 Dean ST,2015-08-25,05:43,15-00727,Arkansas State University-Main Campus,University Referral - Residence Hall Violation
2015-08-25,05:58,2515 Danner Bldg 3 AVE,2015-08-25,05:58,15-00728,Arkansas State University-Main Campus,Sick or Injured person
2015-08-25,09:34,111 N Caraway RD,2015-08-25,09:34,15-00729,Arkansas State University-Main Campus,University Referral - Fail To Comply
2015-08-25,10:01,422 University Loop West,2015-08-25,09:30,15-00730,Arkansas State University-Main Campus,University Referral - Smoke Free Campus Policy
2015-08-25,13:17,121 Caraway RD #323B,2015-09-10,08:05,15-00731,Arkansas State University-Main Campus,ASSAULT - 2ND DEGREE / RECKLESS CONDUCT CREATES RISK OF PHYSICAL INJURY PNG Issued on this person for the ASU Campus
2015-08-25,14:12,2509 Aggie RD 413,2015-08-25,14:12,15-00732,Arkansas State University-Main Campus,Fire Alarm
2015-08-26,02:42,2509 Aggie RD,2015-08-26,01:42,15-00733,Arkansas State University-Main Campus,University Referral - Residence Hall Violation
2015-08-26,07:01,1115 University Loop East Building #1,2015-08-26,02:56,15-00734,Arkansas State University-Main Campus,Fire Alarm
2015-08-26,07:46,1115 University Loop East Building #5,2015-08-23,23:00,15-00735,Arkansas State University-Main Campus,University Referral - Harassment
2015-08-26,08:42,111 N Caraway RD,2015-08-26,08:10,15-00736,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2015-08-26,09:06,330 University Loop West,2015-08-26,09:00,15-00737,Arkansas State University-Main Campus,Fire Alarm
2015-08-26,10:29,101 N .Student Union/Heritage Plaza RD,2015-08-26,10:29,15-00738,Arkansas State University-Main Campus,Found Article/Property
2015-08-26,11:28,Sorority Row,2015-08-26,07:00,15-00739,Arkansas State University-Main Campus,LOST ARTICLE/PROPERTY
2015-08-26,11:32,101 N Caraway RD,2015-08-26,10:00,15-00740,Arkansas State University-Main Campus,Found Article/Property
2015-08-26,18:59,1115 University Loop East Building #2,2015-08-26,17:30,15-00741,Arkansas State University-Main Campus,University Referral - Attempt/Threat of Suicide
2015-08-26,22:39,904 University Loop,2015-08-26,22:20,15-00742,Arkansas State University-Main Campus,University Referral -
2015-08-27,08:55,2713 Pawnee ST A,2015-08-26,16:00,15-00743,Arkansas State University-Main Campus,LOST ARTICLE/PROPERTY
2015-08-27,17:01,101 N Caraway RD,2015-08-27,16:30,15-00744,Arkansas State University-Main Campus,Found Article/Property
2015-08-27,17:08,2319 U  ST,2015-08-27,16:30,15-00745,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2015-08-27,19:06,Aggie Rd / Olympic Dr,2015-08-27,18:52,15-00746,Arkansas State University-Main Campus,OUT OF TOWN WARRANT/ASSIST
2015-08-27,22:10,Aggie Rd / Olympic Dr,2015-08-27,21:45,15-00747,Arkansas State University-Main Campus,DWI (UNLAWFUL ACT) University Referral - Alcohol Violation
2015-08-28,01:40,2706 Iroquois ST,2015-08-27,23:20,15-00748,Arkansas State University-Main Campus,OBSTRUCTING GOVERNMENTAL OPERATIONS / REFUSES TO PROVIDE INFORMATION FOR A OUT OF TOWN WARRANT/ASSIST University Referral - Dishonesty University Referral - Drug Violation University Referral - Disorderly Conduct PNG Issued on this person for the ASU Campus
2015-08-28,05:20,322 University Loop CIR,2015-08-28,05:20,15-00749,Arkansas State University-Main Campus,University Referral - Alcohol Violation
2015-08-28,08:39,504 Robinson ST B,2015-08-28,08:00,15-00750,Arkansas State University-Main Campus,Sick or Injured person
2015-08-28,16:44,113 Dean  ST,2015-08-27,08:30,15-00751,Arkansas State University-Main Campus,Accident - Hit and Run
2015-08-28,18:55,503 Robinson ST,2015-08-26,21:30,15-00752,Arkansas State University-Main Campus,RAPE / SEXUAL INTERCOURSE / FORCIBLE COMPLUSION
2015-08-28,19:54,2720 A ST,2015-08-28,19:05,15-00753,Arkansas State University-Main Campus,"THEFT $1,000 OR LESS - FROM VEHICLE BREAKING OR ENTERING / ARTICLES FROM VEHICLE"
2015-08-28,22:25,2108 Aggie RD,2015-08-28,20:20,15-00754,Arkansas State University-Main Campus,Suspicious Person
2015-08-29,05:06,MARION BERRY / JOHNSON,2015-08-29,05:03,15-00755,Arkansas State University-Main Campus,Reckless Driving DWI (UNLAWFUL ACT) NO DRIVER'S LICENSE No Proof of Liability Insurance
2015-08-29,13:52,113 Dean ST,2015-08-29,13:52,15-00756,Arkansas State University-Main Campus,Accident - Hit and Run
2015-08-29,18:55,101 N Caraway RD,2015-08-29,17:30,15-00757,Arkansas State University-Main Campus,LOST ARTICLE/PROPERTY
2015-08-30,02:11,1115 University Loop East Building #5,2015-08-30,01:20,15-00758,Arkansas State University-Main Campus,University Referral - Alcohol Violation University Referral - Drug Violation
2015-08-30,02:55,121 N Caraway RD,2015-08-30,02:53,15-00759,Arkansas State University-Main Campus,University Referral - Disorderly Conduct University Referral - Excessive Noise OUT OF TOWN WARRANT/ASSIST PNG Issued on this person for the ASU Campus
2015-08-30,08:28,102 N Caraway RD,2015-08-30,07:20,15-00760,Arkansas State University-Main Campus,Found Article/Property Found Article/Property
2015-08-31,08:18,503 Robinson ST,2015-08-28,16:00,15-00761,Arkansas State University-Main Campus,FILING FALSE REPORT WITH LAW ENFORCEMENT AGENCY
2015-08-31,10:31,Driver ST,2015-08-31,08:32,15-00762,Arkansas State University-Main Campus,Accident - Hit and Run
2015-08-31,11:11,422 University Loop West,2015-08-31,11:11,15-00763,Arkansas State University-Main Campus,The Arkansas Clean Air on Campus Act of 2009 University Referral - Smoke Free Campus Policy
2015-08-31,14:51,113 Dean  ST,2015-08-31,08:30,15-00764,Arkansas State University-Main Campus,Accident - Hit and Run
2015-09-01,07:27,2405 Aggie WAY ITS,2015-09-01,07:20,15-00765,Arkansas State University-Main Campus,Burglary Alarm
2015-09-01,08:36,101 N Caraway RD,2015-08-27,19:00,15-00766,Arkansas State University-Main Campus,Sick or Injured person
2015-09-01,08:55,217 Olympic DR,2015-09-01,08:00,15-00767,Arkansas State University-Main Campus,Burglary Alarm
2015-09-01,09:53,101 N Caraway RD,2015-09-01,09:46,15-00768,Arkansas State University-Main Campus,Found Article/Property
2015-09-01,10:53,2516 Honors AVE,2015-09-01,10:53,15-00769,Arkansas State University-Main Campus,LOST ARTICLE/PROPERTY
2015-09-01,14:28,120 Dean ST,2015-08-13,08:00,15-00770,Arkansas State University-Main Campus,"THEFT OF PROPERTY - LOST, MISLAID, DELIVERED BY MISTAKE"
2015-09-01,14:40,On ASU Campus,2015-08-23,01:01,15-00771,Arkansas State University-Main Campus,LOST ARTICLE/PROPERTY
2015-09-01,15:02,2505 Aggie RD,2015-09-01,15:02,15-00772,Arkansas State University-Main Campus,Found Article/Property
2015-09-01,16:27,2508 Honors Bldg 2 AVE,2015-09-01,14:00,15-00773,Arkansas State University-Main Campus,Found Article/Property
2015-09-01,17:07,101 N Caraway RD,2015-09-01,14:30,15-00774,Arkansas State University-Main Campus,Found Article/Property
2015-09-01,17:07,Driver ST,2015-09-01,17:00,15-00775,Arkansas State University-Main Campus,Accident - Hit and Run
2015-09-01,20:06,2401 Aggie RD,2015-09-01,20:00,15-00776,Arkansas State University-Main Campus,Found Article/Property
2015-09-02,07:59,Quapaw / Uloop / University Loop East,2015-09-02,07:45,15-00777,Arkansas State University-Main Campus,DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE
2015-09-02,09:07,2401 Aggie RD,2015-09-01,10:45,15-00778,Arkansas State University-Main Campus,LOST ARTICLE/PROPERTY
2015-09-02,09:53,Between Edge Coffee house and Hpess Bldg.,2015-09-01,10:50,15-00779,Arkansas State University-Main Campus,LOST ARTICLE/PROPERTY
2015-09-02,10:10,Bookout Cir / Uloop / University Loop West,2015-09-02,08:30,15-00780,Arkansas State University-Main Campus,The Arkansas Clean Air on Campus Act of 2009 University Referral - Smoke Free Campus Policy
2015-09-02,12:41,101 N Caraway RD,2015-09-02,10:30,15-00781,Arkansas State University-Main Campus,LOST ARTICLE/PROPERTY
2015-09-02,13:35,2508 Honors Bldg 1 AVE,2015-09-02,12:20,15-00782,Arkansas State University-Main Campus,OUT OF TOWN WARRANT/ASSIST
2015-09-02,19:06,101 N Caraway RD,2015-09-02,16:00,15-00783,Arkansas State University-Main Campus,Found Article/Property
2015-09-02,19:18,101 N Caraway RD,2015-09-02,15:00,15-00784,Arkansas State University-Main Campus,Found Article/Property
2015-09-03,03:46,1115 University Loop East Building #2,2015-09-03,03:08,15-00785,Arkansas State University-Main Campus,Fire Alarm
2015-09-03,07:29,113 Dean ST 424,2015-09-03,07:15,15-00786,Arkansas State University-Main Campus,Fire Alarm
2015-09-03,11:15,2007 Aggie RD,2015-09-03,10:56,15-00787,Arkansas State University-Main Campus,BATTERY - 3RD DEGREE / RECKLESSLY CAUSES INJURY University Referral - Assault University Referral - Disorderly Conduct
2015-09-03,13:57,101 N Caraway RD,2015-08-31,17:30,15-00788,Arkansas State University-Main Campus,LOST ARTICLE/PROPERTY
2015-09-03,15:32,Cooley DR,2015-09-03,15:32,15-00789,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2015-09-04,12:00,2509 Aggie RD,2015-09-04,11:49,15-00790,Arkansas State University-Main Campus,Fire Alarm
2015-09-04,12:15,207 Marion Berry Parkway,2015-08-27,13:00,15-00791,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2015-09-04,12:33,2007 Aggie RD,2015-09-04,10:59,15-00792,Arkansas State University-Main Campus,Sick or Injured person
2015-09-04,12:33,2105 Aggie RD,2015-09-04,08:20,15-00793,Arkansas State University-Main Campus,Found Article/Property
2015-09-04,21:31,2508 Honors Bldg 1 AVE,2015-09-04,21:31,15-00794,Arkansas State University-Main Campus,University Referral - Residence Hall Violation University Referral - Alcohol Violation
2015-09-05,01:47,Alumni Blvd / Uloop / University Loop West,2015-09-04,23:15,15-00795,Arkansas State University-Main Campus,NO DRIVER'S LICENSE PNG Issued on this person for the ASU Campus
2015-09-05,13:52,2319 U  ST,2015-09-05,11:00,15-00796,Arkansas State University-Main Campus,"THEFT $1,000 OR LESS - ALL OTHERS"
2015-09-05,14:25,2720 A ST,2015-09-04,17:00,15-00797,Arkansas State University-Main Campus,LOST ARTICLE/PROPERTY
2015-09-06,01:50,Driver ST,2015-08-31,09:25,15-00798,Arkansas State University-Main Campus,Found Article/Property
2015-09-06,04:44,E Johnson Ave & St Hwy 91 / Russell Dr,2015-09-06,00:25,15-00799,Arkansas State University-Main Campus,OUT OF TOWN WARRANT/ASSIST
2015-09-06,13:27,1115 University Loop East Building #2,2015-09-06,13:00,15-00800,Arkansas State University-Main Campus,Fire Alarm University Referral - Fail To Comply
2015-09-06,13:36,322 University Loop CIR,2015-09-06,13:36,15-00801,Arkansas State University-Main Campus,Fire Alarm
2015-09-06,15:46,322 University Loop CIR,2015-09-06,15:35,15-00802,Arkansas State University-Main Campus,Fire Alarm
2015-09-06,21:40,LAUNDROMAT ON JOHNSON/MELROSE,2015-09-06,20:18,15-00803,Arkansas State University-Main Campus,Found Article/Property
2015-09-07,03:19,330 University Loop CIR,2015-09-07,02:58,15-00804,Arkansas State University-Main Campus,Fire Alarm
2015-09-07,19:01,2516 Honors AVE,2015-09-07,17:15,15-00805,Arkansas State University-Main Campus,University Referral - Disorderly Conduct
2015-09-08,10:23,1203 University Loop Bldg 2 ST,2015-09-04,20:00,15-00806,Arkansas State University-Main Campus,"THEFT $1,000 OR LESS - ALL OTHERS"
2015-09-08,11:05,111 N Caraway RD,2015-09-08,10:50,15-00807,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2015-09-08,15:07,1115 University Loop East Building #4,2015-09-04,19:30,15-00808,Arkansas State University-Main Campus,"THEFT $1,000 OR LESS - ALL OTHERS CRIMINAL MISCHIEF - 1ST DEGREE  PROPERTY OF ANOTHER VALUE $500 OR LESS"
2015-09-08,17:22,322 University Loop CIR,2015-09-08,17:22,15-00809,Arkansas State University-Main Campus,LOST ARTICLE/PROPERTY
2015-09-08,17:52,102 N Caraway RD,2015-09-10,13:00,15-00810,Arkansas State University-Main Campus,University Referral - Harassment University Referral - Disorderly Conduct
2015-09-08,21:43,2509 Aggie RD,2015-09-08,21:30,15-00811,Arkansas State University-Main Campus,Fire Alarm
2015-09-08,22:30,113 Dean ST,2015-09-08,22:20,15-00812,Arkansas State University-Main Campus,Fire Alarm
2015-09-09,08:27,104 N Caraway RD,2015-09-04,07:30,15-00813,Arkansas State University-Main Campus,LOST ARTICLE/PROPERTY
2015-09-09,11:00,5504 Krueger DR 603,2015-09-09,10:48,15-00815,Arkansas State University-Main Campus,Sick or Injured person
2015-09-09,11:31,111 N Caraway RD,2015-09-09,07:45,15-00814,Arkansas State University-Main Campus,CRIMINAL MISCHIEF - 1ST DEGREE  PROPERTY OF ANOTHER VALUE $500 OR LESS
2015-09-09,12:19,101 N Caraway RD,2015-09-08,15:00,15-00816,Arkansas State University-Main Campus,Found Article/Property
2015-09-09,12:41,2401 Aggie RD,2015-09-09,08:00,15-00817,Arkansas State University-Main Campus,LOST ARTICLE/PROPERTY
2015-09-09,19:52,2509 Aggie RD,2015-09-09,19:45,15-00818,Arkansas State University-Main Campus,Fire Alarm
2015-09-10,01:09,2502 Aggie RD,2015-09-09,23:40,15-00819,Arkansas State University-Main Campus,University Referral - Disorderly Conduct University Referral - Excessive Noise
2015-09-10,08:03,101 N Caraway RD,2015-09-10,07:50,15-00820,Arkansas State University-Main Campus,Burglary Alarm
2015-09-10,10:15,2505 Aggie RD,2015-09-09,15:30,15-00821,Arkansas State University-Main Campus,LOST ARTICLE/PROPERTY
2015-09-10,17:23,2720 A ST,2015-09-10,19:20,15-00822,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2015-09-10,19:39,2720 A ST,2015-09-10,19:39,15-00823,Arkansas State University-Main Campus,Found Article/Property
2015-09-10,22:09,E Johnson Ave & St Hwy 91 / Uloop / University Loop East,2015-09-10,21:53,15-00824,Arkansas State University-Main Campus,University Referral - Alcohol Violation
2015-09-11,04:00,Aggie Rd / Marion Berry Pkwy,2015-09-11,00:30,15-00825,Arkansas State University-Main Campus,STOP SIGNS AND YIELD SIGNS No Proof of Liability Insurance DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE
2015-09-11,04:30,322 University Loop CIR,2015-09-11,02:35,15-00826,Arkansas State University-Main Campus,Fire Alarm
2015-09-11,04:41,2509 Aggie RD,2015-09-11,03:15,15-00827,Arkansas State University-Main Campus,University Referral - Residence Hall Violation University Referral - Excessive Noise
2015-09-11,05:06,2509 Aggie RD,2015-09-11,03:30,15-00828,Arkansas State University-Main Campus,University Referral - Residence Hall Violation
2015-09-11,13:45,101 N Caraway RD,2015-09-10,19:00,15-00829,Arkansas State University-Main Campus,LOST ARTICLE/PROPERTY
2015-09-11,15:40,2508 Honors Bldg 1 AVE,2015-09-11,18:04,15-00830,Arkansas State University-Main Campus,Welfare Concern
2015-09-12,12:29,611 University Loop East,2015-09-12,12:29,15-00831,Arkansas State University-Main Campus,University Referral - Smoke Free Campus Policy
2015-09-12,19:59,2720 A ST,2015-09-12,19:25,15-00832,Arkansas State University-Main Campus,PUBLIC INTOXICATION - DRINKING IN PUBLIC DISORDERLY CONDUCT University Referral - Disorderly Conduct
2015-09-12,21:02,2720 A ST,2015-09-12,20:11,15-00833,Arkansas State University-Main Campus,PUBLIC INTOXICATION - DRINKING IN PUBLIC DISORDERLY CONDUCT
2015-09-12,22:38,2720 A ST,2015-09-12,21:30,15-00834,Arkansas State University-Main Campus,Found Article/Property
2015-09-12,23:00,University Loop/ NPQ Entrance,2015-09-12,22:00,15-00835,Arkansas State University-Main Campus,PUBLIC INTOXICATION - DRINKING IN PUBLIC
2015-09-12,23:10,E Johnson Ave & St Hwy 91 / N Caraway Rd / S Caraway Rd,2015-09-12,23:10,15-00836,Arkansas State University-Main Campus,DWI (UNLAWFUL ACT) DWI - OPERATION OF VEHICLE DURING DWI LICENSE SUSPENSION OR REVOCATION Leaving the Scene of an Accident Leaving the Scene of an Accident No Proof of Liability Insurance
2015-09-13,03:19,North Caraway Rd. by Collegiat Park/ Bldg 5,2015-09-12,23:55,15-00837,Arkansas State University-Main Campus,University Referral - Fail To Comply
2015-09-13,07:43,N Caraway Rd / Winn St,2015-09-13,02:18,15-00838,Arkansas State University-Main Campus,PUBLIC INTOXICATION - DRINKING IN PUBLIC
2015-09-13,14:11,320 University Loop CIR,2015-09-13,13:46,15-00839,Arkansas State University-Main Campus,Burglary Alarm
2015-09-13,14:30,113 Dean ST,2015-09-13,13:50,15-00840,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2015-09-14,04:26,Academic Cir / Aggie Rd,2015-09-14,04:26,15-00841,Arkansas State University-Main Campus,OUT OF TOWN WARRANT/ASSIST
2015-09-14,08:45,101 N .Student Union Multicultural Center RD,2015-09-14,08:45,15-00845,Arkansas State University-Main Campus,Burglary Alarm
2015-09-14,11:31,1424 Links DR,2015-09-13,02:00,15-00843,Arkansas State University-Main Campus,Agency Assist - Actions or assistance to agencies outside jurisdictional boundaries
2015-09-14,12:59,2800 Alumni BLVD A,2015-09-14,10:50,15-00842,Arkansas State University-Main Campus,Fire Alarm
2015-09-14,13:46,2713 Pawnee ST A,2015-09-14,10:00,15-00844,Arkansas State University-Main Campus,Found Article/Property
2015-09-14,19:56,120 Dean ST,2015-09-14,19:49,15-00846,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2015-09-14,21:03,101 N Caraway RD,2015-09-14,21:03,15-00847,Arkansas State University-Main Campus,University Referral - Disorderly Conduct
2015-09-15,07:49,1212 University Loop,2015-09-15,07:00,15-00848,Arkansas State University-Main Campus,Found Article/Property
2015-09-15,09:48,General Campus,2015-09-14,08:00,15-00849,Arkansas State University-Main Campus,Found Article/Property
2015-09-15,13:38,101 N Caraway RD,2015-09-15,12:45,15-00850,Arkansas State University-Main Campus,Found Article/Property
