location,case_number,date_occurred,time_occurred,date_reported,time_reported,university,incident
400 marshall st,00054203,2016-10-23,01:11,2016-10-23,01:11,Syracuse University,motor vehicle accident      
400 marshall st,00062801,2016-12-03,00:07,2016-12-03,00:07,Syracuse University,intx-intoxicated person     
400 marshall st,00063962,2016-12-09,07:00,2016-12-09,07:25,Syracuse University,cmis- criminal mischief     
400 marshall st,2016,NA,05:10,NA,04:48,Syracuse University,00034471      pdam-property damage         
400 MARSHALL ST,14-129596,2014-01-23,22:24,2014-01-23,22:24,Syracuse University,Motor Vehicle Accident
400 MARSHALL ST,14-207241,2014-03-21,16:15,2014-03-21,16:15,Syracuse University,Motor Vehicle Accident
400 MARSHALL ST,14-288805,2014-05-21,11:45,2014-05-21,11:53,Syracuse University,PDAA-Prop. Damage Auto Accident
400 MARSHALL ST,14-322929,2014-06-13,13:24,2014-06-13,15:52,Syracuse University,Motor Vehicle Accident
400 MARSHALL ST,14-370438,2014-07-14,07:30,2014-07-16,17:11,Syracuse University,PDAM-Property Damage
400 MARSHALL ST,14-388904,2014-07-30,07:53,2014-07-30,08:05,Syracuse University,PDAA-Prop. Damage Auto Accident
400 MARSHALL ST,14-530577,2014-11-11,16:13,2014-11-11,16:13,Syracuse University,Motor Vehicle Accident
400 MARSHALL ST,15-230333,2015-04-09,22:00,2015-04-10,16:06,Syracuse University,PDAM-Property Damage
400 MARSHALL ST,15-330015,2015-06-19,15:15,2015-06-19,15:20,Syracuse University,PDAA-Prop. Damage Auto Accident
400 MARSHALL ST,15-552172,2015-11-19,12:30,2015-11-20,14:26,Syracuse University,Motor Vehicle Accident
400 MARSHALL ST,17-167083,NA,NA,NA,NA,Syracuse University,Motor Vehicle Accident
400 MARSHALL ST,17-188906,NA,NA,NA,NA,Syracuse University,w/Building
400 MARSHALL ST,17-257290,NA,NA,NA,NA,Syracuse University,INTX-Intoxicated Person
400 MARSHALL ST,17-263202,NA,NA,NA,NA,Syracuse University,PDAM-Property Damage
400 MARSHALL ST,17-281635,NA,NA,NA,NA,Syracuse University,Accident
400 MARSHALL ST,19-303253,2019-05-28,07:35,2019-05-29,08:04,Syracuse University,Motor Vehicle Accident
400 MARSHALL ST,DR: 19-207805,2019-03-22,06:40,2019-03-22,06:47,Syracuse University,Motor Vehicle Accident
400 ostrom ave,00006763,NA,02:50,NA,02:50,Syracuse University,intx-intoxicated person      intx-intoxicated person      intx-intoxicated person     
400 ostrom ave,00017077,NA,05:18,NA,05:18,Syracuse University,found property          
400 ostrom ave,00043621,NA,02:34,NA,02:34,Syracuse University,drug law violation-upm       
400 OSTROM AVE,17-184336,NA,NA,NA,NA,Syracuse University,STOP-Vehicle and Traffic
400 OSTROM AVE,17-206119,NA,NA,NA,NA,Syracuse University,INTX-Intoxicated Person
400 winding ridge rd,00040104,NA,01:50,NA,02:24,Syracuse University,motor vehicle accident      
401 chinook dr,00049328,2016-10-03,00:30,2016-10-03,00:30,Syracuse University,domp- domestic physical        domp- domestic physical       
401 CHINOOK DR,15-158827,2015-02-15,13:11,2015-02-15,13:11,Syracuse University,Motor Vehicle Accident
401 CHINOOK DR,17-257163,NA,NA,NA,NA,Syracuse University,FLUP-Followup
401 euclid ave,00040868,NA,05:00,NA,05:00,Syracuse University,intx-intoxicated person       
401 euclid ave,00065695,2016-12-17,02:08,2016-12-17,02:08,Syracuse University,drug-csc sanction only       
401 EUCLID AVE,14-450209,2014-09-11,20:15,2014-09-12,10:47,Syracuse University,INFO-Police Information
401 EUCLID AVE,15-424755,2015-08-22,09:45,2015-08-22,09:48,Syracuse University,TRES-Trespassing
401 EUCLID AVE,15-446058,2015-09-06,03:00,2015-09-06,05:24,Syracuse University,HARR-Harassment
401 EUCLID AVE,15-535634,2015-11-08,00:01,2015-11-08,00:04,Syracuse University,INTX-Intoxicated Person
401 EUCLID AVE,17-241190,NA,NA,NA,NA,Syracuse University,FLUP-Followup
401 EUCLID AVE,17-261522,NA,NA,NA,NA,Syracuse University,LARC-Larceny
401 EUCLID AVE,19-244842,2019-04-17,22:45,2019-04-17,22:45,Syracuse University,INTX-Intoxicated Person
401 EUCLID AVE,19-246384,2019-04-19,00:51,2019-04-19,00:51,Syracuse University,INTX-Intoxicated Person
401 EUCLID AVE,19-445745,2019-09-07,18:25,2019-09-07,18:25,Syracuse University,Alcohol Violation
401 EUCLID AVE,19-561219,2019-12-04,22:41,2019-12-04,22:41,Syracuse University,Bias - Incident Report
401 MARSHALL ST,14-386393,2014-07-24,08:55,2014-07-28,12:02,Syracuse University,PDAA-Prop. Damage Auto Accident
401 skytop rd,00002233,NA,07:31,NA,07:38,Syracuse University,pinj-personal injury/injury   
401 skytop rd,00002428,2016-12-19,01:55,NA,09:52,Syracuse University,flup-followup           
401 skytop rd,00008272,NA,00:36,NA,00:36,Syracuse University,found property          
401 skytop rd,00008591,NA,06:20,NA,07:05,Syracuse University,larc-larceny           
401 skytop rd,00011720,NA,02:00,NA,02:05,Syracuse University,larc-larceny            
401 skytop rd,00014405,NA,09:06,NA,09:06,Syracuse University,disp- verbal dispute        
401 skytop rd,00014987,NA,01:03,NA,01:03,Syracuse University,intx-intoxicated person       
401 skytop rd,00022861,NA,01:00,NA,03:40,Syracuse University,larc-larceny            
401 skytop rd,00041309,NA,03:45,NA,03:42,Syracuse University,pinj-personal injury/injury    
401 skytop rd,00050736,2016-10-08,03:18,2016-10-08,03:18,Syracuse University,harr-harassment           
401 skytop rd,00051911,2016-10-13,00:19,2016-10-13,00:19,Syracuse University,stop-vehicle and traffic stop    stop-vehicle and traffic stop    stop-vehicle and traffic stop    stop-vehicle and traffic stop   
401 skytop rd,00059028,2016-11-14,02:18,2016-11-14,02:18,Syracuse University,motor vehicle accident      
401 skytop rd,00059052,2016-11-14,05:13,2016-11-14,05:13,Syracuse University,larc-larceny            
401 skytop rd,00059620,2016-11-17,09:11,2016-11-17,09:11,Syracuse University,motor vehicle accident      
401 skytop rd,00059733,2016-11-17,01:14,2016-11-17,01:13,Syracuse University,pinj-personal injury/injury  
401 skytop rd,00059766,2016-11-18,00:51,2016-11-18,00:51,Syracuse University,intx-intoxicated person     
401 skytop rd,00063166,2016-12-05,03:15,2016-12-05,03:17,Syracuse University,larc-larceny           
401 SKYTOP RD,14-145025,2014-02-05,13:35,2014-02-05,13:40,Syracuse University,PINJ-Personal Injury/Injury
401 SKYTOP RD,14-185539,2014-02-28,16:19,2014-03-04,17:06,Syracuse University,Motor Vehicle Accident
401 SKYTOP RD,14-227922,2014-04-05,11:00,2014-04-06,11:55,Syracuse University,LARC-Larceny
401 SKYTOP RD,14-240885,2014-04-15,20:35,2014-04-15,20:54,Syracuse University,PINJ-Personal Injury/Injury
401 SKYTOP RD,14-271999,2014-05-07,17:00,2014-05-09,09:42,Syracuse University,DISP- Verbal Dispute
401 SKYTOP RD,14-437216,2014-08-18,12:00,2014-09-03,12:41,Syracuse University,HARR-Harassment
401 SKYTOP RD,14-438683,2014-08-31,14:30,2014-09-04,12:04,Syracuse University,PINJ-Personal Injury/Injury
401 SKYTOP RD,14-480041,2014-10-04,02:43,2014-10-04,02:43,Syracuse University,INTX-Intoxicated Person
401 SKYTOP RD,14-521772,2014-11-03,16:00,2014-11-05,08:11,Syracuse University,LARC-Larceny
401 SKYTOP RD,14-529773,2014-11-10,21:00,2014-11-10,22:40,Syracuse University,LARC-Larceny
401 SKYTOP RD,14-554331,2014-11-30,21:59,2014-11-30,21:59,Syracuse University,PDAA-Prop. Damage Auto Accident
401 SKYTOP RD,14-561016,2014-12-06,02:09,2014-12-06,02:09,Syracuse University,INTX-Intoxicated Person
401 SKYTOP RD,14-565288,2014-12-02,19:00,2014-12-09,16:16,Syracuse University,LARC-Larceny
401 SKYTOP RD,15-117027,2015-01-13,19:00,2015-01-13,22:20,Syracuse University,LARC-Larceny
401 SKYTOP RD,15-133550,2015-01-26,20:16,2015-01-26,20:18,Syracuse University,TRES-Trespassing
401 SKYTOP RD,15-137813,2015-01-30,00:06,2015-01-30,00:24,Syracuse University,Bias - Incident Report Bias - Incident Report
401 SKYTOP RD,15-150847,2015-02-08,11:00,2015-02-09,16:27,Syracuse University,LARC-Larceny
401 SKYTOP RD,15-162831,2015-02-17,20:16,2015-02-18,13:35,Syracuse University,LARC-Larceny LARC-Larceny LARC-Larceny
401 SKYTOP RD,15-179747,2015-03-03,11:25,2015-03-03,11:30,Syracuse University,Motor Vehicle Accident
401 SKYTOP RD,15-213351,2015-03-28,14:40,2015-03-28,14:40,Syracuse University,STOP-Vehicle and Traffic Stop
401 SKYTOP RD,15-221608,2015-04-03,17:49,2015-04-03,17:49,Syracuse University,PINJ-Personal Injury/Injury
401 SKYTOP RD,15-233352,2015-04-12,22:00,2015-04-12,22:39,Syracuse University,Motor Vehicle Accident
401 SKYTOP RD,15-258601,2015-04-30,16:19,2015-04-30,16:19,Syracuse University,DOMV- Domestic Verbal
401 SKYTOP RD,15-456450,2015-09-12,23:30,2015-09-13,00:27,Syracuse University,LARC-Larceny
401 SKYTOP RD,15-495469,2015-10-09,22:04,2015-10-09,22:04,Syracuse University,Robbery - Attempted
401 SKYTOP RD,15-514503,2015-10-23,18:40,2015-10-23,18:41,Syracuse University,Motor Vehicle Accident
401 SKYTOP RD,17-182842,NA,NA,NA,NA,Syracuse University,LARC-Larceny
401 SKYTOP RD,19-375937,2019-07-19,11:55,2019-07-19,12:12,Syracuse University,PDAM-Property Damage
401 SKYTOP RD,19-473968,2019-09-27,14:46,2019-09-27,14:46,Syracuse University,Motor Vehicle Accident
401 SKYTOP RD,19-520665,2019-11-02,02:20,2019-11-02,02:20,Syracuse University,INTX-Intoxicated Person
401 SKYTOP RD,19-572530,2019-12-13,20:48,2019-12-13,20:48,Syracuse University,SUSI-Suspicious Event/Incident
401 SKYTOP RD,19-572633,2019-12-13,19:28,2019-12-13,22:54,Syracuse University,LARC-Larceny
401 SKYTOP RD,DR# 16-,NA,NA,NA,NA,Syracuse University,FLUP-Followup
401 small rd,00055230,2016-10-28,01:02,2016-10-28,01:02,Syracuse University,intx-intoxicated person      intx-intoxicated person      intx-intoxicated person     
401 SMALL RD,14-554203,2014-11-30,19:20,2014-11-30,19:29,Syracuse University,DOMV- Domestic Verbal
401 SMALL RD,14-562802,2014-12-07,18:10,2014-12-07,18:16,Syracuse University,DOMV- Domestic Verbal
401 SMALL RD,15-242115,2015-04-18,18:36,2015-04-18,18:36,Syracuse University,PINJ-Personal Injury/Injury
401 SMALL RD,19-165141,2019-02-17,23:00,2019-02-17,23:21,Syracuse University,MENT- Emot. Disturbed Person
401 SMALL RD,19-416862,2019-08-16,22:00,2019-08-17,22:22,Syracuse University,SUSI-Suspicious Event/Incident
401 SMALL RD,19-451733,2019-09-11,22:06,2019-09-11,22:06,Syracuse University,TRES-Trespassing
401 university pl,00012115,NA,02:45,NA,02:45,Syracuse University,felc-fire/electrical       
401 UNIVERSITY PL,14-114855,2014-01-12,01:57,2014-01-12,01:59,Syracuse University,INTX-Intoxicated Person INTX-Intoxicated Person INTX-Intoxicated Person
401 UNIVERSITY PL,14-135065,2014-01-22,11:00,2014-01-28,09:45,Syracuse University,LARC-Larceny
401 UNIVERSITY PL,14-462356,2014-09-21,02:48,2014-09-21,02:48,Syracuse University,SUSP-Suspicious Person
401 UNIVERSITY PL,15-165745,2015-02-20,14:45,2015-02-20,14:47,Syracuse University,PINJ-Personal Injury/Injury
401 UNIVERSITY PL,15-432330,2015-08-27,19:10,2015-08-27,19:11,Syracuse University,PINJ-Personal Injury/Injury
401 UNIVERSITY PL,15-513464,2015-10-23,02:17,2015-10-23,02:17,Syracuse University,INTX-Intoxicated Person
401 UNIVERSITY PL,17-108750,NA,NA,NA,NA,Syracuse University,PINJ-Personal Injury/Injury
401 UNIVERSITY PL,17-245203,NA,NA,NA,NA,Syracuse University,HARR-Harassment
401 UNIVERSITY PL,DR# 14-227588,2014-04-06,01:41,2014-04-06,01:41,Syracuse University,INTX-Intoxicated Person INTX-Intoxicated Person INTX-Intoxicated Person
401 van buren st,00001835,NA,09:40,NA,09:41,Syracuse University,drug-csc sanction only         drug-csc sanction only         drug-csc sanction only        
401 van buren st,00003128,NA,03:11,NA,02:46,Syracuse University,cmis- criminal mischief     
401 van buren st,00003564,NA,02:00,NA,04:13,Syracuse University,found property           
401 van buren st,00005485,NA,03:46,NA,03:46,Syracuse University,intx-intoxicated person     
401 van buren st,00006195,NA,05:40,NA,05:48,Syracuse University,susp-suspicious person        
401 van buren st,00008560,NA,05:05,NA,02:30,Syracuse University,larc-larceny           
401 van buren st,00009144,NA,09:20,NA,09:20,Syracuse University,drug-csc sanction only        drug-csc sanction only        drug-csc sanction only       
401 van buren st,00009530,NA,07:00,NA,07:44,Syracuse University,found property          
401 van buren st,00009698,NA,02:14,NA,02:12,Syracuse University,intx-intoxicated person      intx-intoxicated person      intx-intoxicated person     
401 van buren st,00011180,NA,06:30,NA,08:38,Syracuse University,motor vehicle accident     
401 van buren st,00011404,NA,00:12,NA,00:12,Syracuse University,drug-narcotics offense       drug-narcotics offense       drug-narcotics offense       drug-narcotics offense       drug-narcotics offense       drug-narcotics offense      
401 van buren st,00011837,NA,00:15,NA,00:15,Syracuse University,intx-intoxicated person      
401 van buren st,00014129,NA,01:05,NA,01:05,Syracuse University,intx-intoxicated person       intx-intoxicated person       intx-intoxicated person      
401 van buren st,00014900,NA,03:30,NA,02:19,Syracuse University,pdam-property damage          
401 van buren st,00015033,NA,01:10,NA,01:10,Syracuse University,intx-intoxicated person       
401 van buren st,00017239,NA,02:00,NA,00:28,Syracuse University,forg-forgery            
401 van buren st,00017298,NA,08:38,NA,07:40,Syracuse University,harr-harassment           
401 van buren st,00020645,NA,01:00,NA,01:06,Syracuse University,ment- emot. disturbed person    
401 van buren st,00021395,NA,00:15,NA,00:15,Syracuse University,fire               
401 van buren st,00022507,NA,01:00,NA,01:17,Syracuse University,ment- emot. disturbed person    
401 van buren st,00023149,NA,00:54,NA,00:54,Syracuse University,found property           
401 van buren st,00024661,NA,04:20,NA,04:20,Syracuse University,motor vehicle accident      
401 van buren st,00036887,NA,08:35,NA,08:35,Syracuse University,dist-disturbance          
401 van buren st,00039490,NA,08:05,NA,08:09,Syracuse University,motor vehicle accident      
401 van buren st,00040342,NA,02:43,NA,02:42,Syracuse University,intx-intoxicated person      
401 van buren st,00040583,NA,01:29,NA,01:29,Syracuse University,intx-intoxicated person       
401 van buren st,00040600,NA,02:14,NA,02:10,Syracuse University,intx-intoxicated person       
401 van buren st,00041882,NA,03:10,NA,03:12,Syracuse University,intx-intoxicated person     
401 van buren st,00044673,NA,02:33,NA,02:27,Syracuse University,info-police information      
401 van buren st,00047094,NA,01:31,NA,01:27,Syracuse University,intx-intoxicated person      
401 van buren st,00047313,NA,01:10,NA,01:17,Syracuse University,intx-intoxicated person      
401 van buren st,00047438,NA,03:55,NA,03:55,Syracuse University,abc                
401 van buren st,00048494,NA,00:20,NA,00:18,Syracuse University,pinj-personal injury/injury   
401 van buren st,00048515,NA,02:41,NA,02:39,Syracuse University,intx-intoxicated person      
401 van buren st,00050466,2016-10-07,00:35,2016-10-07,00:35,Syracuse University,drug-csc sanction only        
401 van buren st,00050507,2016-10-07,03:12,2016-10-07,03:12,Syracuse University,drug-csc sanction only        
401 van buren st,00050515,2016-10-08,00:14,2016-10-08,00:14,Syracuse University,drug-csc sanction only        
401 van buren st,00050548,2016-10-08,02:12,2016-10-08,02:11,Syracuse University,intx-intoxicated person      intx-intoxicated person      intx-intoxicated person     
401 van buren st,00050756,2016-10-09,00:51,2016-10-09,00:51,Syracuse University,intx-intoxicated person     
401 van buren st,00051173,2016-10-10,00:05,2016-10-10,02:19,Syracuse University,harr-harassment            
401 van buren st,00051872,2016-10-13,08:30,2016-10-13,07:39,Syracuse University,harr-harassment            
401 van buren st,00051880,2016-10-13,08:30,2016-10-13,08:10,Syracuse University,hara-aggravated harrassment     
401 van buren st,00053425,2016-10-19,03:32,2016-10-19,03:32,Syracuse University,intx-intoxicated person       intx-intoxicated person       intx-intoxicated person      
401 van buren st,00054238,2016-10-23,02:30,2016-10-23,02:48,Syracuse University,intx-intoxicated person     
401 van buren st,00054984,2016-10-26,01:09,2016-10-26,01:04,Syracuse University,drug-csc sanction only       
401 van buren st,00055145,2016-10-20,06:02,2016-10-27,05:59,Syracuse University,harr-harassment            harr-harassment            harr-harassment           
401 van buren st,00055391,2016-10-28,09:01,2016-10-28,04:51,Syracuse University,forg-forgery            
401 van buren st,00055994,2016-10-30,09:00,2016-10-31,09:49,Syracuse University,larc-larceny            
401 van buren st,00056109,2016-10-31,01:54,2016-10-31,01:54,Syracuse University,info-police information      
401 van buren st,00056153,2016-11-01,02:00,2016-11-01,02:24,Syracuse University,intx-intoxicated person       intx-intoxicated person       intx-intoxicated person       intx-intoxicated person      
401 van buren st,00056816,2016-11-04,02:47,2016-11-04,02:47,Syracuse University,harr-harassment            
401 van buren st,00058544,2016-11-12,01:00,2016-11-12,01:07,Syracuse University,intx-intoxicated person      
401 van buren st,00058555,2016-11-12,01:42,2016-11-12,01:42,Syracuse University,intx-intoxicated person      
401 van buren st,00058832,2016-11-13,08:19,2016-11-13,08:19,Syracuse University,ment- emot. disturbed person    
401 van buren st,00058856,2016-11-11,00:30,2016-11-13,03:18,Syracuse University,larc-larceny            
401 van buren st,00058962,NA,NA,NA,NA,Syracuse University,"NA"
401 van buren st,00059953,2016-11-18,09:45,2016-11-18,00:14,Syracuse University,burg-burglary           
401 van buren st,00060083,2016-11-18,06:00,2016-11-19,03:00,Syracuse University,burg-burglary           
401 van buren st,00061851,2016-11-29,03:30,2016-11-29,03:54,Syracuse University,drug-csc sanction only        drug-csc sanction only        drug-csc sanction only        drug-csc sanction only       
401 van buren st,00062025,2016-11-17,03:31,2016-11-30,09:13,Syracuse University,pdam-property damage         
401 van buren st,00062846,2016-12-04,00:37,2016-12-04,00:36,Syracuse University,intx-intoxicated person      intx-intoxicated person      intx-intoxicated person     
401 van buren st,00063181,2016-12-02,06:05,2016-12-05,04:39,Syracuse University,harr-harassment            harr-harassment            harr-harassment            harr-harassment           
401 van buren st,00064001,2016-12-09,00:15,2016-12-09,00:19,Syracuse University,cmis- criminal mischief     
401 van buren st,00064167,2016-12-10,02:50,2016-12-10,02:50,Syracuse University,susi-suspicious event/incident  
401 van buren st,00065665,2016-12-17,09:25,2016-12-17,09:25,Syracuse University,drug-csc sanction only       
401 VAN BUREN ST,14-105585,2014-01-04,18:32,2014-01-04,18:32,Syracuse University,PDAM-Property Damage
401 VAN BUREN ST,14-121173,2014-01-17,04:20,2014-01-17,04:20,Syracuse University,MENT- Emot. Disturbed Person
401 VAN BUREN ST,14-123496,2014-01-18,01:00,2014-01-18,20:51,Syracuse University,MENT- Emot. Disturbed Person
401 VAN BUREN ST,14-123747,2014-01-19,01:01,2014-01-19,01:01,Syracuse University,INTX-Intoxicated Person INTX-Intoxicated Person INTX-Intoxicated Person
401 VAN BUREN ST,14-130854,2014-01-24,19:30,2014-01-24,19:46,Syracuse University,PINJ-Personal Injury/Injury
401 VAN BUREN ST,14-131040,2014-01-24,22:25,2014-01-24,22:25,Syracuse University,CSC Violation
401 VAN BUREN ST,14-131059,2014-01-24,22:46,2014-01-24,22:46,Syracuse University,ALRF-Fire Alarm
401 VAN BUREN ST,14-140256,2014-02-01,14:22,2014-02-01,14:22,Syracuse University,ALRF-Fire Alarm
401 VAN BUREN ST,14-141982,2014-02-03,04:25,2014-02-03,04:25,Syracuse University,MENT- Emot. Disturbed Person
401 VAN BUREN ST,14-148035,2014-02-03,21:30,2014-02-07,18:07,Syracuse University,DISP- Verbal Dispute
401 VAN BUREN ST,14-152091,2014-02-10,16:00,2014-02-11,09:09,Syracuse University,CMIS- Criminal Mischief
401 VAN BUREN ST,14-156784,2014-02-14,23:18,2014-02-14,23:24,Syracuse University,CSC Violation
401 VAN BUREN ST,14-161546,2014-02-18,21:42,2014-02-18,21:42,Syracuse University,DRUG-CSC Sanction Only DRUG-CSC Sanction Only DRUG-CSC Sanction Only DRUG-CSC Sanction Only DRUG-CSC Sanction Only
401 VAN BUREN ST,14-162516,2014-02-19,18:01,2014-02-19,18:01,Syracuse University,PDAM-Property Damage
401 VAN BUREN ST,14-165775,2014-02-22,07:00,2014-02-22,07:00,Syracuse University,PDAM-Property Damage
401 VAN BUREN ST,14-179506,2014-02-27,18:00,2014-02-27,18:49,Syracuse University,PINJ-Personal Injury/Injury
401 VAN BUREN ST,14-179814,2014-02-28,01:20,2014-02-28,01:24,Syracuse University,INTX-Intoxicated Person INTX-Intoxicated Person INTX-Intoxicated Person
401 VAN BUREN ST,14-180308,2014-02-28,00:45,2014-02-28,10:40,Syracuse University,HARR-Harassment HARR-Harassment
401 VAN BUREN ST,14-182336,2014-02-26,13:20,2014-03-02,01:00,Syracuse University,CSC Violation
401 VAN BUREN ST,14-182339,2014-02-14,12:29,2014-03-02,01:00,Syracuse University,CSC Violation
401 VAN BUREN ST,14-182347,2014-02-28,15:08,2014-03-02,01:00,Syracuse University,CSC Violation
401 VAN BUREN ST,14-182349,2014-02-20,23:33,2014-03-02,01:00,Syracuse University,CSC Violation
401 VAN BUREN ST,14-182359,2014-02-27,17:00,2014-03-02,01:01,Syracuse University,CSC Violation
401 VAN BUREN ST,14-182360,2014-02-27,19:35,2014-03-02,01:01,Syracuse University,CSC Violation
401 VAN BUREN ST,14-185379,2014-02-27,20:00,2014-03-04,15:17,Syracuse University,BURG-Burglary
401 VAN BUREN ST,14-187146,2014-03-04,22:15,2014-03-05,21:30,Syracuse University,LARC-Larceny
401 VAN BUREN ST,14-209257,2014-03-23,02:45,2014-03-23,02:54,Syracuse University,INTX-Intoxicated Person INTX-Intoxicated Person INTX-Intoxicated Person
401 VAN BUREN ST,14-218105,2014-03-30,01:02,2014-03-30,01:04,Syracuse University,INTX-Intoxicated Person INTX-Intoxicated Person INTX-Intoxicated Person INTX-Intoxicated Person
401 VAN BUREN ST,14-237050,2014-04-12,11:14,2014-04-13,11:13,Syracuse University,CMIS- Criminal Mischief
401 VAN BUREN ST,14-243240,2014-04-18,02:00,2014-04-18,08:46,Syracuse University,CMIS- Criminal Mischief
401 VAN BUREN ST,14-243970,2014-04-18,03:12,2014-04-18,03:12,Syracuse University,DRUG-CSC Sanction Only
401 VAN BUREN ST,14-245134,2014-04-18,20:38,2014-04-18,20:38,Syracuse University,PDAM-Property Damage
401 VAN BUREN ST,14-245326,2014-04-19,00:06,2014-04-19,00:06,Syracuse University,CMIS- Criminal Mischief
401 VAN BUREN ST,14-245428,2014-04-19,00:30,2014-04-19,01:25,Syracuse University,INTX-Intoxicated Person INTX-Intoxicated Person INTX-Intoxicated Person INTX-Intoxicated Person
401 VAN BUREN ST,14-254610,2014-04-25,16:30,2014-04-26,09:23,Syracuse University,CMIS- Criminal Mischief
401 VAN BUREN ST,14-265026,2014-05-04,06:23,2014-05-04,06:23,Syracuse University,CMIS- Criminal Mischief
401 VAN BUREN ST,14-270022,2014-04-07,18:00,2014-05-07,20:50,Syracuse University,SUSI-Suspicious Event/Incident
401 VAN BUREN ST,14-387830,2014-07-29,12:35,2014-07-29,13:02,Syracuse University,LARC-Larceny
401 VAN BUREN ST,14-425527,2014-08-26,00:57,2014-08-26,00:57,Syracuse University,PINJ-Personal Injury/Injury
401 VAN BUREN ST,14-429664,2014-08-28,14:00,2014-08-28,22:48,Syracuse University,INTX-Intoxicated Person
401 VAN BUREN ST,14-432320,2014-08-30,20:00,2014-08-30,20:36,Syracuse University,PINJ-Personal Injury/Injury
401 VAN BUREN ST,14-432743,2014-08-31,03:54,2014-08-31,03:54,Syracuse University,INTX-Intoxicated Person
401 VAN BUREN ST,14-433432,2014-08-31,19:40,2014-08-31,19:48,Syracuse University,PINJ-Personal Injury/Injury
401 VAN BUREN ST,14-434704,2014-08-31,12:00,2014-09-01,18:14,Syracuse University,LARC-Larceny
401 VAN BUREN ST,14-443457,2014-08-31,18:16,2014-08-31,20:21,Syracuse University,STLV-Stolen Veh- Motor Veh Theft
401 VAN BUREN ST,14-460800,2014-09-20,00:50,2014-09-20,00:54,Syracuse University,INTX-Intoxicated Person
401 VAN BUREN ST,14-472008,2014-09-28,00:30,2014-09-28,04:43,Syracuse University,INTX-Intoxicated Person
401 VAN BUREN ST,14-472920,2014-09-29,00:15,2014-09-29,00:28,Syracuse University,MENT- Emot. Disturbed Person
401 VAN BUREN ST,14-479964,2014-10-04,01:26,2014-10-04,01:28,Syracuse University,INTX-Intoxicated Person
401 VAN BUREN ST,14-479980,2014-10-04,01:50,2014-10-04,01:50,Syracuse University,INTX-Intoxicated Person
401 VAN BUREN ST,14-480060,2014-10-04,03:50,2014-10-04,03:51,Syracuse University,INFO-Police Information
401 VAN BUREN ST,14-491333,2014-10-12,20:30,2014-10-12,21:58,Syracuse University,DRUG-CSC Sanction Only DRUG-CSC Sanction Only DRUG-CSC Sanction Only
401 VAN BUREN ST,14-497200,2014-10-17,02:42,2014-10-17,02:42,Syracuse University,INTX-Intoxicated Person
401 VAN BUREN ST,14-518441,2014-11-02,01:02,2014-11-02,02:02,Syracuse University,DOMV- Domestic Verbal
401 VAN BUREN ST,14-524713,2014-11-06,22:32,2014-11-06,22:32,Syracuse University,DRUG-CSC Sanction Only DRUG-CSC Sanction Only
401 VAN BUREN ST,14-527505,2014-11-09,03:42,2014-11-09,04:33,Syracuse University,SXOF-Sex Offense
401 VAN BUREN ST,14-568500,2014-12-10,19:52,2014-12-10,19:52,Syracuse University,ABNV-Abandoned Vehicle
401 VAN BUREN ST,15-119740,2015-01-16,00:40,2015-01-16,00:40,Syracuse University,INTX-Intoxicated Person
401 VAN BUREN ST,15-147964,2015-02-07,03:00,2015-02-07,03:12,Syracuse University,INTX-Intoxicated Person INTX-Intoxicated Person INTX-Intoxicated Person
401 VAN BUREN ST,15-156594,2015-02-13,18:47,2015-02-13,18:47,Syracuse University,PDAM-Property Damage
401 VAN BUREN ST,15-169154,2015-02-23,16:00,2015-02-23,16:44,Syracuse University,DRUG Law Violation-UPM
401 VAN BUREN ST,15-172387,2015-02-25,13:39,2015-02-25,13:39,Syracuse University,ALRF-Fire Alarm
401 VAN BUREN ST,15-176783,2015-02-28,20:47,2015-02-28,20:47,Syracuse University,PKNG-Parking Complaint
401 VAN BUREN ST,15-202432,2015-03-20,07:00,2015-03-20,07:06,Syracuse University,INTX-Intoxicated Person
401 VAN BUREN ST,15-202706,2014-11-30,06:00,2015-03-20,11:09,Syracuse University,LARC-Larceny LARC-Larceny
401 VAN BUREN ST,15-204882,2015-03-22,00:30,2015-03-22,00:48,Syracuse University,PINJ-Personal Injury/Injury
401 VAN BUREN ST,15-214086,2015-03-29,04:25,2015-03-29,04:25,Syracuse University,INTX-Intoxicated Person
401 VAN BUREN ST,15-224269,2015-04-05,19:30,2015-04-05,22:56,Syracuse University,SUIC-Suicide Attempt/Threat
401 VAN BUREN ST,15-253136,2015-04-26,19:00,2015-04-26,23:40,Syracuse University,PINJ-Personal Injury/Injury
401 VAN BUREN ST,15-258203,2015-04-30,15:12,2015-04-30,16:38,Syracuse University,PDAM-Property Damage
401 VAN BUREN ST,15-260194,2015-05-02,01:35,2015-05-02,01:38,Syracuse University,INTX-Intoxicated Person INTX-Intoxicated Person INTX-Intoxicated Person
401 VAN BUREN ST,15-438140,2015-08-31,18:00,2015-08-31,21:27,Syracuse University,LARC-Larceny
401 VAN BUREN ST,15-445947,2015-09-06,01:31,2015-09-06,01:31,Syracuse University,INTX-Intoxicated Person INTX-Intoxicated Person INTX-Intoxicated Person
