date_reported,case_number,incident,location,date_occurred,time_occurred,time_reported,university
2018-05-18,1869-002018,WELFARE CHECK,NA,NA,NA,10:22,University of California-Berkeley
2018-05-18,1862-002018,MISC. SERVICE,NA,NA,NA,10:46,University of California-Berkeley
2018-05-18,1857-002018,ALARM,NA,NA,NA,11:29,University of California-Berkeley
2018-05-18,1862-002018,MISC. SERVICE,NA,NA,NA,12:23,University of California-Berkeley
2018-05-18,1866-002018,SUSPICIOUS EVENT,NA,NA,NA,12:29,University of California-Berkeley
2018-05-18,1864-002018,PEDESTRIAN STOP,NA,NA,NA,12:51,University of California-Berkeley
2018-05-18,1868-002018,TRAFFIC STOP,NA,NA,NA,13:01,University of California-Berkeley
2018-05-18,1862-002018,MISC. SERVICE,NA,NA,NA,13:21,University of California-Berkeley
2018-05-18,1858-002018,ALL OTHER OFFENSES,NA,NA,NA,13:40,University of California-Berkeley
2018-05-18,1861-002018,MEDICAL EVENT,NA,NA,NA,13:58,University of California-Berkeley
2018-05-18,1866-002018,SUSPICIOUS EVENT,NA,NA,NA,14:21,University of California-Berkeley
2018-05-18,1865-002018,SUPPLEMENT,NA,NA,NA,15:16,University of California-Berkeley
2018-05-18,1865-002018,SUPPLEMENT,NA,NA,NA,15:38,University of California-Berkeley
2018-05-18,1866-002018,SUSPICIOUS EVENT,NA,NA,NA,15:57,University of California-Berkeley
2018-05-18,1860-002018,BURGLARY,NA,NA,NA,16:14,University of California-Berkeley
2018-05-18,1861-002018,MEDICAL EVENT,NA,NA,NA,16:43,University of California-Berkeley
2018-05-18,1858-002018,ALL OTHER OFFENSES,NA,NA,NA,16:50,University of California-Berkeley
2018-05-18,1858-002018,ALL OTHER OFFENSES,NA,NA,NA,17:30,University of California-Berkeley
2018-05-18,1863-002018,OUTSIDE ASSIST,NA,NA,NA,17:40,University of California-Berkeley
2018-05-18,1862-002018,MISC. SERVICE,NA,NA,NA,17:58,University of California-Berkeley
2018-05-18,1858-002018,ALL OTHER OFFENSES,NA,NA,NA,19:18,University of California-Berkeley
2018-05-18,1869-002018,WELFARE CHECK,NA,NA,NA,20:36,University of California-Berkeley
2018-05-18,1868-002018,TRAFFIC STOP,NA,NA,NA,21:28,University of California-Berkeley
2018-05-18,1859-002018,BIKE STOP,NA,NA,NA,21:38,University of California-Berkeley
2018-05-18,1869-002018,WELFARE CHECK,NA,NA,NA,22:02,University of California-Berkeley
2018-05-18,1868-002018,TRAFFIC STOP,NA,NA,NA,22:07,University of California-Berkeley
2018-05-18,1862-002018,MISC. SERVICE,NA,NA,NA,22:24,University of California-Berkeley
2018-05-18,1864-002018,PEDESTRIAN STOP,NA,NA,NA,22:39,University of California-Berkeley
2018-05-18,1868-002018,TRAFFIC STOP,NA,NA,NA,22:54,University of California-Berkeley
2018-05-18,1868-002018,TRAFFIC STOP,NA,NA,NA,23:08,University of California-Berkeley
2018-05-18,1868-002018,TRAFFIC STOP,NA,NA,NA,23:09,University of California-Berkeley
2018-05-18,1868-002018,TRAFFIC STOP,NA,NA,NA,23:09,University of California-Berkeley
2018-05-18,1868-002018,TRAFFIC STOP,NA,NA,NA,23:25,University of California-Berkeley
2018-05-19,1877-002018,SUSPICIOUS EVENT,NA,NA,NA,1:09,University of California-Berkeley
2018-05-19,1875-002018,OUTSIDE ASSIST,NA,NA,NA,1:46,University of California-Berkeley
2018-05-19,1878-002018,TOW,NA,NA,NA,2:06,University of California-Berkeley
2018-05-19,1879-002018,TRAFFIC STOP,NA,NA,NA,2:11,University of California-Berkeley
2018-05-19,1874-002018,MISC. SERVICE,NA,NA,NA,2:44,University of California-Berkeley
2018-05-19,1873-002018,MAINTENANCE ISSUE,NA,NA,NA,2:46,University of California-Berkeley
2018-05-19,1880-002018,VANDALISM,NA,NA,NA,6:31,University of California-Berkeley
2018-05-19,1870-002018,ALL OTHER OFFENSES,NA,NA,NA,8:11,University of California-Berkeley
2018-05-19,1871-002018,ANIMAL CASE,NA,NA,NA,8:30,University of California-Berkeley
2018-05-19,1877-002018,SUSPICIOUS EVENT,NA,NA,NA,10:14,University of California-Berkeley
2018-05-19,1873-002018,MAINTENANCE ISSUE,NA,NA,NA,10:56,University of California-Berkeley
2018-05-19,1877-002018,SUSPICIOUS EVENT,NA,NA,NA,11:08,University of California-Berkeley
2018-05-19,1876-002018,PEDESTRIAN STOP,NA,NA,NA,12:08,University of California-Berkeley
2018-05-19,1881-002018,WELFARE CHECK,NA,NA,NA,13:35,University of California-Berkeley
2018-05-19,1872-002018,LARCENY/THEFT,NA,NA,NA,16:54,University of California-Berkeley
2018-05-19,1879-002018,TRAFFIC STOP,NA,NA,NA,17:00,University of California-Berkeley
2018-05-19,1874-002018,MISC. SERVICE,NA,NA,NA,20:07,University of California-Berkeley
2018-05-19,1879-002018,TRAFFIC STOP,NA,NA,NA,21:31,University of California-Berkeley
2018-05-19,1879-002018,TRAFFIC STOP,NA,NA,NA,22:19,University of California-Berkeley
2018-05-19,1879-002018,TRAFFIC STOP,NA,NA,NA,22:37,University of California-Berkeley
2018-05-19,1879-002018,TRAFFIC STOP,NA,NA,NA,23:08,University of California-Berkeley
2018-05-19,1873-002018,MAINTENANCE ISSUE,NA,NA,NA,23:57,University of California-Berkeley
2018-05-20,1889-002018,PEDESTRIAN STOP,NA,NA,NA,0:11,University of California-Berkeley
2018-05-20,1889-002018,PEDESTRIAN STOP,NA,NA,NA,0:23,University of California-Berkeley
2018-05-20,1889-002018,PEDESTRIAN STOP,NA,NA,NA,0:24,University of California-Berkeley
2018-05-20,1889-002018,PEDESTRIAN STOP,NA,NA,NA,0:35,University of California-Berkeley
2018-05-20,1889-002018,PEDESTRIAN STOP,NA,NA,NA,0:52,University of California-Berkeley
2018-05-20,1892-002018,WELFARE CHECK,NA,NA,NA,1:59,University of California-Berkeley
2018-05-20,1889-002018,PEDESTRIAN STOP,NA,NA,NA,2:45,University of California-Berkeley
2018-05-20,1889-002018,PEDESTRIAN STOP,NA,NA,NA,3:19,University of California-Berkeley
2018-05-20,1882-002018,ALL OTHER OFFENSES,NA,NA,NA,3:36,University of California-Berkeley
2018-05-20,1889-002018,PEDESTRIAN STOP,NA,NA,NA,3:46,University of California-Berkeley
2018-05-20,1883-002018,DISORDERLY CONDUCT,NA,NA,NA,7:26,University of California-Berkeley
2018-05-20,1891-002018,TRAFFIC STOP,NA,NA,NA,10:13,University of California-Berkeley
2018-05-20,1887-002018,OTHER ASSAULTS,NA,NA,NA,10:36,University of California-Berkeley
2018-05-20,1891-002018,TRAFFIC STOP,NA,NA,NA,12:04,University of California-Berkeley
2018-05-20,1891-002018,TRAFFIC STOP,NA,NA,NA,13:19,University of California-Berkeley
2018-05-20,1891-002018,TRAFFIC STOP,NA,NA,NA,13:39,University of California-Berkeley
2018-05-20,1890-002018,SUSPICIOUS EVENT,NA,NA,NA,15:01,University of California-Berkeley
2018-05-20,1891-002018,TRAFFIC STOP,NA,NA,NA,15:22,University of California-Berkeley
2018-05-20,1886-002018,MISC. SERVICE,NA,NA,NA,16:04,University of California-Berkeley
2018-05-20,1888-002018,OUTSIDE ASSIST,NA,NA,NA,16:14,University of California-Berkeley
2018-05-20,1890-002018,SUSPICIOUS EVENT,NA,NA,NA,16:24,University of California-Berkeley
2018-05-20,1891-002018,TRAFFIC STOP,NA,NA,NA,16:47,University of California-Berkeley
2018-05-20,1891-002018,TRAFFIC STOP,NA,NA,NA,16:51,University of California-Berkeley
2018-05-20,1891-002018,TRAFFIC STOP,NA,NA,NA,17:02,University of California-Berkeley
2018-05-20,1884-002018,LARCENY/THEFT,NA,NA,NA,17:42,University of California-Berkeley
2018-05-20,1882-002018,ALL OTHER OFFENSES,NA,NA,NA,18:49,University of California-Berkeley
2018-05-20,1891-002018,TRAFFIC STOP,NA,NA,NA,21:08,University of California-Berkeley
2018-05-20,1891-002018,TRAFFIC STOP,NA,NA,NA,21:28,University of California-Berkeley
2018-05-20,1891-002018,TRAFFIC STOP,NA,NA,NA,21:52,University of California-Berkeley
2018-05-20,1891-002018,TRAFFIC STOP,NA,NA,NA,22:15,University of California-Berkeley
2018-05-20,1889-002018,PEDESTRIAN STOP,NA,NA,NA,22:25,University of California-Berkeley
2018-05-20,1892-002018,WELFARE CHECK,NA,NA,NA,22:25,University of California-Berkeley
2018-05-20,1891-002018,TRAFFIC STOP,NA,NA,NA,22:37,University of California-Berkeley
2018-05-20,1885-002018,MEDICAL EVENT,NA,NA,NA,23:48,University of California-Berkeley
2018-05-21,1898-002018,MISC. SERVICE,NA,NA,NA,2:58,University of California-Berkeley
2018-05-21,1897-002018,MEDICAL EVENT,NA,NA,NA,6:13,University of California-Berkeley
2018-05-21,1902-002018,VANDALISM,NA,NA,NA,6:19,University of California-Berkeley
2018-05-21,1896-002018,LARCENY/THEFT,NA,NA,NA,6:21,University of California-Berkeley
2018-05-21,1893-002018,ALL OTHER OFFENSES,NA,NA,NA,6:54,University of California-Berkeley
2018-05-21,1898-002018,MISC. SERVICE,NA,NA,NA,7:40,University of California-Berkeley
2018-05-21,1903-002018,VEHICLE CODE VIOLATION,NA,NA,NA,8:08,University of California-Berkeley
2018-05-21,1902-002018,VANDALISM,NA,NA,NA,9:11,University of California-Berkeley
2018-05-21,1894-002018,BURGLARY,NA,NA,NA,10:04,University of California-Berkeley
2018-05-21,1898-002018,MISC. SERVICE,NA,NA,NA,11:47,University of California-Berkeley
2018-05-21,1900-002018,SUSPICIOUS EVENT,NA,NA,NA,12:17,University of California-Berkeley
2018-05-21,1902-002018,VANDALISM,NA,NA,NA,12:46,University of California-Berkeley
2018-05-21,1897-002018,MEDICAL EVENT,NA,NA,NA,13:04,University of California-Berkeley
2018-05-21,1904-002018,WELFARE CHECK,NA,NA,NA,13:32,University of California-Berkeley
2018-05-21,1901-002018,TRAFFIC STOP,NA,NA,NA,14:49,University of California-Berkeley
2018-05-21,1896-002018,LARCENY/THEFT,NA,NA,NA,14:57,University of California-Berkeley
2018-05-21,1896-002018,LARCENY/THEFT,NA,NA,NA,15:43,University of California-Berkeley
2018-05-21,1893-002018,ALL OTHER OFFENSES,NA,NA,NA,16:10,University of California-Berkeley
2018-05-21,1893-002018,ALL OTHER OFFENSES,NA,NA,NA,17:47,University of California-Berkeley
2018-05-21,1901-002018,TRAFFIC STOP,NA,NA,NA,20:06,University of California-Berkeley
2018-05-21,1901-002018,TRAFFIC STOP,NA,NA,NA,20:30,University of California-Berkeley
2018-05-21,1901-002018,TRAFFIC STOP,NA,NA,NA,20:39,University of California-Berkeley
2018-05-21,1901-002018,TRAFFIC STOP,NA,NA,NA,21:17,University of California-Berkeley
2018-05-21,1901-002018,TRAFFIC STOP,NA,NA,NA,21:23,University of California-Berkeley
2018-05-21,1901-002018,TRAFFIC STOP,NA,NA,NA,21:48,University of California-Berkeley
2018-05-21,1899-002018,PEDESTRIAN STOP,NA,NA,NA,22:03,University of California-Berkeley
2018-05-21,1895-002018,DISORDERLY CONDUCT,NA,NA,NA,22:08,University of California-Berkeley
2018-05-21,1893-002018,ALL OTHER OFFENSES,NA,NA,NA,23:21,University of California-Berkeley
2018-05-21,1900-002018,SUSPICIOUS EVENT,NA,NA,NA,23:59,University of California-Berkeley
2018-05-22,1915-002018,SUSPICIOUS EVENT,NA,NA,NA,0:26,University of California-Berkeley
2018-05-22,1916-002018,TRAFFIC STOP,NA,NA,NA,1:01,University of California-Berkeley
2018-05-22,1914-002018,PEDESTRIAN STOP,NA,NA,NA,2:56,University of California-Berkeley
2018-05-22,1911-002018,MISC. SERVICE,NA,NA,NA,6:11,University of California-Berkeley
2018-05-22,1915-002018,SUSPICIOUS EVENT,NA,NA,NA,6:26,University of California-Berkeley
2018-05-22,1911-002018,MISC. SERVICE,NA,NA,NA,7:22,University of California-Berkeley
2018-05-22,1906-002018,ALL OTHER OFFENSES,NA,NA,NA,7:25,University of California-Berkeley
2018-05-22,1911-002018,MISC. SERVICE,NA,NA,NA,7:45,University of California-Berkeley
2018-05-22,1908-002018,FORGERY AND COUNTERFEITING,NA,NA,NA,8:52,University of California-Berkeley
2018-05-22,1907-002018,DISORDERLY CONDUCT,NA,NA,NA,9:01,University of California-Berkeley
2018-05-22,1912-002018,OTHER ASSAULTS,NA,NA,NA,9:52,University of California-Berkeley
2018-05-22,1911-002018,MISC. SERVICE,NA,NA,NA,9:59,University of California-Berkeley
2018-05-22,1917-002018,VEHICLE CODE VIOLATION,NA,NA,NA,10:18,University of California-Berkeley
2018-05-22,1915-002018,SUSPICIOUS EVENT,NA,NA,NA,10:18,University of California-Berkeley
2018-05-22,1916-002018,TRAFFIC STOP,NA,NA,NA,10:42,University of California-Berkeley
2018-05-22,1916-002018,TRAFFIC STOP,NA,NA,NA,10:47,University of California-Berkeley
2018-05-22,1906-002018,ALL OTHER OFFENSES,NA,NA,NA,11:01,University of California-Berkeley
2018-05-22,1905-002018,ADMINISTRATIVE SERVICE,NA,NA,NA,11:21,University of California-Berkeley
2018-05-22,1907-002018,DISORDERLY CONDUCT,NA,NA,NA,11:54,University of California-Berkeley
2018-05-22,1911-002018,MISC. SERVICE,NA,NA,NA,11:58,University of California-Berkeley
2018-05-22,1918-002018,WELFARE CHECK,NA,NA,NA,13:03,University of California-Berkeley
2018-05-22,1913-002018,OUTSIDE ASSIST,NA,NA,NA,13:24,University of California-Berkeley
2018-05-22,1917-002018,VEHICLE CODE VIOLATION,NA,NA,NA,13:32,University of California-Berkeley
2018-05-22,1910-002018,MEDICAL EVENT,NA,NA,NA,13:33,University of California-Berkeley
2018-05-22,1918-002018,WELFARE CHECK,NA,NA,NA,14:54,University of California-Berkeley
2018-05-22,1911-002018,MISC. SERVICE,NA,NA,NA,16:53,University of California-Berkeley
2018-05-22,1913-002018,OUTSIDE ASSIST,NA,NA,NA,17:21,University of California-Berkeley
2018-05-22,1909-002018,LARCENY/THEFT,NA,NA,NA,17:45,University of California-Berkeley
2018-05-22,1906-002018,ALL OTHER OFFENSES,NA,NA,NA,21:05,University of California-Berkeley
2018-05-22,1910-002018,MEDICAL EVENT,NA,NA,NA,21:32,University of California-Berkeley
2018-05-22,1906-002018,ALL OTHER OFFENSES,NA,NA,NA,22:26,University of California-Berkeley
2018-05-22,1915-002018,SUSPICIOUS EVENT,NA,NA,NA,22:27,University of California-Berkeley
2018-05-22,1913-002018,OUTSIDE ASSIST,NA,NA,NA,NA,University of California-Berkeley
2018-05-23,1927-002018,TRAFFIC STOP,NA,NA,NA,1:58,University of California-Berkeley
2018-05-23,1919-002018,ALL OTHER OFFENSES,NA,NA,NA,4:50,University of California-Berkeley
2018-05-23,1919-002018,ALL OTHER OFFENSES,NA,NA,NA,8:43,University of California-Berkeley
2018-05-23,1919-002018,ALL OTHER OFFENSES,NA,NA,NA,8:55,University of California-Berkeley
2018-05-23,1928-002018,VEHICLE CODE VIOLATION,NA,NA,NA,9:53,University of California-Berkeley
2018-05-23,1929-002018,WELFARE CHECK,NA,NA,NA,10:56,University of California-Berkeley
2018-05-23,1922-002018,MISC. SERVICE,NA,NA,NA,12:13,University of California-Berkeley
2018-05-23,1929-002018,WELFARE CHECK,NA,NA,NA,12:45,University of California-Berkeley
2018-05-23,1921-002018,MEDICAL EVENT,NA,NA,NA,13:19,University of California-Berkeley
2018-05-23,1920-002018,LARCENY/THEFT,NA,NA,NA,13:40,University of California-Berkeley
2018-05-23,1920-002018,LARCENY/THEFT,NA,NA,NA,13:48,University of California-Berkeley
2018-05-23,1922-002018,MISC. SERVICE,NA,NA,NA,14:40,University of California-Berkeley
2018-05-23,1922-002018,MISC. SERVICE,NA,NA,NA,15:32,University of California-Berkeley
2018-05-23,1924-002018,PEDESTRIAN STOP,NA,NA,NA,15:54,University of California-Berkeley
2018-05-23,1924-002018,PEDESTRIAN STOP,NA,NA,NA,16:44,University of California-Berkeley
2018-05-23,1920-002018,LARCENY/THEFT,NA,NA,NA,17:15,University of California-Berkeley
2018-05-23,1919-002018,ALL OTHER OFFENSES,NA,NA,NA,18:27,University of California-Berkeley
2018-05-23,1922-002018,MISC. SERVICE,NA,NA,NA,18:54,University of California-Berkeley
2018-05-23,1927-002018,TRAFFIC STOP,NA,NA,NA,20:18,University of California-Berkeley
2018-05-23,1927-002018,TRAFFIC STOP,NA,NA,NA,20:22,University of California-Berkeley
2018-05-23,1927-002018,TRAFFIC STOP,NA,NA,NA,20:31,University of California-Berkeley
2018-05-23,1926-002018,TOW,NA,NA,NA,20:35,University of California-Berkeley
2018-05-23,1927-002018,TRAFFIC STOP,NA,NA,NA,20:54,University of California-Berkeley
2018-05-23,1927-002018,TRAFFIC STOP,NA,NA,NA,21:08,University of California-Berkeley
2018-05-23,1924-002018,PEDESTRIAN STOP,NA,NA,NA,21:11,University of California-Berkeley
2018-05-23,1927-002018,TRAFFIC STOP,NA,NA,NA,21:49,University of California-Berkeley
2018-05-23,1919-002018,ALL OTHER OFFENSES,NA,NA,NA,21:57,University of California-Berkeley
2018-05-23,1927-002018,TRAFFIC STOP,NA,NA,NA,22:32,University of California-Berkeley
2018-05-23,1927-002018,TRAFFIC STOP,NA,NA,NA,22:34,University of California-Berkeley
2018-05-23,1927-002018,TRAFFIC STOP,NA,NA,NA,22:54,University of California-Berkeley
2018-05-23,1923-002018,OUTSIDE ASSIST,NA,NA,NA,22:57,University of California-Berkeley
2018-05-23,1927-002018,TRAFFIC STOP,NA,NA,NA,23:20,University of California-Berkeley
2018-05-23,1925-002018,SUSPICIOUS EVENT,NA,NA,NA,23:22,University of California-Berkeley
2018-05-23,1923-002018,OUTSIDE ASSIST,NA,NA,NA,23:39,University of California-Berkeley
2018-05-23,1919-002018,ALL OTHER OFFENSES,NA,NA,NA,23:50,University of California-Berkeley
2018-05-24,1938-002018,TRAFFIC STOP,NA,NA,NA,0:05,University of California-Berkeley
2018-05-24,1937-002018,SUSPICIOUS EVENT,NA,NA,NA,0:16,University of California-Berkeley
2018-05-24,1932-002018,DRUG VIOLATIONS,NA,NA,NA,0:20,University of California-Berkeley
2018-05-24,1931-002018,DEMONSTRATION,NA,NA,NA,9:04,University of California-Berkeley
2018-05-24,1938-002018,TRAFFIC STOP,NA,NA,NA,9:19,University of California-Berkeley
2018-05-24,1939-002018,VANDALISM,NA,NA,NA,9:20,University of California-Berkeley
2018-05-24,1937-002018,SUSPICIOUS EVENT,NA,NA,NA,9:35,University of California-Berkeley
2018-05-24,1937-002018,SUSPICIOUS EVENT,NA,NA,NA,10:11,University of California-Berkeley
2018-05-24,1940-002018,WELFARE CHECK,NA,NA,NA,11:52,University of California-Berkeley
2018-05-24,1940-002018,WELFARE CHECK,NA,NA,NA,12:23,University of California-Berkeley
2018-05-24,1938-002018,TRAFFIC STOP,NA,NA,NA,13:23,University of California-Berkeley
2018-05-24,1935-002018,MISC. SERVICE,NA,NA,NA,13:49,University of California-Berkeley
2018-05-24,1940-002018,WELFARE CHECK,NA,NA,NA,14:17,University of California-Berkeley
2018-05-24,1935-002018,MISC. SERVICE,NA,NA,NA,14:23,University of California-Berkeley
2018-05-24,1934-002018,MAINTENANCE ISSUE,NA,NA,NA,14:37,University of California-Berkeley
2018-05-24,1938-002018,TRAFFIC STOP,NA,NA,NA,15:07,University of California-Berkeley
2018-05-24,1938-002018,TRAFFIC STOP,NA,NA,NA,16:16,University of California-Berkeley
2018-05-24,1940-002018,WELFARE CHECK,NA,NA,NA,16:49,University of California-Berkeley
2018-05-24,1930-002018,ANIMAL CASE,NA,NA,NA,19:39,University of California-Berkeley
2018-05-24,1936-002018,PEDESTRIAN STOP,NA,NA,NA,21:08,University of California-Berkeley
2018-05-24,1933-002018,LARCENY/THEFT,NA,NA,NA,21:12,University of California-Berkeley
2018-05-24,1937-002018,SUSPICIOUS EVENT,NA,NA,NA,21:51,University of California-Berkeley
2018-05-24,1932-002018,DRUG VIOLATIONS,NA,NA,NA,22:00,University of California-Berkeley
2018-05-24,1938-002018,TRAFFIC STOP,NA,NA,NA,22:00,University of California-Berkeley
2018-05-24,1938-002018,TRAFFIC STOP,NA,NA,NA,23:43,University of California-Berkeley
2018-05-25,1941-002018,ALL OTHER OFFENSES,NA,NA,NA,0:26,University of California-Berkeley
2018-05-25,1954-002018,TRAFFIC STOP,NA,NA,NA,0:33,University of California-Berkeley
2018-05-25,1948-002018,MISC. SERVICE,NA,NA,NA,1:02,University of California-Berkeley
2018-05-25,1953-002018,TOW,NA,NA,NA,1:56,University of California-Berkeley
2018-05-25,1949-002018,PEDESTRIAN STOP,NA,NA,NA,2:32,University of California-Berkeley
2018-05-25,1946-002018,MAINTENANCE ISSUE,NA,NA,NA,3:15,University of California-Berkeley
2018-05-25,1952-002018,SUSPICIOUS EVENT,NA,NA,NA,4:37,University of California-Berkeley
2018-05-25,1952-002018,SUSPICIOUS EVENT,NA,NA,NA,5:17,University of California-Berkeley
2018-05-25,1948-002018,MISC. SERVICE,NA,NA,NA,5:28,University of California-Berkeley
2018-05-25,1954-002018,TRAFFIC STOP,NA,NA,NA,9:37,University of California-Berkeley
2018-05-25,1954-002018,TRAFFIC STOP,NA,NA,NA,10:24,University of California-Berkeley
2018-05-25,1943-002018,DISORDERLY CONDUCT,NA,NA,NA,10:51,University of California-Berkeley
2018-05-25,1944-002018,DRUG VIOLATIONS,NA,NA,NA,11:15,University of California-Berkeley
2018-05-25,1954-002018,TRAFFIC STOP,NA,NA,NA,11:41,University of California-Berkeley
2018-05-25,1948-002018,MISC. SERVICE,NA,NA,NA,11:59,University of California-Berkeley
2018-05-25,1951-002018,STOLEN PROPERTY,NA,NA,NA,12:14,University of California-Berkeley
2018-05-25,1947-002018,MEDICAL EVENT,NA,NA,NA,12:34,University of California-Berkeley
2018-05-25,1947-002018,MEDICAL EVENT,NA,NA,NA,12:43,University of California-Berkeley
2018-05-25,1948-002018,MISC. SERVICE,NA,NA,NA,12:47,University of California-Berkeley
2018-05-25,1947-002018,MEDICAL EVENT,NA,NA,NA,13:30,University of California-Berkeley
2018-05-25,1956-002018,WELFARE CHECK,NA,NA,NA,13:59,University of California-Berkeley
2018-05-25,1955-002018,VEHICLE CODE VIOLATION,NA,NA,NA,15:46,University of California-Berkeley
2018-05-25,1950-002018,PENAL CODE VIOLATION,NA,NA,NA,16:08,University of California-Berkeley
2018-05-25,1948-002018,MISC. SERVICE,NA,NA,NA,16:44,University of California-Berkeley
2018-05-25,1941-002018,ALL OTHER OFFENSES,NA,NA,NA,17:04,University of California-Berkeley
2018-05-25,1949-002018,PEDESTRIAN STOP,NA,NA,NA,17:16,University of California-Berkeley
2018-05-25,1941-002018,ALL OTHER OFFENSES,NA,NA,NA,18:08,University of California-Berkeley
2018-05-25,1948-002018,MISC. SERVICE,NA,NA,NA,18:36,University of California-Berkeley
2018-05-25,1942-002018,BURGLARY,NA,NA,NA,19:02,University of California-Berkeley
2018-05-25,1955-002018,VEHICLE CODE VIOLATION,NA,NA,NA,19:14,University of California-Berkeley
2018-05-25,1945-002018,FRAUD,NA,NA,NA,19:58,University of California-Berkeley
2018-05-25,1947-002018,MEDICAL EVENT,NA,NA,NA,21:54,University of California-Berkeley
2018-05-25,1948-002018,MISC. SERVICE,NA,NA,NA,22:15,University of California-Berkeley
2018-05-25,1941-002018,ALL OTHER OFFENSES,NA,NA,NA,23:04,University of California-Berkeley
2018-05-25,1949-002018,PEDESTRIAN STOP,NA,NA,NA,23:18,University of California-Berkeley
2018-05-25,1954-002018,TRAFFIC STOP,NA,NA,NA,23:19,University of California-Berkeley
2018-05-25,1954-002018,TRAFFIC STOP,NA,NA,NA,23:28,University of California-Berkeley
2018-05-25,1947-002018,MEDICAL EVENT,NA,NA,NA,23:36,University of California-Berkeley
2018-05-25,1941-002018,ALL OTHER OFFENSES,NA,NA,NA,23:46,University of California-Berkeley
2018-05-26,1970-002018,TRAFFIC STOP,NA,NA,NA,0:01,University of California-Berkeley
2018-05-26,1962-002018,LARCENY/THEFT,NA,NA,NA,0:20,University of California-Berkeley
2018-05-26,1970-002018,TRAFFIC STOP,NA,NA,NA,0:42,University of California-Berkeley
2018-05-26,1970-002018,TRAFFIC STOP,NA,NA,NA,1:24,University of California-Berkeley
2018-05-26,1970-002018,TRAFFIC STOP,NA,NA,NA,2:13,University of California-Berkeley
2018-05-26,1967-002018,PEDESTRIAN STOP,NA,NA,NA,4:42,University of California-Berkeley
2018-05-26,1970-002018,TRAFFIC STOP,NA,NA,NA,5:24,University of California-Berkeley
2018-05-26,1972-002018,WELFARE CHECK,NA,NA,NA,6:04,University of California-Berkeley
2018-05-26,1972-002018,WELFARE CHECK,NA,NA,NA,6:20,University of California-Berkeley
2018-05-26,1968-002018,SPECIAL EVENT,NA,NA,NA,7:02,University of California-Berkeley
2018-05-26,1969-002018,SUSPICIOUS EVENT,NA,NA,NA,8:14,University of California-Berkeley
2018-05-26,1971-002018,VEHICLE CODE VIOLATION,NA,NA,NA,8:40,University of California-Berkeley
2018-05-26,1970-002018,TRAFFIC STOP,NA,NA,NA,9:17,University of California-Berkeley
2018-05-26,1967-002018,PEDESTRIAN STOP,NA,NA,NA,9:35,University of California-Berkeley
2018-05-26,1972-002018,WELFARE CHECK,NA,NA,NA,9:43,University of California-Berkeley
2018-05-26,1970-002018,TRAFFIC STOP,NA,NA,NA,9:55,University of California-Berkeley
2018-05-26,1970-002018,TRAFFIC STOP,NA,NA,NA,9:57,University of California-Berkeley
2018-05-26,1964-002018,MEDICAL EVENT,NA,NA,NA,10:09,University of California-Berkeley
2018-05-26,1969-002018,SUSPICIOUS EVENT,NA,NA,NA,10:21,University of California-Berkeley
2018-05-26,1963-002018,LOCK OUT,NA,NA,NA,10:27,University of California-Berkeley
2018-05-26,1958-002018,ALL OTHER OFFENSES,NA,NA,NA,10:41,University of California-Berkeley
2018-05-26,1972-002018,WELFARE CHECK,NA,NA,NA,11:45,University of California-Berkeley
2018-05-26,1962-002018,LARCENY/THEFT,NA,NA,NA,13:39,University of California-Berkeley
2018-05-26,1959-002018,ANIMAL CASE,NA,NA,NA,14:00,University of California-Berkeley
2018-05-26,1969-002018,SUSPICIOUS EVENT,NA,NA,NA,14:46,University of California-Berkeley
2018-05-26,1965-002018,MISC. SERVICE,NA,NA,NA,14:47,University of California-Berkeley
2018-05-26,1961-002018,DEMONSTRATION,NA,NA,NA,15:22,University of California-Berkeley
2018-05-26,1966-002018,OUTSIDE ASSIST,NA,NA,NA,15:41,University of California-Berkeley
2018-05-26,1966-002018,OUTSIDE ASSIST,NA,NA,NA,16:32,University of California-Berkeley
2018-05-26,1972-002018,WELFARE CHECK,NA,NA,NA,18:00,University of California-Berkeley
2018-05-26,1958-002018,ALL OTHER OFFENSES,NA,NA,NA,18:12,University of California-Berkeley
2018-05-26,1970-002018,TRAFFIC STOP,NA,NA,NA,18:20,University of California-Berkeley
2018-05-26,1969-002018,SUSPICIOUS EVENT,NA,NA,NA,19:25,University of California-Berkeley
2018-05-26,1969-002018,SUSPICIOUS EVENT,NA,NA,NA,19:40,University of California-Berkeley
2018-05-26,1960-002018,BURGLARY,NA,NA,NA,20:52,University of California-Berkeley
2018-05-26,1971-002018,VEHICLE CODE VIOLATION,NA,NA,NA,21:33,University of California-Berkeley
2018-05-26,1972-002018,WELFARE CHECK,NA,NA,NA,21:45,University of California-Berkeley
2018-05-26,1957-002018,ALARM,NA,NA,NA,22:48,University of California-Berkeley
2018-05-27,1981-002018,PEDESTRIAN STOP,NA,NA,NA,0:43,University of California-Berkeley
2018-05-27,1974-002018,ALL OTHER OFFENSES,NA,NA,NA,1:25,University of California-Berkeley
2018-05-27,1981-002018,PEDESTRIAN STOP,NA,NA,NA,2:31,University of California-Berkeley
2018-05-27,1987-002018,WELFARE CHECK,NA,NA,NA,3:26,University of California-Berkeley
2018-05-27,1981-002018,PEDESTRIAN STOP,NA,NA,NA,5:46,University of California-Berkeley
