case_number,time_occurred,time_reported,university,date_reported,date_occurred,location,incident
17000528,14:26,14:26,University of Iowa,2017-04-20,2017-04-20,"MAPF, N ENT",1050PI:MV/MOTOR VEHICLE
17000529,16:30,14:26,University of Iowa,2017-04-20,2017-04-20,"MAPF, N ENT",ASSIST OTHER AGENCY
17000531,17:26,17:20,University of Iowa,2017-04-20,2017-04-20,"CRWC, 1ST FL MEN'S LOCKER ROOM",CTW ISSUED SUSPICIOUS PERSONS/ACTIVITY
17000532,05:28,05:28,University of Iowa,2017-04-21,2017-04-21,"HOSPITAL, CHILDREN'S HOSPITAL",SUSPICIOUS PERSONS/ACTIVITY
17000533,00:00,14:26,University of Iowa,2017-04-21,2017-04-13,PDBD,CTW ISSUED BURGLARY 3RD DEGREE
17000534,15:04,15:04,University of Iowa,2017-04-21,2017-04-21,BURGE HALL,HARASSMENT 3RD DEGREE
17000535,19:02,19:02,University of Iowa,2017-04-21,2017-04-21,825 EVASHEVSKI DR,CTW ISSUED UNAUTHORIZED PERSONS/ACTIVITY
17000536,00:02,00:02,University of Iowa,2017-04-22,2017-04-22,"BURGE HALL, LOBBY",POSSESSION/SUPPLY ALCOHOL U/21 PUBLIC INTOX
17000537,03:36,03:38,University of Iowa,2017-04-22,2017-04-22,MAYFLOWER HALL,DRUG PARAPHERNALIA POSSESSION:CONTROL SUBSTANCE
17000538,04:01,04:01,University of Iowa,2017-04-22,2017-04-22,325 S GRAND AVE,ASSIST OTHER AGENCY
17000539,05:25,05:25,University of Iowa,2017-04-22,2017-04-22,144 HAWKEYE CT,PUBLIC INTOX THEFT 5TH DEGREE
17000540,07:02,07:09,University of Iowa,2017-04-22,2017-04-22,LOT 8,1050PD:ST VEH/MOTOR VEH
17000541,11:53,11:53,University of Iowa,2017-04-22,2017-04-22,"HOSPITAL, 4RC",ASSIST OTHER AGENCY
17000542,15:39,15:39,University of Iowa,2017-04-22,2017-04-22,"HOSPITAL RAMP II, LEVEL 1",THEFT 3RD DEGREE
17000543,19:04,19:04,University of Iowa,2017-04-22,2017-04-22,"HOSPITAL, 1JPE",DAMAGED UI PROPERTY CRIMINAL MISCHIEF 2ND DEGREE
17000544,22:38,22:38,University of Iowa,2017-04-22,2017-04-22,16 N CLINTON ST,PUBLIC INTOX
17000545,23:34,23:34,University of Iowa,2017-04-22,2017-04-22,BURLINGTON/CLINTON ST,POSSESSION/SUPPLY ALCOHOL U/21
17000546,23:21,23:21,University of Iowa,2017-04-22,2017-04-22,"PETERSEN, 5TH FL BATHROOM",POSSESSION/SUPPLY ALCOHOL U/21
17000547,23:44,23:44,University of Iowa,2017-04-22,2017-04-22,313 N DUBUQUE ST,INTOXICATED SUBJECTS
17000548,00:00,00:05,University of Iowa,2017-04-23,2017-04-22,"MAPF, FIELD HOUSE PARKING RAMP",PERSONAL INJURY POSSESSION/SUPPLY ALCOHOL U/21
17000549,04:34,04:34,University of Iowa,2017-04-23,2017-04-23,RIENOW HALL,ASSIST OTHER AGENCY
17000550,18:16,18:16,University of Iowa,2017-04-23,2017-04-23,STANLEY HYDRAULICS LABORATORY,UNAUTHORIZED PERSONS/ACTIVITY CTW ISSUED
17000551,00:00,21:53,University of Iowa,2017-04-23,2017-04-19,300 N RIVERSIDE DR,DAMAGED UI PROPERTY CRIMINAL MISCHIEF 5TH DEGREE
17000553,00:20,00:28,University of Iowa,2017-04-24,2017-04-24,100 BLK E COLLEGE,PUBLIC INTOX
17000554,00:00,04:14,University of Iowa,2017-04-24,2017-04-24,HOSPITAL,ASSIST OTHER AGENCY
17000555,08:28,00:00,University of Iowa,2017-04-24,2017-04-24,RIENOW,SEXUAL ABUSE 3RD DEGREE
17000556,10:10,10:10,University of Iowa,2017-04-24,2017-04-24,"HOSPITAL, ED",LOST/MISSING:PERSON
17000557,14:52,14:52,University of Iowa,2017-04-24,2017-04-24,"ART BUILDING, E SIDE",CRIMINAL MISCHIEF 5TH DEGREE
17000558,12:59,12:59,University of Iowa,2017-04-24,2017-04-24,SLATER HALL,ASSIST OTHER AGENCY
17000560,00:00,20:04,University of Iowa,2017-04-24,2017-04-20,"325 S GRAND AVE, S BIKE RACK",THEFT 5TH DEGREE
17000562,00:00,09:30,University of Iowa,2017-04-25,2017-04-24,"PBB, PAT'S DINER",THEFT 3RD DEGREE
17000563,11:19,11:15,University of Iowa,2017-04-25,2017-04-25,HOSPITAL,SUSPICIOUS PERSONS/ACTIVITY CTW ISSUED POSSESSION:CONTROL SUBSTANCE
17000564,16:46,16:46,University of Iowa,2017-04-25,2017-04-25,NORTH CAMPUS RAMP,STRIKING UNATTENDED VEHICLE
17000565,21:06,21:00,University of Iowa,2017-04-25,2017-04-25,MAYFLOWER,SUSPICIOUS PERSONS/ACTIVITY
17000566,01:22,01:22,University of Iowa,2017-04-26,2017-04-26,IOWA/CLINTON,OWI/DRUGGED 1ST OFFENSE
17000567,13:05,13:10,University of Iowa,2017-04-26,2017-04-26,"HOSPITAL RAMP II, EXT",ASSIST OTHER AGENCY
17000568,18:43,18:43,University of Iowa,2017-04-26,2017-04-26,"2420 OLD FARMSTEAD RD, PARKING LOT",STRIKING UNATTENDED VEHICLE
17000569,00:00,10:41,University of Iowa,2017-04-27,2017-04-20,CRWC,HARASSMENT 3RD DEGREE
17000570,10:40,10:40,University of Iowa,2017-04-27,2017-04-27,LIBRARY,MINOR COMPLAINTS
17000571,12:10,12:10,University of Iowa,2017-04-27,2017-04-27,"ART BUIDING, PARKING LOT",1050PD:ST VEH/MOTOR VEH
17000572,15:10,15:10,University of Iowa,2017-04-27,2017-04-27,HOSPITAL,CRIMINAL MISCHIEF 5TH DEGREE
17000573,15:48,15:48,University of Iowa,2017-04-27,2017-04-27,CRWC,THEFT 5TH DEGREE
17000574,15:57,15:57,University of Iowa,2017-04-27,2017-04-27,"LIBRARY, 1ST FL WOMEN RESTROOM",MINOR COMPLAINTS
17000575,00:00,21:12,University of Iowa,2017-04-27,2017-04-26,PETERSEN HALL,SUSPICIOUS PERSONS/ACTIVITY
17000576,21:25,21:25,University of Iowa,2017-04-27,2017-04-27,LIBRARY,SUSPICIOUS PERSONS/ACTIVITY
17000577,23:18,23:18,University of Iowa,2017-04-27,2017-04-27,CLINTON/BLOOMINGTON ST,OPEN CONTAINER IN A VEHICLE POSSESSION:CONTROL SUBSTANCE
17000578,09:26,09:26,University of Iowa,2017-04-28,2017-04-28,17 N CLINTON ST,CRIMINAL MISCHIEF 5TH DEGREE
17000579,09:20,09:20,University of Iowa,2017-04-28,2017-04-28,"COMMUNICATIONS CENTER, 3RD FL HALLWAY",SUSPICIOUS PERSONS/ACTIVITY
17000580,00:00,14:00,University of Iowa,2017-04-28,2017-04-27,953 BOSTON WAY,ASSIST OTHER AGENCY
17000581,12:37,12:37,University of Iowa,2017-04-28,2017-04-28,1 ELLIOTT DR,1050PD:CAMBUS/MOTOR VEH
17000582,14:32,14:32,University of Iowa,2017-04-28,2017-04-28,"FIELD HOUSE, LOCKER ROOM",THEFT 4TH DEGREE
17000583,00:00,16:00,University of Iowa,2017-04-28,2017-04-27,"25 BYINGTON RD, NE BIKE RACK",CRIMINAL MISCHIEF 5TH DEGREE
17000584,15:12,15:12,University of Iowa,2017-04-28,2017-04-28,UCC,THREAT OF TERRORISM HARASSMENT 3RD DEGREE
17000585,21:53,21:53,University of Iowa,2017-04-28,2017-04-28,10 BLK N DUBUQUE ST,PUBLIC INTOX 2ND CONV
17000586,23:32,23:30,University of Iowa,2017-04-28,2017-04-28,CURRIER HALL,DRUG PARAPHERNALIA
17000587,01:59,01:59,University of Iowa,2017-04-29,2017-04-29,"BURGE, 2400",POSSESSION/SUPPLY ALCOHOL U/21
17000588,00:00,11:27,University of Iowa,2017-04-29,2017-04-28,RIENOW HALL,THEFT 2ND DEGREE
17000589,00:00,11:34,University of Iowa,2017-04-29,2017-02-13,BURGE HALL,THEFT 5TH DEGREE FORGERY (CREDIT CARDS) U/$1000
17000590,15:35,15:37,University of Iowa,2017-04-29,2017-04-29,"CRWC, MENS LOCKER ROOM",THEFT 5TH DEGREE
17000592,00:00,16:38,University of Iowa,2017-04-29,2017-04-27,"HOSPITAL, RCP",HARASSMENT 3RD DEGREE
17000593,02:02,02:02,University of Iowa,2017-04-26,2017-04-26,300 BLK N CLINTON ST,ASSAULT - SIMPLE
17000594,00:00,21:31,University of Iowa,2017-04-29,2017-04-28,BURGE HALL,ASSAULT - SIMPLE HARASSMENT 3RD DEGREE
17000595,23:27,23:27,University of Iowa,2017-04-29,2017-04-29,STANLEY HALL,DRUG PARAPHERNALIA POSSESSION:CONTROL SUBSTANCE
17000596,23:38,23:38,University of Iowa,2017-04-29,2017-04-29,"DAUM, 3RD FL SHOWER",POSSESSION/SUPPLY ALCOHOL U/21
17000597,00:00,01:07,University of Iowa,2017-04-30,2017-04-29,"30 N DUBUQUE ST, MOPED PARKING",THEFT 2ND - MOTOR VEHICLE
17000598,01:15,01:15,University of Iowa,2017-04-30,2017-04-30,CURRIER,POSSESSION/SUPPLY ALCOHOL U/21 PUBLIC INTOX
17000599,01:59,01:59,University of Iowa,2017-04-30,2017-04-30,BURGE,POSSESSION/SUPPLY ALCOHOL U/21
17000600,04:53,04:53,University of Iowa,2017-04-30,2017-04-30,DAUM HALL,POSSESSION/SUPPLY ALCOHOL U/21 SUICIDE:THREATENED
17000601,15:19,15:21,University of Iowa,2017-04-30,2017-04-30,"HOSPITAL, 1JPE",CRIMINAL MISCHIEF 5TH DEGREE
17000602,00:00,17:30,University of Iowa,2017-04-30,2017-04-28,"VOXMAN MUSIC BUILDING, PERCUSSION SUITE",THEFT 2ND DEGREE
17000603,00:09,00:09,University of Iowa,2017-05-01,2017-05-01,CAPITOL/COURT ST,DRUG PARAPHERNALIA
17000604,10:38,10:38,University of Iowa,2017-05-01,2017-05-01,"LIBRARY, 3RD FLOOR, SW QUIET STUDY AREA",SUSPICIOUS PERSONS/ACTIVITY
17000605,00:00,11:50,University of Iowa,2017-05-01,2017-04-29,"IMU, INDIANA",THEFT 5TH DEGREE
17000606,15:40,15:40,University of Iowa,2017-05-01,2017-05-01,"200 W IOWA AVE, N SIDEWALK",PERSONAL INJURY
17000607,00:00,17:25,University of Iowa,2017-05-01,2017-04-29,BURGE HALL,HARASSMENT 3RD DEGREE
17000608,19:16,19:05,University of Iowa,2017-05-01,2017-05-01,"UCC, 2ND FL MEN'S RESTROOM",SUSPICIOUS PERSONS/ACTIVITY
17000609,22:18,22:18,University of Iowa,2017-04-09,2017-04-09,CRWC,SUSPICIOUS PERSONS/ACTIVITY CTW ISSUED
17000610,09:48,09:48,University of Iowa,2017-05-02,2017-05-02,"20 E WASHINGTON ST, S BUS STOP",INTOXICATED SUBJECTS
17000611,10:32,10:32,University of Iowa,2017-05-02,2017-05-02,"LOT 33, N ENT",1050PD:MV/FIXED OBJECT
17000613,02:26,02:26,University of Iowa,2017-04-30,2017-04-30,COLLEGE/S VAN BUREN ST,3RD PARTY REPORT ROBBERY 2ND DEGREE
17000614,00:00,14:26,University of Iowa,2017-04-21,2017-04-14,PDBD,CTW ISSUED BURGLARY 3RD DEGREE
17000615,00:00,14:26,University of Iowa,2017-04-21,2017-04-20,PDBD,CTW ISSUED BURGLARY 3RD DEGREE
17000616,00:00,14:26,University of Iowa,2017-04-21,2017-04-17,PDBD,CTW ISSUED CRIMINAL TRESPASS
17000617,00:00,14:57,University of Iowa,2017-05-02,2017-04-21,"HILLCREST, C STORE",THEFT 5TH - BY DECEPTION
17000618,15:55,15:55,University of Iowa,2017-05-02,2017-05-02,115 S GRAND AVE,STRIKING UNATTENDED VEHICLE
17000619,23:28,23:28,University of Iowa,2017-05-02,2017-05-02,HANCHER FOOTBRIDGE EAST,DRUG PARAPHERNALIA POSSESSION:CONTROL SUBSTANCE FALSIFYING DRIVER LICENSES
17000620,01:25,01:25,University of Iowa,2017-05-03,2017-05-03,10 BLK S DUBUQUE ST,"FALSIFYING DRIVER LICENSES CITY,PUBLIC URINATION & DEFECATION POSSESSION/SUPPLY ALCOHOL U/21 PUBLIC INTOX"
17000621,04:28,04:28,University of Iowa,2017-05-03,2017-05-03,FRONT/BURLINGTON,ASSIST OTHER AGENCY
17000622,07:09,07:09,University of Iowa,2017-05-03,2017-05-03,HOSPITAL,CTW ISSUED UNAUTHORIZED PERSONS/ACTIVITY
17000623,10:24,10:24,University of Iowa,2017-05-03,2017-05-03,"LOT 42, NE OF LOT",1050PD:MV/MOTOR VEH
17000624,09:58,09:58,University of Iowa,2017-05-03,2017-05-03,350 N MADISON ST,FIRE INCIDENT
17000625,00:00,13:22,University of Iowa,2017-05-03,2017-05-02,"DANFORTH CHAPEL, PEDESTIAN TUNNEL S",CRIMINAL MISCHIEF 5TH DEGREE
17000626,00:00,15:11,University of Iowa,2017-05-01,2017-04-13,FRATERNITY HOUSE,SEXUAL ABUSE 3RD DEGREE
17000627,00:00,17:28,University of Iowa,2017-05-02,2016-12-10,DUBUQUE NORTH HOUSE,ASSAULT/INT SEX ABUSE/NO INJUR
17000628,18:39,18:39,University of Iowa,2017-05-03,2017-05-03,BURLINGTON BRIDGE,SUSPICIOUS PERSONS/ACTIVITY
17000629,21:46,21:46,University of Iowa,2017-05-03,2017-05-03,HANCHER FOOTBRIDGE NORTH,DRUG PARAPHERNALIA POSSESSION:CONTROL SUBSTANCE
17000630,21:57,21:57,University of Iowa,2017-05-03,2017-05-03,HANCHER FOOTBRIDGE NORTH,FALSIFYING DRIVER LICENSES DRUG PARAPHERNALIA
17000631,22:26,22:26,University of Iowa,2017-05-03,2017-05-03,NORTH CAMPUS RAMP,FALSIFYING DRIVER LICENSES DRUG PARAPHERNALIA POSSESSION:CONTROL SUBSTANCE
17000632,22:16,22:16,University of Iowa,2017-05-03,2017-05-03,300 BLK N MADISON ST,ASSAULT - SIMPLE
17000633,00:24,00:24,University of Iowa,2017-05-04,2017-05-04,LOT 65,POSSESSION/SUPPLY ALCOHOL U/21 POSSESSION:CONTROL SUBSTANCE
17000634,00:00,11:00,University of Iowa,2017-05-04,2017-05-03,"125 W WASHINGTON ST, BIKE RACK",THEFT 3RD DEGREE
17000635,00:00,11:28,University of Iowa,2017-05-04,2017-05-03,"SEAMANS CENTER, 1ST FL COMPUTER RM",THEFT 4TH DEGREE
17000636,12:50,12:50,University of Iowa,2017-05-04,2017-05-04,"200 NEWTON RD, MAIN ENT BIKE RACK",THEFT 2ND DEGREE
17000637,08:35,08:35,University of Iowa,2017-04-29,2017-04-29,TROWBRIDGE HALL,HARASSMENT 3RD DEGREE
17000638,23:35,23:35,University of Iowa,2017-05-04,2017-05-04,CURRIER HALL,POSSESSION:CONTROL SUBSTANCE
17000639,23:03,23:05,University of Iowa,2017-05-04,2017-05-04,BURGE HALL,POSSESSION:CONTROL SUBSTANCE
17000640,23:16,23:16,University of Iowa,2017-05-04,2017-05-04,IMU,SUICIDE:THREATENED
17000641,02:19,02:19,University of Iowa,2017-05-05,2017-05-05,SLATER HALL,POSSESSION/SUPPLY ALCOHOL U/21
17000642,00:55,01:00,University of Iowa,2017-05-05,2017-05-05,CLINTON/IOWA AVE,POSSESSION/SUPPLY ALCOHOL U/21
17000643,02:33,02:39,University of Iowa,2017-05-05,2017-05-05,HAWKEYE COMMUTER LOT,INTOXICATED SUBJECTS
17000644,14:10,14:10,University of Iowa,2017-05-05,2017-05-05,"UCC, PUBLIC SAFETY",UNLAWFUL USE OF DRIVER'S LICEN
17000645,15:49,15:49,University of Iowa,2017-05-05,2017-05-05,HOSPITAL,SUSPICIOUS PERSONS/ACTIVITY CTW ISSUED
17000646,02:30,02:30,University of Iowa,2017-05-06,2017-05-06,RIENOW,POSSESSION/SUPPLY ALCOHOL U/21
17000647,18:44,18:44,University of Iowa,2017-05-06,2017-05-06,BURGE HALL,SUICIDE:THREATENED
17000648,00:00,19:18,University of Iowa,2017-05-06,2017-05-05,"HOSPITAL, 7TH FL CARVER",THEFT 4TH DEGREE
17000649,21:13,21:13,University of Iowa,2017-05-06,2017-05-06,RONALD MCDONALD HOUSE,DISTURBANCE
17000651,23:55,23:55,University of Iowa,2017-05-06,2017-05-06,25 BYINGTON RD,1050PD:MV/MOTOR VEH
17000652,00:50,00:50,University of Iowa,2017-05-07,2017-05-07,BURLINGTON HOUSE,DISTURBANCE INTOXICATED SUBJECTS
17000653,02:31,02:31,University of Iowa,2017-05-07,2017-05-07,MARKET ST/GILBERT ST,OWI/DRUGGED 1ST OFFENSE
17000654,03:36,03:36,University of Iowa,2017-05-07,2017-05-07,BURLINGTON ST/CLINTON ST,1050PD:POLICE VEH/MOTOR VEH
17000655,07:05,07:05,University of Iowa,2017-05-07,2017-05-07,HOSPITAL,UNAUTHORIZED PERSONS/ACTIVITY CTW ISSUED
17000656,00:00,10:47,University of Iowa,2017-05-07,2017-05-06,"HOSPITAL, RCP",THEFT 5TH DEGREE
17000657,15:54,15:54,University of Iowa,2017-05-07,2017-05-07,BURGE HALL,PROPERTY DAMAGE DAMAGED UI PROPERTY
17000658,00:00,23:53,University of Iowa,2017-05-07,2017-05-07,"HANCHER FOOTBRIDGE E, N",POSSESSION:CONTROL SUBSTANCE
17000659,06:21,06:26,University of Iowa,2017-05-08,2017-05-08,HONORS CENTERSTONE,HARASSMENT 3RD DEGREE
17000660,00:00,08:32,University of Iowa,2017-05-08,2017-05-05,"640 S MADISON ST, S PARKING LOT",DAMAGED UI PROPERTY CRIMINAL MISCHIEF 3RD DEGREE
17000661,16:34,16:34,University of Iowa,2017-05-08,2017-05-08,LIBRARY,THEFT 5TH DEGREE
17000663,02:13,02:13,University of Iowa,2017-05-09,2017-05-09,SLATER,HARASSMENT 3RD DEGREE CRIMINAL TRESPASS - HATE CRIME
17000664,10:29,10:29,University of Iowa,2017-05-09,2017-05-09,PETERSON HALL,SUSPICIOUS PERSONS/ACTIVITY
17000665,12:31,12:30,University of Iowa,2017-05-09,2017-05-09,HOSPITAL,CTW ISSUED HARASSMENT 3RD DEGREE
17000666,18:38,18:38,University of Iowa,2017-05-08,2017-05-08,130 HAWKINS DR,1050PI:MV/MOTOR VEHICLE
17000667,22:58,22:56,University of Iowa,2017-05-09,2017-05-09,TROWBRIDGE HALL,SUSPICIOUS PERSONS/ACTIVITY
17000668,09:46,09:46,University of Iowa,2017-05-10,2017-05-10,PENTACREST,CRIMINAL MISCHIEF 1ST DEGREE
17000669,08:58,08:58,University of Iowa,2017-05-10,2017-05-10,HILLCREST HALL,SUSPICIOUS PERSONS/ACTIVITY
17000670,14:44,14:44,University of Iowa,2017-05-10,2017-05-10,"MAPF, LEVEL 3 BAY D SOUTH",STRIKING UNATTENDED VEHICLE
17000671,16:17,16:17,University of Iowa,2017-05-10,2017-05-10,MELROSE/HAWKINS,1050PI:TRAFFIC ACCIDENT
17000672,16:38,16:38,University of Iowa,2017-05-10,2017-05-10,HOSPITAL,ASSIST OTHER AGENCY
17000673,16:57,16:57,University of Iowa,2017-05-10,2017-05-10,SPENCE LABORATORIES,CRIMINAL TRESPASS
17000675,05:53,06:00,University of Iowa,2017-05-11,2017-05-11,"220 HAWKINS DR, MAIN ENT",1050PD:MV/FIXED OBJECT
17000676,08:45,08:45,University of Iowa,2017-05-11,2017-05-11,"MAPF, ENTRANCE",1050PD:MV/MOTOR VEH
17000677,12:47,12:47,University of Iowa,2017-05-11,2017-05-11,MED LABS,THEFT 3RD DEGREE
17000678,00:00,14:01,University of Iowa,2017-05-11,2017-05-03,CHEMISTRY BUILDING,CRIMINAL TRESPASS
17000680,22:12,22:12,University of Iowa,2017-05-11,2017-05-11,"HANCHER FOOTBRIDGE, N BLUE CAP",DRUG PARAPHERNALIA POSSESSION:CONTROL SUBSTANCE
17000681,22:44,22:44,University of Iowa,2017-05-11,2017-05-11,"HOSPITAL, ED",ASSAULT ON PO/HCP ASSIST OTHER AGENCY
17000682,01:47,01:47,University of Iowa,2017-05-12,2017-05-12,"BURGE HALL, WOMEN'S RESTROOM",POSSESSION/SUPPLY ALCOHOL U/21 PUBLIC INTOX
17000683,02:20,02:20,University of Iowa,2017-05-12,2017-05-12,300 BLK JEFFERSON ST,SUSPICIOUS PERSONS/ACTIVITY ASSIST OTHER AGENCY
17000685,08:25,00:00,University of Iowa,2017-05-12,2017-05-12,125 W WASHINGTON ST,SMOKING IN PROHIBITED AREA
17000686,00:00,15:43,University of Iowa,2017-05-12,2017-04-24,FIELD HOUSE,THEFT 5TH DEGREE
17000687,21:17,21:17,University of Iowa,2017-05-12,2017-05-12,RIENOW HALL,SUSPICIOUS PERSONS/ACTIVITY
17000688,00:07,00:07,University of Iowa,2017-05-13,2017-05-13,12 S DUBUQUE ST,POSSESSION/SUPPLY ALCOHOL U/21
17000689,00:40,00:40,University of Iowa,2017-05-13,2017-05-13,"100 E COLLEGE ST, ALLEY","CITY,POSS OF OPEN CONTAINER POSSESSION CONT SUB 3RD OFFENSE ASSIST OTHER AGENCY PUBLIC INTOX"
17000690,00:50,00:50,University of Iowa,2017-05-13,2017-05-13,HILLCREST,POSSESSION/SUPPLY ALCOHOL U/21
17000691,01:25,01:25,University of Iowa,2017-05-13,2017-05-13,CAPITOL ST RAMP,POSSESSION/SUPPLY ALCOHOL U/21
17000692,02:13,02:13,University of Iowa,2017-05-13,2017-05-13,417 S CLINTON ST,UNLAWFUL USE OF DRIVER'S LICEN POSSESSION/SUPPLY ALCOHOL U/21
17000693,03:17,03:17,University of Iowa,2017-05-13,2017-05-13,COURT/MADISON,SUSPICIOUS PERSONS/ACTIVITY
17000695,18:53,18:53,University of Iowa,2017-05-13,2017-05-13,"MAPF, LEVEL 1",1050PD:MV/MOTOR VEH
17000696,19:41,19:41,University of Iowa,2017-05-13,2017-05-13,311 HAWKEYE DR,1050PD:MV/FIXED OBJECT
17000697,21:53,21:53,University of Iowa,2017-05-13,2017-05-13,"IMU, 2ND FL BALLROOM",THEFT 4TH DEGREE
17000698,22:22,22:22,University of Iowa,2017-05-13,2017-05-13,"IMU, 2ND FL BALLROOM",THEFT 3RD DEGREE
17000699,21:59,21:59,University of Iowa,2017-05-13,2017-05-13,LOT 56,ASSIST OTHER AGENCY
17000700,00:15,00:15,University of Iowa,2017-05-14,2017-05-14,"1 N CLINTON ST, W SIDE",INTOXICATED SUBJECTS
17000701,02:20,02:20,University of Iowa,2017-05-14,2017-05-14,IOWA/LINN,INTOXICATED SUBJECTS CRIMINAL MISCHIEF 5TH DEGREE
17000702,05:16,05:16,University of Iowa,2017-05-14,2017-05-14,PBB,DAMAGED UI PROPERTY PROPERTY DAMAGE
17000704,17:33,17:33,University of Iowa,2017-05-14,2017-05-14,"UCC, PUBLIC SAFETY",SUSPICIOUS PERSONS/ACTIVITY
17000705,00:00,23:45,University of Iowa,2017-05-14,2017-05-14,"HOSPITAL, MICU",CRIMINAL TRESPASS
17000706,00:00,08:09,University of Iowa,2017-05-15,2017-05-14,MUSIC WEST,DAMAGED UI PROPERTY CRIMINAL MISCHIEF 3RD DEGREE
17000707,00:00,09:53,University of Iowa,2017-05-15,2017-05-13,LOT 46,1050PD:MV/MOTOR VEH
17000708,00:00,11:01,University of Iowa,2017-05-15,2017-05-12,IMU,SUSPICIOUS PERSONS/ACTIVITY
17000709,12:33,12:33,University of Iowa,2017-05-15,2017-05-15,MAPF,STRIKING UNATTENDED VEHICLE
17000710,14:48,14:48,University of Iowa,2017-05-15,2017-05-15,"MAPF, LEVEL 4, BAY B",1050PD:MV/MOTOR VEH
17000711,14:02,14:02,University of Iowa,2017-05-15,2017-05-15,"HOSPITAL, ED",SUSPICIOUS PERSONS/ACTIVITY
17000712,23:49,23:49,University of Iowa,2017-05-15,2017-05-15,"HOSPITAL, ED",LOST/MISSING:ADULT
17000713,00:00,09:31,University of Iowa,2017-05-16,2017-05-11,DAUM,HARASSMENT 3RD DEGREE
17000714,06:06,06:06,University of Iowa,2017-05-17,2017-05-17,"SEASHORE HALL, ENT 2",CRIMINAL MISCHIEF 5TH DEGREE
17000715,09:29,09:29,University of Iowa,2017-05-17,2017-05-17,"125 W WASHINGTON,  LOADING DOCK",1050PD:ST VEH/STATE VEH
17000716,10:25,10:25,University of Iowa,2017-05-17,2017-05-17,HOSPITAL,LOST/MISSING:ADULT
17000717,11:18,11:18,University of Iowa,2017-05-17,2017-05-17,"UCC, PUBLIC SAFETY",ASSIST OTHER AGENCY
17000718,00:00,15:43,University of Iowa,2017-05-12,2017-05-05,FIELD HOUSE,THEFT 5TH DEGREE
17000719,00:00,15:43,University of Iowa,2017-05-12,2017-05-09,FIELD HOUSE,THEFT 5TH DEGREE
17000720,00:00,18:08,University of Iowa,2017-05-17,2017-05-16,"309 S MADISON ST, BIKE RACK",THEFT 3RD DEGREE
17000721,18:42,18:42,University of Iowa,2017-05-17,2017-05-17,"HOSPITAL, ED",ASSIST OTHER AGENCY
17000722,19:59,19:59,University of Iowa,2017-05-17,2017-05-17,CRWC,THEFT 5TH DEGREE
17000723,22:10,22:10,University of Iowa,2017-05-17,2017-05-17,HWY 1 W/HAWKRIDGE DR,POSSESSION:CONTROL SUBSTANCE HABITUAL OFFENDER
17000724,00:23,00:23,University of Iowa,2017-05-18,2017-05-18,JEFFERSON/DUBUQUE ST,INTOXICATED SUBJECTS
17000726,11:20,11:20,University of Iowa,2017-05-18,2017-05-18,"HOSPITAL, ED",DISORDERLY CONDUCT
17000727,13:31,13:31,University of Iowa,2017-05-18,2017-05-18,"HOSPITAL, ED PARKING LOT",THEFT 2ND DEGREE
17000728,00:00,13:49,University of Iowa,2017-05-18,2017-04-03,HOSPITAL,THEFT 5TH DEGREE
17000729,00:00,15:00,University of Iowa,2017-05-18,2015-12-11,HOSPITAL,HARASSMENT 3RD DEGREE
17000730,00:00,16:13,University of Iowa,2017-05-18,2017-05-17,HOSPITAL RAMP I,THEFT 4TH DEGREE
17000731,18:34,18:34,University of Iowa,2017-05-18,2017-05-18,CRWC,FALSE REPORT - LAW ENFORCEMENT
17000733,00:16,00:16,University of Iowa,2017-05-19,2017-05-19,CLINTON/COURT ST,POSSESSION/SUPPLY ALCOHOL U/21
17000734,00:00,13:10,University of Iowa,2017-05-19,2017-05-14,HOSPITAL,ASSAULT - SIMPLE
17000735,14:12,14:11,University of Iowa,2017-05-19,2017-05-19,CORAL RIDGE AVE/HEARTLAND DR,ASSIST OTHER AGENCY
17000736,12:41,12:41,University of Iowa,2017-05-20,2017-05-20,"HOSPITAL RAMP II, LEVEL I",1050PD:ST VEH/FIXED OBJECT
17000738,23:42,23:42,University of Iowa,2017-05-20,2017-05-20,S HOSPITAL DR ENT,FALSE IMPRISONMENT DOMESTIC ASSAULT C/INJURY
17000740,18:21,18:21,University of Iowa,2017-05-21,2017-05-21,SEAMANS CENTER,ASSAULT ON PO/HCP INTERFERENCE W/OFFICIAL ACTS CRIMINAL TRESPASS
17000741,03:24,04:15,University of Iowa,2017-05-22,2017-05-22,1424 DENALI CT,ASSIST OTHER AGENCY
17000742,15:21,15:21,University of Iowa,2017-05-22,2017-05-22,"251 W IOWA AVE, EXT N SIDE BIKE RACK",CRIMINAL MISCHIEF 5TH DEGREE POSSESSION:CONTROL SUBSTANCE CTW ISSUED
17000743,16:58,16:58,University of Iowa,2017-05-22,2017-05-22,655 COMMUNITY DR,ASSIST OTHER AGENCY
17000744,00:00,16:51,University of Iowa,2017-05-22,2017-05-15,260 HAWKEYE COURT,THEFT 3RD DEGREE
17000745,22:24,22:24,University of Iowa,2017-05-22,2017-05-22,NORTH CAMPUS RAMP,CRIMINAL MISCHIEF 5TH DEGREE
17000747,22:00,18:45,University of Iowa,2017-05-22,2017-05-21,"UCC, PUBLIC SAFETY",PROPERTY DAMAGE DAMAGED UI PROPERTY
