case_number,date_reported,time_reported,date_occurred,time_occurred,location,incident,university
CFS17-07-09-006767,2017-07-09,02:02,2017-07-09,02:02,COLLEGE STREET Common Name: COLLEGE STREET Location Detail: @ WASHINGTON STREET,DISORDERLY CONDUCT OFFENSES,Ohio University
CFS17-07-09-006786,2017-07-09,22:12,NA,NA,"UNIVERSITY TERRACE Common Name: CLIPPINGER HALL, ATHENS, OH 45701",TRAFFIC SPEED 4511.21,Ohio University
CFS17-07-09-006787,2017-07-09,22:37,NA,NA,RICHLAND AVE,TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS17-07-10-006792,2017-07-10,01:33,NA,NA,"RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: @WEST GREEN DRIVE, ATHENS, OH 45701",TRAFFIC SPEED 4511.21,Ohio University
CFS17-07-10-006801,2017-07-10,08:15,NA,NA,S COURT STREET Common Name: LINDLEY HALL,FIRE ALARM,Ohio University
CFS17-07-10-006809,2017-07-10,12:02,2017-07-10,12:00,"RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: AT S GREEN DR, ATHENS, OH 45701",TRAFFIC VEHICLE LICENSE REGISTRATION,Ohio University
CFS17-07-10-006817,2017-07-10,16:51,2017-07-10,16:51,"SHAFER STREET Common Name: PARKING LOT 128, ATHENS, OH 45701",TRAFFIC CRASH,Ohio University
CFS17-07-10-006820,2017-07-10,17:34,NA,NA,Common Name: LINDLEY HALL,FIRE ALARM,Ohio University
CFS17-07-11-006830,2017-07-11,00:29,NA,NA,"UNIVERSITY TERRACE Common Name: UNIVERSITY TERRACE Location Detail: NEAR SOUTH GREEN DRIVE, ATHENS, OH 45701",TRAFFIC MARKED LANES 4511.33A,Ohio University
CFS17-07-11-006831,2017-07-11,01:30,2017-07-11,01:30,"RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: @SHAFER STREET, ATHENS, OH 45701",TRAFFIC SPEED 4511.21,Ohio University
CFS17-07-11-006842,2017-07-11,09:30,NA,NA,49 EAST GREEN STREET Common Name: WASHINGTON HALL,FIRE ALARM,Ohio University
CFS17-07-11-006851,2017-07-11,15:47,NA,NA,Common Name: FOSTER PLACE Location Detail: AT SMITH ST,TRAFFIC OBEDIANCE TO TRAFFIC CONTROL DEVICES 4511.12,Ohio University
CFS17-07-11-006857,2017-07-11,19:25,2017-07-11,10:00,WEST GREEN DRIVE Common Name: PARKING LOT 111,PROPERTY DAMAGE,Ohio University
CFS17-07-11-006863,2017-07-11,21:50,NA,NA,"UNIVERSITY TERRACE Common Name: UNIVERSITY TERRACE Location Detail: AT E UNION ST, ATHENS, OH 45701",TRAFFIC FAILURE TO DISPLAY LIC. PLATE/STICKER 4503.21,Ohio University
CFS17-07-11-006866,2017-07-11,23:09,NA,NA,"RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: @GROVER CENTER, ATHENS, OH 45701",TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS17-07-11-006867,2017-07-11,23:18,NA,NA,"DAIRY LANE Common Name: DAIRY LANE Location Detail: BY RICHLAND AVE. PARK, ATHENS, OH 45701",TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS17-07-12-006868,2017-07-11,23:46,2017-07-11,23:46,"RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: @DAIRY LANE, ATHENS, OH 45701",TRAFFIC VEHICLE LICENSE REGISTRATION,Ohio University
CFS17-07-12-006870,2017-07-12,00:32,2017-07-12,00:32,Common Name: OFF-CAMPUS MISCELLANEOUS Location Detail: W. STATE STREET @MILLER'S CHICKEN,POSSESSION OF  CONTROLLED SUBSTANCES,Ohio University
CFS17-07-12-006871,2017-07-12,02:11,2017-07-12,02:11,"RIDGES PROPERTY Common Name: RIDGES Location Detail: BEHIND BUILDING 5, ATHENS, OH 45701",DESTRUCTION OF PROPERTY,Ohio University
CFS17-07-12-006883,2017-07-12,08:11,NA,NA,"97 WEST GREEN DRIVE Common Name: JAMES HALL Location Detail: ROOM 416, ATHENS, OH 45701",FIRE ALARM,Ohio University
CFS17-07-12-006888,2017-07-12,11:16,NA,NA,HUDSON DRIVE Common Name: HUDSON DRIVE Location Detail: ROOM 109,EMERGENCY CALL,Ohio University
CFS17-07-13-006913,2017-07-13,01:36,2017-07-13,01:36,"UNIVERSITY TERRACE Common Name: UNIVERSITY TERRACE Location Detail: JEFF HILL, ATHENS, OH 45701",INTOXICATED PERSON,Ohio University
CFS17-07-13-006917,2017-07-13,05:19,2017-07-13,05:19,Common Name: OFF-CAMPUS MISCELLANEOUS Location Detail: JAMBOREE IN THE HILLS,EDC DEPLOYMENT,Ohio University
CFS17-07-13-006923,2017-07-13,08:25,2017-07-13,08:25,"SHAFER STREET Common Name: SHAFER STREET Location Detail: LOT 127, ATHENS, OH 45701",TRAFFIC SPEED 4511.21,Ohio University
CFS17-07-13-006928,2017-07-13,13:28,NA,NA,"SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE Location Detail: ARMBRUSTER, ATHENS, OH 45701",TRAFFIC BRAKE LIGHTS 4513.071,Ohio University
CFS17-07-13-006930,2017-07-13,14:29,NA,NA,"E CIRCLE DR Common Name: BUILDING 19, ATHENS, OH 45701",FIRE ALARM,Ohio University
CFS17-07-13-006935,2017-07-13,16:49,NA,NA,"RIDGES PROPERTY Common Name: RIDGES Location Detail: NEAR CDC, ATHENS, OH 45701","TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",Ohio University
CFS17-07-13-006936,2017-07-13,16:49,NA,NA,"RIDGES PROPERTY Common Name: RIDGES Location Detail: NEAR CDC, ATHENS, OH 45701","TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",Ohio University
CFS17-07-13-006939,2017-07-13,17:11,NA,NA,"RIDGES PROPERTY Common Name: RIDGES Location Detail: NEAR CDC, ATHENS, OH 45701","TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",Ohio University
CFS17-07-13-006940,2017-07-13,17:28,NA,NA,"RIDGES PROPERTY Common Name: RIDGES Location Detail: NEAR CDC, ATHENS, OH 45701","TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",Ohio University
CFS17-07-13-006951,2017-07-13,23:13,NA,NA,UNION STREET Common Name: UNION STREET Location Detail: @CONGRESS STREET,TRAFFIC MARKED LANES 4511.33A,Ohio University
CFS17-07-14-006953,2017-07-14,02:22,NA,NA,S. SHAFER ST. Common Name: WREN STADIUM,FIRE ALARM,Ohio University
CFS17-07-14-006956,2017-07-14,04:22,NA,NA,"SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE Location Detail: @OXBOW, ATHENS, OH 45701",TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS17-07-14-006961,2017-07-14,07:30,NA,NA,Common Name: OFF-CAMPUS MISCELLANEOUS Location Detail: JAMBOREE IN THE HILLS,EDC DEPLOYMENT,Ohio University
CFS17-07-14-006966,2017-07-14,11:38,2017-07-14,00:00,"88 UNIVERSITY TERRACE Common Name: OHIO UNIVERSITY POLICE DEPT, ATHENS, OH 45701",FICTITIOUS/ALTERED ID,Ohio University
CFS17-07-14-006970,2017-07-14,18:36,NA,NA,"SOUTH GREEN DRIVE Common Name: ADAMS HALL Location Detail: ROOM 437, ATHENS, OH 45701",FIRE ALARM,Ohio University
CFS17-07-15-006981,2017-07-15,03:13,2017-07-15,03:13,UNION STREET Common Name: UNION STREET Location Detail: @DEPOT STREET,TRAFFIC OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE 4510.12(A)(1),Ohio University
CFS17-07-15-006990,2017-07-15,09:05,NA,NA,Common Name: OFF-CAMPUS MISCELLANEOUS Location Detail: JAMBOREE IN THE HILLS,EDC DEPLOYMENT,Ohio University
CFS17-07-15-006994,2017-07-15,13:57,2017-07-10,21:00,MULBERRY ST Common Name: MULBERRY ST,RAPE,Ohio University
CFS17-07-15-007009,2017-07-15,23:11,2017-07-15,23:11,RICHLAND AVE Location Detail: SOUTH OF ROUND-A-BOUT,TRAFFIC OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE 4510.12(A)(1),Ohio University
CFS17-07-16-007010,2017-07-15,23:48,2017-07-15,23:48,"UNIVERSITY TERRACE Common Name: UNIVERSITY TERRACE Location Detail: @UNION STREET, ATHENS, OH 45701","TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",Ohio University
CFS17-07-16-007011,2017-07-16,00:03,NA,NA,MILL STREET Common Name: MILL STREET Location Detail: NEAR SEIGFRED,DISORDERLY CONDUCT OFFENSES,Ohio University
CFS17-07-16-007014,2017-07-16,00:36,2017-07-16,00:36,"57 EAST GREEN DRIVE Common Name: PERKINS HALL, ATHENS, OH 45701",ALCOHOL OFFENSE,Ohio University
CFS17-07-16-007017,2017-07-16,01:53,NA,NA,UNION STREET Common Name: UNION STREET Location Detail: @UNIVERSITY TERRACE,"TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",Ohio University
CFS17-07-16-007025,2017-07-16,08:18,NA,NA,"SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE, ATHENS, OH 45701",TRAFFIC DETAIL,Ohio University
CFS17-07-16-007028,2017-07-16,11:46,NA,NA,"1 PARK PLACE Common Name: BAKER STUDENT CENTER Location Detail: TO OMH, ATHENS, OH 45701",TRANSPORT,Ohio University
CFS17-07-16-007034,2017-07-16,17:27,NA,NA,"SOUTH GREEN DRIVE Common Name: ADAMS HALL, ATHENS, OH 45701",FIRE ALARM,Ohio University
CFS17-07-17-007052,2017-07-17,08:21,NA,NA,"BLDG 23, RIDGES Common Name: RIDGES AUDITORIUM/BLDG 23 Location Detail: CHILD DEVELOPMENT LOT, ATHENS, OH 45701","TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",Ohio University
CFS17-07-17-007053,2017-07-17,08:22,NA,NA,"BLDG 23, RIDGES Common Name: RIDGES AUDITORIUM/BLDG 23, ATHENS, OH 45701","TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",Ohio University
CFS17-07-17-007054,2017-07-17,10:00,2017-07-17,10:00,"SHAFER STREET Common Name: SHAFER STREET, ATHENS, OH 45701",TRAFFIC SPEED 4511.21,Ohio University
CFS17-07-17-007055,2017-07-17,10:09,2017-07-17,10:09,"SHAFER STREET Common Name: SHAFER STREET, ATHENS, OH 45701",TRAFFIC SPEED 4511.21,Ohio University
CFS17-07-17-007056,2017-07-17,11:37,2017-07-10,14:00,Common Name: GENERAL CAMPUS LOCATION,LARCENY-THEFT THEFT - ALL OTHER - FELONY 2913.02,Ohio University
CFS17-07-17-007063,2017-07-17,18:50,NA,NA,"97 WEST GREEN DRIVE Common Name: JAMES HALL, ATHENS, OH 45701",FIRE ALARM,Ohio University
CFS17-07-17-007069,2017-07-17,23:17,2017-07-17,23:17,"RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: @SOUTH GREEN DRIVE, ATHENS, OH 45701",TRAFFIC SPEED 4511.21,Ohio University
CFS17-07-17-007070,2017-07-17,23:18,NA,NA,"Common Name: CENTRAL AVENUE Location Detail: & STATE STREET, ATHENS, OH 45701",TRAFFIC VEHICLE LICENSE REGISTRATION,Ohio University
CFS17-07-18-007073,2017-07-18,00:14,2017-07-18,00:14,"RIDGES PROPERTY Common Name: RIDGES, ATHENS, OH 45701",TRESPASSING OFFENSES,Ohio University
CFS17-07-18-007074,2017-07-18,01:23,NA,NA,"SHAFER STREET Common Name: SHAFER STREET Location Detail: @HOSPITAL DRIVE, ATHENS, OH 45701",TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS17-07-18-007075,2017-07-18,01:43,NA,NA,"CONGRESS STREET Common Name: CONGRESS STREET Location Detail: @UNION STREET, ATHENS, OH 45701",TRAFFIC OBEDIANCE TO TRAFFIC CONTROL DEVICES 4511.12,Ohio University
CFS17-07-18-007079,2017-07-18,04:14,NA,NA,"CONGRESS STREET Common Name: CONGRESS STREET Location Detail: @WASHINGTON ST., ATHENS, OH 45701",TRAFFIC TAIL LIGHTS AND ILLUMINATION OF REAR LICENSE PLATE 4513.05,Ohio University
CFS17-07-18-007093,2017-07-18,10:46,NA,NA,"88 UNIVERSITY TERRACE Common Name: SCOTT QUADRANGLE, ATHENS, OH 45701",FIRE ALARM,Ohio University
CFS17-07-18-007097,2017-07-18,14:35,NA,NA,Common Name: HORSE BARN LANE Location Detail: CDC,"TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",Ohio University
CFS17-07-18-007105,2017-07-18,17:00,NA,NA,"UNIVERSITY TERRACE Common Name: PARKING LOT 3, ATHENS, OH 45701",TRAFFIC CRASH,Ohio University
CFS17-07-18-007109,2017-07-18,18:56,NA,NA,UNION STREET Common Name: UNION STREET Location Detail: AT UNIVERSITY TERRACE,"TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",Ohio University
CFS17-07-18-007112,2017-07-18,22:02,2017-07-18,22:00,"COURT STREET Common Name: COURT STREET Location Detail: AT WASHINGTON ST, ATHENS, OH 45701",TRAFFIC OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE 4510.12(A)(1),Ohio University
CFS17-07-19-007113,2017-07-19,00:28,NA,NA,"RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: AT S GREEN DR, ATHENS, OH 45701",TRAFFIC SPEED 4511.21,Ohio University
CFS17-07-19-007119,2017-07-19,01:19,2017-07-19,01:19,"COURT STREET Common Name: COURT STREET Location Detail: IN FRONT OF DINER, ATHENS, OH 45701",DISORDERLY CONDUCT OFFENSES,Ohio University
CFS17-07-19-007121,2017-07-19,01:44,2017-07-19,01:44,WASHINGTON STREET Common Name: WASHINGTON STREET Location Detail: PARKING GARAGE FRONT,ASSAULT OFFENSES,Ohio University
CFS17-07-19-007132,2017-07-19,08:26,NA,NA,N MCKINLEY AVENUE Common Name: N MCKINLEY AVENUE Location Detail: RUFUS,"TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",Ohio University
CFS17-07-19-007135,2017-07-19,11:48,2017-07-19,11:48,"UNIVERSITY TERRACE Common Name: UNIVERSITY TERRACE Location Detail: PARK PLACE, ATHENS, OH 45701","TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",Ohio University
CFS17-07-19-007138,2017-07-19,13:21,2017-07-19,13:21,"SHAFER STREET Common Name: SHAFER STREET Location Detail: RICHLAND, ATHENS, OH 45701",TRAFFIC VEHICLE LICENSE REGISTRATION,Ohio University
CFS17-07-19-007146,2017-07-19,15:30,NA,NA,UNION STREET Common Name: UNION STREET Location Detail: AT E GREEN DR,TRAFFIC FAILURE TO DISPLAY LIC. PLATE/STICKER 4503.21,Ohio University
CFS17-07-19-007147,2017-07-19,16:00,NA,NA,"WEST GREEN Common Name: WEST GREEN Location Detail: BENCHES, PROPERTY NEAR IRVINE HALL",DESTRUCTION OF PROPERTY,Ohio University
CFS17-07-19-007152,2017-07-19,17:03,NA,NA,48 EAST GREEN STREET Common Name: READ HALL Location Detail: SMOKE DETECTOR ROOM 135,FIRE ALARM,Ohio University
CFS17-07-19-007159,2017-07-19,22:12,2017-07-19,22:12,"COURT STREET Common Name: COURT STREET, ATHENS, OH 45701",OPERATING A VEHICLE UNDER THE INFLUENCE,Ohio University
CFS17-07-19-007160,2017-07-19,22:34,NA,NA,"COURT STREET Common Name: COURT STREET Location Detail: TO POST 5, ATHENS, OH 45701",TRANSPORT,Ohio University
CFS17-07-19-007163,2017-07-19,23:32,NA,NA,"13600 DELLA DR Common Name: POST 5 OHIO STATE HIGHWAY Location Detail: TO OUPD, ATHENS, OH 45701",TRANSPORT,Ohio University
CFS17-07-20-007165,2017-07-20,01:29,NA,NA,48 EAST GREEN STREET Common Name: READ HALL,FIRE ALARM,Ohio University
CFS17-07-20-007166,2017-07-20,04:53,NA,NA,48 EAST GREEN STREET Common Name: READ HALL,FIRE ALARM,Ohio University
CFS17-07-20-007168,2017-07-20,05:20,NA,NA,48 EAST GREEN STREET Common Name: READ HALL,FIRE ALARM,Ohio University
CFS17-07-20-007178,2017-07-20,09:32,2017-04-01,07:00,Common Name: GENERAL CAMPUS LOCATION,THREAT ASSESSMENT,Ohio University
CFS17-07-20-007181,2017-07-20,13:15,NA,NA,Common Name: LANCASTER STREET Location Detail: WEST STATE STREET,"TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",Ohio University
CFS17-07-20-007182,2017-07-20,13:15,2017-07-20,13:15,"SOUTH GREEN DRIVE - CLIPPINGER Common Name: PARKING LOT 86, ATHENS, OH 45701",FIRE FIRE OUTSIDE (NO STRUCTURE INVOLVED),Ohio University
CFS17-07-20-007198,2017-07-20,21:35,NA,NA,S. SHAFER ST. Common Name: WREN STADIUM,ANIMAL COMPLAINT,Ohio University
CFS17-07-20-007199,2017-07-20,22:40,2017-07-20,00:00,"RICHLAND AVENUE Common Name: GROVER CENTER Location Detail: MEN'S RESTROOM W107, ATHENS, OH 45701",DESTRUCTION OF PROPERTY,Ohio University
CFS17-07-20-007200,2017-07-20,23:40,NA,NA,W UNION ST,TRAFFIC MARKED LANES 4511.33A,Ohio University
CFS17-07-21-007214,2017-07-21,12:21,2017-07-01,07:00,"SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE Location Detail: FENZEL AND OBLENESS, ATHENS, OH 45701",LARCENY-THEFT THEFT - FROM BUILDINGS 2913,Ohio University
CFS17-07-21-007228,2017-07-21,22:33,NA,NA,W UNION ST Location Detail: W UNION @ COLLEGE,TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS17-07-21-007229,2017-07-21,22:49,NA,NA,RICHLAND AVE Location Detail: RICHLAND @ WEST GREEN DRIVE,TRAFFIC OBEDIANCE TO TRAFFIC CONTROL DEVICES 4511.12,Ohio University
CFS17-07-22-007234,2017-07-22,02:07,2017-07-22,02:07,MILL STREET Common Name: MILL STREET,ALCOHOL OFFENSE,Ohio University
CFS17-07-22-007241,2017-07-22,07:45,2017-07-22,07:45,"88 UNIVERSITY TERRACE Common Name: OHIO UNIVERSITY POLICE DEPT Location Detail: CAR 203, ATHENS, OH 45701",POSSESSION OF  CONTROLLED SUBSTANCES,Ohio University
CFS17-07-22-007244,2017-07-22,13:12,NA,NA,"SOUTH GREEN DRIVE Common Name: PARKING LOT 87, ATHENS, OH 45701",PARKING COMPLAINT,Ohio University
CFS17-07-22-007248,2017-07-22,16:15,NA,NA,"51 EAST GREEN STREET Common Name: BIDDLE, ATHENS, OH 45701",FIRE ALARM,Ohio University
CFS17-07-22-007252,2017-07-22,17:12,NA,NA,"97 WEST GREEN DRIVE Common Name: JAMES HALL, ATHENS, OH 45701",FIRE ALARM,Ohio University
CFS17-07-22-007253,2017-07-22,20:01,NA,NA,"97 WEST GREEN DRIVE Common Name: JAMES HALL, ATHENS, OH 45701",FIRE ALARM,Ohio University
CFS17-07-22-007256,2017-07-22,21:43,NA,NA,"51 EAST GREEN STREET Common Name: BIDDLE, ATHENS, OH 45701",FIRE ALARM,Ohio University
CFS17-07-22-007257,2017-07-22,22:29,NA,NA,COLLEGE STREET,TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS17-07-22-007259,2017-07-22,23:41,2017-07-22,23:41,"RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: @PRESIDENT STREET, ATHENS, OH 45701",TRAFFIC VEHICLE LICENSE REGISTRATION,Ohio University
CFS17-07-23-007260,2017-07-23,00:13,NA,NA,RICHLAND AVE Location Detail: RICHLAND @ WEST GREEN DRIVE,DISORDERLY CONDUCT OFFENSES,Ohio University
CFS17-07-23-007265,2017-07-23,03:15,NA,NA,"97 SOUTH GREEN DRIVE Common Name: CARR HALL Location Detail: 3RD FLOOR, ATHENS, OH 45701",NOISE COMPLAINT,Ohio University
CFS17-07-23-007278,2017-07-23,21:02,NA,NA,46 EAST GREEN STREET Common Name: JEFFERSON HALL,FIRE ALARM,Ohio University
CFS17-07-23-007284,2017-07-23,23:08,NA,NA,"SHAFER STREET Common Name: SHAFER STREET Location Detail: @O'BLENESS, ATHENS, OH 45701",TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS17-07-24-007293,2017-07-24,10:18,2017-07-24,10:18,"SHAFER STREET Common Name: SHAFER STREET Location Detail: NEAR LOT 125, ATHENS, OH 45701",TRAFFIC SPEED 4511.21,Ohio University
CFS17-07-24-007294,2017-07-24,10:36,2017-07-24,10:36,"SHAFER STREET Common Name: SHAFER STREET, ATHENS, OH 45701",TRAFFIC SPEED 4511.21,Ohio University
CFS17-07-24-007295,2017-07-24,12:41,NA,NA,"STATION STREET Common Name: STATION STREET, ATHENS, OH 45701","TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",Ohio University
CFS17-07-24-007313,2017-07-24,22:16,NA,NA,"58 EAST GREEN DRIVE Common Name: GAMERTSFELDER HALL, ATHENS, OH 45701","TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",Ohio University
CFS17-07-24-007314,2017-07-24,22:23,NA,NA,"EAST UNION STREET Common Name: PUTNAM HALL, ATHENS, OH 45701","TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",Ohio University
CFS17-07-24-007315,2017-07-24,22:40,NA,NA,"100 RICHLAND AVE. Common Name: PEDEN STADIUM, ATHENS, OH 45701",TRAFFIC VEHICLE LICENSE REGISTRATION,Ohio University
CFS17-07-24-007316,2017-07-24,22:46,NA,NA,COURT STREET,TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS17-07-25-007321,2017-07-25,00:17,NA,NA,EAST STATE STREET Common Name: EAST STATE STREET Location Detail: @STIMPSON,TRAFFIC SIGNALING STOPS/TURNS 4511.39,Ohio University
CFS17-07-25-007326,2017-07-25,05:57,NA,NA,"UNIVERSITY TERRACE Common Name: UNIVERSITY TERRACE Location Detail: @SOUTH GREEN DRIVE, ATHENS, OH 45701","TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",Ohio University
CFS17-07-25-007331,2017-07-25,08:07,NA,NA,Common Name: HORSE BARN LANE Location Detail: CHILD DEVELOPMENT,"TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",Ohio University
CFS17-07-25-007332,2017-07-25,08:38,NA,NA,Common Name: HORSE BARN LANE Location Detail: CHILD DEVELOPMENT,"TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",Ohio University
CFS17-07-25-007339,2017-07-25,12:00,NA,NA,"88 UNIVERSITY TERRACE Common Name: SCOTT QUADRANGLE Location Detail: ROOM 252, ATHENS, OH 45701",FIRE ALARM,Ohio University
CFS17-07-25-007340,2017-07-25,13:23,NA,NA,UNION STREET Common Name: UNION STREET Location Detail: WEST UNION/BROMLEY HALL,TRAFFIC VEHICLE LICENSE REGISTRATION,Ohio University
CFS17-07-25-007343,2017-07-25,14:35,NA,NA,"SHAFER STREET Common Name: SHAFER STREET Location Detail: LOT 125, ATHENS, OH 45701",TRAFFIC SPEED 4511.21,Ohio University
CFS17-07-25-007346,2017-07-25,15:00,2017-07-25,15:00,"SHAFER STREET Common Name: SHAFER STREET Location Detail: AT LOT 125, ATHENS, OH 45701",TRAFFIC SPEED 4511.21,Ohio University
CFS17-07-25-007350,2017-07-25,17:52,NA,NA,"SHAFER STREET Common Name: SHAFER STREET Location Detail: AT W STATE ST, ATHENS, OH 45701",TRAFFIC VEHICLE LICENSE REGISTRATION,Ohio University
CFS17-07-25-007354,2017-07-25,19:05,2017-07-25,08:00,"EAST UNION STREET Common Name: SCHOONOVER CENTER Location Detail: ROOM 242, ATHENS, OH 45701",BURGLARY OFFENSES,Ohio University
CFS17-07-25-007355,2017-07-25,19:41,NA,NA,"SHAFER STREET Common Name: SHAFER STREET Location Detail: NEAR E UNION ST, ATHENS, OH 45701",TRAFFIC TAIL LIGHTS AND ILLUMINATION OF REAR LICENSE PLATE 4513.05,Ohio University
CFS17-07-25-007361,2017-07-25,22:59,NA,NA,"RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: AT SOUTH GREEN DRIVE, ATHENS, OH 45701",TRAFFIC SPEED 4511.21,Ohio University
CFS17-07-25-007362,2017-07-25,23:00,2017-07-25,23:00,MILL STREET Common Name: MILL STREET Location Detail: 52 MILL STREET,ALCOHOL OFFENSE,Ohio University
CFS17-07-26-007378,2017-07-26,07:15,NA,NA,"35 SOUTH CONGRESS Common Name: BROMLEY HALL Location Detail: 2ND FLOOR STAIRWELL, ATHENS, OH 45701",FIRE ALARM,Ohio University
CFS17-07-26-007383,2017-07-26,09:05,2017-07-26,09:05,"SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE Location Detail: LOT 132, ATHENS, OH 45701",TRAFFIC FAIL YIELD-PED IN CROSSWALK 4511.46,Ohio University
CFS17-07-26-007384,2017-07-26,09:15,2017-07-26,09:15,"SHAFER STREET Common Name: SHAFER STREET Location Detail: LOT 125, ATHENS, OH 45701",TRAFFIC SEAT BELT - DRIVER 4513.263(B)(1),Ohio University
CFS17-07-26-007386,2017-07-26,10:27,2017-07-26,10:27,"30 PARK PLACE Common Name: ALDEN LIBRARY Location Detail: DUMPSTER AREA, ATHENS, OH 45701",PROPERTY DAMAGE,Ohio University
CFS17-07-26-007391,2017-07-26,13:05,2017-07-26,13:05,"SHAFER STREET Common Name: SHAFER STREET Location Detail: LOT 125, ATHENS, OH 45701",TRAFFIC SPEED 4511.21,Ohio University
CFS17-07-26-007396,2017-07-26,16:20,2017-07-26,00:00,"88 UNIVERSITY TERRACE Common Name: SCOTT QUADRANGLE, ATHENS, OH 45701",MENACING OFFENSES,Ohio University
CFS17-07-26-007402,2017-07-26,21:26,2017-07-26,21:26,"OXBOW TRAIL Common Name: STOCKER HALL Location Detail: PULL STATION NEAR ROOM 049, ATHENS, OH 45701",FIRE ALARM,Ohio University
CFS17-07-26-007405,2017-07-26,22:00,NA,NA,"121 SOUTH GREEN DRIVE Common Name: TANAKA HALL Location Detail: SMOKE DETECTOR ROOM 159, ATHENS, OH 45701",FIRE ALARM,Ohio University
CFS17-07-26-007406,2017-07-26,22:12,NA,NA,"WEST STATE STREET Common Name: WEST STATE STREET Location Detail: APT 182, ATHENS, OH 45701",TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS17-07-27-007416,2017-07-27,08:44,2017-07-26,20:00,"WEST STATE STREET Common Name: WEST STATE STREET Location Detail: GROUNDS DRIVING RANGE BUILDING, ATHENS, OH 45701",BURGLARY OFFENSES,Ohio University
CFS17-07-27-007424,2017-07-27,16:15,NA,NA,"WEST UNION STREET Common Name: CENTRAL CLASSROOM BLDG, ATHENS, OH 45701",FIRE ALARM,Ohio University
CFS17-07-27-007428,2017-07-27,17:23,NA,NA,"104 WEST GREEN DRIVE Common Name: WILSON HALL - WEST GREEN Location Detail: SMOKE DETECTOR ROOM 169, ATHENS, OH 45701",FIRE ALARM,Ohio University
