case_number,date_reported,time_reported,incident,location,university,date_occurred,time_occurred
1500037695,2015-11-29,23:33,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500037707,2015-11-30,00:34,DRUG VIOLATION / VCSA,EAST QUAD,University of Michigan-Ann Arbor,NA,NA
1500037712,2015-11-30,01:09,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500037736,2015-11-30,04:59,MEDICAL ASSISTANCE / AMBULANCE,LLOYD ALICE CROCKER HALL,University of Michigan-Ann Arbor,NA,NA
1500037779,2015-11-30,09:16,HARASSMENT,CAMPUS SAFETY SERVICES BUILDING,University of Michigan-Ann Arbor,NA,NA
1500037792,2015-11-30,10:13,LARCENY-ALL TYPES,WOLVERINE TOWER,University of Michigan-Ann Arbor,NA,NA
1500037818,2015-11-30,12:27,LARCENY-ALL TYPES,HATCHER H NORTH GRADUATE LIBRARY,University of Michigan-Ann Arbor,NA,NA
1500037828,2015-11-30,13:18,LARCENY-ALL TYPES,NORTH CAMPUS FACILITIES SERVICES BUILDING,University of Michigan-Ann Arbor,NA,NA
1500037841,2015-11-30,14:21,TRAFFIC STOP,CANCER CENTER,University of Michigan-Ann Arbor,NA,NA
1500037853,2015-11-30,15:13,MEDICAL ASSISTANCE / AMBULANCE,2098 HURON VALLEY PROFESSIONAL CENTER,University of Michigan-Ann Arbor,NA,NA
1500037855,2015-11-30,15:20,MEDICAL ASSISTANCE / AMBULANCE,MOSHER JORDAN,University of Michigan-Ann Arbor,NA,NA
1500038080,2015-12-01,11:50,TRAFFIC STOP,FLETCHER ST PARKING STRUCTURE,University of Michigan-Ann Arbor,NA,NA
1500038085,2015-12-01,12:21,LARCENY-ALL TYPES,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
1500038093,2015-12-01,12:45,LARCENY-ALL TYPES,DENTAL BLDG AND W K KELLOGG FOUNDATION INSTITUTE,University of Michigan-Ann Arbor,NA,NA
1500038111,2015-12-01,14:18,IMPOUND PROPERTY / VEHICLE,LOT NC48,University of Michigan-Ann Arbor,NA,NA
1500038113,2015-12-01,14:25,MEDICAL ASSISTANCE / PI,SHEPHERD DONALD R WOMENS GYMNASTIC CENTER,University of Michigan-Ann Arbor,NA,NA
1500038117,2015-12-01,14:44,FIRE,MLB,University of Michigan-Ann Arbor,NA,NA
1500038134,2015-12-01,16:39,MEDICAL ASSISTANCE / AMBULANCE,COUZENS HALL,University of Michigan-Ann Arbor,NA,NA
1500038140,2015-12-01,17:08,LARCENY-ALL TYPES,EDUCATION SCHOOL OF,University of Michigan-Ann Arbor,NA,NA
1500038141,2015-12-01,17:09,LARCENY-ALL TYPES,MOORE EARL V BLDG,University of Michigan-Ann Arbor,NA,NA
1500038164,2015-12-01,19:00,DOMESTIC ASSAULT,M18 P2,University of Michigan-Ann Arbor,NA,NA
1500038181,2015-12-01,20:31,ASSAULT OR BATTERY,SOUTH QUAD,University of Michigan-Ann Arbor,NA,NA
1500038192,2015-12-01,21:22,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500038212,2015-12-01,23:57,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500038219,2015-12-02,00:59,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500038228,2015-12-02,01:43,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500038233,2015-12-02,02:14,MIP/FRAUD,NA,University of Michigan-Ann Arbor,NA,NA
1500038234,2015-12-02,02:43,MIP,EAST QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1500038256,2015-12-02,06:01,TRAFFIC VIOLATION,MEDICAL CENTER DR PARKING STRUCT,University of Michigan-Ann Arbor,NA,NA
1500038258,2015-12-02,06:26,TRAFFIC VIOLATION,NA,University of Michigan-Ann Arbor,NA,NA
1500038560,2015-12-03,10:20,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500038568,2015-12-03,10:36,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500038578,2015-12-03,11:26,LARCENY-ALL TYPES,TOWSLEY CENTER FOR CONTINUING MEDICAL EDUCATION,University of Michigan-Ann Arbor,NA,NA
1500038579,2015-12-03,11:39,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500038588,2015-12-03,12:02,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500038612,2015-12-03,13:56,ORDINANCE VIOLATION / SKATEBRD,NA,University of Michigan-Ann Arbor,NA,NA
1500038619,2015-12-03,14:45,MEDICAL ASSISTANCE / AMBULANCE,SCHOOL OF MUSIC,University of Michigan-Ann Arbor,NA,NA
1500038633,2015-12-03,15:44,LARCENY-ALL TYPES,MOTT CHILDRENS VON VOIGTLANDER WOMENS HOSPITALS,University of Michigan-Ann Arbor,NA,NA
1500038638,2015-12-03,16:00,MEDICAL ASSISTANCE / AMBULANCE,DENTAL BLDG AND W K KELLOGG FOUNDATION INSTITUTE,University of Michigan-Ann Arbor,NA,NA
1500038651,2015-12-03,17:16,FRAUDULENT ACTIVITY,LURIE ROBERT H ENGINEERING CTR,University of Michigan-Ann Arbor,NA,NA
1500038689,2015-12-03,20:53,MEDICAL ASSISTANCE / AMBULANCE,EAST ANN ARBOR HEALTH AND GERIATRICS CENTER,University of Michigan-Ann Arbor,NA,NA
1500038691,2015-12-03,21:02,MEDICAL ASSISTANCE / AMBULANCE,BURSLEY JOSEPH A & MARGUERITE K HALL,University of Michigan-Ann Arbor,NA,NA
1500038703,2015-12-03,22:40,LARCENY-ALL TYPES,SHAPIRO HAROLD T AND VIVIAN B LIBRARY,University of Michigan-Ann Arbor,NA,NA
1500038716,2015-12-03,23:53,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500038717,2015-12-04,00:01,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500038718,2015-12-04,00:11,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500038725,2015-12-04,00:35,MIP,BURSLEY JOSEPH A & MARGUERITE K HALL,University of Michigan-Ann Arbor,NA,NA
1500038728,2015-12-04,00:43,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500038730,2015-12-04,00:54,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500038733,2015-12-04,01:01,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500038734,2015-12-04,01:20,TRAFFIC VIOLATION,NA,University of Michigan-Ann Arbor,NA,NA
1500038736,2015-12-04,01:44,MEDICAL ASSISTANCE / AMBULANCE,700 KMS PLACE,University of Michigan-Ann Arbor,NA,NA
1500038738,2015-12-04,01:47,MIP,WEST QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1500038741,2015-12-04,01:51,TRAFFIC VIOLATION,NA,University of Michigan-Ann Arbor,NA,NA
1500038743,2015-12-04,02:09,TRAFFIC VIOLATION,NA,University of Michigan-Ann Arbor,NA,NA
1500038747,2015-12-04,02:35,MIP,CC LITTLE BUS STOP,University of Michigan-Ann Arbor,NA,NA
1500038749,2015-12-04,02:40,SUSPICIOUS INCIDENT OR PERSON,SOUTH QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1500038751,2015-12-04,02:59,MIP,SOUTH QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1500038752,2015-12-04,03:07,MIP,STOCKWELL MADELON LOUISA HALL,University of Michigan-Ann Arbor,NA,NA
1500038753,2015-12-04,03:11,MIP,COUZENS HALL,University of Michigan-Ann Arbor,NA,NA
1500038754,2015-12-04,03:14,MIP,SHAPIRO HAROLD T AND VIVIAN B LIBRARY,University of Michigan-Ann Arbor,NA,NA
1500039102,2015-12-05,11:52,ASSAULT OR BATTERY,NC20 PRKG LOT,University of Michigan-Ann Arbor,NA,NA
1500039111,2015-12-05,13:25,MEDICAL ASSISTANCE / AMBULANCE,LOT SC7,University of Michigan-Ann Arbor,NA,NA
1500039113,2015-12-05,13:27,DISORDERLY CONDUCT,SHAPIRO HAROLD T AND VIVIAN B LIBRARY,University of Michigan-Ann Arbor,NA,NA
1500039137,2015-12-05,16:09,SUSPICIOUS INCIDENT OR PERSON,HOSPITAL,University of Michigan-Ann Arbor,NA,NA
1500039143,2015-12-05,16:52,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500039176,2015-12-05,21:48,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500039189,2015-12-05,22:48,MIP,COUZENS HALL,University of Michigan-Ann Arbor,NA,NA
1500039198,2015-12-06,00:12,SUSPICIOUS INCIDENT OR PERSON,NA,University of Michigan-Ann Arbor,NA,NA
1500039203,2015-12-06,00:27,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500039207,2015-12-06,00:37,MIP,BURSLEY JOSEPH A & MARGUERITE K HALL,University of Michigan-Ann Arbor,NA,NA
1500039210,2015-12-06,00:43,TRAFFIC VIOLATION,NA,University of Michigan-Ann Arbor,NA,NA
1500039211,2015-12-06,00:45,TRAFFIC VIOLATION,NA,University of Michigan-Ann Arbor,NA,NA
1500039218,2015-12-06,01:23,MIP,MARKLEY MARY BUTLER HALL,University of Michigan-Ann Arbor,NA,NA
1500039223,2015-12-06,01:48,TRAFFIC STOP,LOT M75,University of Michigan-Ann Arbor,NA,NA
1500039224,2015-12-06,01:52,TRAFFIC VIOLATION,NA,University of Michigan-Ann Arbor,NA,NA
1500039225,2015-12-06,01:53,TRAFFIC STOP/OWI,NA,University of Michigan-Ann Arbor,NA,NA
1500039226,2015-12-06,02:07,MIP,NORTH QUAD,University of Michigan-Ann Arbor,NA,NA
1500039297,2015-12-06,13:56,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500039311,2015-12-06,16:57,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500039366,2015-12-06,22:06,DISORDERLY CONDUCT,HATCHER HARLAN H SOUTH GRADUATE LIBRARY,University of Michigan-Ann Arbor,NA,NA
1500039370,2015-12-06,22:32,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500039384,2015-12-06,23:46,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500039396,2015-12-07,00:26,SUSPICIOUS INCIDENT OR PERSON/ UIP,LOT SC1,University of Michigan-Ann Arbor,NA,NA
1500039425,2015-12-07,05:47,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500040004,2015-12-09,07:37,LARCENY-ALL TYPES,OH ARTHUR AND HAZEL VANDENBERG HALL,University of Michigan-Ann Arbor,NA,NA
1500040011,2015-12-09,07:58,ASSAULT OR BATTERY / IP,SIMPSON CIRCLE PARKING STRUCTURE,University of Michigan-Ann Arbor,NA,NA
1500040023,2015-12-09,08:34,MEDICAL ASSISTANCE / AMBULANCE,BURSLEY HALL,University of Michigan-Ann Arbor,NA,NA
1500040065,2015-12-09,11:48,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500040066,2015-12-09,11:51,CRASH NO INJURIES / OFF ROAD,M18 P3 PRKG STR,University of Michigan-Ann Arbor,NA,NA
1500040078,2015-12-09,12:46,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500040090,2015-12-09,13:42,IMPOUND PROPERTY / VEHICLE,LOT M61,University of Michigan-Ann Arbor,NA,NA
1500040094,2015-12-09,14:04,HARASSMENT,MLB,University of Michigan-Ann Arbor,NA,NA
1500040095,2015-12-09,14:05,LARCENY-ALL TYPES,EDUCATION SCHOOL OF,University of Michigan-Ann Arbor,NA,NA
1500040109,2015-12-09,15:21,LARCENY-ALL TYPES,HATCHER HARLAN H SOUTH GRADUATE LIBRARY,University of Michigan-Ann Arbor,NA,NA
1500040123,2015-12-09,16:34,LARCENY-ALL TYPES,WEST HALL,University of Michigan-Ann Arbor,NA,NA
1500040130,2015-12-09,17:12,CRASH NO INJURIES / HIT/RUN,M18 P2,University of Michigan-Ann Arbor,NA,NA
1500040147,2015-12-09,18:21,MEDICAL ASSISTANCE / AMBULANCE,BETSY BARBOUR,University of Michigan-Ann Arbor,NA,NA
1500040174,2015-12-09,20:09,DRUG VIOLATION / VCSA,MARKLEY MARY BUTLER HALL,University of Michigan-Ann Arbor,NA,NA
1500040195,2015-12-09,22:37,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500040197,2015-12-09,22:57,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500040200,2015-12-09,23:06,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500040203,2015-12-09,23:14,TRAFFIC STOP/DWLS,NA,University of Michigan-Ann Arbor,NA,NA
1500040207,2015-12-09,23:23,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500040232,2015-12-10,01:14,TRAFFIC VIOLATION,NA,University of Michigan-Ann Arbor,NA,NA
1500040233,2015-12-10,01:32,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500040350,2015-12-10,11:55,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500040353,2015-12-10,11:57,LARCENY-ALL TYPES,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
1500040356,2015-12-10,12:02,TRAFFIC STOP,RACKHAM HORACE H SCHOOL OF GRADUATE STUDIES,University of Michigan-Ann Arbor,NA,NA
1500040365,2015-12-10,12:40,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500040376,2015-12-10,13:14,LARCENY-ALL TYPES,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
1500040396,2015-12-10,14:22,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500040401,2015-12-10,14:40,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500040441,2015-12-10,17:10,CRASH NO INJURIES / OFF ROAD,LOT NC27,University of Michigan-Ann Arbor,NA,NA
1500040467,2015-12-10,18:51,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500040493,2015-12-10,20:10,DRUG VIOLATION / VCSA,ALICE LLOYD,University of Michigan-Ann Arbor,NA,NA
1500040528,2015-12-10,22:55,DRUG VIOLATION / VCSA,LLOYD ALICE CROCKER HALL,University of Michigan-Ann Arbor,NA,NA
1500040532,2015-12-10,23:02,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500040552,2015-12-11,00:18,LARCENY-ALL TYPES,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
1500040561,2015-12-11,00:41,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500040564,2015-12-11,01:12,MIP,MARKLEY MARY BUTLER HALL,University of Michigan-Ann Arbor,NA,NA
1500040569,2015-12-11,01:39,DRUG VIOLATION / VCSA,COUZENS HALL,University of Michigan-Ann Arbor,NA,NA
1500040570,2015-12-11,01:39,MIP,EAST QUAD,University of Michigan-Ann Arbor,NA,NA
1500040571,2015-12-11,01:45,DRUG VIOLATION / VCSA,SOUTH QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1500040574,2015-12-11,02:08,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500040577,2015-12-11,02:24,MIP,COUZENS HALL,University of Michigan-Ann Arbor,NA,NA
1500040630,2015-12-11,09:05,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500040648,2015-12-11,10:12,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500040661,2015-12-11,10:54,LARCENY-ALL TYPES,NORTH QUADRANGLE RESIDENTIAL AND ACADEMIC COMPLEX,University of Michigan-Ann Arbor,NA,NA
1500040676,2015-12-11,12:01,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500040677,2015-12-11,12:03,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500040680,2015-12-11,12:16,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500040707,2015-12-11,13:53,LARCENY-ALL TYPES,NORTH QUAD,University of Michigan-Ann Arbor,NA,NA
1500040708,2015-12-11,13:53,ORDINANCE VIOLATION / OTHER,SOUTH QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1500040711,2015-12-11,14:01,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500040712,2015-12-11,14:04,NOISE COMPLAINT,NA,University of Michigan-Ann Arbor,NA,NA
1500040715,2015-12-11,14:14,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500040768,2015-12-11,17:36,LARCENY-ALL TYPES,HOSPITAL,University of Michigan-Ann Arbor,NA,NA
1500040783,2015-12-11,19:17,MEDICAL ASSISTANCE / AMBULANCE,ANGELL JAMES B HALL AND TISCH HALL,University of Michigan-Ann Arbor,NA,NA
1500040819,2015-12-11,22:45,LARCENY-ALL TYPES,MARKLEY RES HALL,University of Michigan-Ann Arbor,NA,NA
1500040822,2015-12-11,22:49,MIP,SOUTH QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1500040825,2015-12-11,22:56,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500040831,2015-12-11,23:34,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500040832,2015-12-11,23:41,LARCENY-ALL TYPES,MICHIGAN UNION,University of Michigan-Ann Arbor,NA,NA
1500040836,2015-12-11,23:48,ASSIST OUTSIDE LE AGENCY,NA,University of Michigan-Ann Arbor,NA,NA
1500040846,2015-12-12,00:33,FIRE,MOORE EARL V BLDG,University of Michigan-Ann Arbor,NA,NA
1500040848,2015-12-12,00:44,UDAA,LOT NC43,University of Michigan-Ann Arbor,NA,NA
1500040852,2015-12-12,01:11,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500040867,2015-12-12,02:41,MEDICAL ASSISTANCE / PI,BURSLEY JOSEPH A & MARGUERITE K HALL,University of Michigan-Ann Arbor,NA,NA
1500040870,2015-12-12,03:09,LARCENY-ALL TYPES,SHAPIRO HAROLD T AND VIVIAN B LIBRARY,University of Michigan-Ann Arbor,NA,NA
1500040915,2015-12-12,09:10,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500040928,2015-12-12,10:09,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500040931,2015-12-12,10:36,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500040934,2015-12-12,10:56,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500040939,2015-12-12,11:19,DRUG VIOLATION / VCSA,M15 P1 PRKG STR,University of Michigan-Ann Arbor,NA,NA
1500040945,2015-12-12,12:28,LARCENY-ALL TYPES,STOCKWELL MADELON LOUISA HALL,University of Michigan-Ann Arbor,NA,NA
1500040954,2015-12-12,14:03,SUSPICIOUS INCIDENT OR PERSON,NA,University of Michigan-Ann Arbor,NA,NA
1500040959,2015-12-12,14:51,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500040963,2015-12-12,15:25,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500040966,2015-12-12,15:35,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500040969,2015-12-12,15:56,CRASH NO INJURIES / OFF ROAD,LOT M10,University of Michigan-Ann Arbor,NA,NA
1500041004,2015-12-12,20:00,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500041009,2015-12-12,20:26,SUSPICIOUS INCIDENT OR PERSON,OXFORD SEELEY,University of Michigan-Ann Arbor,NA,NA
1500041015,2015-12-12,21:18,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500041029,2015-12-12,22:38,DRUG VIOLATION / VCSA,BURSLEY JOSEPH A & MARGUERITE K HALL,University of Michigan-Ann Arbor,NA,NA
1500041030,2015-12-12,22:38,MIP,MARKLEY MARY BUTLER HALL,University of Michigan-Ann Arbor,NA,NA
1500041032,2015-12-12,22:45,MIP,SOUTH QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1500041038,2015-12-12,23:04,DRUG VIOLATION / VCSA,SOUTH QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1500041039,2015-12-12,23:14,TRAFFIC STOP,LOT NC10,University of Michigan-Ann Arbor,NA,NA
1500041048,2015-12-12,23:44,ORDINANCE VIOLATION / SKATEBRD,RACKHAM HORACE H SCHOOL OF GRADUATE STUDIES,University of Michigan-Ann Arbor,NA,NA
1500041049,2015-12-12,23:54,MEDICAL ASSISTANCE / AMBULANCE,NORTH QUAD,University of Michigan-Ann Arbor,NA,NA
1500041051,2015-12-13,00:09,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500041056,2015-12-13,00:21,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500041065,2015-12-13,01:38,MIP,MARKLEY MARY BUTLER HALL,University of Michigan-Ann Arbor,NA,NA
1500041066,2015-12-13,01:44,NOISE COMPLAINT,NORTH QUADRANGLE RESIDENTIAL AND ACADEMIC COMPLEX,University of Michigan-Ann Arbor,NA,NA
1500041071,2015-12-13,02:02,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500041073,2015-12-13,02:09,MIP,NORTH QUADRANGLE RESIDENTIAL AND ACADEMIC COMPLEX,University of Michigan-Ann Arbor,NA,NA
1500041074,2015-12-13,02:15,MEDICAL ASSISTANCE / AMBULANCE,RACKHAM HORACE H SCHOOL OF GRADUATE STUDIES,University of Michigan-Ann Arbor,NA,NA
1500041075,2015-12-13,02:15,HEALTH & SAFETY,EAST QUAD,University of Michigan-Ann Arbor,NA,NA
1500041076,2015-12-13,02:16,MIP,MARKLEY MARY BUTLER HALL,University of Michigan-Ann Arbor,NA,NA
1500041077,2015-12-13,02:22,MIP,MARKLEY MARY BUTLER HALL,University of Michigan-Ann Arbor,NA,NA
1500041083,2015-12-13,03:36,MIP,MICHIGAN STADIUM,University of Michigan-Ann Arbor,NA,NA
1500041087,2015-12-13,03:47,MIP,COUZENS HALL,University of Michigan-Ann Arbor,NA,NA
1500041109,2015-12-13,07:41,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500041112,2015-12-13,08:02,TRAFFIC STOP,LOT M75,University of Michigan-Ann Arbor,NA,NA
1500041157,2015-12-13,13:34,MEDICAL ASSISTANCE / AMBULANCE,DINING AREA,University of Michigan-Ann Arbor,NA,NA
1500041161,2015-12-13,13:55,TRAFFIC VIOLATION,LOT M71,University of Michigan-Ann Arbor,NA,NA
1500041162,2015-12-13,13:56,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500041165,2015-12-13,14:18,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500041177,2015-12-13,15:30,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500041188,2015-12-13,18:08,LARCENY (from building),DUDERSTADT JAMES AND ANNE CENTER,University of Michigan-Ann Arbor,NA,NA
1500041189,2015-12-13,18:23,TRAFFIC VIOLATION,NA,University of Michigan-Ann Arbor,NA,NA
1500041217,2015-12-13,21:09,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500041219,2015-12-13,21:18,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500041247,2015-12-13,23:50,ASSIST OUTSIDE LE AGENCY,NA,University of Michigan-Ann Arbor,NA,NA
1500041249,2015-12-13,23:56,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500041317,2015-12-14,08:58,UDAA,LOT S11,University of Michigan-Ann Arbor,NA,NA
1500041321,2015-12-14,09:23,MEDICAL ASSISTANCE / AMBULANCE,WOTO,University of Michigan-Ann Arbor,NA,NA
1500041332,2015-12-14,09:58,LARCENY-ALL TYPES,NCRC 26,University of Michigan-Ann Arbor,NA,NA
1500041355,2015-12-14,11:34,HARASSMENT,ADMINISTRATIVE SERVICES,University of Michigan-Ann Arbor,NA,NA
1500041363,2015-12-14,12:13,CRASH NO INJURIES / OFF ROAD,M18 P2 PRKG STR,University of Michigan-Ann Arbor,NA,NA
1500041397,2015-12-14,14:19,SUSPICIOUS INCIDENT OR PERSON,KRAUS BUILDING,University of Michigan-Ann Arbor,NA,NA
1500041400,2015-12-14,14:33,SUSPICIOUS INCIDENT OR PERSON,CHEMISTRY BUILDING,University of Michigan-Ann Arbor,NA,NA
1500041418,2015-12-14,16:04,LARCENY-ALL TYPES,DANA SAMUEL TRASK BUILDING,University of Michigan-Ann Arbor,NA,NA
1500041448,2015-12-14,18:53,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500041499,2015-12-14,22:19,DISORDERLY CONDUCT,MICHIGAN UNION,University of Michigan-Ann Arbor,NA,NA
1500041518,2015-12-14,23:33,TRAFFIC STOP,NORTH QUADRANGLE RESIDENTIAL AND ACADEMIC COMPLEX,University of Michigan-Ann Arbor,NA,NA
1500041523,2015-12-14,23:49,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500041536,2015-12-15,00:47,DRUG VIOLATION / VCSA,MOSHER ELIZA M HALL & JORDAN MYRA B HALL,University of Michigan-Ann Arbor,NA,NA
1500041551,2015-12-15,01:54,MIP,SOUTH QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1500041564,2015-12-15,03:23,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500041567,2015-12-15,03:37,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500041594,2015-12-15,06:32,CRASH NO INJURIES / OFF ROAD,M22 P4,University of Michigan-Ann Arbor,NA,NA
1500041599,2015-12-15,06:37,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500041658,2015-12-15,11:39,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500041675,2015-12-15,12:38,HARASSMENT,MARTHA COOK,University of Michigan-Ann Arbor,NA,NA
1500041732,2015-12-15,16:07,UDAA,FLETCHER ST PARKING STRUCTURE,University of Michigan-Ann Arbor,NA,NA
1500041750,2015-12-15,17:16,MEDICAL ASSISTANCE / AMBULANCE,DOMINO FARMS,University of Michigan-Ann Arbor,NA,NA
1500041759,2015-12-15,18:00,TRAFFIC VIOLATION,NA,University of Michigan-Ann Arbor,NA,NA
1500041794,2015-12-15,20:50,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500041796,2015-12-15,21:01,TRAFFIC VIOLATION,LOT M71,University of Michigan-Ann Arbor,NA,NA
1500041799,2015-12-15,21:23,TRAFFIC VIOLATION,NA,University of Michigan-Ann Arbor,NA,NA
1500041810,2015-12-15,22:15,TRAFFIC VIOLATION,NA,University of Michigan-Ann Arbor,NA,NA
1500041818,2015-12-15,22:56,MEDICAL ASSISTANCE / AMBULANCE,HATCHER H NORTH GRADUATE LIBRARY,University of Michigan-Ann Arbor,NA,NA
1500041832,2015-12-15,23:45,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500041833,2015-12-15,23:48,ASSIST OUTSIDE LE AGENCY,NA,University of Michigan-Ann Arbor,NA,NA
1500041840,2015-12-16,00:19,ORDINANCE VIOLATION / SKATEBRD,CHURCH ST PARKING STRUCTURE,University of Michigan-Ann Arbor,NA,NA
1500041842,2015-12-16,00:26,DRUG VIOLATION / VCSA,COUZENS HALL,University of Michigan-Ann Arbor,NA,NA
1500041844,2015-12-16,00:31,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500041848,2015-12-16,00:54,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
