case_number,date_reported,time_reported,date_occurred,time_occurred,location,university,incident
"OCA
2016-0861",2016-09-10,10:45,2016-09-10,10:45,College Hill - Big Lot,East Carolina University,Underage Consumption of Alcohol
"OCA
2016-0862",2016-09-10,11:03,2016-09-10,11:03,"College Hill
Drive",East Carolina University,Underage Consumption of Alcohol (2)
"OCA
2016-0863",2016-09-10,11:50,2016-09-10,11:50,College Hill - Big Lot,East Carolina University,Underage Consumption of Alcohol
"OCA
2016-0865",2016-09-10,13:00,2016-09-10,13:00,"Dowdy-Ficklen
Stadium",East Carolina University,"Resist, Delay or Obstruct a LEO
Possession of a
Controlled Substances on
Prison /Jail Premises"
"OCA
2016-0866",2016-09-10,23:53,2016-09-10,23:53,Seventh & Cotanche Sts.,East Carolina University,"Warrant Service for Other
Agency/Larceny Driving While License Revoked"
"OCA
2016-0867",2016-09-11,00:01,2016-09-11,00:01,College Hill - Big Lot,East Carolina University,Underage Consumption of Alcohol (2)
"OCA
2016-0868",2016-09-11,02:08,2016-09-11,02:08,"Fletcher Music
Bldg. PVA",East Carolina University,Assault of a Female Simple Assault Underage Consumption of Alcohol
"OCA
2016-0869",2016-09-11,02:08,2016-09-11,02:08,"First & Reade
Sts.",East Carolina University,"Resist, Delay or Obstruct
LEO"
"OCA
2016-0870",2016-09-11,02:00,2016-09-11,02:00,Third & Reade,East Carolina University,"Possession With Intent to
Sell/Deliver Marijuana"
"OCA
2016-0875",2016-09-12,18:12,2016-09-12,18:12,Tyler Hall,East Carolina University,Assault on a Female
"OCA
2016-0876",2016-09-12,19:07,2016-09-12,21:32,Tyler Hall,East Carolina University,Larceny
"OCA
2016-0878",2016-09-12,21:06,2016-09-12,21:06,Clement Hall,East Carolina University,"Injury to Personal
Property"
"OCA
2016-0879",2016-09-12,21:32,2016-09-12,21:32,Gateway West,East Carolina University,Damage ro Real Property
"OCA
2016-0883",2016-09-13,16:21,2016-09-10,13:40,Jones Hall,East Carolina University,Larceny
"OCA
2016-0884",2016-09-13,16:21,2016-09-10,10:30,Jones Hall,East Carolina University,Larceny
"OCA
2016-0886",2016-09-13,16:06,2016-09-13,12:08,Fifth & Harding St /Harding Parking Lot,East Carolina University,Hit & Run
"OCA
2016-0887",2016-09-13,23:38,2016-09-13,23:38,"College Hill
Suites",East Carolina University,"Possession of Marijuana
<1/2 oz (2) Possession of Drug Paraphernalia (2)
Underage Possession of"
"OCA
2016-0891",2016-09-14,14:16,2016-09-14,14:16,"Legacy Hall
(Arrested At)",East Carolina University,Warrant Service For Other Agency Assault on a Female Second Degree Trespassing
"OCA
2016-0893",2016-09-15,11:41,2016-09-15,11:11,"Medical
Pavilion No. 3",East Carolina University,"Breaking & Entering
Larceny"
"OCA
2016-0895",2016-09-15,12:10,2016-09-15,12:10,Clement,East Carolina University,Extortion
"OCA
2016-0897",2016-09-16,01:18,2016-09-16,01:18,"Carol Beck
PVA",East Carolina University,Larceny
"OCA
2016-0898",2016-09-16,00:53,2016-09-16,00:53,Clement Hall,East Carolina University,"Possession of Marijuana
<1/2 oz (1)
Underage Possession of
Alcohol
Underage Possession of
Alcohol (4)"
"OCA
2016-0908",2016-09-16,21:23,2016-09-16,21:23,"Fletcher
Residence Hall",East Carolina University,"Possession of Drug
Paraphernalia"
"OCA
2016-0912",2016-09-17,22:04,2016-09-16,21:50,Legacy Hall,East Carolina University,Hit & Run
"OCA
2016-0913",2016-09-18,00:25,2016-09-18,00:25,Cotanche & Reade Sts.,East Carolina University,Possession of Marijuana
"OCA
2016-0914",2016-09-18,02:06,2016-09-18,02:06,Clement Hall,East Carolina University,"Simple Assault
Intoxicated & Disruptive"
"OCA
2016-0917",2016-09-19,17:20,2016-09-18,17:20,Joyner Library,East Carolina University,Larceny
"OCA
2016-0919",2016-09-19,23:39,2016-09-18,23:39,White Hall,East Carolina University,Possession of Fake ID
"OCA
2016-0920",2016-09-20,01:20,2016-09-20,01:20,White Hall,East Carolina University,Possession of Schedule II Controlled Subsense (Felony)
"OCA
2016-0926",2016-09-20,16:25,2016-09-19,16:25,Cotten Hall,East Carolina University,"Possession of An Illegally Obtained Pornographic Image
Secret Peeping (Felony)"
"OCA
2016-0927",2016-09-20,23:09,2016-09-20,23:09,Tyler Hall,East Carolina University,Aggravated Misdemeanor Possession of Marijuana Possession of Drug Paraphernalia
"OCA
2016-0928",2016-09-20,22:47,2016-09-20,22:47,"Jones Residence
Hall",East Carolina University,"Possession of <1/2 oz
Marijuana Possession of Drug Paraphernalia"
"OCA
2016-0931",2016-09-21,NA,2016-09-21,11:27,Science & Tech. Building,East Carolina University,Larceny From Building
"OCA
2016-0934",2016-09-21,20:02,2016-09-21,19:30,Student Rec. Center,East Carolina University,Larceny From Building
"OCA
2016-0936",2016-09-21,22:30,2016-09-21,21:05,"Student Rec
Center",East Carolina University,Larceny From Building
"OCA
2016-0937",2016-09-22,00:16,2016-09-21,00:10,"Jenkins Art
Center",East Carolina University,Damage to Real Property
"OCA
2016-0939",2016-09-22,10:53,2016-09-22,10:53,Brewster Bld.,East Carolina University,Disorderly Conduct
"OCA
2016-0943",2016-09-22,14:06,2016-09-22,13:56,Beckwith Dr. North of Dowdy Student Stores,East Carolina University,Communicating Threats
"OCA
2016-0944",2016-09-22,14:49,2016-09-22,14:49,"Garrett Hall
Parking Lot",East Carolina University,Hit & Run
"OCA
2016-0946",2016-09-22,17:21,2016-09-22,17:21,"Fletcher
Residence Hall",East Carolina University,Possession With Intent to Sell of Deliver Marijuana Maintaining a Dwell ling for the Sale of a Controlled Substance Possession of Drug Paraphernalia
"OCA
2016-0947",2016-09-22,19:58,2016-09-21,19:58,Gateway East,East Carolina University,Larceny
"OCA
2016-0952",2016-09-23,15:00,2016-08-29,21:09,"Chilies - the
Croatan",East Carolina University,"Obtaining Property by
False Pretenses
Financial Identity Fraud"
"OCA
2016-0953",2016-09-23,15:35,2016-09-19,03:00,Joyner Library,East Carolina University,Larceny
"OCA
2016-0956",2016-09-23,12:15,2016-09-23,20:15,Cotanche & Fourth Sts.,East Carolina University,Underage Consumption of Alcohol (2)
"OCA
2016-0957",2016-09-24,01:13,2016-09-24,01:13,"College Hill
Drive",East Carolina University,Underage Consumption of Alcohol (3)
"OCA
2016-0958",2016-09-23,22:32,2016-09-23,22:33,Fleming Hall,East Carolina University,Underage Consumption of Alcohol
"OCA
2016-0959",2016-09-24,09:44,2016-09-23,09:30,Fletcher Hall.,East Carolina University,"Weapon on Educational
Property"
"OCA
2016-0960",2016-09-25,00:54,2016-09-25,00:39,"Dowdy Ficklen
Stadium",East Carolina University,"Breaking & Entering (No
Force)
Second Degree
Trespassing"
"OCA
2016-0961",2016-09-25,NA,2016-09-16,11:00,Cotten Hall,East Carolina University,"Injury to Personal
Property"
"OCA
2016-0962",2016-09-25,15:35,2016-09-25,15:35,"Fletcher
Residence Hall",East Carolina University,"Possession of Marijuana
< 1/2 oz"
"OCA
2016-0964",2016-09-26,09:40,2016-09-26,09:40,"Garrett Hall
Parking Lot",East Carolina University,Larceny
"OCA
2016-0967",2016-09-27,15:13,2016-09-27,13:45,"Flanagan
Building",East Carolina University,Larceny
"OCA
2016-0968",2016-09-28,10:48,2016-09-16,15:00,Scott Hall,East Carolina University,Larceny
"OCA
2016-0970",2016-09-28,15:43,2016-09-28,15:43,Greene Hall,East Carolina University,"Possession of Marijuana
<1/2 oz"
"OCA
2016-0971",2016-09-28,17:30,2016-09-28,17:30,Greenville,East Carolina University,"Possession With Intent to Sell and Deliver Marijuana
Maintaining a Dwelling for the Sale of a Controlled Substance"
"OCA
2016-0972",2016-09-29,23:29,2016-09-29,23:15,Student Rec. Center,East Carolina University,Larceny From A Building
"OCA
2016-0973",2016-09-29,23:50,2016-09-29,23:50,Clement Hall,East Carolina University,Underage Consumption of Alcohol
"OCA
2016-0974",2016-09-29,23:00,2016-09-29,23:50,"Fletcher
Residence Hall",East Carolina University,Underage Consumption of Alcohol (4) Possession of a Fake ID (1)
"OCA
2016-0980",2016-09-30,20:28,2016-09-30,19:19,White Hall,East Carolina University,Larceny
"OCA
2016-0981",2016-09-30,22:45,2016-09-30,22:45,"Fletcher
Residence Hall",East Carolina University,Underage Consumption of Alcohol
"OCA
2016-0983",2016-09-30,23:45,2016-09-30,23:45,Fourth & Johnson St.,East Carolina University,Underage Consumption of Alcohol (2)
"OCA
2016-0984",2016-10-01,01:55,2016-10-01,01:55,Tyler Hall,East Carolina University,Underage Consumption of Alcohol (10)
"OCA
2016-0986",2016-10-01,12:53,2016-08-24,18:16,Minges PVA,East Carolina University,Assault on a Female
"OCA
2016-0989",2016-10-01,14:55,2016-10-01,13:50,"Dowdy-Ficklen
Stadium",East Carolina University,"Assault With a Deadly
Weapon
Communicating Threats"
"OCA
2016-0990",2016-10-01,15:50,2016-10-01,11:00,"Dowdy-Ficklen
Stadium",East Carolina University,"Injury to Personal
Property"
"OCA
2016-0992",2016-10-01,16:10,2016-10-01,16:00,Berkley Road,East Carolina University,Intoxicated & Disruptive Littering
"OCA
2016-0993",2016-10-02,01:40,2016-10-02,01:40,Reade St. PVA No. 2,East Carolina University,"Possession of Marijuana
< 1/2 oz"
"OCA
2016-0994",2016-10-02,01:56,2016-10-02,01:56,Cotanche & Reade Sts,East Carolina University,"Assault and Afflicting
Serious Injury"
"OCA
2016-0995",2016-10-01,01:30,2016-10-01,01:30,"Fletcher
Residence Hall",East Carolina University,Larceny
"OCA
2016-0997",2016-10-03,09:44,2016-10-03,09:44,Curry Court,East Carolina University,"Possession of Marijuana
<1/2 oz (1)
Possession of Marijuana
Paraphernalia (1)"
"OCA
2016-0999",2016-10-03,11:30,2016-10-01,11:05,Science & Technology Bldg.,East Carolina University,"Larceny From a
Building"
"OCA
2016-1000",2016-10-03,12:26,2016-10-03,12:26,Cotanche & Seventh Sts.,East Carolina University,Warrant Services From Other Agency Robbery With a Firearm or Other Dangerous Weapon Assault Inflicting Serious Injury Assault by Strangulation Kidnapping Possession of Stolen Goods
"OCA
2016-1001",2016-10-03,16:50,2016-09-30,12:00,Student Rec. Center Bike Rack,East Carolina University,Larceny
"OCA
2016-1003",2016-10-03,15:43,2016-10-03,15:43,Greenville,East Carolina University,"Conspiring to Traffic
Marijuana
Attempt to Traffic
Marijuana"
"OCA
2016-1004",2016-10-03,19:41,2016-10-03,19:41,Legacy Hall,East Carolina University,Simple Affray
"OCA
2016-1005",2016-10-03,21:00,2016-10-03,21:00,Curry Court,East Carolina University,Hit & Run
"OCA
2016-1006",2016-10-03,23:45,2016-10-03,23:45,"College Hill
Big Lot",East Carolina University,Possession of Marijuana Possession of Drug Paraphernalia
"OCA
2016-1009",2016-10-04,10:55,2016-10-04,10:55,ECU Cardiovascular Center PVA,East Carolina University,Hit & Run
"OCA
2016-1010",2016-10-04,21:19,2016-10-04,20:30,Clement Hall,East Carolina University,Larceny
"OCA
2016-1011",2016-10-05,02:37,2016-10-05,02:05,"Fletcher
Residence Hall",East Carolina University,Larceny
"OCA
2016-1012",2016-10-05,10:25,2016-09-23,03:00,Jones Hall,East Carolina University,Larceny
"OCA
2016-1015",2016-10-05,15:49,2016-10-03,23:00,Umstead Hall,East Carolina University,Larceny
"OCA
2016-1018",2016-10-05,19:30,2016-09-28,13:00,Greene Hall,East Carolina University,Larceny
"OCA
2016-1020",2016-10-06,03:15,2016-10-06,03:15,"Elm & 10th
Streets",East Carolina University,"Possession of Marijuana
< 1/2 oz
Possession of Drug
Paraphernalia"
"OCA
2016-1022",2016-10-06,17:30,2016-10-06,13:00,Bates Building,East Carolina University,Possession of a Weapon on Educational Property
"OCA
2016-1024",2016-10-06,22:20,2016-10-06,22:20,Joyner Library,East Carolina University,Underage Drinking
"OCA
2016-1026",2016-10-07,01:27,2016-10-07,01:27,Jones Hall,East Carolina University,Underage Drinking
"OCA
2016-1029",2016-10-07,23:57,2016-10-07,23:57,"Blount House
PVA",East Carolina University,"Violation of Domestic
Protection Order"
"OCA
2016-1030",2016-10-10,01:16,2016-10-10,01:16,East First & Eastern Sts.,East Carolina University,"Possession of Marijuana
< 1/2 oz
Possession of Drug
Paraphernalia"
"OCA
2016-1031",2016-10-10,10:00,2016-10-10,01:16,East First & Eastern Sts.,East Carolina University,"Possession of Marijuana
< 1/2 oz
Possession of Drug
Paraphernalia"
"OCA
2016-1033",2016-10-10,21:39,2016-10-10,10:00,Gateway West,East Carolina University,"Harassing Telephone
Calls"
"OCA
2016-1034",2016-10-11,07:37,2016-10-11,07:35,Construction Site Mendenhall,East Carolina University,"First Degree
Trespassing
Underage Possession of
Alcohol"
"OCA
2016-1035",2016-10-12,01:19,2016-10-12,01:19,"Fifth & Oak
Streets",East Carolina University,Underage Consumption of Alcohol
"OCA
2016-1037",2016-10-15,00:24,2016-10-15,00:24,"First & Reade
St.",East Carolina University,DWI
"OCA
2016-1039",2016-10-16,00:34,2016-10-16,00:34,Fourth & Harding Sts,East Carolina University,"Simple Affray
Underage Consumption of Alcohol (1)
Injury to Real Property
Simple Affray
Underage Consumption of Alcohol (1)
Underage Consumption of Alcohol (1)"
"OCA
2016-1040",2016-10-16,18:45,2016-10-07,18:45,"College Hill
Suites",East Carolina University,Larceny
"OCA
2016-1041",2016-10-16,23:15,2016-10-16,23:15,Legacy Hall,East Carolina University,"Possession of Marijuana
< 1/2 oz
Possession of Drug
Paraphernalia"
"OCA
2016-1042",2016-10-17,00:30,NA,00:30,Clement Hall,East Carolina University,Injury to Real Property
"OCA
2016-1043",2016-10-17,10:45,2016-10-16,17:00,Joyner Library,East Carolina University,Indecent exposure
"OCA
2016-1044",2016-10-17,11:52,2016-10-14,02:11,"Christenbury
Hall",East Carolina University,"Injury to Personal
Property"
"OCA
2016-1048",2016-10-18,00:02,2016-10-18,00:02,Legacy Hall,East Carolina University,Possession of Marijuana Possession of Drug Paraphernalia
"OCA
2016-1049",2016-10-18,02:10,2016-10-18,02:10,Tyler Hall,East Carolina University,"Possession of Marijuana
< 1/2 oz"
"OCA
2016-1052",2016-10-18,13:58,2016-10-18,13:58,Curry Court,East Carolina University,Possession of Marijuana Possession of Drug Paraphernalia
"OCA
2016-1054",2016-10-19,08:35,2016-10-19,08:35,Career Services,East Carolina University,Stalking
"OCA
2016-1057",2016-10-19,14:20,2016-10-19,14:20,Greenville,East Carolina University,Sell & Deliver Cocaine
"OCA
2016-1059",2016-10-19,21:38,2016-10-19,21:38,Student Recreation Center,East Carolina University,Larceny
"OCA
2016-1061",2016-10-19,21:15,2016-10-19,21:15,"Gateway
@College Hill
Dr. Legacy Hall",East Carolina University,"Possession of Marijuana
(2)
Resist, Delay & Obstruct a LEO (2)"
"OCA
2016-1063",2016-10-20,00:04,2016-10-19,08:00,White Hall,East Carolina University,"Damage to Real
Property"
"OCA
2016-1063",2016-10-20,00:04,2016-10-20,00:04,White Hall,East Carolina University,Damage to Property
"OCA
2016-1067",2016-10-20,15:49,2016-10-20,15:49,White Hall,East Carolina University,"Damage to Personal
Property"
"OCA
2016-1068",2016-10-20,18:58,2016-10-20,18:58,Greenville,East Carolina University,Traffic Heroin Maintaining a Vehicle for sale of of a Controlled Substance
"OCA
2016-1070",2016-10-21,00:48,2016-10-21,00:48,Jones Hall,East Carolina University,Underage Drinking
"OCA
2016-1071",2016-10-21,01:19,2016-10-21,01:19,E. 14th Street & Haskett Way,East Carolina University,"Underage Possession of
Alcohol (2)"
"OCA
2016-1072",2016-10-21,03:20,2016-10-21,03:20,"Eighth & Maple
Sts.",East Carolina University,Underage Drinking
"OCA
2016-1074",2016-10-21,04:51,2016-10-21,04:51,Student Rec. Center PVA,East Carolina University,Underage Drinking Possession of Fraudulent Identification
"OCA
2016-1078",2016-10-22,00:17,2016-10-22,00:17,Clement Hall,East Carolina University,Underage Drinking
"OCA
2016-1080",2016-10-22,01:51,2016-10-22,NA,College Hill Dr.,East Carolina University,Underage Drinking Impeding the Regular Flow of Traffic
"OCA
2016-1081",2016-10-22,12:59,2016-10-22,12:59,Scott Hall PVA,East Carolina University,"Careless and Reckless
Driving
Hit & Run Failure to
Stop
Failure to Report
Accident"
"OCA
2016-1083",2016-10-23,01:00,2016-10-21,01:00,Mall Area,East Carolina University,Damage to Property
"OCA
2016-1084",2016-10-23,17:48,2016-10-21,11:30,Reade St. PVA (R2),East Carolina University,Larceny of a Bicycle
"OCA
2016-1092",2016-10-25,05:16,2016-10-25,03:12,Student Rec. Center,East Carolina University,Breaking & Entering
"OCA
2016-1094",2016-10-25,NA,2016-10-17,16:00,"Doctor's Park
6A Infectious
Diseases",East Carolina University,Larceny From Building
"OCA
2016-1095",2016-10-25,14:15,2016-10-25,10:01,"Umstead Hall
Parking Lot",East Carolina University,Hit & Run
"OCA
2016-1096",2016-10-25,19:44,2016-10-25,19:44,Tyler Hall,East Carolina University,"Possession of Marijuana
< 1/2 oz (1) Possession of Drug Paraphernalia
Underage Possession of
Liquor (1)"
"OCA
2016-1098",2016-10-25,22:01,2016-10-25,18:55,"Mendenhall
Student Center",East Carolina University,Larceny from Building
"OCA
2016-1099",2016-10-29,05:30,2016-10-29,05:30,Curry Court,East Carolina University,"Possession of Marijuana
<1/2 oz
Possession of Drug
Paraphernalia"
"OCA
2016-1102",2016-10-26,13:15,2016-10-26,13:15,White Hall,East Carolina University,"Warrant Service For Other Agency/Resist, Delay & Obstruct an Officer"
"OCA
2016-1105",2016-10-26,15:32,2016-10-19,15:30,"Old Cafeteria
Complex",East Carolina University,Communicating Threats
"OCA
2016-1107",2016-10-26,22:23,2016-10-26,22:23,Cotten Hall,East Carolina University,Possession of Marijuana
"OCA
2016-1108",2016-10-26,23:05,2016-10-26,23:05,Curry Court,East Carolina University,"Possession of Marijuana
<1/2 oz
Possession of Drug
Paraphernalia"
"OCA
2016-1109",2016-10-27,11:53,2016-10-27,10:05,"Minges Bus
Stop",East Carolina University,Larceny
"OCA
2016-1114",2016-10-27,22:29,2016-10-24,21:00,R2 Parking,East Carolina University,"Injury To Personal
Property"
"OCA
2016-1116",2016-10-28,10:47,2016-10-28,10:47,Jenkins Art,East Carolina University,Larceny
"OCA
2016-1120",2016-10-28,15:07,2016-10-26,23:05,Wooded Area Across From Umstead area Hall & Tenth St.,East Carolina University,"Possession of Marijuana
<1/2 oz
Possession of Drug
Paraphernalia"
"OCA
2016-1122",2016-10-28,16:17,2016-10-28,16:16,Cotten Hall,East Carolina University,"Harrassing Telephone
Calls"
"OCA
2016-1124",2016-10-28,19:30,2016-10-27,08:30,"Legacy Hall
Park",East Carolina University,"Breaking & Entering of
Motor Vehicle Larceny From Motor Vehicle"
"OCA
2016-1125",2016-10-22,22:00,2016-10-28,22:00,"Fletcher
Residence Hall",East Carolina University,"Possession of Drug Paraphernalia Possession of Schedule II
Possession of Schedule
IV"
"OCA
2016-1126",2016-10-28,22:45,2016-10-28,22:45,"Jones
Residence Hall",East Carolina University,"Possession of Marijuana
< 1/2 oz (1)
Underage Possession of
Alcohol
Possession of Marijuana
< 1/2 oz (1)"
"OCA
2016-1127",2016-10-28,23:55,2016-10-28,23:55,"Jones
Residence Hall",East Carolina University,Larceny
"OCA
2016-1128",2016-10-29,00:34,2016-10-02,00:34,"Reade Street
PVA (R2)",East Carolina University,Underage Drinking
"OCA
2016-1129",2016-10-29,01:37,2016-10-29,01:37,Legacy Hall,East Carolina University,Underage Drinking
"OCA
2016-1130",2016-10-29,01:32,2016-10-29,01:32,Clement Hall,East Carolina University,"Second Degree
Trespassing"
"OCA
2016-1131",2016-10-29,01:55,2016-10-29,01:40,White Hall,East Carolina University,Larceny
"OCA
2016-1132",2016-10-29,05:15,2016-10-29,05:15,White Hall,East Carolina University,"Possession of Marijuana
<1/2 oz"
"OCA
2016-1133",2016-10-29,05:55,2016-10-29,05:55,Westend Dining,East Carolina University,Underage Dining
"OCA
2016-1134",2016-10-29,08:29,2016-10-28,17:00,Brody PVA (A Lot),East Carolina University,"Injury to personal
Property"
"OCA
2016-1135",2016-10-29,13:35,2016-10-29,13:25,Dowdy-Ficklen,East Carolina University,Simple Assault
"OCA
2016-1137",2016-10-29,17:18,2016-10-29,17:18,"Bid Lot College
Hill Drive",East Carolina University,Hit & Run
"OCA
2016-1138",2016-10-29,15:43,2016-10-29,15:43,"Jones
Residence Hall",East Carolina University,"Possession of Marijuana
<1/2 oz
Possession of Drug
Paraphernalia"
"OCA
2016-1139",2016-10-29,14:37,2016-10-29,14:37,"Fletcher
Residence Hall",East Carolina University,Underage Drinking (2)
"OCA
2016-1140",2016-10-29,19:08,2016-10-29,19:05,"College Hill
Drive",East Carolina University,"Damage to Personal
Property"
"OCA
2016-1142",2016-10-29,20:30,2016-10-29,20:30,"Jones
Residence Hall",East Carolina University,"Underage Possession of
Liquor (1)
Possession of Schedule
II (2)
Possession of Drug
Paraphernalia"
"OCA
2016-1143",2016-10-29,22:25,2016-10-02,22:25,Umstead Hall,East Carolina University,"Possession w/Intent to Sell & Deliver Marijuana
Maintaining a Swelling for the Sale of a Controlled Substance (1)
Possession of Marijuana
(2)"
"OCA
2016-1144",2016-10-29,21:59,2016-10-29,21:59,Umstead Hall,East Carolina University,"Possession of Cocaine Possession of Drug Paraphernalia (1)
Underage Possession of
Alcohol (3)"
"OCA
2016-1145",2016-10-29,23:45,2016-10-29,23:45,"Fletcher
Residence Hall",East Carolina University,Underage Drinking (3)
"OCA
2016-1146",2016-10-29,23:50,2016-10-29,23:50,Tenth & Anderson Sts.,East Carolina University,Underage Drinking (2)
"OCA
2016-1147",2016-10-30,01:00,NA,01:00,Tenth & Lawrence Sts,East Carolina University,"Possession of Marijuana
<1/2 oz
Possession of Drug
Paraphernalia (2)"
"OCA
2016-1148",2016-10-30,01:15,2016-10-03,01:15,Clement Hall,East Carolina University,"Possession of Marijuana
<1/2 oz
Underage Drinking"
"OCA
2016-1149",2016-10-30,01:25,2016-10-30,01:25,Clement Hall,East Carolina University,Underage Drinking
"OCA
2016-1150",2016-10-30,01:50,2016-10-30,01:50,"Fletcher
Residence Hall",East Carolina University,Underage Drinking
"OCA
2016-1152",2016-10-30,02:11,2016-10-30,02:08,"Fifth & Elm
Sts.",East Carolina University,"Possession of Stolen
Firearm
Carry Concealed
Weapon
Possession of Marijuana
< 1/2 oz"
"OCA
2016-1153",2016-10-30,02:35,2016-10-30,02:35,Legacy Hall,East Carolina University,Underage Drinking Possession of False Identification
"OCA
2016-1154",2016-10-30,02:49,2016-10-30,02:38,"Reade Street
Lots (R3)",East Carolina University,Armed Robbery
"OCA
2016-1157",2016-10-30,10:06,2016-10-30,10:06,College Hill - Lower Parking Lot,East Carolina University,"Injury to Personal
Property"
"OCA
2016-1158",2016-10-30,12:18,2016-10-30,00:00,"Ninth & Evans
Sts.",East Carolina University,"Injury to Personal
Property"
"OCA
2016-1159",2016-10-30,12:09,2016-10-30,12:09,"West End
Dining",East Carolina University,"Possession of Marijuana
<1/2 oz"
"OCA
2016-1160",2016-10-30,16:04,2016-10-30,16:04,"Rivers Building
PVA",East Carolina University,"Injury to Personal
Property"
"OCA
2016-1164",2016-10-31,16:05,2016-10-31,16:05,"Gateway West
& Fourteenth
Sts.",East Carolina University,Simple Affray
"OCA
2016-1165",2016-10-31,19:59,2016-10-31,19:59,Clement Hall,East Carolina University,"Possession w/intent to Sell & Deliver Marijuana
Maintaining a Dwelling for the Sale of a Controlled Substance Possession of Schedule
I"
"OCA
2016-1167",2016-11-01,01:27,2016-11-01,01:27,Tenth St. & E. Wright Road,East Carolina University,"Possession of
Marijuana < 1/2 oz (2)"
"OCA
2016-1168",2016-11-01,11:11,2016-11-01,01:11,Tyler Hall,East Carolina University,"Possession of
Marijuana < 1/2 oz (2)"
"OCA
2016-1172",2016-11-01,02:09,2016-11-01,02:09,Tenth St. & College Hill Drive,East Carolina University,"Possession W/intent o Sell & Deliver Marijuana
Possession of an Open Container of Alcohol in Vehicle"
"OCA
2016-1175",2016-11-01,09:53,2016-10-30,01:09,"Reade St. Lot
No. 3",East Carolina University,"Injury to Personal
Property"
"OCA
2016-1176",2016-11-01,14:38,2016-10-31,12:37,"Gold Lot PVA
at Ficklen St.",East Carolina University,"Hit & Run -Failure to
Stop"
"OCA
2016-1179",2016-11-02,12:32,2016-11-02,10:00,Austin Building,East Carolina University,Larceny
"OCA
2016-1180",2016-11-02,14:45,2016-11-02,13:16,Student Rec. Center,East Carolina University,Larceny
"OCA
2016-1182",2016-11-02,16:39,2016-11-02,15:55,Blount House,East Carolina University,"Obtaining Property By
False Pretenses
F"
"OCA
2016-1183",2016-11-02,17:48,2016-11-02,09:23,"Leo Jenkins
Cancer Center",East Carolina University,Hit & Run
"OCA
2016-1184",2016-11-02,19:36,2016-11-02,19:30,Umstead Hall,East Carolina University,Possession of Marijuana < 1/2 oz Possession of Drug
"OCA
2016-1190",2016-11-04,13:11,2016-11-04,10:27,Howell Science,East Carolina University,Fraud
"OCA
2016-1192",2016-11-04,11:51,2016-11-04,11:51,"Twelfth & Clark
Sts.",East Carolina University,"B&E of an Motor
Vehicle"
"OCA
2016-1196",2016-11-04,22:06,2016-11-04,22:06,Greene Hall,East Carolina University,"Simple Possession of
Marijuana"
"OCA
2016-1198",2016-11-05,16:15,2016-11-04,15:20,Greene Hall,East Carolina University,Harassing Phone Call
"OCA
2016-1200",2016-11-05,18:19,2016-11-05,18:19,Curry Court,East Carolina University,"Careless & Reckless
Driving
Unsafe Movement
Violation
Stop Sign Violation"
"OCA
2016-1202",2016-11-06,23:16,2016-11-06,23:16,Cotten Hall,East Carolina University,"Single Possession of
Marijuana"
"OCA
2016-1207",2016-11-07,16:46,2016-11-07,16:48,"609 E Tenth
Street",East Carolina University,"Obtaining Property by
False Pretenses"
"OCA
2016-1211",2016-11-08,NA,2016-11-08,09:30,"ECU Mail
(Cupola)",East Carolina University,Graffitti Vandalism
"OCA
2016-1213",2016-11-08,17:30,2016-11-08,14:00,"Jenkins Arts
PVA",East Carolina University,Hit & Run
"OCA
2016-1214",2016-11-13,17:46,2016-11-13,17:46,ECUPD,East Carolina University,Warrant Service For Other Agency Sexual Battery Assault on a Female False Imprisonment
"OCA
2016-1220",2016-11-09,13:01,2016-11-22,10:00,Flanagan Bldg.,East Carolina University,"Larceny From
Building"
"OCA
2016-1222",2016-11-09,19:40,2016-11-09,19:40,Clement Hall,East Carolina University,"Possession of Drug
Paraphernalia"
"OCA
2016-1224",2016-11-10,21:30,2016-11-04,12:07,Bike Rack Btn student Rec. Ctr. & Mendenhall,East Carolina University,"Possession W/ Intent to Sell & Deliver Marijuana
Maintain a Dwelling for the Sale of a Controlled Substance Possession of Drug Paraphernalia
Simple Possession of
Marijuana Possession of Drug Paraphernalia"
"OCA
2016-1227",2016-11-11,15:20,2016-11-11,14:45,"PVA of Croatan
Bldg.",East Carolina University,"Injury to Personal
Property"
"OCA
2016-1228",2016-11-12,01:18,2016-11-12,01:18,Cotten Hall,East Carolina University,Unsderage Drinking
"OCA
2016-1229",2016-11-12,12:37,2016-11-12,12:37,"Big Lot College
Hill Drive",East Carolina University,Intoxicated & Disruptive
"OCA
2016-1230",2016-11-12,14:23,2016-11-12,14:23,Bottom of College Hill Drive,East Carolina University,"Simple Affray (2) Underage Drinking (2)
Posession of Fraudulent Form of Id. (1)"
"OCA
2016-1231",2016-11-12,14:57,2016-11-12,14:57,Joyner Library,East Carolina University,Underage Drinking
"OCA
2016-1232",2016-11-12,16:19,2016-11-12,16:19,"Big Lot College
Hill Drive",East Carolina University,"Injury To Personal
Property"
"OCA
2016-1234",2016-11-13,04:23,2016-11-13,04:23,Gateway West,East Carolina University,"Discharging a Fire
Extinguisher"
"OCA
2016-1236",2016-11-13,17:01,2016-11-13,17:01,Leegacy Hall,East Carolina University,Possession of Marijuana (2) Possession of Drug Paraphernalia (2)
