case_number,date_reported,time_reported,date_occurred,time_occurred,incident,location,university
2015-00030417,2015-10-01,21:53,2015-10-01,21:40,All Other Offenses (Except Traffic),1400  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00030417,2015-10-01,21:53,2015-10-01,21:40,"Possession Marijuana, Hashish, etc.",1400  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00030419,2015-10-01,22:23,2015-10-01,08:00,All Other Offenses (Except Traffic),1250  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2015-00030419,2015-10-01,22:23,2015-10-01,08:00,All Other Offenses (Except Traffic),1250  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2015-00030432,2015-10-02,01:20,2015-10-02,01:15,Liquor Laws,610  ELM Columbia MO 65201,University of Missouri-Columbia
2015-00030495,2015-10-02,13:54,2015-10-02,13:29,Vandalism,1004  MARYLAND Columbia MO 65201,University of Missouri-Columbia
2015-00030509,2015-10-02,16:26,2015-09-11,00:00,All Other Offenses (Except Traffic),906  VIRGINIA Columbia MO 65201,University of Missouri-Columbia
2015-00030509,2015-10-02,16:26,2015-09-11,00:00,All Other Offenses (Except Traffic),906  VIRGINIA Columbia MO 65201,University of Missouri-Columbia
2015-00030509,2015-10-02,16:26,2015-09-11,00:00,All Other Offenses (Except Traffic),906  VIRGINIA Columbia MO 65201,University of Missouri-Columbia
2015-00030548,2015-10-03,00:24,2015-10-03,00:24,Liquor Laws,ELM Columbia MO 65201,University of Missouri-Columbia
2015-00030586,2015-10-03,11:30,2015-10-03,11:30,All Other Offenses (Except Traffic),VIRGINIA Columbia MO 65201,University of Missouri-Columbia
2015-00030586,2015-10-03,11:30,2015-10-03,11:30,Liquor Laws,VIRGINIA Columbia MO 65201,University of Missouri-Columbia
2015-00030587,2015-10-03,11:42,2015-10-03,11:17,Liquor Laws,1100 S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2015-00030588,2015-10-03,11:44,2015-10-03,11:30,Liquor Laws,1100 S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2015-00030591,2015-10-03,12:21,2015-10-03,12:21,Liquor Laws,1100 S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2015-00030592,2015-10-03,12:25,2015-10-02,21:00,Vandalism,4962 S RANGELINE Columbia MO 65201,University of Missouri-Columbia
2015-00030592,2015-10-03,12:25,2015-10-02,21:00,Vandalism,4962 S RANGELINE Columbia MO 65201,University of Missouri-Columbia
2015-00030601,2015-10-03,14:12,2015-10-03,14:08,All Other Offenses (Except Traffic),1100 S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2015-00030601,2015-10-03,14:12,2015-10-03,14:08,Liquor Laws,1100 S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2015-00030602,2015-10-03,14:33,2015-10-03,14:30,Simple Assault,1  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2015-00030602,2015-10-03,14:33,2015-10-03,14:30,Simple Assault,1  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2015-00030605,2015-10-03,15:15,2015-10-03,12:00,All Other Offenses (Except Traffic),601  TURNER Columbia MO 65010,University of Missouri-Columbia
2015-00030605,2015-10-03,15:15,2015-10-03,12:00,All Other Offenses (Except Traffic),601  TURNER Columbia MO 65010,University of Missouri-Columbia
2015-00030611,2015-10-03,16:49,2015-10-03,16:00,All Other Offenses (Except Traffic),512  CONLEY Columbia MO 65201,University of Missouri-Columbia
2015-00030611,2015-10-03,16:49,2015-10-03,16:00,All Other Offenses (Except Traffic),512  CONLEY Columbia MO 65201,University of Missouri-Columbia
2015-00030618,2015-10-03,17:57,2015-10-03,11:00,Theft Non-Motor Vehicle,404  KENTUCKY Columbia MO 65201,University of Missouri-Columbia
2015-00030618,2015-10-03,17:57,2015-10-03,11:00,Theft Non-Motor Vehicle,404  KENTUCKY Columbia MO 65201,University of Missouri-Columbia
2015-00030634,2015-10-03,23:08,2015-10-03,23:08,"Possession Marijuana, Hashish, etc.",1300  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00030634,2015-10-03,23:08,2015-10-03,23:08,"Possession Marijuana, Hashish, etc.",1300  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00030642,2015-10-04,00:10,2015-10-04,00:10,Discoderly Conduct,305 S 6TH Columbia MO 65201,University of Missouri-Columbia
2015-00030642,2015-10-04,00:10,2015-10-04,00:10,Liquor Laws,305 S 6TH Columbia MO 65201,University of Missouri-Columbia
2015-00030649,2015-10-04,01:24,2015-10-04,01:24,All Other Offenses (Except Traffic),299 S 8TH Columbia MO 65201,University of Missouri-Columbia
2015-00030649,2015-10-04,01:24,2015-10-04,01:24,Liquor Laws,299 S 8TH Columbia MO 65201,University of Missouri-Columbia
2015-00030652,2015-10-04,01:52,2015-10-04,01:52,All Other Offenses (Except Traffic),1  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2015-00030672,2015-10-04,13:22,2015-10-04,12:00,Vandalism,STADIUM BLVD Columbia MO,University of Missouri-Columbia
2015-00030672,2015-10-04,13:22,2015-10-04,12:00,Vandalism,STADIUM BLVD Columbia MO,University of Missouri-Columbia
2015-00030701,2015-10-04,20:22,2015-10-04,10:00,Theft Non-Motor Vehicle,800  VIRGINIA Columbia MO 65201,University of Missouri-Columbia
2015-00030701,2015-10-04,20:22,2015-10-04,10:00,Theft Non-Motor Vehicle,800  VIRGINIA Columbia MO 65201,University of Missouri-Columbia
2015-00030837,2015-10-05,21:42,2015-10-05,21:42,"Possession Marijuana, Hashish, etc.",1005  MARYLAND Columbia MO 65201,University of Missouri-Columbia
2015-00030918,2015-10-06,11:57,2015-10-06,10:53,All Other Offenses (Except Traffic),1  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2015-00030918,2015-10-06,11:57,2015-10-06,10:53,All Other Offenses (Except Traffic),1  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2015-00030925,2015-10-06,13:54,2015-10-03,10:00,Theft Non-Motor Vehicle,1100  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00030925,2015-10-06,13:54,2015-10-03,10:00,Theft Non-Motor Vehicle,1100  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00030928,2015-10-06,15:02,2015-10-06,00:00,Theft Non-Motor Vehicle,305 S 6TH Columbia MO 65201,University of Missouri-Columbia
2015-00030928,2015-10-06,15:02,2015-10-06,00:00,Theft Non-Motor Vehicle,305 S 6TH Columbia MO 65201,University of Missouri-Columbia
2015-00030959,2015-10-06,20:03,2015-10-06,19:50,All Other Offenses (Except Traffic),614  HITT Columbia MO 65201,University of Missouri-Columbia
2015-00030959,2015-10-06,20:03,2015-10-06,19:50,All Other Offenses (Except Traffic),614  HITT Columbia MO 65201,University of Missouri-Columbia
2015-00030980,2015-10-06,23:47,2015-10-06,23:47,Not Counted For UCR,HITT ST/BROADWAY Columbia MO,University of Missouri-Columbia
2015-00031037,2015-10-07,07:25,2015-10-06,03:30,Theft Non-Motor Vehicle,501 S 9TH Columbia MO 65201,University of Missouri-Columbia
2015-00031037,2015-10-07,07:25,2015-10-06,03:30,Theft Non-Motor Vehicle,501 S 9TH Columbia MO 65201,University of Missouri-Columbia
2015-00031073,2015-10-07,15:26,2010-01-01,00:00,Theft Non-Motor Vehicle,901  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00031073,2015-10-07,15:26,2010-01-01,00:00,Theft Non-Motor Vehicle,901  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00031089,2015-10-07,19:43,2015-10-02,18:00,Theft Non-Motor Vehicle,905  HITT Columbia MO 65201,University of Missouri-Columbia
2015-00031089,2015-10-07,19:43,2015-10-02,18:00,Theft Non-Motor Vehicle,905  HITT Columbia MO 65201,University of Missouri-Columbia
2015-00031121,2015-10-08,01:06,2015-10-08,01:05,Liquor Laws,HITT Columbia MO 65201,University of Missouri-Columbia
2015-00031139,2015-10-08,02:32,2015-10-08,02:32,All Other Offenses (Except Traffic),512  CONLEY Columbia MO 65201,University of Missouri-Columbia
2015-00031139,2015-10-08,02:32,2015-10-08,02:32,Liquor Laws,512  CONLEY Columbia MO 65201,University of Missouri-Columbia
2015-00031179,2015-10-08,10:00,2015-10-08,09:00,All Other Offenses (Except Traffic),315  BUSINESS 70 Columbia MO 65203,University of Missouri-Columbia
2015-00031179,2015-10-08,10:00,2015-10-08,09:00,All Other Offenses (Except Traffic),315  BUSINESS 70 Columbia MO 65203,University of Missouri-Columbia
2015-00031232,2015-10-09,00:20,2015-10-09,00:15,All Other Offenses (Except Traffic),610  ELM Columbia MO 65201,University of Missouri-Columbia
2015-00031236,2015-10-09,00:44,2015-10-09,00:44,All Other Offenses (Except Traffic),HITT ST/ELM ST Columbia MO,University of Missouri-Columbia
2015-00031236,2015-10-09,00:44,2015-10-09,00:44,Liquor Laws,HITT ST/ELM ST Columbia MO,University of Missouri-Columbia
2015-00031237,2015-10-09,01:01,2015-10-09,00:50,All Other Offenses (Except Traffic),400 S 6TH Columbia MO 65201,University of Missouri-Columbia
2015-00031237,2015-10-09,01:01,2015-10-09,00:50,Liquor Laws,400 S 6TH Columbia MO 65201,University of Missouri-Columbia
2015-00031238,2015-10-09,01:08,2015-10-09,01:08,Driving Under The Influence,1202  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00031238,2015-10-09,01:08,2015-10-09,01:08,Not Counted For UCR,1202  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00031240,2015-10-09,01:39,2015-10-09,01:39,All Other Offenses (Except Traffic),305 S 5TH Columbia MO 65201,University of Missouri-Columbia
2015-00031240,2015-10-09,01:39,2015-10-09,01:39,Liquor Laws,305 S 5TH Columbia MO 65201,University of Missouri-Columbia
2015-00031241,2015-10-09,01:54,2015-10-09,01:54,All Other Offenses (Except Traffic),405 S 9TH Columbia MO 65201,University of Missouri-Columbia
2015-00031241,2015-10-09,01:54,2015-10-09,01:54,Liquor Laws,405 S 9TH Columbia MO 65201,University of Missouri-Columbia
2015-00031242,2015-10-09,01:56,2015-10-09,01:56,Liquor Laws,507 S 9TH Columbia MO 65201,University of Missouri-Columbia
2015-00031313,2015-10-09,14:19,2015-10-09,14:15,All Other Offenses (Except Traffic),1  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2015-00031313,2015-10-09,14:19,2015-10-09,14:15,All Other Offenses (Except Traffic),1  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2015-00031313,2015-10-09,14:19,2015-10-09,14:15,"Poss/Opium, Cocaine, Heroin, etc.",1  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2015-00031313,2015-10-09,14:19,2015-10-09,14:15,"Poss/Opium, Cocaine, Heroin, etc.",1  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2015-00031336,2015-10-09,19:48,2015-10-09,19:48,"Poss/Opium, Cocaine, Heroin, etc.",1  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2015-00031336,2015-10-09,19:48,2015-10-09,19:48,"Poss/Opium, Cocaine, Heroin, etc.",1  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2015-00031336,2015-10-09,19:48,2015-10-09,19:48,Poss/Synthetic Manufactured-Drugs,1  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2015-00031336,2015-10-09,19:48,2015-10-09,19:48,Poss/Synthetic Manufactured-Drugs,1  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2015-00031348,2015-10-10,00:49,2015-10-10,00:49,"Possession Marijuana, Hashish, etc.",HITT ST/ELM ST Columbia MO,University of Missouri-Columbia
2015-00031348,2015-10-10,00:49,2015-10-10,00:49,"Possession Marijuana, Hashish, etc.",HITT ST/ELM ST Columbia MO,University of Missouri-Columbia
2015-00031351,2015-10-10,01:37,2015-10-10,01:37,Liquor Laws,1202  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00031359,2015-10-10,02:57,2015-10-10,02:57,All Other Offenses (Except Traffic),909  HITT Columbia MO 65201,University of Missouri-Columbia
2015-00031359,2015-10-10,02:57,2015-10-10,02:57,Liquor Laws,909  HITT Columbia MO 65201,University of Missouri-Columbia
2015-00031360,2015-10-10,02:58,2015-10-10,02:50,Liquor Laws,HITT Columbia MO 65201,University of Missouri-Columbia
2015-00031367,2015-10-10,08:36,2015-10-09,10:30,Theft Non-Motor Vehicle,601  TURNER Columbia MO 65201,University of Missouri-Columbia
2015-00031367,2015-10-10,08:36,2015-10-09,10:30,Theft Non-Motor Vehicle,601  TURNER Columbia MO 65201,University of Missouri-Columbia
2015-00031370,2015-10-10,09:50,2015-10-10,09:47,Not Counted For UCR,UNIVERSITY Columbia MO 65201,University of Missouri-Columbia
2015-00031370,2015-10-10,09:50,2015-10-10,09:47,Not Counted For UCR,UNIVERSITY Columbia MO 65201,University of Missouri-Columbia
2015-00031371,2015-10-10,09:59,2015-10-09,20:00,Vandalism,1212  PAQUIN Columbia MO 65201,University of Missouri-Columbia
2015-00031371,2015-10-10,09:59,2015-10-09,20:00,Vandalism,1212  PAQUIN Columbia MO 65201,University of Missouri-Columbia
2015-00031386,2015-10-10,15:58,2015-10-10,15:50,Liquor Laws,901 S COLLEGE Columbia MO 65201,University of Missouri-Columbia
2015-00031392,2015-10-10,16:40,2015-10-10,16:40,Liquor Laws,1004  MARYLAND Columbia MO 65201,University of Missouri-Columbia
2015-00031395,2015-10-10,16:53,2015-10-09,18:00,Theft Non-Motor Vehicle,1300  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00031395,2015-10-10,16:53,2015-10-09,18:00,Theft Non-Motor Vehicle,1300  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00031401,2015-10-10,17:33,2015-10-10,17:33,Discoderly Conduct,901 S COLLEGE Columbia MO 65201,University of Missouri-Columbia
2015-00031403,2015-10-10,17:52,2015-10-10,17:10,All Other Offenses (Except Traffic),S COLLEGE Columbia MO 65201,University of Missouri-Columbia
2015-00031403,2015-10-10,17:52,2015-10-10,17:10,All Other Offenses (Except Traffic),S COLLEGE Columbia MO 65201,University of Missouri-Columbia
2015-00031404,2015-10-10,18:00,2015-10-10,18:00,All Other Offenses (Except Traffic),901 S COLLEGE Columbia MO 65201,University of Missouri-Columbia
2015-00031404,2015-10-10,18:00,2015-10-10,18:00,Liquor Laws,901 S COLLEGE Columbia MO 65201,University of Missouri-Columbia
2015-00031409,2015-10-10,18:20,2015-10-10,18:20,Liquor Laws,901 S COLLEGE Columbia MO 65201,University of Missouri-Columbia
2015-00031411,2015-10-10,18:28,2015-10-10,18:28,All Other Offenses (Except Traffic),1002  MONK Columbia MO 65201,University of Missouri-Columbia
2015-00031411,2015-10-10,18:28,2015-10-10,18:28,All Other Offenses (Except Traffic),1002  MONK Columbia MO 65201,University of Missouri-Columbia
2015-00031413,2015-10-10,18:40,2015-10-10,18:30,Liquor Laws,1100 S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2015-00031418,2015-10-10,19:23,2015-10-10,19:15,Liquor Laws,1100 S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2015-00031419,2015-10-10,19:28,2015-10-10,19:20,Liquor Laws,1100 S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2015-00031437,2015-10-10,21:10,2015-10-10,20:55,All Other Offenses (Except Traffic),1100 S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2015-00031441,2015-10-10,21:36,2015-10-10,21:36,All Other Offenses (Except Traffic),650 E STADIUM Columbia MO 65201,University of Missouri-Columbia
2015-00031457,2015-10-10,23:54,2015-10-10,23:54,Liquor Laws,907  HITT Columbia MO 65201,University of Missouri-Columbia
2015-00031467,2015-10-11,00:48,2015-10-11,00:48,Liquor Laws,CURTIS Columbia MO 65201,University of Missouri-Columbia
2015-00031472,2015-10-11,01:23,2015-10-11,01:23,All Other Offenses (Except Traffic),515 S 5TH Columbia MO 65201,University of Missouri-Columbia
2015-00031472,2015-10-11,01:23,2015-10-11,01:23,All Other Offenses (Except Traffic),515 S 5TH Columbia MO 65201,University of Missouri-Columbia
2015-00031472,2015-10-11,01:23,2015-10-11,01:23,Liquor Laws,515 S 5TH Columbia MO 65201,University of Missouri-Columbia
2015-00031473,2015-10-11,01:26,2015-10-11,01:26,All Other Offenses (Except Traffic),400  HITT Columbia MO 65201,University of Missouri-Columbia
2015-00031473,2015-10-11,01:26,2015-10-11,01:26,Liquor Laws,400  HITT Columbia MO 65201,University of Missouri-Columbia
2015-00031473,2015-10-11,01:26,2015-10-11,01:26,Vandalism,400  HITT Columbia MO 65201,University of Missouri-Columbia
2015-00031476,2015-10-11,02:14,2015-10-11,02:14,All Other Offenses (Except Traffic),1005  MARYLAND Columbia MO 65201,University of Missouri-Columbia
2015-00031482,2015-10-11,05:30,2015-10-11,03:23,Simple Assault,1133  ASHLAND Columbia MO 65201,University of Missouri-Columbia
2015-00031493,2015-10-11,11:55,2015-10-11,11:50,All Other Offenses (Except Traffic),KENTUCKY Columbia MO 65201,University of Missouri-Columbia
2015-00031493,2015-10-11,11:55,2015-10-11,11:50,Not Counted For UCR,KENTUCKY Columbia MO 65201,University of Missouri-Columbia
2015-00031498,2015-10-11,13:49,2015-10-09,17:00,All Other Offenses (Except Traffic),701 S 5TH Columbia MO 65201,University of Missouri-Columbia
2015-00031498,2015-10-11,13:49,2015-10-09,17:00,All Other Offenses (Except Traffic),701 S 5TH Columbia MO 65201,University of Missouri-Columbia
2015-00031500,2015-10-11,16:23,2015-10-09,15:00,Theft Non-Motor Vehicle,601  TURNER Columbia MO 65201,University of Missouri-Columbia
2015-00031500,2015-10-11,16:23,2015-10-09,15:00,Theft Non-Motor Vehicle,601  TURNER Columbia MO 65201,University of Missouri-Columbia
2015-00031526,2015-10-12,00:50,2015-10-12,00:50,Liquor Laws,601  TURNER Columbia MO 65010,University of Missouri-Columbia
2015-00031542,2015-10-12,08:30,2015-10-09,08:00,Vandalism,405 S 9TH Columbia MO 65201,University of Missouri-Columbia
2015-00031542,2015-10-12,08:30,2015-10-09,08:00,Vandalism,405 S 9TH Columbia MO 65201,University of Missouri-Columbia
2015-00031559,2015-10-12,09:56,2015-10-09,17:00,Vandalism,715  ELM Columbia MO 65201,University of Missouri-Columbia
2015-00031559,2015-10-12,09:56,2015-10-09,17:00,Vandalism,715  ELM Columbia MO 65201,University of Missouri-Columbia
2015-00031562,2015-10-12,10:07,2015-10-09,17:00,All Other Offenses (Except Traffic),701 S 5TH Columbia MO 65201,University of Missouri-Columbia
2015-00031562,2015-10-12,10:07,2015-10-09,17:00,All Other Offenses (Except Traffic),701 S 5TH Columbia MO 65201,University of Missouri-Columbia
2015-00031562,2015-10-12,10:07,2015-10-09,17:00,All Other Offenses (Except Traffic),701 S 5TH Columbia MO 65201,University of Missouri-Columbia
2015-00031562,2015-10-12,10:07,2015-10-09,17:00,All Other Offenses (Except Traffic),701 S 5TH Columbia MO 65201,University of Missouri-Columbia
2015-00031577,2015-10-12,12:33,2015-10-10,15:00,Theft Non-Motor Vehicle,901  VIRGINIA Columbia MO 65201,University of Missouri-Columbia
2015-00031577,2015-10-12,12:33,2015-10-10,15:00,Theft Non-Motor Vehicle,901  VIRGINIA Columbia MO 65201,University of Missouri-Columbia
2015-00031597,2015-10-12,14:34,2015-10-10,22:30,Theft Non-Motor Vehicle,1100 S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2015-00031597,2015-10-12,14:34,2015-10-10,22:30,Theft Non-Motor Vehicle,1100 S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2015-00031597,2015-10-12,14:34,2015-10-10,22:30,Theft Non-Motor Vehicle,1100 S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2015-00031597,2015-10-12,14:34,2015-10-10,22:30,Theft Non-Motor Vehicle,1100 S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2015-00031598,2015-10-12,15:00,2015-10-12,11:30,All Other Offenses (Except Traffic),1026  ASHLAND Columbia MO 0,University of Missouri-Columbia
2015-00031598,2015-10-12,15:00,2015-10-12,11:30,All Other Offenses (Except Traffic),1026  ASHLAND Columbia MO 0,University of Missouri-Columbia
2015-00031605,2015-10-12,17:00,2015-10-12,15:00,Theft Non-Motor Vehicle,520 S 9TH Columbia MO 65201,University of Missouri-Columbia
2015-00031605,2015-10-12,17:00,2015-10-12,15:00,Theft Non-Motor Vehicle,520 S 9TH Columbia MO 65201,University of Missouri-Columbia
2015-00031605,2015-10-12,17:00,2015-10-12,15:00,Theft Non-Motor Vehicle,520 S 9TH Columbia MO 65201,University of Missouri-Columbia
2015-00031605,2015-10-12,17:00,2015-10-12,15:00,Theft Non-Motor Vehicle,520 S 9TH Columbia MO 65201,University of Missouri-Columbia
2015-00031612,2015-10-12,20:42,2015-10-12,18:10,Theft Non-Motor Vehicle,1  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2015-00031612,2015-10-12,20:42,2015-10-12,18:10,Theft Non-Motor Vehicle,1  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2015-00031612,2015-10-12,20:42,2015-10-12,18:10,Theft Non-Motor Vehicle,1  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2015-00031612,2015-10-12,20:42,2015-10-12,18:10,Theft Non-Motor Vehicle,1  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2015-00031688,2015-10-13,13:01,2015-10-01,21:55,Simple Assault,1000  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00031724,2015-10-13,20:07,2015-10-13,20:00,Theft Non-Motor Vehicle,908  VIRGINIA Columbia MO 65201,University of Missouri-Columbia
2015-00031724,2015-10-13,20:07,2015-10-13,20:00,Theft Non-Motor Vehicle,908  VIRGINIA Columbia MO 65201,University of Missouri-Columbia
2015-00031791,2015-10-14,14:54,2015-10-13,08:50,All Other Offenses (Except Traffic),1026  ASHLAND Columbia MO 0,University of Missouri-Columbia
2015-00031791,2015-10-14,14:54,2015-10-13,08:50,All Other Offenses (Except Traffic),1026  ASHLAND Columbia MO 0,University of Missouri-Columbia
2015-00031793,2015-10-14,15:31,2015-10-12,09:00,All Other Offenses (Except Traffic),1026  ASHLAND Columbia MO 0,University of Missouri-Columbia
2015-00031810,2015-10-14,20:24,2015-10-14,20:24,Liquor Laws,404  KENTUCKY Columbia MO 65201,University of Missouri-Columbia
2015-00031827,2015-10-15,00:29,2015-10-15,00:29,Liquor Laws,1005  MARYLAND Columbia MO 65201,University of Missouri-Columbia
2015-00031912,2015-10-15,14:57,2015-09-01,00:00,All Other Offenses (Except Traffic),1000 VIRGINIA AVE Columbia MO,University of Missouri-Columbia
2015-00032001,2015-10-16,13:04,2015-10-14,20:30,Theft Non-Motor Vehicle,611  CONLEY Columbia MO 65201,University of Missouri-Columbia
2015-00032001,2015-10-16,13:04,2015-10-14,20:30,Theft Non-Motor Vehicle,611  CONLEY Columbia MO 65201,University of Missouri-Columbia
2015-00032012,2015-10-16,15:29,2015-10-15,23:30,All Other Offenses (Except Traffic),1115  UNIVERSITY Columbia MO 65201,University of Missouri-Columbia
2015-00032012,2015-10-16,15:29,2015-10-15,23:30,All Other Offenses (Except Traffic),1115  UNIVERSITY Columbia MO 65201,University of Missouri-Columbia
2015-00032049,2015-10-17,00:42,2015-10-17,00:42,All Other Offenses (Except Traffic),1005  MARYLAND Columbia MO 65201,University of Missouri-Columbia
2015-00032049,2015-10-17,00:42,2015-10-17,00:42,"Possession Marijuana, Hashish, etc.",1005  MARYLAND Columbia MO 65201,University of Missouri-Columbia
2015-00032049,2015-10-17,00:42,2015-10-17,00:42,"Possession Marijuana, Hashish, etc.",1005  MARYLAND Columbia MO 65201,University of Missouri-Columbia
2015-00032070,2015-10-17,10:12,2015-10-12,09:00,Theft Non-Motor Vehicle,907  HITT Columbia MO 65201,University of Missouri-Columbia
2015-00032070,2015-10-17,10:12,2015-10-12,09:00,Theft Non-Motor Vehicle,907  HITT Columbia MO 65201,University of Missouri-Columbia
2015-00032089,2015-10-17,16:23,2015-10-10,12:00,Theft Non-Motor Vehicle,305 S 6TH Columbia MO 65201,University of Missouri-Columbia
2015-00032089,2015-10-17,16:23,2015-10-10,12:00,Theft Non-Motor Vehicle,305 S 6TH Columbia MO 65201,University of Missouri-Columbia
2015-00032109,2015-10-18,00:43,2015-10-18,00:43,All Other Offenses (Except Traffic),902  CONLEY Columbia MO 65201,University of Missouri-Columbia
2015-00032109,2015-10-18,00:43,2015-10-18,00:43,All Other Offenses (Except Traffic),902  CONLEY Columbia MO 65201,University of Missouri-Columbia
2015-00032109,2015-10-18,00:43,2015-10-18,00:43,Liquor Laws,902  CONLEY Columbia MO 65201,University of Missouri-Columbia
2015-00032109,2015-10-18,00:43,2015-10-18,00:43,Liquor Laws,902  CONLEY Columbia MO 65201,University of Missouri-Columbia
2015-00032112,2015-10-18,01:25,2015-10-18,01:25,Liquor Laws,404  KENTUCKY Columbia MO 65201,University of Missouri-Columbia
2015-00032112,2015-10-18,01:25,2015-10-18,01:25,"Possession Marijuana, Hashish, etc.",404  KENTUCKY Columbia MO 65201,University of Missouri-Columbia
2015-00032115,2015-10-18,03:11,2015-10-18,01:30,Theft Non-Motor Vehicle,299 S 8TH Columbia MO 65201,University of Missouri-Columbia
2015-00032115,2015-10-18,03:11,2015-10-18,01:30,Theft Non-Motor Vehicle,299 S 8TH Columbia MO 65201,University of Missouri-Columbia
2015-00032118,2015-10-18,04:18,2015-10-18,04:18,"Poss/Opium, Cocaine, Heroin, etc.",1  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2015-00032118,2015-10-18,04:18,2015-10-18,04:18,"Poss/Opium, Cocaine, Heroin, etc.",1  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2015-00032162,2015-10-18,14:03,2015-10-17,15:00,Vandalism,901  HITT Columbia MO 65201,University of Missouri-Columbia
2015-00032162,2015-10-18,14:03,2015-10-17,15:00,Vandalism,901  HITT Columbia MO 65201,University of Missouri-Columbia
2015-00032166,2015-10-18,16:33,2015-10-18,16:00,Theft Non-Motor Vehicle,1000  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00032166,2015-10-18,16:33,2015-10-18,16:00,Theft Non-Motor Vehicle,1000  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2015-00032182,2015-10-18,20:04,2015-10-18,19:36,"Possession Marijuana, Hashish, etc.",1003  MARYLAND Columbia MO 65201,University of Missouri-Columbia
2015-00032182,2015-10-18,20:04,2015-10-18,19:36,"Possession Marijuana, Hashish, etc.",1003  MARYLAND Columbia MO 65201,University of Missouri-Columbia
2015-00032182,2015-10-18,20:04,2015-10-18,19:36,Vandalism,1003  MARYLAND Columbia MO 65201,University of Missouri-Columbia
2015-00032182,2015-10-18,20:04,2015-10-18,19:36,Vandalism,1003  MARYLAND Columbia MO 65201,University of Missouri-Columbia
2015-00032183,2015-10-18,20:00,2015-10-18,20:00,"Possession Marijuana, Hashish, etc.",907  HITT Columbia MO 65201,University of Missouri-Columbia
2015-00032183,2015-10-18,20:00,2015-10-18,20:00,"Possession Marijuana, Hashish, etc.",907  HITT Columbia MO 65201,University of Missouri-Columbia
2015-00032185,2015-10-18,21:54,2015-10-18,21:50,All Other Offenses (Except Traffic),500 S 9TH Columbia MO 65201,University of Missouri-Columbia
2015-00032185,2015-10-18,21:54,2015-10-18,21:50,All Other Offenses (Except Traffic),500 S 9TH Columbia MO 65201,University of Missouri-Columbia
2015-00032185,2015-10-18,21:54,2015-10-18,21:50,Not Counted For UCR,500 S 9TH Columbia MO 65201,University of Missouri-Columbia
2015-00032185,2015-10-18,21:54,2015-10-18,21:50,Not Counted For UCR,500 S 9TH Columbia MO 65201,University of Missouri-Columbia
