Master ID	Date/Time Reported	Day of Week	Date/Time Occurred	MPD Case #	Nature of Calls	Address/Location	Comments	Disposition	Clery Geography	Clery Offense	Clery Count	Clery	Not on Campus	Name Log	Number Cited	Misc Information	Added to Clery Wall Map	Greek Row	Alcohol/Drug Transport	Residence Life	IR # from DOS	DOS ID	Clery Case #	Referral Count	AC ID	Confirmed with MPD	Double Checked/Complete	Question for MPD	Clery Reportable/Not in Advocate
723	06/18/19 @0859	Tuesday	same	19-M05465	Alarm; Elevator	1001 Paradise Creek Street	Accidental activation					NO										0			0				
724	06/18/19 @0910	Tuesday	same	19-M05466	Malicious Mischief	Moscow	"Attempted vehicle prowl, did not occur on campus"	ACT				NO										0			0				
725	06/18/19 @0917	Tuesday	same	19-M05468	Missing Person	Thain Road near Safe?	Not on campus or related	CLO				NO										0			0				
726	06/18/19 @1036	Tuesday	same	19-M05474	Other Calls	Moscow	Not on campus or related	CLO				NO										0			0				
727	06/18/19 @1348	Tuesday	same	19-M05480	Order Violation	Moscow	Not on campus or related	CLO				NO										0			0				
728	06/18/19 @1627	Tuesday	same	19-M05487	Alarm; Elevator	1001 Paradise Creek Street	Accidental activation	CLO				NO										0			0				
729	06/18/19 @2018	Tuesday	same	19-M05494	Communications	1080 West 6th Street	"Unknown location, UTL"	CLO				NO										0			0				
730	06/18/19 @2059	Tuesday	same	19-M05495	Communications	1001 Paradise Creek Street	Eleveator was stuck with no one on board	CLO				NO										0			0				
731	06/18/19 @2147	Tuesday	same	19-M05496	Alarm; Elevator	1001 Paradise Creek Street	Accidental activation	CLO				NO										0			0				
732	06/19/19 @0924	Wednesday	same	19-M05501	Parking Problem	Sweet Ave & Railroad Street	"Vehicle parked in lot for 1 1/2 weeks, NR"	CLO				NO										0			0				
733	06/19/19 @1248	Wednesday	same	19-M05511	Theft; Other	1001 Paradise Creek Street	"Football player in town for a camp stole $1000 from his coaches bag, located in room 507 in the Tower - ongoing investigation"	ACT				YES										0			0				
734	06/20/19 @1550	Thursday	same	19-M05542	Drugs	Moscow	Not on campus or related	ACT				NO										0			0				
735	06/20/19 @2030	Thursday	same	19-M05550	Noise Complaint	707 Railroad Street	Josh Frazier warned for noise	WRN				NO										0			0				
736	06/21/19 @1138	Friday	same	19-M05557	Animal; Bites	Moscow; Palouse Trail	Occurred in Latah County	CLO				NO										0			0				
737	06/21/19 @1726	Friday	same	19-M05570	Other Calls	Moscow	Wondering about where to pitch a tent in Moscow	CLO				NO										0			0				
738	06/22/19 @0504	Saturday	same	19-M05586	Parking Problem	Sweet Ave. and Railroad St.	Parking wanted RO info on a parking problem	CLO				NO										0			0				
739	06/22/19 @0716	Saturday	same	19-M05588	Traffic Offense	W Palouse River Drive	"Report of person driving without a license, LCSO took care of issue"	CLO				NO										0			0				
740	06/23/19 @1206	Sunday	same	19-M05610	Animal; Stray	1215 Nez Perce Drive; Golf Course	Returned stray dog to owner	CLO				NO										0			0				
741	06/23/19 @1629	Sunday	same	19-M05613	Communications	1030 Rayburn Street	"911 hang up, UTL any issues"	UTL				NO										0			0				
742	06/23/19 @1855	Sunday	same	19-M05617	Traffic Offense	W Pullman Road at Baker Street	Unfounded trafic call	UNF				NO										0			0				
743	06/23/19 @1920	Sunday	same	19-M05620	Communications	1080 West 6th Street	"911 hang up, UTL any issues"	CLO				NO										0			0				
744	06/24/19 @1751	Monday	same	19-M05646	Accident; Hit Run	College Ave & Deakin	Jacob Cutshall cited for leaving the scene of an accident	ACT				NO										0			0				
745	06/24/19 @2012	Monday	same	19-M05650	Animal; Stray	Moscow	Not on campus or related	CLO				NO										0			0				
746	06/24/19 @2123	Monday	same	19-M05653	Communications	1001 Paradise Creek Street	"911 hang up, UTL any issues"	UNF				NO										0			0				
747	06/25/19 @0916	Tuesday	same	19-M05663	Suspicious	Moscow	Not on campus or related	CLO				NO										0			0				
748	06/25/19 @1120	Tuesday	same	19-M05666	Welfare Check	405 College Ave	"Welfare check on employee who didn't show up for work, she was sick NR"	CLO				NO										0			0				
749	06/25/19 @1618	Tuesday	same	19-M05674	Threatening	Moscow	Not on campus or related	CLO				NO										0			0				
750	06/26/19 @1116	Wednesday	same	19-M05695	Parking Problem	600 University Ave	"Non-member parked in FIJI driveway, he moved"	CLO				NO										0			0				
751	06/26/19 @1435	Wednesday	same	19-M05702	Juvenile Problem	709 Deakin Ave; Commons	"Not on campus or related, she's just an employee who reported juvenile problem while at work"	CLO				NO										0			0				
752	06/26/19 @1523	Wednesday	same	19-M05704	Theft; Other	875 Perimeter Drive	Missing Samsung phone charger	ACT				NO										0			0				
753	06/27/19 @1217	Thursday	same	19-M05730	Welfare Check	Moscow	"Occurred in North Carolina, called transferred"	CLO				NO										0			0				
754	06/27/19 @1238	Thursday	same	19-M05728	Citizen Dispute	620 Idaho Ave; Blake House	Person was upset about getting UI parking ticket and City of Moscow boot on her car	CLO				NO										0			0				
755	06/27/19 @1330	Thursday	same	19-M05732	Communications	902 Railroad Street	Accidental 911	CLO				NO										0			0				
756	06/27/19 @1405	Thursday	same	19-M05733	Theft; Automobile	Moscow	Not on campus or related	CLO				NO										0			0				
757	06/27/19 @1532	Thursday	same	19-M05736	Alarm; Fire	908 Blake Ave; Steele House	False alarm	CLO				NO										0			0				
758	06/27/19 @2118	Thursday	same	19-M05752	Communications	1030 Rayburn Street	"Someone took the emergency phone off the hook and left it hanging there, nothing suspicious found"	CLO				NO										0			0				
759	06/27/19 @2322	Thursday	same	19-M05755	Theft; Other	628 Deakin; St. Augustines	Someone stole headlight off bicycle	ACT				NEED MORE										0			0				
760	06/29/19 @1616	Saturday	same	19-M05802	Traffic Offense	S Line St.	RP said she was cut off and honked at the other driver UTL	UTL				NO										0			0				
761	06/29/19 @1812	Saturday	same	19-M05806	Lost Property	Farmer's Market	"Lost RX, it was found and booked"	CLO				NO										0			0				
762	06/30/19 @2120	Sunday	same	19-M05829	Gun Check	861 Perimeter Dr	Gun check	CLO				NO										0			0				
763	06/30/19 @2120	Sunday	same	19-M05832	Gun Check	861 Perimeter Dr	Gun check	CLO				NO										0			0				
764	07/01/19 @1904	Monday	same	19-M05859	Other Calls	Moscow	Unfounded traffic complaint	CLO				NO										0			0				
765	07/02/19 @0249	Tuesday	same	19-M05869	Found Property	W Palouse River Dr.	Found bicycle	CLO				NO										0			0				
766	07/02/19 @1124	Tuesday	same	19-M05883	Drugs	1080 W 6th St. Wallace	Kevin McGuire and Kiahn Chiku-Martinez were warned for smoking marijuana	ACT				NEED MORE										0			0				
767	07/02/19 @1336	Tuesday	same	19-M05890	Suspicious	1215 Nez Perce Dr: UI Golf	"Dimitri Springs walking around GC creeping people out, we were UTL"	CLO				NO										0			0				
768	07/02/19 @2043	Tuesday	same	19-M05902	Abandoned Vehicle	1200 W Palouse River Dr	"Person keeps parking RV, told to move on"	CLO				NO										0			0				
769	07/03/19 @1219	Wednesday	same	19-M05925	Alarm; Elevator	1080 W 6th St; Wiley Wing	No one trapped when officers arrived	CLO				NO										0			0				
770	07/03/19 @1542	Wednesday	same	19-M05932	Theft; Other	728 Elm St; Delta Gamma	Stolen mountain bike	ACT				NO										0			0				
771	07/03/19 @1548	Wednesday	same	19-M05931	Accident; Hit Run	503 University Ave; Delta	"Driver of Blue Honda struck parked car and left without providing any information; driver of suspect vehicle located, info exchanged as damage was very minimal"	ACT				NO										0			0				
772	07/05/19 @0723	Friday	same	19-M05982	Theft; Other	Moscow	Not on campus or related	ACT				NO										0			0				
773	07/06/19 @2013	Saturday	same	10-M06048	Alcohol Offense	1080 W 6th St: Stevenson	Docoral students warned for open containers	WRN				NO										0			0				
774	07/07/19 @0138	Sunday	same	19-M06056	Utility Problem	Blake Ave & Nez Perce Dr.	"Broken sprinkler head, facilities notified"	CLO				NO										0			0				
775	07/07/19 @1258	Sunday	same	19-M06060	Animal; Stray	Moscow	Stray dog in deary brought to HSOP	CLO				NO										0			0				
776	07/07/19 @1833	Sunday	same	19-M06072	Other Calls	Moscow	Not on campus or related	CLO				NO										0			0				
777	07/08/19 @0938	Monday	same	19-M06086	Parking Problem	709 Deakin Ave	Vehicle blocking bus parking	CLO				NO										0			0				
778	07/08/19 @1158	Monday	same	19-M06090	Alarm; Elevator	1080 W 6th St.	Accidental activation	CLO				NO										0			0				
779	07/08/19 @1533	Monday	same	19-M06099	Intoxication	710 Deakin Ave; Vandal Store	Two men having a loud conversation	CLO				NO										0			0				
780	07/09/19 @1234	Tuesday	same	19-M06126	Communications	1080 W 6th St	Accidental activation	CLO				NO										0			0				
781	07/09/19 @1337	Tuesday	same	19- M06129	Sex Offense	Moscow	Not on campus or related	ACT				NO										0			0				
782	07/09/19 @2332	Tuesday	same	19-M06145	Suspicious	875 Campus Dr; Albertsons	Person was locked out of their car	CLO				NO										0			0				
783	07/10/19 @0753	Wednesday	same	19-M06147	Burglary	1200 W Palouse River Dr.	Unknown person broke into UI barn at arboretum and stole a honda generator	ACT				YES										0			0				
784	07/10/19 @1646	Wednesday	same	19-M06163	Citizen Assist	975 S Line St; UI Commons	Car seat check	CLO				NO										0			0				
785	07/11/19 @0719	Thursday	same	19-M06183	Communications	1080 W 6th St	Accidental 911	ACT				NO										0			0				
786	07/11/19 @1840	Thursday	same	19-M06209	Other Calls	Moscow	Not on campus or related	CLO				NO										0			0				
787	07/11/19 @2010	Thursday	same	19-M06212	Warrant Arrest	W 6th St. and Rayburn St.	Jeremy Jamin Rogers arrested on Kootenai County warrant	CAA														0			0				
788	07/12/19 @1449	Friday	same	19-M06224	Theft; Other	975 S Line St; UI Commons	Stolen bicycle seat and post	ACT				NO										0			0				
789	07/12/19 @1816	Friday	Same	19-M06234	Found Property	"Stadium Dr, Moscow"	Found phone	CLO				NO										0			0				
790	07/12/19 @2103	Friday	same	19-M06240	Found Property	Blake Ave and Nez Perce Dr. c	Booked drug paraphernalia into evidence for destruction	CLO				NO										0			0				
791	07/13/19 @ 0641	Saturday	same	19-M06247	Citizen Assist	Moscow	Not on campus or related	CLO				NO										0			0				
792	07/13/19 @1043	Saturday	same	19-M06252	Other Calls	Moscow	Not on campus or related	CLO				NO										0			0				
793	07/13/19 @1444	Saturday	same	19-M06254	Communications	S Line St & W 6th St	Accidental 911	CLO				NO										0			0				
794	07/14/19 @1614	Sunday	same	19-M06279	Welfare Check	710 Deakin Ave; Vandal Store	"Older chap fell and hit his head, didn't want any assistance from police or EMS"	CLO				NO										0			0				
795	07/15/19 @ 0101	Monday	same	19-M06290	Disorderly	414 S Main St	Not on campus or related	CLO				NO										0			0				
796	07/15/19 @1553	Monday	same	19-M06310	Alarm; Elevator	1080 W 6th St; University	Accidental activation	UTL				NO										0			0				
799	07/16/19 @1216	Tuesday	Same	19-M06332	Welfare Check	Deakin Ave & W 6th St.	Gave a 6 year old a ride home	CLO				NO										0			0				
800	07/16/19 @1440	Tuesday	same	19-M06341	Other Calls	Perimeter Dr & W Pullman Road	Panhandling	CLO				NO										0			0				
801	07/17/19 @2112	Wednesday	same	10-M06382	Alarm; Elevator	1080 W 6th St.	Accidental activation	CLO				NO										0			0				
802	07/18/19 @0927	Thursday	same	19-M06397	Communications	685 Line St.	Accidental activation	CLO				NO										0			0				
803	07/18/19 @1104	Thursday	same	19-M06400	Accident; Non-Injury	Perimeter Dr; Rayburn and?	Snorkle lift vs a car	CLO				NO										0			0				
804	07/18/19 @ 11er	Thursday	same	19-M06401	Traffic Hazard	Sweet Ave and S Main St.	Misaligned crossing light	CLO				NO										0			0				
805	07/19/19 @1021	Friday	same	19-M06430	Alarm; Elevator	851 Campus Dr.	Accidental activation	CLO				NO										0			0				
806	07/19/19 @1522	Friday	same	19-M06435	Drugs	1080 w 6th St; Stevenson?	"Odor of marijauana, utl"	CLO				NO										0			0				
807	07/19/19 @2352	Friday	same	19-M06453	Civil	Moscow	Not on campus or related	CLO				NO										0			0				
808	07/20/19 @1126	Saturday	same	19-M06467	Accident; Hit Run	W 6th St. & Perimeter Dr.	"Vehicle vs street sign, no suspects"	ACT				NO										0			0				
809	07/21/19 @0102	Sunday	same	19-M06487	Agency Assist	Sweet Ave & S Main St.	Assist ISP on vehicle search	CLO				NO										0			0				
810	07/22/19 @2011	Monday	same	19-M06535	Fall	Perimeter Dr and W Pullman Rd	A person climbed a tree and then fell out of the tree and landed on his face on the pavement	CLO				NO										0			0				
811	07/23/19 @0640	Tuesday	same	19-M06543	Alarm; Burglary	710 Deakin Ave; ui book store	False alarm	EE				NO										0			0				
812	07/23/19 @1114	Tuesday	same	19-M06556	Theft; Other	620 S Line St; Gauss Johns	Stolen bicycle	ACT				NO										0			0				
813	07/24/19 @0954	Wednesday	same	19-M06596	Traffic Offense	S Line St & W 6th	Report of people driving around road closure on 6th and Line	CLO				NO										0			0				
814	07/25/19 @1001	Thursday	same	19-M06632	Fraud	"Moscow, ID"	Phising scheme off campus	CLO				NO										0			0				
815	07/25/19 @1717	Thursday	same	19-M06654	Alarm; Burglary	1026 Nez Perce Dr; UI Pres	Accidental activation	CLO				NO										0			0				
816	07/26/19 @1752	Friday	same	19-M06686	Other Calls	809 Deakin Ave; Sub	Agency assist with Ada County	CLO				NO										0			0				
817	07/26/19 @1819	Friday	same	19-M06690	Theft; Other	620 Elm St; Theta Chi	Stolen bicycle	CLO				NO										0			0				
818	07/27/19 @1231	Saturday	same	19-M06713	Malicious Mischief	Perimeter Dr & Nez Perce	Graffiti on a light pole and on the cold water chiller	ACT				NO										0			0				
819	07/27/19 @1311	Saturday	same	19-M06714	Lost Property	Moscow	Lost a wallet containing ID	CLO				NO										0			0				
820	07/27/19 @1931	Saturday	same	19-M06723	Animal Problem	6th St & Vet Science Ln	Escaped calf near UI barns	CLO				NO										0			0				
821	07/27/19 @2037	Saturday	same	19-M06726	Parking Problem	1300 W 6th St	"Parking question, NR"	CLO				NO										0			0				
822	07/27/19 @2337	Saturday	same	19-M06730	Noise Complaint	403 College Ave; A	"Report of loud music, UTL"	UTL				NO										0			0				
823	07/28/19 @2143	Sunday	same	19-M06753	Citizen Assist	Moscow	Ran a serial number for citizen to make sure item wasn't stolen	CLO				NO										0			0				
824	07/30/19 @0905	Tuesday	same	19-M06786	Alarm; Fire	1001 Paradise Creek St; UI	False alarm	CLO				NO										0			0				
825	07/30/19 @1018	Tuesday	same	19-M06791	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO										0			0				
826	07/31/19 @1414	Wednesday	same	19-M06829	Theft; Other	975 S Line St; UI Commons	"Report of theft, unfounded"	CLO				NO										0			0				
827	07/31/19 @1439	Wednesday	same	19-M06834	Child Abuse	Moscow	Not on campus or related	ACT				NO										0			0				
828	07/31/19 @1441	Wednesday	same	19-M06832	Found Property	1030 Rayburn St; UI Swim	A years worth of found property	CLO				NO										0			0				
829	08/01/19 @0209	Thursday	same	19-M06859	Found Property	S Home St & W 3rd St	"Drug paraphernalia, booked for destruction"	CLO				NO										0			0				
830	08/01/19 @0906	Thursday	same	19-M06865	Traffic Hazard	Stadium Dr and W 6th St.	UTL people driving around construction barriers	CLO				NO										0			0				
831	08/01/19 @1242	Thursday	same	19-M06871	Other Calls	1006 Railroad St	"Report of a runaway, unfounded"	CLO				NO										0			0				
832	08/02/19 @0158	Friday	same	19-M06895	Theft; Other	620 S Line St.	Stolen bicycle	CLO				NO										0			0				
833	08/01/19 @2316	Thursday	same	19-M06893	Theft; Other	620 S Line St	Stolen bicycle	CLO				NO										0			0				
834	08/02/19 @1242	Friday	same	19-M06909	Animal; Bites	Moscow	Not on campus or related	CLO				NO										0			0				
835	08/03/19 @2316	Saturday	same	19-M06976	Communications	Moscow	UTL on 911 hangup	CLO				NO										0			0				
836	08/04/19 @1047	Sunday	same	19-M06985	Traffic Offense	Perimeter Dr & Idaho Ave	"Nickolai Martonick was spinning donuts in the parking lot, he was warned"	CLO				NO										0			0				
837	08/04/19	Sunday	same	19-M06988	Found Property	Idaho Ave; lot 31	Found check book	CLO				NO										0			0				
838	08/04/19 @1713	Sunday	same	19-M06990	Other Calls	Moscow	Not on campus or related	CLO				NO										0			0				
839	08/04/19 @2037	Sunday	same	19-M06993		727 Nez Perc Dr; Alpha Gamma	Over heating not on fire	CLO				NO										0			0				
840	08/05/19 @0751	Monday	same	19-M07001	Vagrancy	504 S Home St; Ghormley Park	Person was asked to move on and give resources	CLO				NO										0			0				
862	08/05/19 @2102	Monday	same	19-M07032	Welfare Check	Moscow	Not on campus or realted	CLO				NO										0			0				
863	08/06/19 @1145	Tuesday	same	19-M07047	Suspicious	Moscow; East Side of Town	Not on campus or realted	CLO				NO										0			0				
864	08/06/19 @1649	Tuesday	same	19-M07056	Accident; Hit Run	1108 W 6th St; Parking Lot	Hit and run no suspect	ACT				NO										0			0				
865	08/06/19 @1808	Tuesday	same	19-M07060	Found Property	1006 Railroad St	Found backpack	CLO				NO										0			0				
866	08/07/19 @1913	Wednesday	same	19-M07095	Traffic Hazard	W Pullman Rd & Baker St	Intoxicated person UTL	UTL				NO										0			0				
867	08/08/19 @1235	Thursday	same	19-M07113	Battery	121 Sweet Ave	Dispute over a paycheck NR	ACT				NO										0			0				
868	08/08/19 @1453	Thursday	same	19-M07116	Parking Problem	Deakin Ave; near Pitman	GOA	CLO				NO										0			0				
869	08/08/19 @1947	Thursday	same	19-M07132	DWLS	Stadium Dr and W 6th St	Nathaniel Overlin cited for DWLS	ACT				NEED MORE										0			0				
870	08/09/19 @0929	Friday	same	19-M07144	Malicious Mischief	1210 BLAKE AVE; Forney Hal	"Spray paint on the back of a street sign, no suspects"	ACT				NO										0			0				
871	08/09/19 @1106	Friday	same	19-M07146	Lost Property	690 ASH ST; ENGINEERING PH	Lost phone	CLO				NO										0			0				
872	08/09/19 @1301	Friday	same	19-M07151	Other Calls	861 PERIMETER DR; UI Security	Lost property	CLO				NO										0			0				
873	08/09/19 @1515	Friday	same	19-M07159	Communications	1080 W 6TH ST; University	Accidental 911	CLO				NO										0			0				
874	08/09/19 @2034	Friday	same	19-M07170	Other Calls	Moscow	Not on campus or realted	CLO				NO										0			0				
875	08/11/19 @2117	Sunday	same	19-M07206	Drugs	1000 STADIUM DR; Kibbie Dome	Kirk Raynor cited for marijuana	ACT				NEED MORE										0			0				
876	08/11/19 @2234	Sunday	same	19-M07207	Citizen Dispute	Moscow	Not on campus or realted	CLO				NO										0			0				
877	08/12/19 @0046	Monday	same	19-M07213	Drugs	1000 STADIUM DR; Kibbie Dome	Morgan McKay cited for marijuana	ACT				NEED MORE										0			0				
878	08/12/19 @0705	Monday	same	19-M07216	Drugs	504 S HOME ST; Ghormley Park	Found a syringe	CLO				NO										0			0				
879	08/13/19 @0126	Tuesday	same	19-M07246	Found Property	S HOME ST & W 3RD ST;	Found bike	CLO				NO										0			0				
880	08/13/19 @1236	Tuesday	same	19-M07258	Welfare Check	875 Perimeter Dr; Bruce Pitman Center	"Subject was looking for his wife, UTL"	CLO				NO										0			0				
881	08/13/19 @1306	Tuesday	same	19-M07261	Accident; Non-Injury	1215 Nez Perce Dr; UI Golf	"My daugther hit a parked car, investigated by LCSO"	CLO				NO										0			0				
882	08/14/19 @0808	Wednesday	same	19-M07282	Parking Problem	617 Elm St.	Vehicle was moved	ACT				NO										0			0				
883	08/14/19 @1341	Wednesday	same	19-M07300	Theft; Other	620 Idaho Ave; Blake Ave	Theft of keys and gift card sometime over the summer	ACT				NO										0			0				
884	08/14/19 @1510	Wednesday	same	19-M07304	Public Program	504 S Home St; Ghormley	Car seat check	CLO				NO										0			0				
885	08/14/19 @1730	Wednesday	same	19-M07311	Theft; Automobile	Ash St; Purple Parking Lot	"Unfounded, RP found their car"	CLO				NO										0			0				
886	08/15/19 @1757	Thursday	same	19-M07343	Theft; Other	"Moscow, ID"	"Theft of wallet, likely off the Smart Transit"	ACT				NEED MORE										0			0				
887	08/16/19 @2236	Friday	same	19-M07387	Traffic Offense	"Sweet Ave, Near Kappa Sig"	Alec Baughman arrested for resisting and obstructing officers and cite and release for DUI	ACT				NEED MORE										0			0				
888	08/17/19 @1018	Saturday	same	19-M07400	Alarm; Burglary	875 S Line St.; Latah Federal	Accidental activation	CLO				NO										0			0				
889	08/19/19 @0730	Monday	same	19-M07454	Traffic Offense	W 3rd St; Food Bridge	This is off campus	CLO				NO										0			0				
890	08/19/19 @ 0731	Monday	same	19-M07455	Accident; Unk Injury	Perimeter Dr; near UI Golf Course	"Injury car crash, 1 transported"	ACT				NO										0			0				
891	08/19/19 @9755	Monday	same	19-M07456	Alarm; Elevator	1080 W 6th St	Accidental activation	CLO				NO										0			0				
892	08/19/19 @0830	Monday	same	19-M07457	Unconsciousness	1080 W 6th St; Wallace Residence	"Student lost consciousness, fell and hit her head"	CLO				NO										0			0				
893	08/19/19 @ 0936	Monday	same	19-M07458	Attempt to Locate	Moscow	County wlefare check	CLO				NO										0			0				
894	08/19/19 @1452	Monday	same	19-M07471	Public Program	921 Campus Dr;	LE presentation to orietnation leaders	CLO				NO										0			0				
895	08/19/19 @2147	Monday	same	19-M07488	Drugs	1001 Paradise Creek St.	Tanner Brooks cited and released for marijuana	ACT				NEED MORE										0			0				
896	08/20/19 @1207	Tuesday	same	19-M07507	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO										0			0				
897	08/20/19 @1235	Tuesday	same	19-M07509	Accident; Non-Injury	1101 Blake Ave; Farm House	Non-injury accident	CLO				NO										0			0				
898	08/20/19 @1402	Tuesday	same	19-M07512	Welfare Check	966 University Ave; TLC	Attempt to located former student	CLO				NO										0			0				
899	08/20/19 @1505	Tuesday	same	19-M07515	Alarm; Elevator	901 Paradise Creek St;	Accidental activation	CLO				NO										0			0				
900	08/20/19 @1549	Tuesday	same	19-M07517	Public Program	609 Elm St; Delta Delta Delta	COP talk	CLO				NO										0			0				
901	08/21/19 @1049	Wednesday	same	19-M07540	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO										0			0				
902	08/21/19 @1332	Wednesday	same	19-M07550	Communications	1080 W 6th St; Elevator	Accidental activation	CLO				NO										0			0				
903	08/21/19 @1422	Wednesday	same	19-M07552	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO										0			0				
904	08/21/19 @1626	Wednesday	same	19-M07557	Alarm; Elevator	901 Paradise Creek St	Accidental activation	CLO				NO										0			0				
905	08/21/19 @1716	Wednesday	same	19-M07561	Accident; Non-Injury	Elm St & University Ave	Non-injury accident	CLO				NO										0			0				
906	08/21/19 @1749	Wednesday	same	19-M07566	Accident; Non-Injury	728 Elm St.	Non-injury accident	ACT				NO										0			0				
907	08/21/19 @1752	Wednesday	same	19-M07567	Alarm; Elevator	901 Paradise Creek St.	Accidental activation	CLO				NO										0			0				
908	08/21/19 @1908	Wednesday	same	19-M07571	Alarm; Elevator	1001 Paradise Creek St.	Accidental activation	CLO				NO										0			0				
909	08/21/19 @1917	Wednesday	same	19-M07572	Suspicious	604 Elm St; Alpha Phi	Unfounded	CLO				NO										0			0				
910	08/21/19 @2005	Wednesday	same	19-M07574	Alarm; Burglary	1215 Nez Perce Dr; UI Golf	Bldg secure	CLO				NO										0			0				
911	08/22/19 @0644	Thursday	same	19-M07583	Traumatic Injury	1001 Paradise Creek St.	Broken jaw/chin	CLO				NO										0			0				
912	08/22/19 @0913	Thursday	same	19-M07584	Communications	1080 W 6th St;	Accidental activation	CLO				NO										0			0				
913	08/22/19 @0924	Thursday	same	19-M07585	Alarm; Elevator	1080 W 6th St; Gooding	Accidental activation	CLO				NO										0			0				
914	08/22/19 @0934	Thursday	same	19/M07586	Alarm; Elevator	1080 W 6th St; Gooding	Accidental activation	CLO				NO										0			0				
915	08/22/19 @0937	Thursday	same	19-M07589	Alarm; Elevator	1080 W 6th St; Gooding	Accidental activation	CLO				NO										0			0				
916	08/22/10 @0940	Thursday	same	19-M07590	Alarm; Elevator	1080 W 6th St; Gooding	Accidental activation	CLO				NO										0			0				
917	08/22/19 @1014	Thursday	same	19-M07593	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO										0			0				
918	08/22/19 @1025	Thursday	same	19-M07595	Animal; Stray	1200 W Plouse River DR	Dog taken to HSOP	CLO				NO										0			0				
919	08/22/19 @1111	Thursday	same	19-M07597	Public Program	709 Elm St; Gamma Phi Beta	COP talk	CLO				NO										0			0				
920	08/22/19 @1329	Thursday	same	19-M07602	Assault	720 Idaho Ave; Delta Tau Delta	Delts throwing water on new members	CLO				NEED MORE										0			0				
921	08/22/19 @1337	Thursday	same	19-M07603	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO										0			0				
922	08/2/19 @1417	Thursday	same	19-M07604	Alarm; Elevator	1080 W 6th St; Gooding	Accidental activation	CLO				NO										0			0				
923	08/22/19 @1509	Thursday	same	19-M07605	Alarm; Elevator	1080 W 6th St; Gooding	Accidental activation	CLO				NO										0			0				
924	08/22/19 @1534	Thursday	same	19-M07606	Burglary	303 Sweet Ave; 1	"RP found a rolled up towel on her bed. The toweld did not belong to her, no suspects"	CLO				NO										0			0				
925	08/22/19 @1602	Thursday	same	19-M07608	Alarm; Elevator	1080 W 6th St; Gooding	Accidental activation	CLO				NO										0			0				
926	08/22/19 @1748	Thursday	same	19-M07612	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO										0			0				
927	08/23/19 @0650	Friday	same	19-M07632	Animal; Stray	New Aboretum	Dog taken to HSOP	CLO				NO										0			0				
928	08/23/19 @0730	Friday	same	19-M07634	Alarm; Elevator	1028 W 6th St; Shoup Hall	Accidental activation	CLO				NO										0			0				
929	08/23/19 @1125	Friday	same	19-M07643	Accident; Non-Injury	1000 Paradise Creek St	Non-injury accident	CLO				NO										0			0				
930	08/23/19 @1427	Friday	same	19-M07651	Animal Problem	Idaho Ave Aly & Line	"Dogs in car, they were ok"	CLO				NO										0			0				
931	08/23/19 @1803	Friday	same	19-M07663	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO										0			0				
932	08/23/19 @1829	Friday	same	19-M07664	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO										0			0				
933	08/23/19 @1926	Friday	same	19-M07667	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO										0			0				
934	08/23/19 @2115	Friday	same	19-M07672	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO										0			0				
935	08/23/19 @2116	Friday	same	19-M07671	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO										0			0				
936	08/23/19 @ 2121	Friday	same	19-M07673	Drugs	Sweet Ave; Campus Apts	"UTL woman with ""crack pipe"""	CLO				NO										0			0				
937	08/24/19 @0737	Saturday	same	19-M07687	Found Property	1305 Blake Ave	Found marijuana	CLO				NEED MORE										0			0				
938	08/24/19 @0922	Saturday	same	19-M07693	Alarm; Elevator	1080 W 6th St; Wiley Wing	Accidental activation	CLO				NO										0			0				
939	08/24/19 @2033	Saturday	same	19-M07714	Alarm; Elevator	1080 W 6th St; Wiley Wing	Accidental activation	CLO				NO										0			0				
940	08/24/19 @2159	Saturday	same	19-M07717	Traffic Offense	Perimeter Dr	Driver warned for swerving	CLO				NO										0			0				
941	08/24/19 @2310	Saturday	same	19-M07721	Sickness	709 Elm St; Gamma Phi	Kamryn Garven found passed out and transported to GMC	CLO				NEED MORE										0			0				
942	08/24/19 @2322	Saturday	same	19-M07722	Noise Complaint	707 Railroad St	Zachary Waite warnedf or noise	CLO				NO										0			0				
943	08/25/19 @0849	Sunday	same	19-M07733	Utility Problem	504 S Home St. Ghormley Park	Broken water pipe on field	CLO				NO										0			0				
944	08/26/19 @0922	Monday	same	19-M07765	Alarm; Fire	121 Sweet Ave; UI Business	False alarm	CLO				NO										0			0				
945	08/26/19 @1036	Monday	same	19-M07770	Malicious Mischief	415 College Ave	"Broken car window, no suspects, nothing stolen"	ACT				NO										0			0				
