"Thursday, January 21, 2021"	0.569571759													
Master ID	Date/Time Reported	Day of Week	Date/Time Occurred	MPD Case #	Nature of Calls	Address/Location	Comments	Disposition	Clery Geography	Clery Offense	Clery Count	Clery	Not on Campus	Name Log
688	05/08/18 @19:18	Tuesday	Same	18-M04096	Theft; Other	620 Elm St; Theta Chi Frat	"Stolen composite, no suspects"	CLO				NO		
689	05/09/18 @10:15	Wednesday	Same	18-M04106	Fraud	875 Perimeter Dr; Accounts	Attempted phone scam	ACT				NO		
690	05/09/18 @16:49	Wednesday	Same	18-M04129	Traffic Offense	Line Rayburn Aly & W 6th ST;	"Road rage, no crime committed, both counseled"	CLO				NO		
691	05/09/18 @20:06	Wednesday	Same	18-M04138	Other Calls	Moscow	A drunk . . .. In a bar	CLO				NO	x	
692	05/10/18 @13:23	Thursday	Same	18-M04168	Alarm; Elevator	921 Campus Dr; College of	Accidental activtion	CLO				NO		
693	05/10/18 @13:56	Thursday	Same	18-M04169	Accident; Non-Injury	1080 W 6th ST; Wallace	Unfounded	CLO				NO		
694	05/10/18 @15:12	Thursday	Same	18-M04173	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
695	05/10/18 @15:44	Thursday	Same	18-M04174	Accident; Non-Injury	Sweet Ave & Blake Ave	"Driver failed to negotiate corner, vehicle towed"	CLO				NO		
696	05/10/18 @16:39	Thursday	Same	18-M04178	Civil	415 College Ave; 12	Disagreement between roommates	CLO				NO		
697	05/10/18 @17:57	Thursday	Same	18-M04182	Other Calls	1080 W 6th St; Wallace	Mother thought malware was on daughters computer	CLO				NO		
698	05/10/18 @20:59	Thursday	Same	18-M04189	Alarm; Elevator	1001 Paradise Creek ST; El	Accidental activtion	CLO				NO		
699	05/11/18 @02:55	Friday	Same	18-M04196	Suspicious	418 Taylor Ave;	Fireworks	UTL				NO		
700	05/11/18 @08:40	Friday	Same	18-M04201	Noise Complaint	627 Elm ST; Elmwood Apts	UTL	UTL				NO		
701	05/11/18 @14:31	Friday	Same	Active 911 #125029808	Alarm; Fire	620 Elm St; Theta Chi	False alarm					NO		
702	05/11/18 @15:22	Friday	Same	18-M04214	Citizen Assist	901 Paradise Creek St; LLC	Person needed help getting bike lock off	CLO				NO		
703	05/11/18 @16:38	Friday	Same	18-M04218	Breathing	UI Track	"Breathing problems, ambulance on scene"	CLO				NO		
704	05/11/18 @18:48	Friday	Same	18-M04221	Traffic Offense	Sweet Ave & S Main ST	Gerated in error	CLO				NO		
705	05/11/18 @21:43	Friday	Same	18-M04227	Alarm; Elevator	1080 W 6th ST; Elev South	Accidental activtion	CLO				NO		
706	05/12/18 @00:06	Saturday	Same	18-M04235	Drugs	College Ave; Alley East Of	None student arrested for possession of methamphetamine	CAA	OC	Drug - Arrest	1	YES		
707	05/12/18 @07:14	Saturday	Same	18-M04243	Alarm; Elevator	1080 W 6th ST; Elev South	Accidental activtion	CLO				NO		
708	05/12/18 @10:15	Saturday	Same	18-M04245	Parking Problem	Idaho Ave & Elm Deakin Aly	Vehicle blocking alley was moved	CLO				NO		
709	05/12/18 @10:44	Saturday	Same	18-M04246	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
710	05/12/18 @13:46	Saturday	Same	18-M04252	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
711	05/12/18 @14:33	Saturday	Same	18-M04256	Suspicious	1080 W 6th ST; Wallace; Willey	"Plastic bag with white powder in it, appeared to be creamer"	CLO				NO		
712	05/12/18 @17:41	Saturday	Same	18-M04261	Alarm; Elevator	901 Paradise Creek St; Elev	Accidental activtion	CLO				NO		
713	05/13/18 @01:17	Sunday	Same	18-M04276	Fireworks	Perimeter Dr & Idaho Ave	UTL	UTL				NO		
714	05/13/18 @10:59	Sunday	Same	18-M04281	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
715	05/13/18 @11:38	Sunday	Same	18-M04284	Malicious Mischief	W 6th St & Elm Deakin Aly	Uknown person shattered window in the bus stop shelter	CLO				NO		
716	05/13/18 @11:58	Sunday	Same	18-M04285	Animal; Stray	710 Deakin Ave; Area	Impounded a stray dog	CLO				NO		
717	05/13/18 @13:34	Sunday	Same	18-M04288	Theft; Other	524 Taylor Ave; 2	Stolen front tire off bicycle	CLO				NO		
718	05/13/18 @22:04	Sunday	Same	18-M04301	Suspicious	426 Taylor Ave	Fireworks	CLO				NO		
719	05/14/18 @08:06	Monday	Same	18-M04314	Found Property	Perimeter Dr & Nez Perce DR	Found wallet	CLO				NO		
720	05/15/18 @01:32	Tuesday	Same	18-M04344	Malicious Mischief	627 Elm ST; 103	"Shattered rear window on pickup, nothing stolen"	CLO				NO		
721	05/12/18 @01:52	Saturday	Same	18-M04237	Drugs	W Pullman Rd & W Peterson Dr; Correct intersection in Report is Stadium Dr & Paradise Creek St	1 -  Cited for Possession of Paraphernalia	CAA	OC	Drug - Arrest	1	YES		
722	05/15/18 @09:26	Tuesday	Same	Active 911# 125437715	Utility Problem	709 Elm St; Behind Gamma Phi Beta	Utility problem					NO		
723	05/15/18 @14:22	Tuesday	Same	18-M04362	Alarm; Elevator	921 Campus Dr; 133; Education	Accidental activation	CLO				NO		
724	05/15/18 @14:52	Tuesday	Same	18-M04366	Disorderly	1006 Railroad St	"Man upset over parking ticket, GOA and UTL"	ACT				NO		
725	05/15/18 @15:08	Tuesday	Same	18-M04368	Found Property	1006 Railroad St; Transit	External HDD found on transit bus	CLO				NO		
726	05/15/18 @21:31	Tuesday	Same	18-M04378	Alarm; Fire	1000 Stadium Dr; ASUI Kibbie Dome	False alarm	CLO				NO		
727	05/16/18 @09:26	Wednesday	Same	18-M04390	Harassment	UI Campus	"Telephone harrassment, possibly orginating in Germany, suspect contacted by phone but not identified, haven't had any more reports after contact was made"	CLO				NO		
728	05/16/18 @14:59	Wednesday	Same	18-M04405	Agency Assist	Moscow	Not on campus or related	ACT				NO	x	
729	05/16/18 @16:46	Wednesday	Same	18-M04411	Traffic Offense	Perimeter Dr & W Pullman Rd	"Cold traffic complaint, NR"	CLO				NO		
730	05/17/18 @13:04	Thursday	Same	18-M04433	Lost Property	Moscow	Lost wallet at Dollar Tree	CLO				NO	x	
731	05/17/18 @13:26	Thursday	Same	Active 911# 125692238	Alarm; Fire	801 S Line ST; Brink	UNK					NO		
732	05/17/18 @16:59	Thursday	Same	18-M04441	Alarm; Elevator	804 Rayburn St; Renfrew	Accidental activation	CLO				NO		
733	05/17/18 @19:48	Thursday	Same	18-M04449	Traffic Hazard	S Line ST & W 6th ST	Flooding in the road from cloud burst and clogged drains	CLO				NO		
734	05/17/18 @20:31	Thursday	Same	18-M04452	Other Calls	Taylor ave; Just east of	Civil	CLO				NO		
735	01/28/18 @01:30	Sunday	Same	No MPD	Alcohol Offense	Wallace; Stevenson	1 referral only from RA's		OC OCH	Alcohol - Referral	1	YES		
736	05/18/18 @17:06	Friday	Same	18-M04479	Other Calls	Moscow	Serial number check on a gun	CLO				NO		
737	05/18/18 @18:51	Friday	Same	18-M04483	Accident; Non-Injury	Blake Ave & Taylor Ave	Non injury crash	CAC				NO		
738	05/18/18 @19:36	Friday	Same	18-M04485	Sickness	861 Perimeter Dr; Vandal Security	Reaction to medicine	CLO				NO		
739	05/18/18 @20:49	Friday	Same	18-M04487	Sex Offense	Moscow	Not on campus and unfounded	CLO				NO	x	
740	05/19/18 @07:19	Saturday	Same	18-M04500	Theft; Automobile	Moscow	Not on campus and false report	CLO				NO	x	
741	05/20/18 @11:58	Sunday	Same	18-M04527	Found Property	Moscow	Found wallet	CLO				NO		
742	05/20/18 @14:35	Sunday	Same	18-M04531	Alarm; Fire	710 S Line St; UI Janssen	False alarm	CLO				NO		
743	05/20/18 @18:45	Sunday	Same	18-M04539	Found Property	628 Deakin Ave; St Augustines	"Found needles, disposed of them"	CLO				NO		
744	02/18/18 @22:09	Sunday	Same	No MPD	Alcohol Offense	Theophilus Tower; 403	2 subjects referred for Alcohol / RA's only		OC OCH	Alcohol - Referral	2	YES		
745	05/21/18 @12:53	Monday	Same	18-M04553	Accident; Non-Injury	851 Campus Dr; UI Admin	Non-reportable crash	CLO				NO		
746	05/22/18 @10:44	Tuesday	Same	18-M04584	Alarm; Elevator	921 Campus Dr; 133	Accidental activation	CLO				NO		
747	05/22/18 @15:42	Tuesday	Same	18-M04594	Alarm; Elevator	832 Ash St; Student Health	Accidental activation	CLO				NO		
748	05/22/18 @18:05	Tuesday	Same	18-M04602	Traffic Offense	W Palouse River Dr;	Cold traffic offense (20 minutes) UTL	CLO				NO		
749	05/23/18 @10:45	Wednesday	Same	18-M04626	Alarm; Elevator	804 Rayburn St; Renfrew	Accidental activation	CLO				NO		
750	05/23/18 @12:33	Wednesday	Same	18-M04632	Welfare Check	350 Taylor Ave; Near	"Child found wandering around, grandma lost track of him NR"	CLO				NO		
751	05/23/18 @15:04	Wednesday	Same	18-M04639	Alarm; Elevator	901 Paradise Creek St; LLC	Accidental activation	CLO				NO		
752	05/23/18 @16:52	Wednesday	Same	18-M04644	Accident; Non-Injury	N Line St & W Pullman Rd	State accident report taken	CLO				NO		
753	05/24/18 @10:12	Thursday	Same	18-M04661	Alarm; Elevator	1080 W 6th St; Wallace	Accidental activation	CLO				NO		
754	05/24/18 @10:59	Thursday	Same	18-M04664	Property Damage	Sweet Ave & S Main ST	Construction crew at IDENTITY damaged AVISTA line	CLO				NO		
755	05/24/18 @15:42	Thursday	Same	18-M04675	Accident; Hit Run	Idaho Ave & Elm ST	"$800 damage to rear bumper, no suspects"	CLO				NO		
756	05/25/18 @16:40	Friday	Same	18-M04702	Traffic Offense	W Palouse River Dr	UTL	CLO				NO		
757	05/28/18 @11:38	Monday	Same	18-M04757	Other Calls	Moscow	Not on campus or related	CLO				NO	x	
758	05/28/18 @14:01	Monday	Same	18-M04760	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
759	05/30/18 @13:23	Wednesday	Same	18-M04812	Theft; Other	875 Perimeter Dr; Art Main	Several small prop thefts from Dean's office since jan 2018	ACT				NO		
760	05/31/18 @11:42	Thursday	Same	18-M04829	Burglary	415 College Ave; Laundry	Theft of coins from communal laundry room machines	ACT				NO		
761	05/31/18 @12:01	Thursday	Same	18-M04830	Extra Patrol	600 University Ave	scrap metal taken from construction site - extra patrol requested	CLO				NO		
762	06/01/18 @06:39	Friday	Same	18-M04854	Alarm; Fire	875 S Line St; UI Idaho Commons	False alarm triggered by construction	CLO				NO		
763	06/01/18 @13:30	Friday	Same	18-M04867	Found Property	628 Deakin Ave; St Augestines	Donated items were turned over to LE to be returned to owner	CLO				NO		
764	06/01/18 @14:41	Friday	Same	18-M04875	Threatening	Moscow	Referred to Seattle PD - Did not happen in Moscow	CLO				NO	x	
765	06/01/18 @14;43	Friday	Same	18-M04874	Suspicious	UI Campus	Duplicate DR # generated - related to 18-M04877	CLO				NO		
766	06/01/18 @14:47	Friday	Same	18-M04877	Traffic Offense	1101 Blake Ave; UI Farm House	Mutual road rage incident not involving students 	CLO				NO		
767	06/01/18 @23:15	Friday	Same	18-M04892	Malicious Mischief	UI Campus	several vehicles were seen on campus in several different locations allegedly tampering with property.  MPD could not locate the vehicles or their occupants	CLO				NO		
768	06/02/18 @13:56	Saturday	Same	18-M04912	Found Property	Moscow	Farmer's market - property returned to its owner	CLO				NO		
769	06/02/18 @20:17	Saturday	Same	18-M04919	Animal; Vicious	Soccer Field; UI Campus	"two dogs off leash were aggerssive to people and other animals.  Owners contacted, warned, and referred to off leash parks in Moscow"	CLO				NO		
770	06/04/18 @10:52	Monday	Same	18-M04954	Found Property	College Ave	Found bicycle	CLO				NO		
771	06/05/18 @09:10	Tuesday	Same	18-M04979	Battery	Moscow	Not on campus or related	CLO				NO	x	
772	06/05/18 @14:26	Tuesday	Same	18-M04988	Alarm; Elevator	1080 W 6th ST; Wallace; Gooding	Accidental activation	CLO				NO		
773	06/05/18 @17:50	Tuesday	Same	18-M04996	Lost Property	Moscow	Lost keys	CLO				NO		
774	06/06/18 @00:29	Wednesday	Same	18-M05009	DWLS	800 Elm ST; in front of KK	1 male cited for DWP	ACT				NO		
775	06/06/18 @06:42	Wednesday	Same	18-M05012	Parking Problem	618 Deakin Ave; ST Augestines	Vehicle parked  blocking sidewalk	ACT				NO		
776	06/06/18 @09:16	Wednesday	Same	18-M05016	Alarm; Elevator	832 Ash St; Elevator	Accidental activation	CLO				NO		
777	06/06/18 @11:30	Wednesday	Same	18-M05024	Injured Person	S Line St & W 6th ST	Elderly gentleman fell off bike and was transported to GMC	CLO				NO		
778	06/06/18 @13;38	Wednesday	Same	18-M05027	Alarm; Elevator	1080 W 6th St; Wallace; Ballard	Accidental activation	CLO				NO		
779	06/06/18 @22:56	Wednesday	Same	18-M05037	Theft; Other	727 Elm St;	"Unfounded, report of stolen bbq, friends had brought it inside"	UNF				NO		
780	06/07/18 @17:45	Thursday	same	18-M05067	Alarm; Burglary	710 Deakin Ave; UI Bookstore	False alarm	CLO				NO		
781	06/07/18 @23:33	Thursday	Same	18-M05074	Other Calls	Moscow	Not on campus or related	CLO				NO	x	
782	06/08/18 @18:10	Friday	Same	18-M05102	Public Program	1000 Stadium Dr; Kibbie Dome	MHS graduation 	CLO				NO		
783	06/08/18 @18:14	Friday	Same	18-M05103	Accident; Non-Injury	Blake Ave & Nez Perce Dr	"Cold, non-injury accident RTS"	ACT				NO		
784	06/10/18 @15:22	Sunday	Same	18-M05146	Threatening	Moscow	Not on campus or related	CLO				NO	x	
785	06/10/18 @16:14	Sunday	Same	18-M05147	Theft; Other	850 Rayburn St; UI Library	Stolen bicycle	CLO				NO		
786	06/11/18 @12:37	Monday	Same	18-M05169	Lost Property	Moscow	Lost wallet - Information report taken	CLO				NO		
787	06/11/18 @13:59	Monday	Same	18-M05174	Trespassing	Moscow	Civil matter - No law enforcement action taken	CLO				NO		
788	06/11/18 @16:20	Monday	Same	18-M05180	Alarm; Elevator	832 Ash St; Elevator	Cleaning staff hit the button - no emergency	CLO				NO		
789	06/11/18 @16:48	Monday	Same	18-M05182	Found Property	720 Deakin Ave;	Property found in the area - Taken to PD for safekeeping	CLO				NO		
790	06/11/18 @20:18	Monday	Same	18-M05187	Other Calls	Moscow	Roommate dispute - Nothing criminal	CLO				NO		
791	06/11/18 @21:01	Monday	Same	18-M05188	Traffic Offense	Moscow; N City Limits	Traffic infraction citation issued by LCSO - No incident in the city	CLO				NO	x	
792	06/12/18 @10:43	Tuesday	Same	18-M05201	Found Property	1001 University Ave; UofI	Recovered stolen bicycle	CLO				NO		
793	06/13/18 @16:05	Wednesday	Same	18-M05236	Accident; Hit Run	604 Rayburn St; UI Ag Sci	Hit & Run on a UI Vehicle in Lot #56	CLO				NO		
794	06/13/18 @16:53	Wednesday	Same	18-M05238	Alarm; Elevator	832 Ash St; UI Student Health	Noting wrong in the elevator	CLO				NO		
795	06/14/18 @09:41	Wednesday	Same	18-M05253	Missing Person	901 Paradise Creek ST; Bldg	A 2 year old child got out of a parked car - Found in the area a short time later after a multiple agency search was undertaken - Child was unharmed	CLO				NO		
796	06/14/18 @12;02	Wednesday	Same	18-M05262	Other Calls	Moscow	Pullman incident - Referred to PPD / Sgt. Lambley following up	CLO				NO	x	
797	06/16/18 @12:37	Saturday	Same	18-M05329	Sickness	1215 Nez Perce DR; UI Golf Course	Local homeless individual was on the golf course asking for assistance - Was taken voluntarily to Gritman at their request	CLO				NO		
798	06/16/18 @12:46	Saturday	Same	18-M05330	Found Property	Moscow	Farmer's Market issue - Not campus related	CLO				NO	x	
799	06/17/18 @08:56	Sunday	Same	18-M05345	Suspicious	Moscow	Craig's List advertisement issue - Not campus related	ACT				NO	x	
800	06/17/18 @19:36	Sunday	Same	18-M05358	Communications	1001 Paradise Creek St; Outside	911 button accidentally pushed - No emergency	CLO				NO		
801	06/17/18 @23:58	Sunday	Same	18-M05364	Animal; Stray	Perimeter DR & W Pullman Rd	UTL on a report of a dog at large	UTL				NO		
802	06/18/18 @03:08	Monday	Same	18-M05366	Welfare Check	Moscow	Not on campus or related	CLO				NO	x	
803	06/18/18 @04:29	Monday	Same	18-M05367	Traffic Offense	Sweet Ave & S Main ST; NB	Not on campus or related	CLO				NO	x	
804	06/18/18 @09:51	Monday	Same	18-M05371	Other Calls	Moscow	Not on campus or related	CLO				NO	x	
805	06/18/18 @10:35	Monday	Same	18-M05373	Trespassing	Sweet Ave & S Main ST;	Not on campus or related	CLO				NO	x	
806	06/18/18 @11:31	Monday	Same	18-M05377	Alarm; Elevator	966 University Ave; Elev	Accidental activation	CLO				NO		
807	06/18/18 @11:54	Monday	Same	18-M05378	Alarm; Elevator	1080 W 6th ST; Wallace;	Accidental activation	CLO				NO		
808	06/19/18 @09:46	Tuesday	Same	18-M05400	Alarm; Elevator	1001 Paradise Creek St; El	Accidental activation	CLO				NO		
809	06/19/18 @21:02	Tuesday	Same	18-M05423	Alarm; Burglary	503 University Ave; Delta	False alarm	CLO				NO		
810	06/19/18 @21:22	Tuesday	Same	18-M05424	Alarm; Elevator	1080 W 6th ST; Elev South	Accidental activation	CLO				NO		
811	06/19/18 @21:44	Tuesday	Same	18-M05426	Burglary	503 University Ave; Delta	"Stolen composite from Delta Sig, no suspects"	ACT		Burglary		NO		
812	06/20/18 @11:04	Wednesday	Same	18-M05437	Alarm; Elevator	1080 W 6th ST; Wallace Complex	Accidental activation	CLO				NO		
813	06/20/18 @12:54	Wednesday	Same	18-M05440	Welfare Check	Blake Ave & Taylor Ave	"Person was okay, just resting"	CLO				NO		
814	06/21/18 @08:31	Thursday	Same	18-M05458	Road Rage	Sweet Ave; Also on Nez Perce	"Person was tailgating, UTL"	CLO				NO		
815	06/21/18 @11:07	Thursday	Same	18-M05459	Civil	Moscow	Not on campus or related	CLO				NO	x	
816	06/21/18 @11:39	Thursday	Same	18-M05461	Threatening	1000 Paradise Creek St;	"Person tried to use another person's ID to get into SRC and was kicked out, person called the RP names"	CLO				NO		
817	06/22/18 @13:43	Friday	Same	18-M05498	Alarm; Elevator	1080 W 6th St; Elev So Gooding	Accidental activation	CLO				NO		
818	06/22/18 @17:44	Friday	Same	18-M05503	Deliver Message	Moscow	Not on campus or related	CLO				NO	x	
819	06/23/18 @00:36	Saturday	Same	18-M05514	Fireworks	Taylor Ave & S Main ST	UTL	UTL				NO		
820	06/23/18 @19:36	Saturday	Same	18-M05534	Animal; Stray	1215 Nez Perce Dr; UI Golf Course	Dog returned to owner	CLO				NO		
821	06/25/18 @14:23	Monday	Same	18-M05581	Animal; Problem	709 Deakin Ave; Pitman Center	Dog tied to a vehilce bumper bit a UI employee	ACT				NO		
822	06/26/2018 @18:08	Tuesday	Same	Active 911# 130203737	Alarm; Fire	901 Paradise Creek St; LLC 3	False alarm					NO		
823	06/26/18 @13:00	Tuesday	Same	Active 911# 130167269	Alarm; Fire	718 Elm ST; Sigma Nu	False alarm					NO		
824	06/27/18 @11:48	Wednesday	Same	18-M05632	Utility Problem	255 Farm Rd; UI Dairy Center	"Dump truck driver left bed up while driving off and struck a power line, causing to poles to fall."	ACT				NO		
825	06/27/18 @14:24	Wednesday	Same	18-M05642	Found Property	UofI	Found / returned wallet	CLO				NO		
826	06/28/18 @07:22	Wednesday	Same	18-M05662	Agency Assist	Moscow	Not on campus or related	ACT				NO	x	
827	06/29/18 @23:24	Friday	Same	18-M05721	Order Violation	Moscow	Not on campus or related	ACT				NO	x	
828	06/30/18 @23:19	Saturday	Same	18-M05750	Alarm; Fire	727 Elm ST; Beta Theta Pi	False alarm	CLO				NO		
829	07/01/18 @18:24	Sunday	Same	18-M05765	Citizen Assist	728 Elm St; Delta Gamma	House mom locked out and needed assitance getting in	CLO				NO		
982	07/02/18 @16:38	Monday	Same	18-M05788	Harassment	S Line St & W 6th ST	"Not sure how this address was reached, not on campus or related (guy was curious about a girl's tattoo)"	CLO				NO	x	
983	07/03/18 @13:25	Tuesday	Same	18-M05806	Attempt to Locate	Moscow	Inmate on work release failed to return	CLO				NO		
984	07/03/18 @13:50	Tuesday	Same	18-M05807	Alarm; Elevator	801 S Line St; Elev; Carol	Accidental activation	CLO				NO		
985	07/03/18 @15:02	Tuesday	Same	18-M05811	Found Property	630 Elm St; Kappa Alpha Theta	Found bicycles X 3	CLO				NO		
986	07/04/18 @11:53	Wednesday	Same	18-M05834	Found Property	Moscow	Found atv title	CLO				NO		
987	07/04/18 @22:57	Wednesday	Same	18-M05848	Fireworks	Moscow	"Report of fireworks, warned "	CLO				NO		
988	07/05/18 @09:38	Thursday	Same	18-M05857	Alarm; Elevator	851 Campus Dr; Elevator	"Female stuck, but eventually freed herself, FM contacted"	CLO				NO		
989	07/06/18 @12:45	Friday	Same	18-M05889	Alarm; Elevator	1080 W 6th ST; elev South	Accidental activation	CLO				NO		
990	07/06/18 @12:48	Friday	Same	18-M05890	Alarm; Elevator	1080 W 6th St; Elev South	Accidental activation	CLO				NO		
991	07/06/18 @17:33	Friday	Same	18-M05901	Alarm; Elevator	2000 W 6th ST;	Accidental activation	CLO				NO		
992	07/07/18 @17:45	Saturday	Same	18-M05932	Attempt to Locate	Moscow	Report of missing person who was later located	CLO				NO		
993	07/08/18 @17:54	Sunday	Same	18-M05952	Alarm; Elevator	901 Paradise Creek St; LLC	Accidental activation	CLO				NO		
994	07/08/18 @22:32	Sunday	Same	18-M05956	Traffic Offense	W Palouse River Dr;	Male cited for DWP off campus / non-student	ACT				NO	x	
995	07/08/18 @23;04	Sunday	Same	18-M05957	Drugs	W Palouse River Dr;	"Subject ditched backpack containing drugs, not on campus / non-student"	ACT				NO	x	
996	07/09/18 @04;52	Monday	Same	18-M05961	Utility Problem	709 Deakin Ave; Pitman Center	Power line down	CLO				NO		
997	07/09/18 @13:54	Monday	Same	18-M05970	Suspicious	851 Campus Dr; UI Admin	Found backpack	CLO				NO		
998	07/09/18 @14:38	Monday	Same	18-M05976	Other Calls	Moscow	Not on campus or realted	ACT				NO	x	
999	07/09/18 @21:11	Monday	Same	18-M05985	Welfare Check	Moscow	Not on campus or realted	CLO				NO	x	
1000	07/09/18 @22:39	Monday	Same	18-M05987	Traffic Offense	Perimeter Dr & W Pullman Rd	UTL	CLO				NO		
1001	07/10/18 @17:07	Monday	Same	18-M06018	Sex Offense; Rape	Moscow	Alleged offense occurred in the county	CLO				NO		
1002	07/11/18 @07:46	Tuesday	Same	18-M06039	Public Program	820 Idaho Ave; Morrill Hall	Response to active shooter presentation	ACT		Public Program		NO		
1003	07/11/18 @10:30	Wednesday	Same	18-M06044	Alarm; Elevator	975 W 6th St; Elev	Accidental activation	CLO				NO		
1004	07/11/18 @10:58	Wednesday	Same	18-M06045	Alarm; Elevator	1080 W 6th ST; Elev So; Wiley	Accidental activation	CLO				NO		
1005	07/12/18 @09:37	Thursday	Same	18-M06072	Property Damage	722 Elm ST;	Taxi drove through construction site. Code 4	ACT				NO		
1006	07/12/18 @14;28	Thursday	Same	18-M06079	Alarm; Elevator	1080 W 6th ST; Wallace; Wiley	Accidental activation	CLO				NO		
1007	07/12/18 @16:01	Thursday	Same	18-M06084	Traffic Offense	Perimeter Dr & W Pullman Rd	Asking for extra patrol due to people driving erractically around her over past week	CLO				NO		
1008	07/12/18 @19:15	Thursday	Same	18-M06092	Civil	415 College Ave; 15	Verbal argument	CLO				NO		
1009	07/12/18 @19:17	Thursday	Same	18-M06091	Other Calls	Moscow	"Stolen vehicle in Clarkston, ipod in vehicle pinged in Moscow"	CLO				NO		
1010	07/12/18 @21:22	Thursday	Same	18-M06096	Domestic Dispute	415 College Ave	Verbal argument	CLO				NO		
1011	07/13/18 @07:36	Friday	Same	18-M06102	Suspicious	1000 Stadium Dr; Kibbie Dome	1 - Female trespassed from campus	CLO				NO		
1012	07/13/18 @14:32	Friday	Same	18-M06120	Theft; Other	UI Campus	Stolen Bose headphones from bag as guest at soccer camp checked out of dorms (not a burglary)	ACT				NO		
1013	07/14/18 @10:01	Saturday	Same	18-M06141	Other Calls	Moscow	Not on campus or realted	CLO				NO	x	
1014	07/14/18 @10:37	Saturday	Same	18-M06143	Juvenile Problem	628 Deakin Ave; Catholic	"16 YOM runaway, returned to parents in Washington"	ACT				NO		
1015	07/14/18 @14;15	Saturday	Same	18-M06149	Traffic Hazard	Perimeter Dr & W Pullman Rd	Bird caused power outage	CLO				NO		
1016	07/14/18 @15:03	Saturday	Same	18-M06151	Alarm; Elevator	1080 W 6th ST; Elevator S	Female trapped in elevator due to power outage EMS arrived	CLO				NO		
1017	07/14/18 @15;17	Saturday	Same	18-M06152	Alarm; Burglary	415 W 6th St; Wells Fargo	"Alarm triggered by power outage, code 4"	CLO				NO		
1018	07/15/18 @09:43	Sunday	Same	18-M06178	Other Calls	Moscow	Not on campus or realted	CLO				NO	x	
1019	07/15/18 @12:24	Sunday	Same	18-M06179	Traffic Hazard	Perimeter Dr; Near Electrical	"Calf in the road, returned to pasture"	CLO				NO		
1020	07/16/18 @10:41	Monday	Same	18-M06207	Alarm; Elevator	1080 W 6th St; Wallace; Gooding	Accidental activation	CLO				NO		
1021	07/16/18 @17:07	Monday	Same	18-M06222	Other Calls	Moscow	Not on campus or related	CLO				NO	x	
1022	07/16/18 @17:39	Monday	Same	18-M06225	Other Calls	Moscow	Not on campus or related	CLO				NO	x	
1023	07/16/18 @12:39	Monday	Same	Active 911# 132471113	Alarm; Fire	727 Elm St; Beta Theta Pi	Construction crew					NO		
1024	07/17/18 @18:52	Tuesday	Same	18-M06258	Disabled Vehicle	S Line ST & W 6th St	Flat tire	CLO				NO		
1025	07/17/18 @21:17	Tuesday	Same	18-M06263	Threatening	Moscow	Custodial interference off campus	CLO				NO	x	
1026	07/18/18 @07:56	Wednesday	Same	18-M06265	Found Property	Moscow	Found ID card	ACT				NO		
1027	07/18/18 @13:33	Wednesday	Same	18-M06274	Vin Inspection	506 Taylor Ave; 6	Vin check	CLO				NO		
1028	07/18/18 @22:44	Wednesday	Same	18-M06291	Suspicious	Sweet Ave & S Main ST	Dumpster diver	ACT				NO		
1112	08/16/18 @09:24	Thursday	Same	18-M07202	Alarm; Elevator	1080 W 6th ST; Wallace; Gooding	Accidental activation	CLO				NO		
1113	08/16/18 @10:11	Thursday	Same	18-M07206	Alarm; Elevator	1080 W 6th ST; Wallace; Gooding	Accidental activation	CLO				NO		
1114	08/16/18 @11:17	Thursday	Same	18-M07212	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1115	08/16/18 @11:43	Thursday	Same	18-M07215	Medical	709 Deakin Ave;	"Medical alert malfunction, subject C4"	CLO				NO		
1116	08/16/18 @13:22	Thursday	Same	18-M07222	Theft; Other	Moscow	"This is a civil, not a theft."	CLO				NO		
1117	08/16/18 @13:44	Thursday	Same	18-M07224	Alarm; Elevator	1080 W 6th ST; Wallace; Wiley	Accidental activation	CLO				NO		
1118	08/16/18 @13:58	Thursday	Same	18-M07225	Alarm; Elevator	804 Rayburn St; Renfrew	Accidental activation	CLO				NO		
1119	08/16/18 @17:22	Thursday	Same	18-M07234	Vehicle Prowl	Nez Perce Dr; Across From	"Vehicle burglary, window broken, items stolen from inside, no suspects"	ACT				NO		
1120	08/17/18 @07:47	Friday	Same	18-M07251	Animal; Stray	Deakin Ave & W 6th St	UTL	CLO				NO		
1121	08/17/18 @10:18	Friday	Same	18-M07259	Suspicious	1000 Stadium Dr; Kibbie Dome	UTL male on bicycle looking in car windows	ACT				NO		
1122	08/17/18 @11:10	Friday	Same	18-M07261	Fraud	1001 Paradise Creek St;	"IRS phone scam, female gave $2k in prepaid Google Cards"	ACT				NO		
1123	08/17/18 @11:32	Friday	Same	18-M07263	Medical	709 Deakin Ave; Area	Accidental activation of medical alert	ACT				NO		
