month,year,university,sexual_assault,alcohol_offense,drug_offense,theft,robbery_burglary,alcohol_offense_strict,noise_offense,closure_1,closure_1_end,closure_2,closure_2_end,university_enacted_1,university_enacted_2,reason1,reason2,unit_id,graduation_rate_total_cohort_,total_number_of_undergraduates_financial_aid_cohort_,state_abbreviation,fips_state_code,sector_of_institution,level_of_institution,control_of_institution,degree_granting_status,postsecondary_and_title_iv_institution_indicator,institutional_category,institution_size_category,longitude,latitude,x91,total_students_all,total_black_all,total_asian_all,total_women_all,total_men_all,total_undergrad_men,total_undergrad_women,total_undergrad_black,total_undergrad_asian,total_undergrad_hispanic,total_undergrad_white_men,total_undergrad_white_women,total_white_all,ftime_total_undergrad,ftime_total_undergrad_men,ftime_total_undergrad_women,total_students_undergrad,date,closure_1_rounded,closure_2_rounded,closure_1_end_rounded,closure_2_end_rounded,treatment_1,treatment_2,treatment_plus_1,treatment_plus_2,treatment_plus_3,treatment_plus_4,treatment_plus_5,treatment_plus_6,treatment_minus_1,treatment_minus_2,treatment_minus_3,treatment_minus_4,treatment_minus_5,treatment_minus_6
10,2015,North Carolina State University at Raleigh,1,14,10,28,0,14,2,2015-03-01T00:00:00Z,2015-05-09,NA,NA,0,NA,sexual assault,NA,199193,75,24111,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,34015,2164,1628,15246,18769,13295,10816,1528,1288,1124,9872,7656,22593,21023,11473,9550,24111,2015-10-01,2015-03-01T00:00:00Z,NA,2015-06-01,NA,0,NA,0,0,0,0,1,0,0,0,0,0,0,0
11,2015,North Carolina State University at Raleigh,2,10,18,19,0,10,0,2015-03-01T00:00:00Z,2015-05-09,NA,NA,0,NA,sexual assault,NA,199193,75,24111,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,34015,2164,1628,15246,18769,13295,10816,1528,1288,1124,9872,7656,22593,21023,11473,9550,24111,2015-11-01,2015-03-01T00:00:00Z,NA,2015-06-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
12,2015,North Carolina State University at Raleigh,1,8,8,24,0,8,0,2015-03-01T00:00:00Z,2015-05-09,NA,NA,0,NA,sexual assault,NA,199193,75,24111,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,34015,2164,1628,15246,18769,13295,10816,1528,1288,1124,9872,7656,22593,21023,11473,9550,24111,2015-12-01,2015-03-01T00:00:00Z,NA,2015-06-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
1,2016,North Carolina State University at Raleigh,2,12,14,12,0,12,3,2015-03-01T00:00:00Z,2015-05-09,NA,NA,0,NA,sexual assault,NA,199193,77,23827,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,33755,2075,1762,15194,18561,13060,10767,1441,1404,1125,9557,7490,22168,20951,11400,9551,23827,2016-01-01,2015-03-01T00:00:00Z,NA,2015-06-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
2,2016,North Carolina State University at Raleigh,4,4,21,12,0,4,2,2015-03-01T00:00:00Z,2015-05-09,NA,NA,0,NA,sexual assault,NA,199193,77,23827,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,33755,2075,1762,15194,18561,13060,10767,1441,1404,1125,9557,7490,22168,20951,11400,9551,23827,2016-02-01,2015-03-01T00:00:00Z,NA,2015-06-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
3,2016,North Carolina State University at Raleigh,5,5,11,30,0,5,6,2015-03-01T00:00:00Z,2015-05-09,NA,NA,0,NA,sexual assault,NA,199193,77,23827,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,33755,2075,1762,15194,18561,13060,10767,1441,1404,1125,9557,7490,22168,20951,11400,9551,23827,2016-03-01,2015-03-01T00:00:00Z,NA,2015-06-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
4,2016,North Carolina State University at Raleigh,2,10,6,21,0,10,4,2015-03-01T00:00:00Z,2015-05-09,NA,NA,0,NA,sexual assault,NA,199193,77,23827,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,33755,2075,1762,15194,18561,13060,10767,1441,1404,1125,9557,7490,22168,20951,11400,9551,23827,2016-04-01,2015-03-01T00:00:00Z,NA,2015-06-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
5,2016,North Carolina State University at Raleigh,2,2,3,12,1,2,1,2015-03-01T00:00:00Z,2015-05-09,NA,NA,0,NA,sexual assault,NA,199193,77,23827,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,33755,2075,1762,15194,18561,13060,10767,1441,1404,1125,9557,7490,22168,20951,11400,9551,23827,2016-05-01,2015-03-01T00:00:00Z,NA,2015-06-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
6,2016,North Carolina State University at Raleigh,1,3,1,14,1,3,1,2015-03-01T00:00:00Z,2015-05-09,NA,NA,0,NA,sexual assault,NA,199193,77,23827,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,33755,2075,1762,15194,18561,13060,10767,1441,1404,1125,9557,7490,22168,20951,11400,9551,23827,2016-06-01,2015-03-01T00:00:00Z,NA,2015-06-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
7,2016,North Carolina State University at Raleigh,4,6,0,13,0,6,2,2015-03-01T00:00:00Z,2015-05-09,NA,NA,0,NA,sexual assault,NA,199193,77,23827,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,33755,2075,1762,15194,18561,13060,10767,1441,1404,1125,9557,7490,22168,20951,11400,9551,23827,2016-07-01,2015-03-01T00:00:00Z,NA,2015-06-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
8,2016,North Carolina State University at Raleigh,5,13,17,32,0,13,0,2015-03-01T00:00:00Z,2015-05-09,NA,NA,0,NA,sexual assault,NA,199193,77,23827,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,33755,2075,1762,15194,18561,13060,10767,1441,1404,1125,9557,7490,22168,20951,11400,9551,23827,2016-08-01,2015-03-01T00:00:00Z,NA,2015-06-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
9,2016,North Carolina State University at Raleigh,5,9,13,24,3,9,1,2015-03-01T00:00:00Z,2015-05-09,NA,NA,0,NA,sexual assault,NA,199193,77,23827,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,33755,2075,1762,15194,18561,13060,10767,1441,1404,1125,9557,7490,22168,20951,11400,9551,23827,2016-09-01,2015-03-01T00:00:00Z,NA,2015-06-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
10,2016,North Carolina State University at Raleigh,5,13,17,21,1,13,3,2015-03-01T00:00:00Z,2015-05-09,NA,NA,0,NA,sexual assault,NA,199193,77,23827,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,33755,2075,1762,15194,18561,13060,10767,1441,1404,1125,9557,7490,22168,20951,11400,9551,23827,2016-10-01,2015-03-01T00:00:00Z,NA,2015-06-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
11,2016,North Carolina State University at Raleigh,7,4,18,26,0,4,2,2015-03-01T00:00:00Z,2015-05-09,NA,NA,0,NA,sexual assault,NA,199193,77,23827,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,33755,2075,1762,15194,18561,13060,10767,1441,1404,1125,9557,7490,22168,20951,11400,9551,23827,2016-11-01,2015-03-01T00:00:00Z,NA,2015-06-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
12,2016,North Carolina State University at Raleigh,1,6,15,15,0,6,1,2015-03-01T00:00:00Z,2015-05-09,NA,NA,0,NA,sexual assault,NA,199193,77,23827,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,33755,2075,1762,15194,18561,13060,10767,1441,1404,1125,9557,7490,22168,20951,11400,9551,23827,2016-12-01,2015-03-01T00:00:00Z,NA,2015-06-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
1,2017,North Carolina State University at Raleigh,2,7,12,35,0,7,0,2015-03-01T00:00:00Z,2015-05-09,NA,NA,0,NA,sexual assault,NA,199193,79,24150,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,34432,2038,1924,15741,18691,13191,10959,1407,1508,1221,9296,7404,21687,21384,11581,9803,24150,2017-01-01,2015-03-01T00:00:00Z,NA,2015-06-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
2,2017,North Carolina State University at Raleigh,5,7,9,21,0,7,3,2015-03-01T00:00:00Z,2015-05-09,NA,NA,0,NA,sexual assault,NA,199193,79,24150,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,34432,2038,1924,15741,18691,13191,10959,1407,1508,1221,9296,7404,21687,21384,11581,9803,24150,2017-02-01,2015-03-01T00:00:00Z,NA,2015-06-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
3,2017,North Carolina State University at Raleigh,1,15,11,31,2,15,2,2015-03-01T00:00:00Z,2015-05-09,NA,NA,0,NA,sexual assault,NA,199193,79,24150,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,34432,2038,1924,15741,18691,13191,10959,1407,1508,1221,9296,7404,21687,21384,11581,9803,24150,2017-03-01,2015-03-01T00:00:00Z,NA,2015-06-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
4,2017,North Carolina State University at Raleigh,3,4,9,22,1,4,4,2015-03-01T00:00:00Z,2015-05-09,NA,NA,0,NA,sexual assault,NA,199193,79,24150,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,34432,2038,1924,15741,18691,13191,10959,1407,1508,1221,9296,7404,21687,21384,11581,9803,24150,2017-04-01,2015-03-01T00:00:00Z,NA,2015-06-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
5,2017,North Carolina State University at Raleigh,4,3,1,20,1,3,0,2015-03-01T00:00:00Z,2015-05-09,NA,NA,0,NA,sexual assault,NA,199193,79,24150,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,34432,2038,1924,15741,18691,13191,10959,1407,1508,1221,9296,7404,21687,21384,11581,9803,24150,2017-05-01,2015-03-01T00:00:00Z,NA,2015-06-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
6,2017,North Carolina State University at Raleigh,0,1,0,13,0,1,0,2015-03-01T00:00:00Z,2015-05-09,NA,NA,0,NA,sexual assault,NA,199193,79,24150,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,34432,2038,1924,15741,18691,13191,10959,1407,1508,1221,9296,7404,21687,21384,11581,9803,24150,2017-06-01,2015-03-01T00:00:00Z,NA,2015-06-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
7,2017,North Carolina State University at Raleigh,4,2,5,6,0,2,1,2015-03-01T00:00:00Z,2015-05-09,NA,NA,0,NA,sexual assault,NA,199193,79,24150,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,34432,2038,1924,15741,18691,13191,10959,1407,1508,1221,9296,7404,21687,21384,11581,9803,24150,2017-07-01,2015-03-01T00:00:00Z,NA,2015-06-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
8,2017,North Carolina State University at Raleigh,6,9,12,22,0,9,3,2015-03-01T00:00:00Z,2015-05-09,NA,NA,0,NA,sexual assault,NA,199193,79,24150,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,34432,2038,1924,15741,18691,13191,10959,1407,1508,1221,9296,7404,21687,21384,11581,9803,24150,2017-08-01,2015-03-01T00:00:00Z,NA,2015-06-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
9,2017,North Carolina State University at Raleigh,8,7,21,21,0,7,1,2015-03-01T00:00:00Z,2015-05-09,NA,NA,0,NA,sexual assault,NA,199193,79,24150,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,34432,2038,1924,15741,18691,13191,10959,1407,1508,1221,9296,7404,21687,21384,11581,9803,24150,2017-09-01,2015-03-01T00:00:00Z,NA,2015-06-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
10,2017,North Carolina State University at Raleigh,4,6,19,27,0,6,3,2015-03-01T00:00:00Z,2015-05-09,NA,NA,0,NA,sexual assault,NA,199193,79,24150,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,34432,2038,1924,15741,18691,13191,10959,1407,1508,1221,9296,7404,21687,21384,11581,9803,24150,2017-10-01,2015-03-01T00:00:00Z,NA,2015-06-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
11,2017,North Carolina State University at Raleigh,2,9,22,18,1,9,3,2015-03-01T00:00:00Z,2015-05-09,NA,NA,0,NA,sexual assault,NA,199193,79,24150,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,34432,2038,1924,15741,18691,13191,10959,1407,1508,1221,9296,7404,21687,21384,11581,9803,24150,2017-11-01,2015-03-01T00:00:00Z,NA,2015-06-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
12,2017,North Carolina State University at Raleigh,0,3,9,4,0,3,0,2015-03-01T00:00:00Z,2015-05-09,NA,NA,0,NA,sexual assault,NA,199193,79,24150,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,34432,2038,1924,15741,18691,13191,10959,1407,1508,1221,9296,7404,21687,21384,11581,9803,24150,2017-12-01,2015-03-01T00:00:00Z,NA,2015-06-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
1,2018,North Carolina State University at Raleigh,2,1,22,14,0,1,4,2015-03-01T00:00:00Z,2015-05-09,NA,NA,0,NA,sexual assault,NA,199193,81,25199,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,35479,2055,2282,16562,18917,13461,11738,1386,1795,1406,9191,7711,21909,22317,11793,10524,25199,2018-01-01,2015-03-01T00:00:00Z,NA,2015-06-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
2,2018,North Carolina State University at Raleigh,3,3,26,13,0,3,6,2015-03-01T00:00:00Z,2015-05-09,NA,NA,0,NA,sexual assault,NA,199193,81,25199,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,35479,2055,2282,16562,18917,13461,11738,1386,1795,1406,9191,7711,21909,22317,11793,10524,25199,2018-02-01,2015-03-01T00:00:00Z,NA,2015-06-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
3,2018,North Carolina State University at Raleigh,1,3,13,14,1,3,3,2015-03-01T00:00:00Z,2015-05-09,NA,NA,0,NA,sexual assault,NA,199193,81,25199,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,35479,2055,2282,16562,18917,13461,11738,1386,1795,1406,9191,7711,21909,22317,11793,10524,25199,2018-03-01,2015-03-01T00:00:00Z,NA,2015-06-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
4,2018,North Carolina State University at Raleigh,5,4,13,11,0,4,2,2015-03-01T00:00:00Z,2015-05-09,NA,NA,0,NA,sexual assault,NA,199193,81,25199,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,35479,2055,2282,16562,18917,13461,11738,1386,1795,1406,9191,7711,21909,22317,11793,10524,25199,2018-04-01,2015-03-01T00:00:00Z,NA,2015-06-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
5,2018,North Carolina State University at Raleigh,2,1,10,20,0,1,1,2015-03-01T00:00:00Z,2015-05-09,NA,NA,0,NA,sexual assault,NA,199193,81,25199,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,35479,2055,2282,16562,18917,13461,11738,1386,1795,1406,9191,7711,21909,22317,11793,10524,25199,2018-05-01,2015-03-01T00:00:00Z,NA,2015-06-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
6,2018,North Carolina State University at Raleigh,1,2,3,12,0,2,0,2015-03-01T00:00:00Z,2015-05-09,NA,NA,0,NA,sexual assault,NA,199193,81,25199,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,35479,2055,2282,16562,18917,13461,11738,1386,1795,1406,9191,7711,21909,22317,11793,10524,25199,2018-06-01,2015-03-01T00:00:00Z,NA,2015-06-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
7,2018,North Carolina State University at Raleigh,0,0,3,14,1,0,2,2015-03-01T00:00:00Z,2015-05-09,NA,NA,0,NA,sexual assault,NA,199193,81,25199,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,35479,2055,2282,16562,18917,13461,11738,1386,1795,1406,9191,7711,21909,22317,11793,10524,25199,2018-07-01,2015-03-01T00:00:00Z,NA,2015-06-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
8,2018,North Carolina State University at Raleigh,0,3,21,18,0,3,2,2015-03-01T00:00:00Z,2015-05-09,NA,NA,0,NA,sexual assault,NA,199193,81,25199,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,35479,2055,2282,16562,18917,13461,11738,1386,1795,1406,9191,7711,21909,22317,11793,10524,25199,2018-08-01,2015-03-01T00:00:00Z,NA,2015-06-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
9,2018,North Carolina State University at Raleigh,5,3,21,20,0,3,4,2015-03-01T00:00:00Z,2015-05-09,NA,NA,0,NA,sexual assault,NA,199193,81,25199,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,35479,2055,2282,16562,18917,13461,11738,1386,1795,1406,9191,7711,21909,22317,11793,10524,25199,2018-09-01,2015-03-01T00:00:00Z,NA,2015-06-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
10,2018,North Carolina State University at Raleigh,11,7,9,27,1,7,1,2015-03-01T00:00:00Z,2015-05-09,NA,NA,0,NA,sexual assault,NA,199193,81,25199,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,35479,2055,2282,16562,18917,13461,11738,1386,1795,1406,9191,7711,21909,22317,11793,10524,25199,2018-10-01,2015-03-01T00:00:00Z,NA,2015-06-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
11,2018,North Carolina State University at Raleigh,4,3,23,20,0,3,0,2015-03-01T00:00:00Z,2015-05-09,NA,NA,0,NA,sexual assault,NA,199193,81,25199,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,35479,2055,2282,16562,18917,13461,11738,1386,1795,1406,9191,7711,21909,22317,11793,10524,25199,2018-11-01,2015-03-01T00:00:00Z,NA,2015-06-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
12,2018,North Carolina State University at Raleigh,4,1,10,9,0,1,5,2015-03-01T00:00:00Z,2015-05-09,NA,NA,0,NA,sexual assault,NA,199193,81,25199,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,35479,2055,2282,16562,18917,13461,11738,1386,1795,1406,9191,7711,21909,22317,11793,10524,25199,2018-12-01,2015-03-01T00:00:00Z,NA,2015-06-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
1,2019,North Carolina State University at Raleigh,5,9,24,22,2,9,1,2015-03-01T00:00:00Z,2015-05-09,NA,NA,0,NA,sexual assault,NA,199193,82,NA,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,36304,2258,2432,17290,19014,13633,12340,1515,1980,1612,9130,8192,22406,22820,11875,10945,25973,2019-01-01,2015-03-01T00:00:00Z,NA,2015-06-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
2,2019,North Carolina State University at Raleigh,3,3,21,14,1,3,1,2015-03-01T00:00:00Z,2015-05-09,NA,NA,0,NA,sexual assault,NA,199193,82,NA,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,36304,2258,2432,17290,19014,13633,12340,1515,1980,1612,9130,8192,22406,22820,11875,10945,25973,2019-02-01,2015-03-01T00:00:00Z,NA,2015-06-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
3,2019,North Carolina State University at Raleigh,4,9,13,12,0,9,1,2015-03-01T00:00:00Z,2015-05-09,NA,NA,0,NA,sexual assault,NA,199193,82,NA,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,36304,2258,2432,17290,19014,13633,12340,1515,1980,1612,9130,8192,22406,22820,11875,10945,25973,2019-03-01,2015-03-01T00:00:00Z,NA,2015-06-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
4,2019,North Carolina State University at Raleigh,3,7,19,32,1,7,1,2015-03-01T00:00:00Z,2015-05-09,NA,NA,0,NA,sexual assault,NA,199193,82,NA,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,36304,2258,2432,17290,19014,13633,12340,1515,1980,1612,9130,8192,22406,22820,11875,10945,25973,2019-04-01,2015-03-01T00:00:00Z,NA,2015-06-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
5,2019,North Carolina State University at Raleigh,4,0,4,9,0,0,2,2015-03-01T00:00:00Z,2015-05-09,NA,NA,0,NA,sexual assault,NA,199193,82,NA,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,36304,2258,2432,17290,19014,13633,12340,1515,1980,1612,9130,8192,22406,22820,11875,10945,25973,2019-05-01,2015-03-01T00:00:00Z,NA,2015-06-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
6,2019,North Carolina State University at Raleigh,2,3,1,2,0,3,0,2015-03-01T00:00:00Z,2015-05-09,NA,NA,0,NA,sexual assault,NA,199193,82,NA,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,36304,2258,2432,17290,19014,13633,12340,1515,1980,1612,9130,8192,22406,22820,11875,10945,25973,2019-06-01,2015-03-01T00:00:00Z,NA,2015-06-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
7,2019,North Carolina State University at Raleigh,1,0,2,10,0,0,0,2015-03-01T00:00:00Z,2015-05-09,NA,NA,0,NA,sexual assault,NA,199193,82,NA,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,36304,2258,2432,17290,19014,13633,12340,1515,1980,1612,9130,8192,22406,22820,11875,10945,25973,2019-07-01,2015-03-01T00:00:00Z,NA,2015-06-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
8,2019,North Carolina State University at Raleigh,3,4,23,15,0,4,0,2015-03-01T00:00:00Z,2015-05-09,NA,NA,0,NA,sexual assault,NA,199193,82,NA,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,36304,2258,2432,17290,19014,13633,12340,1515,1980,1612,9130,8192,22406,22820,11875,10945,25973,2019-08-01,2015-03-01T00:00:00Z,NA,2015-06-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
9,2019,North Carolina State University at Raleigh,9,10,17,18,0,10,2,2015-03-01T00:00:00Z,2015-05-09,NA,NA,0,NA,sexual assault,NA,199193,82,NA,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,36304,2258,2432,17290,19014,13633,12340,1515,1980,1612,9130,8192,22406,22820,11875,10945,25973,2019-09-01,2015-03-01T00:00:00Z,NA,2015-06-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
10,2019,North Carolina State University at Raleigh,8,9,29,22,0,9,1,2015-03-01T00:00:00Z,2015-05-09,NA,NA,0,NA,sexual assault,NA,199193,82,NA,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,36304,2258,2432,17290,19014,13633,12340,1515,1980,1612,9130,8192,22406,22820,11875,10945,25973,2019-10-01,2015-03-01T00:00:00Z,NA,2015-06-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
11,2019,North Carolina State University at Raleigh,13,2,16,18,3,2,0,2015-03-01T00:00:00Z,2015-05-09,NA,NA,0,NA,sexual assault,NA,199193,82,NA,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,36304,2258,2432,17290,19014,13633,12340,1515,1980,1612,9130,8192,22406,22820,11875,10945,25973,2019-11-01,2015-03-01T00:00:00Z,NA,2015-06-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
12,2019,North Carolina State University at Raleigh,1,4,7,15,1,4,0,2015-03-01T00:00:00Z,2015-05-09,NA,NA,0,NA,sexual assault,NA,199193,82,NA,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,36304,2258,2432,17290,19014,13633,12340,1515,1980,1612,9130,8192,22406,22820,11875,10945,25973,2019-12-01,2015-03-01T00:00:00Z,NA,2015-06-01,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0
1,2014,Rollins College,NA,NA,NA,NA,NA,NA,NA,2017-02-22T00:00:00Z,2017-03-17,NA,NA,1,NA,behavior,NA,136950,71,2670,FL,12,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",2,-81.348716,28.591992,NA,3207,197,95,1880,1327,1093,1577,163,68,417,684,981,2026,2452,997,1455,2670,2014-01-01,2017-02-01T00:00:00Z,NA,2017-04-01,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,1
2,2014,Rollins College,NA,NA,NA,NA,NA,NA,NA,2017-02-22T00:00:00Z,2017-03-17,NA,NA,1,NA,behavior,NA,136950,71,2670,FL,12,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",2,-81.348716,28.591992,NA,3207,197,95,1880,1327,1093,1577,163,68,417,684,981,2026,2452,997,1455,2670,2014-02-01,2017-02-01T00:00:00Z,NA,2017-04-01,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,1
